model,class_name,r2,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9917779266395774,9807.806042720538,62.30950794499695,0.040901020137927846,"{'learning_rate': 0.05, 'max_depth': 3}"
ridge,Ridge,0.95624709993674,52191.21002891853,148.30102081195423,0.09816480440463698,{'alpha': 0.01}
linear,LinearRegression,0.956236273202637,52204.12483805515,148.31954995783795,0.09817518262951967,{}
lasso,Lasso,0.9537655109180153,55151.40543298217,151.46811047069104,0.10092428506169808,{'alpha': 0.005}
