model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9903824688945981,0.9952190371180457,0.0048453769454622755,0.05024554161711008,0.00745363828477109,"{'learning_rate': 0.01, 'max_depth': 6}"
linear,LinearRegression,0.9667138359130806,0.9832160677659214,0.016769793650996925,0.09793723198292216,0.014490406446357898,{}
ridge,Ridge,0.9666985329802394,0.9832085120221213,0.01677750337162833,0.09797654555417079,0.014494580785612507,{'alpha': 1}
lasso,Lasso,0.9659118129400922,0.9828594459211898,0.017173858226453984,0.09971188218444434,0.014741044434409566,{'alpha': 0.005}
