model,class_name,r2,mse,mae,mape,params
gb,GradientBoostingRegressor,0.998658154852975,0.0006760306224664333,0.019421632482963136,0.002828582867205235,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
cb,CatBoostRegressor,0.9955044217228495,0.0022649026139766365,0.03681054046455727,0.005348489686361015,{'verbose': 0}
rf,RandomForestRegressor,0.9909511914997571,0.004558850666607542,0.05284452013598257,0.007788572437132711,"{'max_depth': 10, 'n_estimators': 200}"
linear,LinearRegression,0.9686441131254351,0.015797306990897615,0.09465946673329749,0.013980600959952523,{}
ridge,Ridge,0.9686425113997225,0.015798113951099306,0.09464210266682335,0.01397787045770976,{'alpha': 0.01}
lasso,Lasso,0.9658073407616752,0.017226492013565898,0.09978989957279794,0.01473120471557758,{'alpha': 0.01}
