model,2019,2020,2021
cb,909668.4870231634,944926.3855624186,967365.6596211218
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,910674.2464298995,944396.105716879,972936.2265758554
lasso,924714.8587232956,970010.8228638439,973931.30874918
linear,909478.7982792847,951777.9761189478,969709.4345476796
report,918483.4,922127.14,982486.35
rf,915088.2534318164,936330.2578503559,975537.5048716117
ridge,909929.1363045953,950264.228859993,966666.2669654345
