model,2019,2020,2021
cb,915114.183273866,934737.9993308834,956448.3396121712
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,914992.6692710049,933817.6846605985,955063.9526531439
lasso,900471.9774459894,935322.7281867171,942338.4811232681
linear,905517.0346910622,938615.6605861238,947029.7739530369
report,918483.4,922127.14,982486.35
rf,914834.8662099252,929043.6493191337,959511.8391515003
ridge,905138.1188751027,938018.1116077636,946827.1252571443
