model,2019,2020,2021
cb,921535.1874457715,954680.5235487141,967551.9492429447
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,924473.9908308487,956239.4866326331,964400.1147881671
lasso,937426.4417494637,981635.963630124,984628.9164663759
linear,928160.9482242126,963979.0949687758,971049.1706054028
report,918483.4,922127.14,982486.35
rf,922776.1197669201,951852.3485443562,968652.8634942414
ridge,930138.9684718214,965971.9854876669,973083.2493462965
