model,class_name,mae,te,mse,mape,r2,params
gb,GradientBoostingRegressor,0.005607974506613055,-0.18866508260512643,0.00011046648438406494,0.0557507466930086,0.9556612528987742,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
cb,CatBoostRegressor,0.006400957307243932,-0.13641351066268065,7.188725280516115e-05,0.0668653048830293,0.971146083450541,{'verbose': 0}
rf,RandomForestRegressor,0.0077964244846266805,-0.41897342404920845,0.0002960370717605409,0.07628515050693567,0.8811774183765777,"{'max_depth': 10, 'n_estimators': 200}"
ridge,Ridge,0.013673273058677536,-0.7291425933557969,0.001590287923097443,0.13645333419951075,0.3616944140704217,{'alpha': 0.01}
linear,LinearRegression,0.013673452906678273,-0.7291306861185625,0.0015902834329060277,0.13645536723640123,0.36169621633164795,{}
lasso,Lasso,0.01563331483684958,-1.1349798493780776,0.001842473296114266,0.15524536548771953,0.26047291200880474,{'alpha': 0.01}
