model,class_name,r2,mse,mae,mape,params
cb,CatBoostRegressor,0.9975492432856407,7.150354773919622e-06,0.002083482978765869,0.02276735561163125,"{'depth': 6, 'l2_leaf_reg': 1, 'learning_rate': 0.05}"
rf,RandomForestRegressor,0.8829798885500592,0.00034141916561856946,0.004045532550197487,0.03643480619039405,"{'max_depth': 50, 'n_estimators': 200}"
linear,LinearRegression,0.8642097132911459,0.00039618323562335615,0.011414739856857349,0.11769617848047628,{}
gb,GradientBoostingRegressor,0.7236503652193749,0.0008062807371890018,0.008036410257367886,0.07960608575620345,"{'learning_rate': 0.01, 'max_depth': 4}"
ridge,Ridge,0.34110684887614684,0.0019223939124748603,0.012018648184594154,0.11603909630111227,{'alpha': 1000}
lasso,Lasso,0.29117783220308047,0.0020680673612646122,0.012701709778430133,0.12140098737545185,{'alpha': 0.005}
