r2,rmse,mae,mape,class_name,params
0.8642097132911666,0.00039618323562329554,0.011414739856858215,0.11769617848049096,LinearRegression,{}
0.7235821328052834,0.0008064798128316297,0.008037945138769945,0.07957743479971197,GradientBoostingRegressor,"{'learning_rate': 0.01, 'max_depth': 4}"
0.34110684887614673,0.0019223939124748607,0.012018648184594154,0.11603909630111227,Ridge,{'alpha': 1000}
0.2911798444113004,0.002068061490423754,0.012701747594632815,0.12140124631504853,Lasso,{'alpha': 0.005}
0.013664495241456742,0.002877743328749861,0.019501538309638224,0.18642029066335788,Calculation,
