model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9986357282509929,0.999321989964183,0.0006873292955893748,0.01991394577001235,0.002897387404493626,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
cb,CatBoostRegressor,0.9953944741294083,0.9977088808777319,0.002320294952054947,0.03745006367785835,0.0054364712492865706,{'verbose': 0}
rf,RandomForestRegressor,0.9913710181262033,0.9958298039868793,0.004347339184650246,0.05031597837359476,0.007450633396759983,"{'max_depth': 10, 'n_estimators': 200}"
linear,LinearRegression,0.9688333654598684,0.9842933330363809,0.015701960390186006,0.09453456092147505,0.013951898510595265,{}
ridge,Ridge,0.9688078646280184,0.9842803823305897,0.015714807881021434,0.09446198981770894,0.013943913879353325,{'alpha': 0.01}
lasso,Lasso,0.9660845904834777,0.9830904755094676,0.017086811736430788,0.0994101570931956,0.014670279495966818,{'alpha': 0.01}
