model,2019,2020,2021
cb,916960.471523249,936207.8703308397,985424.4026886551
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,915797.6607845451,949960.7274408565,979164.4481303624
lasso,938080.4109469628,984588.9708009213,988502.0155355921
linear,915080.443274352,959760.0779388105,979699.5964445152
report,918483.4,922127.14,982486.35
rf,919446.7257329108,942191.8505079336,985379.7152741612
ridge,916108.0689384745,957496.0991616689,973055.703634411
