r2,rmse,mae,mape,class_name,params
0.6900639716616703,0.0009042727688366028,0.008512421605162536,0.08356569314983972,GradientBoostingRegressor,"{'learning_rate': 0.01, 'max_depth': 4}"
0.4055851681154974,0.0017342712583223382,0.012885551249263036,0.12939412822852056,LinearRegression,{}
0.37142532353256275,0.001833936396995144,0.012362506950509267,0.12240346066614632,Ridge,{'alpha': 100}
0.28598906265833224,0.002083206172419418,0.012857115676187506,0.12305162678653771,Lasso,{'alpha': 0.005}
0.013664495241456742,0.002877743328749861,0.019501538309638224,0.18642029066335788,Calculation,
