r2,rmse,mae,mape,class_name,params
0.598451393634903,0.0011715626351895786,0.008182948416745911,0.07864517373107302,GradientBoostingRegressor,"{'learning_rate': 0.005, 'max_depth': 6}"
0.36562469302065936,0.001850860380444629,0.013067942850773655,0.1304781133416548,LinearRegression,{}
0.30025701037442176,0.002041577851065438,0.012301013212833221,0.11720545793641014,Ridge,{'alpha': 1000}
0.2869914690555345,0.0020802815404779252,0.012801977580649965,0.1224129801041743,Lasso,{'alpha': 0.005}
0.013664495241456742,0.002877743328749861,0.019501538309638224,0.18642029066335788,Calculation,
