,cb,gb,lasso,linear,rf,ridge,mean,sd
distance_sum,1,1,1,1,1,1,1.0,0.0
Draught..m.,2,2,3,3,2,3,2.5,0.5
ME_W_ref_first,3,3,2,2,3,2,2.5,0.5
draught_mean,4,4,4,4,4,4,4.0,0.0
speed_mean,5,5,5,5,5,5,5.0,0.0
Speed..knots.,6,6,6,7,6,7,6.333333333333333,0.4714045207910317
ME_SFC_base_first,7,7,6,6,7,6,6.5,0.5
