r2,mse,mae,mape,class_name,params
0.9974775714447209,7.359465326131226e-06,0.0021157413084162443,0.023100359765128413,CatBoostRegressor,"{'depth': 6, 'l2_leaf_reg': 1, 'learning_rate': 0.05}"
0.8753196713865719,0.00036376869955773085,0.004002267456470261,0.03566279990342305,RandomForestRegressor,"{'max_depth': 50, 'n_estimators': 200}"
0.6429793818816354,0.0010416472864046278,0.013742255428222045,0.14195981674190333,LinearRegression,{}
0.57530448612514,0.0012390963073995404,0.007975443273688217,0.07692877774063003,GradientBoostingRegressor,"{'learning_rate': 0.005, 'max_depth': 6}"
0.39569152379339356,0.0017631370639306725,0.012293188648424151,0.1218783057614626,Ridge,{'alpha': 100}
0.2584138700847035,0.002163659857889433,0.013173062526416998,0.12588129076578186,Lasso,{'alpha': 0.005}
0.013664495241456742,0.002877743328749861,0.019501538309638224,0.18642029066335788,Calculation,
