model,2019,2020,2021
cb,911592.4573430195,932145.5170498564,969786.2952815983
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,915159.2734710574,936467.0747762225,966647.9547710407
lasso,900038.9271286977,936020.1740940162,941767.535759026
linear,908373.0847404331,942539.8659073093,950077.0702539817
report,918483.4,922127.14,982486.35
rf,903728.276540555,928069.446161855,958559.3356192699
ridge,907891.2901901791,942285.0893355971,949538.5998221166
