model,2019,2020,2021
cb,850444.2870326352,875729.6831347705,910790.2624878127
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,855489.787429383,877892.7825786389,912907.236301567
lasso,857362.4661203474,884663.0505032733,906964.1954790193
linear,876058.7218967003,920838.5564568483,924014.3296282545
report,918483.4,922127.14,982486.35
rf,833047.9357818628,862031.2836849396,894951.1007427436
ridge,875859.5072481388,919800.956877791,923421.6719759387
