model,class_name,mae,te,mse,mape,r2,params
linear,LinearRegression,0.00017375825909307047,-0.0004085081556833743,5.174277988815911e-07,0.2677280108041409,0.34897328274403483,{}
linearstruct,LinearRegression,0.00017849452050836275,-0.08438052414096274,5.25036267326352e-07,0.21326691902694336,0.339400321558639,{'fit_intercept': False}
