model,2019,2020,2021
eng,951738.6065535047,1119502.0165243486,1077732.003125762
linear,1098598.1700815712,1149659.4442821923,1195270.1087915294
linearstruct,1091312.9882922044,1143591.9607032647,1192618.5926692258
report,918483.4,922127.14,982486.35
