model,mae,te,mse,mape,r2,class_name,params
linear,175.7464590840404,10225.459200232885,75924.30869975111,0.14825922991425078,0.9127166842794162,LinearRegression,{}
linearstruct,178.251696381265,-4339.830362780344,77969.83611708727,0.13745286486158878,0.910365126281193,LinearRegression,{'fit_intercept': False}
eng,265.39022007012505,43568.3326546733,324343.0829126224,0.18528640271209848,0.6271320715002742,Calculation,
