model,2019,2020,2021
eng,951738.6065535047,1119502.0165243486,1077732.003125762
linear,980031.1064754357,1004629.7905882322,1066245.268733793
linearstruct,961328.7209603842,984278.7702283344,1050580.1909284447
report,918483.4,922127.14,982486.35
