model,class_name,r2,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9875372713903381,3.636139421266629e-05,0.00452763789750894,0.049167831863216986,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
linear,LinearRegression,0.3351238699005151,0.0019398499178098704,0.01469456830160666,0.14758952637449202,{}
ridge,Ridge,0.3351230705600693,0.0019398522499743565,0.014687093811749758,0.14750485987596884,{'alpha': 0.01}
lasso,Lasso,0.22669196936643987,0.0022562120246996465,0.014521281365974057,0.1449808442397504,{'alpha': 0.01}
