model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9581499985735211,0.979182837749685,0.021084312580546733,0.08893471943900566,0.012873858831977348,"{'learning_rate': 0.01, 'max_depth': 4}"
linear,LinearRegression,0.9071896514545392,0.954444902783462,0.04675847867961777,0.1279682648445345,0.018554505716780374,{}
ridge,Ridge,0.90699513369494,0.954349311963534,0.04685647803699089,0.1281324868605669,0.018574079587655612,{'alpha': 1}
lasso,Lasso,0.8984668243534824,0.9499286671190448,0.051153097721814124,0.13679757009701612,0.01984928468544269,{'alpha': 0.005}
