model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9664106650495682,0.9832611768141676,0.016922533173905633,0.0801712626459094,0.011612503489936577,"{'learning_rate': 0.01, 'max_depth': 5}"
linear,LinearRegression,0.9108298293758454,0.9562289013268809,0.04492453252608038,0.12634692057788566,0.018281051348305287,{}
ridge,Ridge,0.9088003187640636,0.955209781988166,0.045947013641153174,0.1276813612559516,0.018476663736660563,{'alpha': 10}
lasso,Lasso,0.8991521490784169,0.9502609420870958,0.05080782650969522,0.13640080046901432,0.01979398255328297,{'alpha': 0.005}
