model,2019,2020,2021
eng,951738.6065535047,1119502.0165243486,1077732.003125762
linear,895097.726069228,936135.0023290538,921490.2084088594
linearstruct,779731.8728115853,820477.2449126649,815771.1055154437
report,918483.4,922127.14,982486.35
