model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9963700390150868,0.9982018827929459,0.0018287987921710024,0.03213456319333547,0.004691088378888484,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
linear,LinearRegression,0.9379312748639563,0.9684685203267871,0.03127064175955728,0.13549379804173933,0.020034698031522805,{}
ridge,Ridge,0.9379312676188957,0.9684685166150611,0.03127064540966767,0.1354937332467235,0.020034741003141145,{'alpha': 0.01}
lasso,Lasso,0.9356575079957862,0.9675498406909924,0.03241618082167685,0.13834520747170456,0.020471573509932183,{'alpha': 0.01}
