model,class_name,mae,te,mse,mape,r2,params
gb,GradientBoostingRegressor,59.53404082869897,-8055.367405361794,9044.67547315543,0.047208969158671225,0.9880738839384053,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
rf,RandomForestRegressor,66.67488670506579,-17029.265039547266,10117.924452625663,0.05448645277651162,0.9866587207376759,"{'max_depth': 10, 'n_estimators': 200}"
cb,CatBoostRegressor,69.43281362754408,-10522.253733281323,10790.598274941058,0.05551767418999327,0.9857717473907227,{'verbose': 0}
ridge,Ridge,130.42265607827485,-19857.27813066083,42107.248278183186,0.10732597243369014,0.9444782810073784,{'alpha': 0.01}
linear,LinearRegression,130.42286384675936,-19851.693604684726,42107.12857837786,0.10732598466470242,0.9444784388409873,{}
lasso,Lasso,133.51241340282866,-38971.27646870468,44995.23572991852,0.10922490208193303,0.9406702423844284,{'alpha': 0.01}
