model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.7782763301516128,0.9008062396476135,0.019429921987522813,0.08552300607551451,1.3747820827578308,"{'learning_rate': 0.01, 'max_depth': 4}"
linear,LinearRegression,0.5074182222948806,0.7123329434294619,0.04316555611690093,0.12504252964535978,2.331165989898259,{}
ridge,Ridge,0.5059520714588386,0.7113165278384357,0.04329403674499859,0.12433619374261709,2.314761159335557,{'alpha': 0.005}
lasso,Lasso,0.42633396281071045,0.6638631183514745,0.05027107100067842,0.13410261616416377,1.9398213845057977,{'alpha': 0.005}
