model,2019,2020,2021
cb,917890.189729599,949368.6448164703,965172.3408267412
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,920988.9324351283,951922.1970849396,963830.4167758856
lasso,927615.8400657596,971048.321981682,974004.813901481
linear,929497.2693454884,965483.0096534594,972691.0329006896
report,918483.4,922127.14,982486.35
rf,918227.2997080728,948324.9919032233,966367.1495494214
ridge,930909.068122841,966965.5512981995,974138.197932984
