model,mae,te,mse,mape,r2,class_name,params
rf,81.78682791623577,12538.468027107901,15755.13432927888,0.07019560638817593,0.9792256160948314,RandomForestRegressor,"{'max_depth': 10, 'n_estimators': 700}"
gb,93.44006892711076,14088.189085029724,22116.310304636805,0.07923667358081563,0.9708379052039863,GradientBoostingRegressor,"{'learning_rate': 0.005, 'max_depth': 6}"
cb,97.15527182434275,13430.781926348885,23646.9308137474,0.08100095493545659,0.9688196616647803,CatBoostRegressor,"{'depth': 8, 'l2_leaf_reg': 1, 'learning_rate': 0.01}"
ridge,132.7641147180736,27292.00114395356,42806.56666539231,0.1104187242208286,0.943556174705763,Ridge,{'alpha': 10}
linear,132.820098305539,27073.63236919902,42848.35933515262,0.11046998592814655,0.9435010677832908,LinearRegression,{}
lasso,148.6702612412173,41213.79010900953,53094.481396510804,0.12171128338992988,0.9299907498898847,Lasso,{'alpha': 0.005}
eng,353.0756591221561,384260.16561674944,735305.3280418017,0.2689841045589257,0.030442086179565897,Calculation,
