model,class_name,mae,te,mse,mape,r2,params
linear,LinearRegression,492.0961141171024,106737.86462084249,3682985.982345533,0.3951822481194292,-2.4988166326288983,{}
linearstruct,LinearRegression,188891950.17557347,202301743262.9187,1.332889229647011e+19,32153.21814665588,-12662375117622.662,{'fit_intercept': False}
