model,2019,2020,2021
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,923643.0794628485,953935.856941377,964614.7207628936
lasso,932111.9697020007,976373.6723990969,979193.4972715719
linear,930450.231969964,965574.2948533131,972863.3505984058
report,918483.4,922127.14,982486.35
ridge,931396.6909956157,966635.61276579,973863.7708812882
