model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.998014596064691,0.9990125645145218,0.0010002598744050656,0.023455654917279536,0.0034390079164205818,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
linear,LinearRegression,0.9667138359130806,0.9832160677659214,0.016769793650996925,0.09793723198292216,0.014490406446357898,{}
ridge,Ridge,0.9667138334319487,0.9832160665291875,0.016769794901007908,0.09793723885344974,0.01449038216447776,{'alpha': 0.01}
lasso,Lasso,0.9648721984557551,0.9824736016064263,0.017697623005519393,0.10159175624471577,0.015010151093956732,{'alpha': 0.01}
