model,class_name,r2,corr,mse,mae,mape,params
gb,GradientBoostingRegressor,0.9719966568589021,0.9865216460531546,0.014108272878424456,0.08816706240838293,0.012960776183025059,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
linear,LinearRegression,0.7359513927432425,0.8578760940504417,0.13302946671674487,0.2777511604617341,0.04171526054883566,{}
ridge,Ridge,0.7359513884314423,0.8578760915811979,0.13302946888905887,0.27774993107534046,0.04171512220781993,{'alpha': 0.01}
lasso,Lasso,0.7334366282900158,0.8569163071536398,0.13429642198534694,0.2779291092809435,0.04183963343882392,{'alpha': 0.01}
