model,2019,2020,2021
cb,910207.1670469602,931680.6859520173,975299.1358941707
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,918096.2404479859,935295.746118329,981167.3898557152
lasso,869567.1521488952,905642.8770626576,919729.4528154202
linear,877413.4145044422,923382.4233481791,927840.6755148869
report,918483.4,922127.14,982486.35
rf,899953.608429732,920214.6318237842,964752.3035770151
ridge,877408.9127458482,923353.8577562735,927822.002087607
