model,2019,2020,2021
cb,913345.4313230219,935818.6738410019,976134.9953064485
eng,951738.6065535047,1119502.0165243486,1077732.003125762
gb,911132.870286725,937527.4555279219,972837.6522923149
lasso,898870.559354125,941503.0697052466,954603.3082291312
linear,905548.7885242474,940865.0929639692,956789.7727214433
report,918483.4,922127.14,982486.35
rf,914427.8626371385,944893.8202198748,977270.6702246794
ridge,905841.0229113097,940683.1382694156,957416.1281751338
