"Listing"

"WFR Listing"
"Created 09 March 2022 19:37"


"CVN","Bale Capacity (cu m)","Post Panamax (Ind)","Post Panamax Old Locks (Ind)","SOx Scrubber 1 Retrofit Indicator","Demo Buyer","Stock Exchange","Panama NT","Suez NT","P and I Club
","Air Draft From Keel","Last Hull Survey Date","EST Number (Energy Saving Technologies)","EST Detail (Energy Saving Technologies)","Hull Survey Due Date","Consumption (tpd)","Deballast Cap (cu m/h)","CGT","LBP (m)","Gear (Ind)","ConBulk","Pool Operator","Manager","Manager Country/Region","Operator Group","Operator Nationality/Region","Eco-Speed - Laden (knots)","Eco-Speed - Ballast (knots)","Main Consumption at Laden Speed (tpd)","Main Consumption at Ballast Speed (tpd)","Main Consumption at Eco-Speed Laden (tpd)","Main Consumption at Eco-Speed Ballast (tpd)","Australia Fitted Ind","Builder Country/Region","Operator Country/Region","Homogeneous TEU","Demo Location","Manager Group","Original Builder","Original Builder Group"
13115333,,,,,,,,,"Shipowners P&I",,,,,,33,,9302.96,126,"N",,,"Tanto Intim Line","Indonesia","Tanto Intim Line","Indonesia",,,,,,,,"China P.R.","Indonesia",590,,"Tanto Intim Line","Xiamen Shipbuilding","Fujian Shipbuilding"
13115467,,,,,,,,,"Standard Club P&I",,"20-May-2021",,,"19-May-2026",85.5,,22141.77,195.4,"N",,,"Fujian Changan Shpg","China P.R.","MSC","Italy",,,,,,,,"Poland","Switzerland",2200,,"Fujian Changan Shpg","Stocznia Gdynia","Stocznia Gdynia"
13116385,,,,,,,29569,,"North of England P&I",44,"25-Feb-2022",,,"30-Nov-2024",75,,23300.58,195.2,"Y",,,"Reefership Marine","Costa Rica","Dole Fresh Fruit","United States",,,,,,,,"Germany","United States",1730,,"Dole Fresh Fruit","Howaldtswerke Werft","ThyssenKrupp"
13116419,,,,,,,29569,,"North of England P&I",44,"22-Feb-2022",,,"10-Sep-2024",75,,23300.58,193.4,"Y",,,"Reefership Marine","Costa Rica","Dole Fresh Fruit","United States",,,,,,,,"Germany","United States",1730,,"Dole Fresh Fruit","Howaldtswerke Werft","ThyssenKrupp"
13118389,,,,,,"Taiwan",16069,13598,"Gard P&I",,"20-Jun-2019",,,"10-Aug-2024",41.6,,14807.41,170,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",1100,,"Evergreen Marine","Evergreen H.I.","Evergreen H.I."
13118413,,,,,,"Taiwan",16069,13598,"Gard P&I",,"13-Aug-2019",,,"28-Oct-2024",41.6,,14807.41,170,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",1100,,"Evergreen Marine","Evergreen H.I.","Evergreen H.I."
13118547,,,,,,"Taiwan",16069,13598,"Gard P&I",,"17-Nov-2019",,,"27-Jan-2025",41.6,,14807.41,170,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",1100,,"Evergreen Marine","Evergreen H.I.","Evergreen H.I."
13118671,,,,,,"Taiwan",16069,13598,"Gard P&I",,"31-Mar-2020",,,"05-Apr-2025",41.6,,14807.41,170,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",1100,,"Evergreen Marine","Evergreen H.I.","Evergreen H.I."
13118705,,,,,,"Taiwan",16069,13598,"Gard P&I",,"15-May-2020",,,"10-Jul-2025",41.6,,14807.41,170,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",1100,,"Evergreen Marine","Evergreen H.I.","Evergreen H.I."
13118839,,,,,,"Taiwan",16069,13598,"Gard P&I",,"12-Aug-2020",,,"04-Oct-2025",41.6,,14807.41,170,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",1100,,"Evergreen Marine","Evergreen H.I.","Evergreen H.I."
13118963,,,,,,"Taiwan",16069,13598,"Gard P&I",,,,,,41.6,,14807.41,170,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",1100,,"Evergreen Marine","Evergreen H.I.","Evergreen H.I."
13119049,,,,,,"Taiwan",16069,13598,"Gard P&I",,"25-Mar-2021",,,"25-Mar-2026",41.6,,14807.41,170,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",1100,,"Evergreen Marine","Evergreen H.I.","Evergreen H.I."
13119173,,,,,,"Taiwan",16069,13598,"Gard P&I",,,,,,41.6,,14807.41,170,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",1100,,"Evergreen Marine","Evergreen H.I.","Evergreen H.I."
13119207,,,,,,"Taiwan",16069,13598,"Gard P&I",,,,,,41.6,,14807.41,170,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",1100,,"Evergreen Marine","Evergreen H.I.","Evergreen H.I."
13122515,,,,,,,,,"The London P&I Club",,"01-Jul-2019",,,"30-Jun-2024",75,,19452.72,199,"Y",,,"GFS Ship Mngt","U.A.E.","Global Feeder Shpg","U.A.E.",,,,,,,,"Germany","U.A.E.",1886,,"Global Feeder Shpg","Thyssen Nordsee","Thyssen Nordsee"
13122649,,,,,,,,22566,"The London P&I Club",53.84,"01-Jul-2020",,,"30-Jun-2025",75,,19452.72,199,"Y",,,"GFS Ship Mngt","U.A.E.","Global Feeder Shpg","U.A.E.",,,,,,,,"Germany","U.A.E.",1886,,"Global Feeder Shpg","Thyssen Nordsee","Thyssen Nordsee"
13122931,,,,,,,,,"Standard Club P&I",,"02-Sep-2018",,,"01-Sep-2023",26.5,,19119.16,185.5,"Y",,,"Zeaborn Ship Mgmt","Germany","Samudera Indonesia","Indonesia",,,,,,,,"Taiwan","Singapore",1744,,"Zeaborn","CSBC (Kaohsiung)","CSBC Corporation"
13123017,,,,,"Bangladesh",,,,,,"08-Aug-2015",,,"08-Aug-2020",85,,19045.72,185.5,"Y",,,"PT-Ship Mngt GmbH","Germany",,,,,,,,,,"Taiwan",,1744,"Bangladesh","PT-Ship Mngt GmbH","CSBC (Keelung)","CSBC Corporation"
13123141,,,,,,,,,"Shipowners P&I",,,,,,20,,19119.16,185.5,"Y",,,"Salam Pacific","Indonesia","Salam Pacific","Indonesia",,,,,,,,"Taiwan","Indonesia",1744,,"Salam Pacific","CSBC (Kaohsiung)","CSBC Corporation"
13125279,,,"Y",,"Pakistan",,,55697,,60.05,"01-Jul-2015",,,"01-Jul-2020",205,,36173.27,264.4,"N",,,"KLC SM","South Korea",,,,,,,,,,"Germany",,4120,"Pakistan","SM Group","Aker MTW Werft","Aker MTW Werft"
13125303,,,"Y",,,,,55697,"UK P&I Club",60.05,"26-Dec-2020",,,"31-Jul-2025",200,,36173.27,264.4,"N",,,"Technomar Shipping","Greece","Zim Integrated Shpg","Israel",,,,,,,,"Germany","Hong Kong",4120,,"Technomar Shipping","Aker MTW Werft","Aker MTW Werft"
13125437,,,"Y","Y",,,,55697,"UK P&I Club",60.05,"29-Jan-2020",,,"31-Jan-2025",108,,36173.27,264.4,"N",,,"Technomar Shipping","Greece","A.P. Moller","Denmark",,,,,,,,"Germany","Denmark",4120,,"Technomar Shipping","Warnowwerft","Aker Yards Germany"
13125561,,,"Y",,,,,55697,"UK P&I Club",60.05,"04-Jul-2020",,,"31-May-2025",200,,36173.27,264.4,"N",,,"Technomar Shipping","Greece","Zim Integrated Shpg","Israel",,,,,,,,"Germany","Israel",4120,,"Technomar Shipping","Warnowwerft","Aker Yards Germany"
13125695,,,"Y",,,,,55697,"West of England P&I",60.05,"31-Mar-2021",,,"28-Feb-2026",200,,36173.27,264.4,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"Germany","Switzerland",4120,,"MSC","Warnowwerft","Aker Yards Germany"
13126197,4166,,,,,,,,"Shipowners P&I",,"13-Mar-2019",,,"30-Apr-2024",,,4385.43,91.45,"N",,,"Linea Peninsular","United States","Linea Peninsular","United States",,,,,,,,"Germany","United States",220,,"Linea Peninsular","Kroeger Werft","Kroeger Werft"
13127149,,,"Y",,,"Taiwan",,62016,"Gard P&I",,"19-Apr-2020",,,"30-Jun-2025",201,,37172.52,268,"N",,,"Evergreen Spore","Singapore","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Evergreen Spore","MHI Kobe","Mitsubishi HI"
13127273,,,"Y","Y",,"Taiwan",,62016,"Gard P&I",,"07-Oct-2020",,,"30-Sep-2025",201,,37172.52,268,"N",,,"Evergreen Spore","Singapore","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Evergreen Spore","MHI Kobe","Mitsubishi HI"
13127307,,,"Y","Y",,"Taiwan",,62017,"Gard P&I",,"30-Jun-2020",,,"30-Jul-2025",201,,37041.73,268,"N",,,"Italia Marittima","Italy","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Evergreen Marine","MHI Kobe","Mitsubishi HI"
13127431,,,"Y","Y",,"Taiwan",,,"Gard P&I",,"29-Jan-2021",,,"31-Mar-2026",201,,37172.52,268,"N",,,"Italia Marittima","Italy","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Evergreen Marine","MHI Kobe","Mitsubishi HI"
13127565,,,"Y","Y",,"Taiwan",,62017,"Gard P&I",,"27-May-2021",,,"31-May-2026",201,,37172.52,268,"N",,,"Italia Marittima","Italy","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Evergreen Marine","MHI Kobe","Mitsubishi HI"
13127857,,,,"Y",,,,,"Hydor",,"07-Aug-2019",,,"31-Oct-2024",,,9939.45,144.3,"N",,,"Hans Peter Wegener","Germany","Containerships PLC","France",,,,,,,,"Germany","Finland",712,,"Hans Peter Wegener","J. J. Sietas","J. J. Sietas"
13128517,,,,,,,,,"The London P&I Club",,"07-May-2019",,,"13-May-2024",58,,18453.31,190,"Y",,,"Interworld Shipping","U.A.E.","Global Feeder Shpg","U.A.E.",,,,,,,,"Japan","U.A.E.",1599,,"Interworld Shipping","Imabari SB Marugame","Imabari Shipbuilding"
13131241,,,,,"Private terms",,,,,,"01-Feb-2015",,,"01-Feb-2020",28.6,,9272.11,126,"N",,,"Sinokor Ship Mngt","South Korea","Sinokor Merchant","South Korea",,,,,,,,"China P.R.","South Korea",590,"Bangladesh","Sinokor Merchant","Xiamen Shipbuilding","Fujian Shipbuilding"
13131667,,,,,,,,,"Shipowners P&I",,,,,,26,,8537.63,121.5,"Y",,,"Salam Pacific","Indonesia","Salam Pacific","Indonesia",,,,,,,,"Turkey","Indonesia",520,,"Salam Pacific","Torgem Shipyard","Torgem Shipyard"
13132619,,,,,,,,,"Britannia P&I",,"26-Mar-2020",,,"31-Jan-2025",142,,31112.01,283.2,"N",,,"Hapag-Lloyd Cont","Germany","Hapag-Lloyd","Germany",,,,,,,,"South Korea","Germany",3370,,"Hapag-Lloyd","Hyundai HI (Ulsan)","Hyundai HI Group"
13132743,,,,,,,,,"Britannia P&I",,"30-Jun-2020",,,"31-May-2025",142,,31572.83,283.2,"N",,,"Hapag-Lloyd Cont","Germany","Hapag-Lloyd","Germany",,,,,,,,"South Korea","Germany",3370,,"Hapag-Lloyd","Hyundai HI (Ulsan)","Hyundai HI Group"
13132877,,,,,,,,,"Britannia P&I",,"10-Aug-2020",,,"30-Jun-2025",142,,31572.83,283.2,"N",,,"Hapag-Lloyd Cont","Germany","Hapag-Lloyd","Germany",,,,,,,,"South Korea","Germany",3370,,"Hapag-Lloyd","Hyundai HI (Ulsan)","Hyundai HI Group"
13132901,,,,,,,,,"Britannia P&I",,"29-Sep-2020",,,"31-Aug-2025",142,,31572.83,283.2,"N",,,"Hapag-Lloyd Cont","Germany","Hapag-Lloyd","Germany",,,,,,,,"South Korea","Germany",3370,,"Hapag-Lloyd","Hyundai HI (Ulsan)","Hyundai HI Group"
13134321,,,,,,,,,"UK P&I Club",,"21-Aug-2019",,,"30-Oct-2024",64,,16312.75,167,"N",,,"COSCO Shanghai","China P.R.","China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","China P.R.",1350,,"China COSCO Shipping","Dalian Shipyard","Dalian Shipyard"
13134455,,,,,"Pakistan",,,,,,"04-Aug-2015",,,"04-Aug-2020",64,,16326.19,167,"N",,,"B. Schulte (India)","India",,,,,,,,,,"China P.R.",,1350,"Pakistan","Schulte Group","Dalian Shipyard","Dalian Shipyard"
13135081,,,,,,,,,"West of England P&I",,"13-Mar-2020",,,"23-Apr-2025",64,,16283.16,167,"N",,,"COSCO Shanghai","China P.R.","China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","China P.R.",1350,,"China COSCO Shipping","Shanghai Shipyard","CSSC"
13135115,,,,,,,,,"Steamship Mutual P&I",,"31-Mar-2019",,,"28-May-2024",64,,16283.16,167,"N",,,"COSCO Shanghai","China P.R.","China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","China P.R.",1350,,"China COSCO Shipping","Shanghai Shipyard","CSSC"
13136583,,,,,"As is U.A.E.","NYSE",,,,,"05-Nov-2019",,,"05-Nov-2024",80,,18984.17,185.5,"Y",,,"Anglo-Eastern UK","United Kingdom",,,,,,,,,,"Taiwan",,1750,"India","Anglo-Eastern Group","CSBC (Keelung)","CSBC Corporation"
13136617,,,,,"As is U.A.E","NYSE",,,,,"26-Feb-2020",,,"26-Feb-2025",80,,18984.17,185.5,"Y",,,"Conchart Commercial","Greece",,,,,,,,,,"Taiwan",,1750,"India","Conchart Commercial","CSBC (Keelung)","CSBC Corporation"
13137377,,,,,,,,,"North of England P&I",,"19-Apr-2020",,,"18-Apr-2025",95,,19952.23,187.1,"N",,,"Maersk","Denmark","A.P. Moller","Denmark",,,,,,,,"Taiwan","Denmark",1750,,"A.P. Moller","CSBC (Kaohsiung)","CSBC Corporation"
13137401,,,,,,,,,"North of England P&I",,"26-Jan-2020",,,"25-Jan-2025",95,,19952.23,187.1,"N",,,"Maersk","Denmark","A.P. Moller","Denmark",,,,,,,,"Taiwan","Denmark",1750,,"A.P. Moller","CSBC (Kaohsiung)","CSBC Corporation"
13137535,,,,,,,,,"North of England P&I",,"23-Nov-2019",,,"22-Nov-2024",95,,19952.23,187.1,"N",,,"Maersk","Denmark","A.P. Moller","Denmark",,,,,,,,"Taiwan","Denmark",1750,,"A.P. Moller","CSBC (Kaohsiung)","CSBC Corporation"
13137669,,,,,,,,,"North of England P&I",,"12-Oct-2019",,,"11-Oct-2024",95,,19952.23,187.1,"N",,,"Maersk","Denmark","A.P. Moller","Denmark",,,,,,,,"Taiwan","Denmark",1750,,"A.P. Moller","CSBC (Kaohsiung)","CSBC Corporation"
13138161,,,,,"Indian Sub cont",,,,"American Club P&I",,"20-May-2017",,,"19-May-2022",59,,14296.03,158,"Y",,,"Victoria Oceanway","Greece","Samudera Indonesia","Indonesia",,,,,,,,"South Korea","Singapore",1230,"Indian Sub cont","Victoria Oceanway","Hanjin HI (Ulsan)","Hanjin HI (Ulsan)"
13138295,,,,,,,,,"Britannia P&I",,"22-Jul-2019",,,"21-Jul-2024",59,,14296.03,158,"Y",,,"South Trade","Chile","Hapag-Lloyd","Germany",,,,,,,,"South Korea","Germany",1210,,"South Trade","Hanjin HI (Ulsan)","Hanjin HI (Ulsan)"
13138329,,,,,"India",,,,,,"01-Feb-2015",,,"01-Feb-2020",61,,14399.45,158,"Y",,,,,,,,,,,,,,"South Korea",,1200,"India",,"Hanjin HI (Ulsan)","Hanjin HI (Ulsan)"
13138453,,,,,,,,,"American Club P&I",,"13-Apr-2020",,,"30-Apr-2025",52,,14399.45,158,"Y",,,"Victoria Oceanway","Greece","Zim Integrated Shpg","Israel",,,,,,,,"South Korea","Hong Kong",1200,,"Victoria Oceanway","Hanjin HI (Ulsan)","Hanjin HI (Ulsan)"
13138587,,,,,,,43895,43321,"Standard Club P&I",,"01-Oct-2021",,,"30-Jul-2026",155,,30070.56,277,"N",,,"Maersk Global","India","A.P. Moller","Denmark",,,,,,,,"South Korea","United States",,,"Maersk Global","Hyundai HI (Ulsan)","Hyundai HI Group"
13138745,,,,,,,,,"Standard Club P&I",,"25-Feb-2017",,,"24-May-2022",155,,30070.96,277,"N",,,"Maersk Limited","United States","A.P. Moller","Denmark",,,,,,,,"South Korea","United States",,,"A.P. Moller","Hyundai HI (Ulsan)","Hyundai HI Group"
13138879,,,,,,,,,"Britannia P&I",,"15-May-2020",,,"14-May-2025",155,,30070.56,277,"N",,,"Maersk","Denmark","A.P. Moller","Denmark",,,,,,,,"South Korea","Denmark",,,"A.P. Moller","Hyundai HI (Ulsan)","Hyundai HI Group"
13138903,,,,"Y",,,,,"West of England P&I",,"03-Sep-2019",,,"31-May-2024",68,,17941.41,181.76,"Y",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"Poland","Switzerland",1392,,"MSC","Stocznia Gdynia","Stocznia Gdynia"
13139089,,,,"Y",,,,,"Standard Club P&I",,"11-Nov-2019",,,"31-Aug-2024",66,,17941.41,180.2,"Y",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"Poland","Switzerland",1392,,"MSC","Stocznia Gdynia","Stocznia Gdynia"
13139797,,,"Y","Y",,"NYSE",,,"The Swedish Club P&I",55,"23-Mar-2020",,,"31-May-2025",209,,39125.27,292,"N",,,"V. Ships (Greece)","Greece","A.P. Moller","Denmark",,,,,,,,"South Korea","Denmark",5048,,"V. Group","Hyundai HI (Ulsan)","Hyundai HI Group"
13139821,,,"Y",,,"NYSE",,,"The Swedish Club P&I",55,"24-Aug-2020",,,"31-Jul-2025",209,,37933.26,292,"N",,,"V. Ships (Greece)","Greece","Zim Integrated Shpg","Israel",,,,,,,,"South Korea","Israel",5048,,"V. Group","Hyundai HI (Ulsan)","Hyundai HI Group"
13139955,,,"Y",,,"NYSE",,,"The Swedish Club P&I",55,"11-Aug-2020",,,"31-Aug-2025",209,,37933.26,292,"N",,,"V. Ships (Greece)","Greece","A.P. Moller","Denmark",,,,,,,,"South Korea","Denmark",5048,,"V. Group","Hyundai HI (Ulsan)","Hyundai HI Group"
13140135,,,"Y",,,"NYSE",,,"The Swedish Club P&I",,"18-Nov-2020",,,"31-Oct-2025",209,,39097.47,292,"N",,,"V. Ships SH","China P.R.","A.P. Moller","Denmark",,,,,,,,"South Korea","Denmark",5048,,"V. Group","Hyundai HI (Ulsan)","Hyundai HI Group"
13140269,,,"Y",,,"NYSE",,,"The Swedish Club P&I",,"29-Jan-2020",,,"02-Feb-2025",209,,39097.47,292,"N",,,"Costamare Shipping","Greece","A.P. Moller","Denmark",,,,,,,,"South Korea","Denmark",5048,,"Costamare Shipping","Hyundai HI (Ulsan)","Hyundai HI Group"
13141503,,,"Y",,,"Taiwan",,55967,"Britannia P&I",,"25-Oct-2020",,,"30-Sep-2025",197,,35328.54,263,"N",,,"Yang Ming Marine","Taiwan","Yang Ming Marine","Taiwan",,,,,,,,"South Korea","Taiwan",4185,,"Yang Ming Marine","Hyundai HI (Ulsan)","Hyundai HI Group"
13141637,,,"Y",,,"Taiwan",,55967,"Britannia P&I",,"16-Jan-2021",,,"31-Dec-2025",197,,35328.54,263,"N",,,"Yang Ming Marine","Taiwan","Yang Ming Marine","Taiwan",,,,,,,,"South Korea","Taiwan",4185,,"Yang Ming Marine","Hyundai HI (Ulsan)","Hyundai HI Group"
13141761,,,"Y",,,"Taiwan",,55967,"Britannia P&I",,"30-Apr-2021",,,"31-Mar-2026",197,,35328.54,263,"N",,,"Yang Ming Marine","Taiwan","Yang Ming Marine","Taiwan",,,,,,,,"South Korea","Taiwan",4185,,"Yang Ming Marine","Hyundai HI (Ulsan)","Hyundai HI Group"
13141895,,,"Y",,"India",,,55967,,,"10-Mar-2016",,,"10-Mar-2021",197,,35325.18,264,"N",,,"Nabeel","U.A.E.",,,,,,,,,,"Taiwan",,4185,"India","Nabeel","CSBC (Kaohsiung)","CSBC Corporation"
13141929,,,"Y",,"As is Hong Kong","Taiwan",,55967,,,"30-Apr-2016",,,"30-Apr-2021",197,,35325.18,264,"N",,,"Yang Ming Marine","Taiwan","Yang Ming Marine","Taiwan",,,,,,,,"Taiwan","Taiwan",4185,"India","Yang Ming Marine","CSBC (Kaohsiung)","CSBC Corporation"
13142555,,,,,,,,,"West of England P&I",,"17-Jan-2020",,,"31-Oct-2024",75,,18907.47,195.4,"Y",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"Germany","Switzerland",1874,,"MSC","Volkswerft","Volkswerft"
13142689,,,,,"Pakistan",,,,,,"30-Nov-2014",,,"30-Nov-2019",83,,18907.47,195.4,"Y",,,"Goldenport Shipmgmt","Greece",,,,,,,,,,"Germany",,1895,"Pakistan","Goldenport Shipmgmt","Volkswerft","Volkswerft"
13142713,,,,,,,,,,,"31-Jan-2020",,,"31-Jan-2025",33,,9096.62,121.6,"Y",,,"Merman Maritime Co","Greece","MSC","Italy",,,,,,,,"Poland","Switzerland",545,,"Merman Maritime Co","Szczecin Shipyard","Szczecin Shipyard"
13143349,,,"Y",,,,,,"Britannia P&I",,"10-Mar-2017",,,"09-Mar-2022",175,,30080.24,255.3,"N",,,"Maersk","Denmark","A.P. Moller","Denmark",,,,,,,,"Denmark","Denmark",3401,,"A.P. Moller","Odense Lindo","Odense Lindo"
13143473,,,"Y",,,,,,"Britannia P&I",,"30-Apr-2021",,,"23-May-2026",175,,30080.24,255.3,"N",,,"Maersk","Denmark","A.P. Moller","Denmark",,,,,,,,"Denmark","Denmark",3401,,"A.P. Moller","Odense Lindo","Odense Lindo"
13143507,,,"Y",,,,,,"Britannia P&I",,"11-Jun-2018",,,"10-Jun-2023",175,,30080.24,255.3,"N",,,"Maersk","Denmark","A.P. Moller","Denmark",,,,,,,,"Denmark","Denmark",3401,,"A.P. Moller","Odense Lindo","Odense Lindo"
13143631,,,"Y",,,,,,"Britannia P&I",,"28-Jun-2018",,,"27-Jun-2023",175,,30080.24,255.3,"N",,,"Maersk","Denmark","A.P. Moller","Denmark",,,,,,,,"Denmark","Denmark",3401,,"A.P. Moller","Odense Lindo","Odense Lindo"
13143765,,,"Y",,,,,,"Britannia P&I",,"16-Jul-2021",,,"06-Jul-2026",175,,30080.24,255.3,"N",,,"Maersk","Denmark","A.P. Moller","Denmark",,,,,,,,"Denmark","Denmark",3401,,"A.P. Moller","Odense Lindo","Odense Lindo"
13143899,,,"Y",,,,,,"Britannia P&I",,"09-Jan-2022",,,"08-Jan-2027",175,,30080.24,255.3,"N",,,"Maersk","Denmark","A.P. Moller","Denmark",,,,,,,,"Denmark","Denmark",3401,,"A.P. Moller","Odense Lindo","Odense Lindo"
13144009,,,,,,"Taiwan",,,"Britannia P&I",,"07-Dec-2019",,,"28-Feb-2025",55,,14814.73,180.49,"N",,,"Wan Hai Lines","Taiwan","Wan Hai Lines","Taiwan",,,,,,,,"Japan","Taiwan",1220,,"Wan Hai Lines","Naikai Zosen Setoda","Naikai Zosen Corp"
13144133,,,,,,"Taiwan",,,"Britannia P&I",,,,,,55,,14814.73,180.49,"N",,,"Wan Hai Lines","Taiwan","Wan Hai Lines","Taiwan",,,,,,,,"Japan","Taiwan",1220,,"Wan Hai Lines","Naikai Zosen Setoda","Naikai Zosen Corp"
13144267,,,,,,"Taiwan",,,"Britannia P&I",,,,,,55,,14814.73,180.49,"N",,,"Wan Hai Lines","Taiwan","Wan Hai Lines","Taiwan",,,,,,,,"Japan","Taiwan",1220,,"Wan Hai Lines","Naikai Zosen Setoda","Naikai Zosen Corp"
13144717,,,,,,,,,,,,,,,,,4789.01,92.63,"N",,,"Djakarta Lloyd","Indonesia","Djakarta Lloyd","Indonesia",,,,,,,,"Indonesia","Indonesia",,,"Djakarta Lloyd","Noahtu S/yard","Noahtu S/yard"
13144975,,,,,,,,,,,"27-Aug-2019",,,"31-Aug-2024",25,,8766.69,123.7,"Y",,,"El Reedy Shpg Agency","Egypt","CMA CGM","France",,,,,,,,"Turkey","France",497,,"El Reedy Shpg Agency","Yardimci Deniz","Yardimci Shipping"
13147347,,,"Y",,,,,,"Steamship Mutual P&I",60,"23-Nov-2019",,,"31-Dec-2024",228,,35941.46,263,"N",,,"OOCL","Hong Kong","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","Hong Kong",4148,,"China COSCO Shipping","Samsung HI","Samsung HI"
13147471,,,"Y",,,,,,"Steamship Mutual P&I",60,"01-Dec-2019",,,"31-Dec-2024",228,,35941.46,263,"N",,,"OOCL","Hong Kong","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","Hong Kong",4148,,"China COSCO Shipping","Samsung HI","Samsung HI"
13147505,,,"Y",,,,,56746,"Steamship Mutual P&I",,"22-Nov-2020",,,"15-Sep-2025",228,,35941.46,264,"N",,,"OOCL","Hong Kong","China COSCO Shipping","China P.R.",,,,,,,,"Taiwan","Hong Kong",4170,,"China COSCO Shipping","CSBC (Kaohsiung)","CSBC Corporation"
13147639,,,"Y",,,,,56746,"Steamship Mutual P&I",,"19-Oct-2020",,,"27-Oct-2025",228,,36229.08,264,"N",,,"OOCL","Hong Kong","China COSCO Shipping","China P.R.",,,,,,,,"Taiwan","Hong Kong",4170,,"China COSCO Shipping","CSBC (Kaohsiung)","CSBC Corporation"
13147763,,,"Y",,"India",,,,,60,"22-Jul-2015",,,"22-Jul-2020",228,,35941.46,264,"N",,,"Zeaborn Ship Mgmt","Germany",,,,,,,,,,"South Korea",,4148,"India","Zeaborn","Samsung HI","Samsung HI"
13147897,,,"Y",,"India",,,,,60,"12-May-2015",,,"12-May-2020",228,,35941.46,264,"N",,,"Zeaborn Ship Mgmt","Germany",,,,,,,,,,"South Korea",,4148,"India","Zeaborn","Samsung HI","Samsung HI"
13153601,,,,,,,,,"UK P&I Club",,"09-Oct-2019",,,"21-Nov-2024",14.5,,5695.02,103,"N",,,"Amann Ship Mgmt","Hong Kong","EAS International","Hong Kong",,,,,,,,"South Korea","Hong Kong",300,,"Amann Ship Mgmt","Dae Sun Shipbuilding","Dae Sun Shipbuilding"
13153735,,,,,,,,,"North of England P&I",,"19-Mar-2020",,,"18-Feb-2025",14.5,,5695.02,103,"N",,,"Duy Marine Sanayi","Turkey","DMV Denizcilik Ltd","Turkey",,,,,,,,"South Korea","Turkey",300,,"Duy Marine Sanayi","Dae Sun Shipbuilding","Dae Sun Shipbuilding"
13155289,,,"Y",,,,,,"The Swedish Club P&I",56.35,"14-Oct-2019",,,"30-Nov-2024",216,,36081.52,265,"N",,,"NSB Niederelbe","Germany","A.P. Moller","Denmark",,,,,,,,"South Korea","Denmark",4172,,"NSB Niederelbe","HHIC (Yeongdo)","HHIC (Yeongdo)"
13155313,,,"Y",,,,,,"The Swedish Club P&I",56.35,"11-Dec-2019",,,"31-Dec-2024",216,,36081.52,,"N",,,"NSB Niederelbe","Germany","A.P. Moller","Denmark",,,,,,,,"South Korea","Denmark",4172,,"NSB Niederelbe","HHIC (Yeongdo)","HHIC (Yeongdo)"
13155447,,,"Y",,,,,,"The Swedish Club P&I",56.35,"13-Jul-2020",,,"31-May-2025",216,,36081.52,265,"N",,,"NSB Niederelbe","Germany","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","Hong Kong",4172,,"NSB Niederelbe","HHIC (Yeongdo)","HHIC (Yeongdo)"
13155605,,,"Y",,,,,,"The Swedish Club P&I",56.35,"11-May-2020",,,"30-Jun-2025",216,,36081.52,265,"N",,,"NSB Niederelbe","Germany","Zim Integrated Shpg","Israel",,,,,,,,"South Korea","Israel",4172,,"NSB Niederelbe","HHIC (Yeongdo)","HHIC (Yeongdo)"
