"Listing"

"WFR Listing"
"Created 15 February 2022 21:19"


"CVN","IMO Number","Name","MMSI (Maritime Mobile Service Identity)","Ex Name","Flag State","Operator","Owner","Group Owner","Built Date","Keel Laid Date","Contract Date","LDT","Demo $/LDT","Demo Date","Dwt","Beam Mld (m)","Draught (m)","Gear Detail","Price (NB)","Currency (NB)","Main Engine Fuel Type","Main Consumption at Service Speed (tpd)
","Main Engine Detail","HP Total Propulsion","SOx Scrubber Status","Eco – Electronic Engine","Environmental Detail","Service Speed (knots)","Holds Total No","Grain Capacity (cu m)","Type","Main Global Zone (Last 12 Months %)","Est Crew No","LOA (m)","Ballast Speed (knots)","Laden Speed (knots)","Main Engine LNG Ready","Owner Nationality/Region","Builder"
16365139,9881641,"COSCO Shipping Glory",477624900,,"Hong Kong","COSCO Shpg Spec","COSCO Shipping Dev","China COSCO Shipping","01-Nov-2020","27-Mar-2020","01-Mar-2019",,,,61962,32.26,13.3," 2 x Crane SWL 75 tons, 2 x Crane SWL 75 tons",232.6,"RMBm","VLS IFO",,"1 x Diesel - MAN B. & W. 5G60ME-C9.5 - 2-stroke 5-cyl. 600mm x2790mm bore/stroke 8,304mkW total at 79.50rpm",11290,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - COSCO (Weihai) BOS-700 at 700cu.m/hr, 1 x Selective Catalytic Reduction - NOx",,6,72462,"Open Hatch Carrier","East Coast South America (33.8 %)",20,201.8,,,,"China P.R.","COSCO HI (Dalian)"
16365142,9881653,"COSCO Shipping Honor",477632500,,"Hong Kong","COSCO Shpg Spec","COSCO Shipping Dev","China COSCO Shipping","01-Dec-2020","08-Jun-2020","01-Mar-2019",,,,62013,32.26,13.3," 2 x Crane SWL 75 tons, 2 x Crane SWL 75 tons",232.6,"RMBm","VLS IFO",,"1 x Diesel - MAN B. & W. 5G60ME-C9.5 - 2-stroke 5-cyl. 600mm x2790mm bore/stroke 8,304mkW total at 79.50rpm",11290,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - COSCO (Weihai) BOS-700 at 700cu.m/hr, 1 x Selective Catalytic Reduction - NOx",13.5,6,72462,"Open Hatch Carrier","East Coast South America (38.1 %)",20,201.8,,,,"China P.R.","COSCO HI (Dalian)"
16365155,9881665,"COSCO Shipping Harmony",477648600,,"Hong Kong","COSCO Shpg Spec","COSCO Shpg Spec","China COSCO Shipping","01-Jan-2021","08-Jun-2020","01-Mar-2019",,,,61921,32.26,13.3," 2 x Crane SWL 75 tons, 2 x Crane SWL 75 tons",232.6,"RMBm","VLS IFO",,"1 x Diesel - MAN B. & W. 5G60ME-C9.5 - 2-stroke 5-cyl. 600mm x2790mm bore/stroke 8,304mkW total at 79.50rpm",11290,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - COSCO (Weihai) BOS-700 at 700cu.m/hr, 1 x Selective Catalytic Reduction - NOx",13.5,6,72090,"Open Hatch Carrier","East Coast South America (45.6 %)",20,201.8,,,,"China P.R.","COSCO HI (Dalian)"
16365168,9881677,"COSCO Shipping Vision",477696900,,"Hong Kong","COSCO Shpg Spec","COSCO Shpg Spec","China COSCO Shipping","01-Apr-2021","27-Sep-2020","01-Mar-2019",,,,61942,32.26,12.5," 2 x Crane SWL 75 tons, 2 x Crane SWL 75 tons. Combined Gear: 1)  2 x 75t cr. (150t SWL) ",232.6,"RMBm","VLS IFO",,"1 x Diesel - MAN B. & W. 5G60ME-C9.5 - 2-stroke 5-cyl. 600mm x2790mm bore/stroke 8,304mkW total at 79.50rpm",11290,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - COSCO (Weihai) BOS-700 at 700cu.m/hr, 1 x Selective Catalytic Reduction - NOx",,6,72462,"Open Hatch Carrier","West Coast North America (42.6 %)",20,201.8,,,,"China P.R.","COSCO HI (Dalian)"
16344321,9837640,"Zhong Yuan Hai Yun Kai Tuo",414588000,,"China P.R.","COSCO Shpg Spec","COSCO Shpg Spec","China COSCO Shipping","01-Dec-2018","28-Jun-2018","31-Aug-2017",,,,62051,32.26,13.3," 2 x Crane SWL 75 tons, 2 x Crane SWL 75 tons. Combined Gear: 1)  2 x 75t cr. ",222,"RMBm","VLS IFO",,"1 x Diesel - MAN B. & W. 5G60ME-C9.5 - 2-stroke 5-cyl. 600mm x2790mm bore/stroke 13,400mkW total at 97rpm",18219,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - COSCO (Weihai) BOS-700 at 700cu.m/hr, 1 x Selective Catalytic Reduction - NOx",13.5,6,72462,"Open Hatch Carrier","East Coast South America (34.2 %)",20,201.8,,,,"China P.R.","COSCO HI (Dalian)"
16344334,9837652,"Zhong Yuan Hai Yun Chuang Xin",413209750,,"China P.R.","COSCO Shpg Spec","COSCO Shpg Spec","China COSCO Shipping","01-Mar-2019","28-Jun-2018","31-Aug-2017",,,,62042,32.26,13.3," 2 x Crane SWL 75 tons, 2 x Crane SWL 75 tons. Combined Gear: 1)  2 x 75t cr. (150t SWL) ",222,"RMBm","VLS IFO",,"1 x Diesel - MAN B. & W. 5G60ME-C9.5 - 2-stroke 5-cyl. 600mm x2790mm bore/stroke 13,400mkW total at 97rpm",18219,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - COSCO (Weihai) BOS-700 at 700cu.m/hr, 1 x Selective Catalytic Reduction - NOx",13.5,6,72462,"Open Hatch Carrier","East Coast South America (34.8 %)",20,201.8,,,,"China P.R.","COSCO HI (Dalian)"
16344347,9846495,"Zhong Yuan Hai Yun Jin Qu",414455000,,"China P.R.","COSCO Shpg Spec","COSCO Shpg Spec","China COSCO Shipping","01-May-2019","28-Jun-2018","20-Dec-2017",,,,62045,32.26,13.3," 2 x Crane SWL 75 tons, 2 x Crane SWL 75 tons. Combined Gear: 1)  2 x 75t cr. ",222,"RMBm","VLS IFO",,"1 x Diesel - MAN B. & W. 5G60ME-C9.5 - 2-stroke 5-cyl. 600mm x2790mm bore/stroke 13,400mkW total at 97rpm",18219,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - COSCO (Weihai) BOS-700 at 700cu.m/hr, 1 x Selective Catalytic Reduction - NOx",,6,72462,"Open Hatch Carrier","East Coast South America (28.7 %)",20,201.8,,,,"China P.R.","COSCO HI (Dalian)"
16294325,9766932,"Maritime Challenger",563024300,,"Singapore",,"IMC Pan Asia","IMC Pan Asia","01-Jul-2017","14-Dec-2015","01-Jun-2014",,,,64794,36,13.06," 2 x Crane (Centreline) SWL 75 tons, 2 x Crane (Centreline) SWL 40 tons",36,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 6G50ME-B9.3 - 2-stroke 6-cyl. 500mm x2500mm bore/stroke 7,510mkW total at 89rpm",10210,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - Qingdao Headway HMT-2000",,5,74884,"Open Hatch Carrier","East Asia (34.0 %)",20,199.99,,,,"Singapore","Oshima Shipbuilding"
16294312,9766920,"Maritime Sonia",563018500,,"Singapore","IMC Pan Asia","IMC Pan Asia","IMC Pan Asia","01-May-2017","01-Dec-2015","01-Jun-2014",,,,64793,36,13.06," 2 x Crane (Centreline) SWL 75 tons, 2 x Crane (Centreline) SWL 40 tons",36,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 6G50ME-B9.3 - 2-stroke 6-cyl. 500mm x2500mm bore/stroke 7,510mkW total at 89rpm",10204,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - Qingdao Headway HMT-2000",,5,74884,"Open Hatch Carrier","East Asia (24.7 %)",20,199.99,,,,"Singapore","Oshima Shipbuilding"
16294309,9766918,"Maritime Sinchai",563012200,,"Singapore","IMC Pan Asia","IMC Pan Asia","IMC Pan Asia","01-Feb-2017","01-Dec-2015","01-Jun-2014",,,,64928,36,13.06," 2 x Crane (Centreline) SWL 75 tons, 2 x Crane (Centreline) SWL 40 tons",36,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 6G50ME-B9.3 - 2-stroke 6-cyl. 500mm x2500mm bore/stroke 7,510mkW total at 89rpm",10210,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - Qingdao Headway HMT-2000",,5,69379,"Open Hatch Carrier","East Asia (27.8 %)",20,199.99,,,,"Singapore","Oshima Shipbuilding"
16392485,9928877,"N/B COSCO HI (Dalian) Dalian N1040",,,"Unknown","COSCO Shpg Spec","COSCO Shipping Dev","China COSCO Shipping","01-Apr-2022","19-Oct-2021","03-Apr-2020",,,,62000,32.26,13.3,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5G70ME-C10.5 - 2-stroke 5-cyl. 700mm x3256mm bore/stroke 15,300mkW total at 77rpm",20802,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - COSCO (Weihai) BOS-700 at 700cu.m/hr, 1 x HVEC -High Voltage External Connection, 1 x Selective Catalytic Reduction - NOx",,6,72462,"Open Hatch Carrier",,20,201.8,,,,"China P.R.","COSCO HI (Dalian)"
16392498,,"N/B COSCO HI (Dalian) Dalian N1041",,,"Unknown","COSCO Shpg Spec","COSCO Shipping Dev","China COSCO Shipping","01-Jul-2022","20-Jan-2022","03-Apr-2020",,,,62000,32.26,13.3,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5G70ME-C10.5 - 2-stroke 5-cyl. 700mm x3256mm bore/stroke 15,300mkW total at 77rpm",20802,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - COSCO (Weihai) BOS-700 at 700cu.m/hr, 1 x HVEC -High Voltage External Connection, 1 x Selective Catalytic Reduction - NOx",,6,72462,"Open Hatch Carrier",,20,201.8,,,,"China P.R.","COSCO HI (Dalian)"
16392506,,"N/B COSCO HI (Dalian) Dalian N1042",,,"Unknown","COSCO Shpg Spec","COSCO Shipping Dev","China COSCO Shipping","01-Oct-2022",,"03-Apr-2020",,,,62000,32.26,13.3,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5G70ME-C10.5 - 2-stroke 5-cyl. 700mm x3256mm bore/stroke 15,300mkW total at 77rpm",20802,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - COSCO (Weihai) BOS-700 at 700cu.m/hr, 1 x HVEC -High Voltage External Connection, 1 x Selective Catalytic Reduction - NOx",,6,72462,"Open Hatch Carrier",,20,201.8,,,,"China P.R.","COSCO HI (Dalian)"
16392519,,"N/B COSCO HI (Dalian) Dalian N1043",,,"Unknown","COSCO Shpg Spec","COSCO Shipping Dev","China COSCO Shipping","01-Nov-2022",,"03-Apr-2020",,,,62000,32.26,13.3,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5G70ME-C10.5 - 2-stroke 5-cyl. 700mm x3256mm bore/stroke 15,300mkW total at 77rpm",20802,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - COSCO (Weihai) BOS-700 at 700cu.m/hr, 1 x HVEC -High Voltage External Connection, 1 x Selective Catalytic Reduction - NOx",,6,72462,"Open Hatch Carrier",,20,201.8,,,,"China P.R.","COSCO HI (Dalian)"
16392522,,"N/B COSCO HI (Dalian) Dalian N1044",,,"Unknown","COSCO Shpg Spec","COSCO Shipping Dev","China COSCO Shipping","01-Jan-2023",,"03-Apr-2020",,,,62000,32.26,13.3,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5G70ME-C10.5 - 2-stroke 5-cyl. 700mm x3256mm bore/stroke 15,300mkW total at 77rpm",20802,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - COSCO (Weihai) BOS-700 at 700cu.m/hr, 1 x HVEC -High Voltage External Connection, 1 x Selective Catalytic Reduction - NOx",,6,72462,"Open Hatch Carrier",,20,201.8,,,,"China P.R.","COSCO HI (Dalian)"
16392535,,"N/B COSCO HI (Dalian) Dalian N1045",,,"Unknown","COSCO Shpg Spec","COSCO Shipping Dev","China COSCO Shipping","01-Mar-2023",,"03-Apr-2020",,,,62000,32.26,13.3,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5G70ME-C10.5 - 2-stroke 5-cyl. 700mm x3256mm bore/stroke 15,300mkW total at 77rpm",20802,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - COSCO (Weihai) BOS-700 at 700cu.m/hr, 1 x HVEC -High Voltage External Connection, 1 x Selective Catalytic Reduction - NOx",,6,72462,"Open Hatch Carrier",,20,201.8,,,,"China P.R.","COSCO HI (Dalian)"
16392548,,"N/B COSCO HI (Dalian) Dalian N1046",,,"Unknown","COSCO Shpg Spec","COSCO Shipping Dev","China COSCO Shipping","01-May-2023",,"03-Apr-2020",,,,62000,32.26,13.3,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 5G70ME-C10.5 - 2-stroke 5-cyl. 700mm x3256mm bore/stroke 15,300mkW total at 77rpm",20802,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - COSCO (Weihai) BOS-700 at 700cu.m/hr, 1 x HVEC -High Voltage External Connection, 1 x Selective Catalytic Reduction - NOx",,6,72462,"Open Hatch Carrier",,20,201.8,,,,"China P.R.","COSCO HI (Dalian)"
16294291,9766906,"Maritime Voyager",564145000,,"Singapore","IMC Pan Asia","IMC Pan Asia","IMC Pan Asia","01-Jul-2016","13-Nov-2015","01-Jun-2014",,,,64942,36,13.06," 2 x Crane (Centreline) SWL 75 tons, 2 x Crane (Centreline) SWL 40 tons",36,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 6G50ME-B9.3 - 2-stroke 6-cyl. 500mm x2500mm bore/stroke 7,510mkW total at 89rpm",10210,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - Qingdao Headway HMT-2000",,5,74884,"Open Hatch Carrier","East Asia (45.6 %)",20,199.99,14,13.75,,"Singapore","Oshima Shipbuilding"
16253043,9693458,"Hua Rong 26",414404110,,"China P.R.","Ningbo Haizhou Shpg","Huarong Financial","Huarong Financial","01-Jan-2019","03-Jul-2013","10-Dec-2012",,,,67375,36,12.9," 4 x Crane - MacGregor (Centreline) SWL 36 tons, 28m. max. outreach (grab fitted), 2 x Crane, Provision SWL 4 tons, 1 x Crane, Engine Room SWL 4 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S60ME-C8.2 - 2-stroke 6-cyl. 600mm x2400mm bore/stroke 9,659mkW total at 89rpm",13132,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - Brightsky BSKY 800 at 800cu.m/hr",14,5,83253,"Bulk Carrier","East Asia (36.7 %)",20,199.99,14.25,13.5,,"China P.R.","Zhejiang Zhenghe SB"
16214536,9640334,"Peng De",413989000,,"China P.R.","COSCO Shipping Bulk","COSCO Shipping Bulk","China COSCO Shipping","01-Jan-2014",,"28-Jun-2011",,,,64493,32.96,11.7,,30.6,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 6S60MC-C7.2 - 2-stroke 6-cyl. 600mm x2400mm bore/stroke 13,560mkW total at 105rpm",18424,,,"2 x BWTS - Ballast Water Treatment System - COSCO (Weihai) BOS-900 at 900cu.m/hr",,5,,"Bulk Carrier","East Asia (100.0 %)",20,225,,,,"China P.R.","Huangpu Wenchong"
16373497,9863431,"Wan Ming 1",414383000,,"China P.R.","Wanming Shipping","Wanming Shipping","Wanming Shipping","01-Jun-2018",,"01-Jan-2016",,,,69292,36,13.2,,,,"VLS IFO",,"1 x Diesel - MAN B. & W.2-stroke 5-cyl. 600mm x2400mm bore/stroke 8,050mkW total at 89rpm",10944,,,"1 x BWTS - Ballast Water Treatment System",,5,,"Bulk Carrier","East Asia (100.0 %)",20,199.99,,,,"China P.R.","Wanlong Ship HI"
16242676,9688972,"Guang Mao",414196000,,"China P.R.","Guangdong Shipping","Guangdong Shipping","GEG","01-Jul-2014","18-Dec-2013","27-Feb-2013",,,,64965,32.26,12.36,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S60ME-C8.2 - 2-stroke 6-cyl. 600mm x2400mm bore/stroke 9,660mkW total at 89rpm",13134,,"Eco – Electronic Engine Modern",,,5,82740,"Bulk Carrier","East Asia (89.9 %)",20,225,,,,"China P.R.","Chengxi Shipyard"
16249446,9725586,"Bulk Castor",355187000,,"Panama","MMSL","Chiba Shipping","Chiba Shipping","01-Jan-2015","09-May-2014","01-Jan-2012",,,,66636,36,12.9," 4 x Crane - Mitsubishi HI Mach (Centreline) SWL 30 tons, 28m. max. outreach",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50ME-B9.3 - 2-stroke 7-cyl. 500mm x2214mm bore/stroke 8,470mkW total at 99rpm",11516,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - TechCross ECS-450 - Electro-Cleen™ at 450cu.m/hr",,5,83102,"Bulk Carrier","South East Asia (25.5 %)",20,199.99,,,,"Japan","Mitsui SB (Tamano)"
16314324,9781700,"Kedros",311000621,,"Bahamas","Helikon Shpg. Ent.","Helikon Shpg. Ent.","Helikon Shpg. Ent.","01-Jun-2018","08-Dec-2015","01-Mar-2015",,,,66614,36,12.92," 4 x Crane SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50ME-B9.3 - 2-stroke 7-cyl. 500mm x2214mm bore/stroke 8,470mkW total at 99rpm",11516,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - TechCross ECS-450 - Electro-Cleen™ at 450cu.m/hr",,5,83102,"Bulk Carrier","Mediterranean / Black Sea (20.0 %)",20,199.99,,,,"Greece","Mitsui SB (Tamano)"
16314337,9781712,"New Champ",636018190,,"Liberia","Hsin Chien Marine","Hsin Chien Marine","New Spirit Line","01-Oct-2018","08-Dec-2015","01-Mar-2015",,,,66529,36,12.92," 4 x Crane SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50ME-B9.3 - 2-stroke 7-cyl. 500mm x2214mm bore/stroke 8,470mkW total at 99rpm",11516,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr",,5,83102,"Bulk Carrier","South East Asia (40.4 %)",20,199.99,,,,"Taiwan","Mitsui SB (Tamano)"
16326077,9806110,"African Batis",352681000,,"Panama",,"Nissen Kaiun","Nissen Kaiun","01-Jan-2019","08-Dec-2015","01-Dec-2015",,,,66504,36,12.92," 4 x Crane SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50ME-B9.3 - 2-stroke 7-cyl. 500mm x2214mm bore/stroke 8,470mkW total at 99rpm",11516,"Pending","Eco – Electronic Engine Modern","1 x Exhaust Scrubber - SOx (Pending) - Feen Marine Inc. Open - 2022 installation year, 2 x BWTS - Ballast Water Treatment System - TechCross ECS-450 - Electro-Cleen™ at 450cu.m/hr",,5,83102,"Bulk Carrier","East Asia (21.1 %)",20,199.99,,,,"Japan","Mitsui SB (Tamano)"
16307300,9760043,"Anthea V",538006796,"Zita","Marshall Is.","Alexandria Shipping","Alexandria Shipping","Alexandria Shipping","01-May-2016","12-Dec-2011","01-Jun-2013",,,,66609,36,12.92," 4 x Crane (Midships) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50ME-B9.3 - 2-stroke 7-cyl. 500mm x2214mm bore/stroke 8,470mkW total at 99rpm",11516,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1000cu.m/hr - 2021 installation year",,5,83102,"Bulk Carrier","Middle East (28.7 %)",20,199.99,12.5,12,,"Greece","Mitsui SB (Tamano)"
16307371,9760055,"Christina",538007782,,"Marshall Is.","Alexandria Shipping","Alexandria Shipping","Alexandria Shipping","01-Mar-2018","08-Dec-2015","01-Jun-2014",,,,66653,36,12.92," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50ME-B9.3 - 2-stroke 7-cyl. 500mm x2214mm bore/stroke 8,470mkW total at 99rpm",11515,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System",,5,83102.1,"Bulk Carrier","Middle East (43.3 %)",20,199.99,14,14,,"Greece","Mitsui SB (Tamano)"
16375675,9883651,"Jal Kalpavriksh",354385000,,"Panama",,"Doun Kisen","Doun Kisen","01-Mar-2021","15-Dec-2015","01-Feb-2019",,,,66337,36,12.95," 4 x Crane SWL 40 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50ME-C9.7 - 2-stroke 7-cyl. 500mm x2214mm bore/stroke 8,330mkW total at 98rpm",11325,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - TechCross ECS-450 - Electro-Cleen™ at 450cu.m/hr",,5,82902,"Bulk Carrier","Indian Subcontinent (60.0 %)",25,199.99,,,,"Japan","Mitsui SB (Tamano)"
16375688,9883663,"Jal Kalpataru",373910000,,"Panama",,"Doun Kisen","Doun Kisen","01-Jul-2021","15-Dec-2015","01-Feb-2019",,,,66500,36,12.95," 4 x Crane SWL 40 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50ME-C9.7 - 2-stroke 7-cyl. 500mm x2214mm bore/stroke 8,330mkW total at 98rpm",11325,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - TechCross ECS-450 - Electro-Cleen™ at 450cu.m/hr",,5,82902,"Bulk Carrier","West Coast North America (49.6 %)",25,199.99,,,,"Japan","Mitsui SB (Tamano)"
16375691,9867059,"Tomaros",311000832,,"Bahamas","Helikon Shpg. Ent.","Helikon Shpg. Ent.","Helikon Shpg. Ent.","01-Oct-2019","15-Dec-2015","01-Nov-2017",,,,66508,36,12.92," 4 x Crane SWL 40 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50ME-B9.3 - 2-stroke 7-cyl. 500mm x2214mm bore/stroke 8,470mkW total at 99rpm",11516,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - TechCross ECS-450 - Electro-Cleen™ at 450cu.m/hr",,5,83102,"Bulk Carrier","East Asia (28.9 %)",20,199.99,,,,"Greece","Mitsui SB (Tamano)"
16249433,9725574,"Bulk Aquila",354934000,,"Panama","MMSL","Chiba Shipping","Chiba Shipping","01-Nov-2014","07-Mar-2014","01-Jan-2012",,,,66613,36,12.9," 4 x Crane - Mitsubishi HI Mach (Centreline) SWL 30 tons, 28m. max. outreach",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50ME-B9.3 - 2-stroke 7-cyl. 500mm x2214mm bore/stroke 8,470mkW total at 99rpm",11516,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - TechCross ECS-450 - Electro-Cleen™ at 450cu.m/hr",14.5,5,83102,"Bulk Carrier","North Asia (30.5 %)",20,199.99,14.3,13.5,,"Japan","Mitsui SB (Tamano)"
16375709,9875331,"Draftzilla",538008963,,"Marshall Is.","Niovis Shipping","Niovis Shipping","Niovis Shipping","01-Jun-2020","15-Dec-2015","01-Jul-2018",,,,66509,36,12.9," 4 x Crane SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50ME-B9.3 - 2-stroke 7-cyl. 500mm x2214mm bore/stroke 8,470mkW total at 99rpm",11516,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1000cu.m/hr",,5,83102,"Bulk Carrier","West Coast Africa (37.0 %)",20,199.99,,,,"Greece","Mitsui SB (Tamano)"
16297663,9746102,"Draftdodger",241421000,,"Greece","Niovis Shipping","Niovis Shipping","Niovis Shipping","01-Mar-2016","12-Dec-2011","01-Dec-2013",,,,66545,36,12.92," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50ME-B9.3 - 2-stroke 7-cyl. 500mm x2214mm bore/stroke 8,470mkW total at 99rpm",11515,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1000cu.m/hr - 2020 installation year",,5,83102,"Bulk Carrier","Middle East (24.8 %)",20,199.99,,,,"Greece","Mitsui SB (Tamano)"
16264160,9736664,"Draftvader",241375000,,"Greece","Niovis Shipping","Niovis Shipping","Niovis Shipping","01-Jul-2015","12-Dec-2011","01-Jun-2013",,,,66585,36,12.92," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50ME-B9.3 - 2-stroke 7-cyl. 500mm x2214mm bore/stroke 8,470mkW total at 99rpm",11516,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 900cu.m/hr - 2020 installation year",14.5,5,83102,"Bulk Carrier","East Coast Africa (23.7 %)",20,199.99,12.5,12,,"Greece","Mitsui SB (Tamano)"
16231562,9662318,"Draftslayer",241283000,,"Greece","Niovis Shipping","Niovis Shipping","Niovis Shipping","01-Jan-2014","12-Dec-2011","04-May-2012",,,,66622,36,12.9," 4 x Crane (Centreline) SWL 35 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50ME-B9.3 - 2-stroke 7-cyl. 500mm x2214mm bore/stroke 8,470mkW total at 99rpm",11516,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1000cu.m/hr - 2018 installation year",,5,83102,"Bulk Carrier","Middle East (24.3 %)",20,199.99,,,,"Greece","Mitsui SB (Tamano)"
16264173,9749726,"Bulk Draco",374265000,,"Panama",,"Doun Kisen","Doun Kisen","01-Sep-2015","11-Jun-2014","01-Jul-2013",,,,66637,36,12.92," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50ME-B9.3 - 2-stroke 7-cyl. 500mm x2214mm bore/stroke 8,470mkW total at 99rpm",11516,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - TechCross ECS-450 - Electro-Cleen™ at 450cu.m/hr",14.5,5,83102,"Bulk Carrier","East Coast Africa (23.3 %)",20,199.99,,,,"Japan","Mitsui SB (Tamano)"
16264186,9749738,"Bulk Electra",374248000,,"Panama","Minamoto Kisen","Minamoto Kisen","Minamoto Kisen","01-Dec-2015","30-Jun-2014","01-Jul-2013",,,,66637,36,12.92," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50ME-B9.3 - 2-stroke 7-cyl. 500mm x2214mm bore/stroke 8,470mkW total at 99rpm",11515,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - TechCross ECS-450 - Electro-Cleen™ at 450cu.m/hr",14.5,5,83102,"Bulk Carrier","East Coast Africa (40.3 %)",20,199.99,14.3,13.5,,"Japan","Mitsui SB (Tamano)"
16216343,9636462,"African Cheetah",351754000,"Clipper Excelsior","Panama",,"Nissen Kaiun","Nissen Kaiun","01-Mar-2014","12-Dec-2011","27-Jul-2011",,,,66684,36,12.92," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 7S50ME-B9.3 - 2-stroke 7-cyl. 500mm x2214mm bore/stroke 8,470mkW total at 99rpm",11516,"Pending","Eco – Electronic Engine","1 x Exhaust Scrubber - SOx (Pending) - Feen Marine Inc. Open - 2022 installation year",14.5,5,83102,"Bulk Carrier","East Coast Africa (24.2 %)",20,199.99,,,,"Japan","Mitsui SB (Tamano)"
