"Listing"

"WFR Listing"
"Created 16 February 2022 05:01"


"CVN","Age Scrapped","Fleet Type","Bale Capacity (cu m)","Sister Vessel Code","Owner Size","Post Panamax (Ind)","Post Panamax Old Locks (Ind)","SOx Scrubber 1 Retrofit Indicator","Demo Buyer","Stock Exchange","Panama NT","Suez NT","P and I Club
","Air Draft From Keel","Last Hull Survey Date","EST Number (Energy Saving Technologies)","EST Detail (Energy Saving Technologies)","Hull Survey Due Date","Consumption (tpd)","Deballast Cap (cu m/h)","CGT","LBP (m)","Gear (Ind)","Log fitted (Ind)","ConBulk","Pool Operator","Manager","Manager Country/Region","Operator Group","Operator Nationality/Region","Eco-Speed - Ballast (knots)","Eco-Speed - Laden (knots)","Main Consumption at Laden Speed (tpd)","Main Consumption at Ballast Speed (tpd)","Main Consumption at Eco-Speed Ballast (tpd)","Main Consumption at Eco-Speed Laden (tpd)","Australia Fitted Ind","Builder Country/Region","Operator Country/Region"
16250084,,"Bulkers",48601,78524,"Very Large (51-100)",,,,,,,,"UK P&I Club",,"15-Dec-2021",,,"06-Dec-2026",,,14153.54,177,"Y","N",,,"Splosna Plovba","Slovenia","Peter Dohle","Germany",,,,,,,"Y","China P.R.","Germany"
16248278,,"Bulkers",73680,78489,"Extra Large (100+)",,,,,,,,"Steamship Mutual P&I",,"12-May-2019",,,"03-Jun-2024",26.2,,17529.94,194.5,"Y","N",,,"Victoria Shipman.","Philippines","Nisshin Shipping","Japan",,,26.2,27.5,,,,"China P.R.","Japan"
16248281,,"Bulkers",73680,78489,"Extra Large (100+)",,,,,,,,"Steamship Mutual P&I",,"05-Jun-2019",,,"19-Aug-2024",,,17529.94,194.5,"Y","N",,"Ultra8 Pool","Victoria Shipman.","Philippines","Navig8 Group","Singapore",,,26.2,27.5,,,,"China P.R.","Singapore"
16248294,,"Bulkers",73680,78489,"Extra Large (100+)",,,,,,,,"Steamship Mutual P&I",,"27-Feb-2019",,,"17-Apr-2024",28.5,,17529.94,194.5,"Y","N",,,"Victoria Shipman.","Philippines","Nisshin Shipping","Japan",13,12.5,28.5,29.5,21,23,,"China P.R.","Japan"
16248302,,"Bulkers",73680,78489,"Extra Large (100+)",,,,,,,,"Britannia P&I",,"21-Sep-2019",,,"04-Nov-2024",26.2,,17529.94,194.5,"Y","N",,,"Victoria Shipman.","Philippines","Nisshin Shipping","Japan",,,26.2,27.5,,,,"China P.R.","Japan"
16255168,,"Bulkers",73680,78649,"Large (21-50)",,"N",,,,,,"Gard P&I",,"17-Mar-2020",,,"29-Jan-2025",26.5,,17539.67,194.83,"Y","N",,,"Fleet Management","Hong Kong","Spar Shipping A/S","Norway",11,11,26.5,21.5,10.5,13,"Y","China P.R.","Norway"
16255171,,"Bulkers",73680,78649,"Large (21-50)",,"N",,,,,,"Gard P&I",,"27-Jan-2020",,,"19-Mar-2025",,,17539.67,194.83,"Y","N",,,"Fleet Management","Hong Kong","Spar Shipping A/S","Norway",,,,,,,,"China P.R.","Norway"
16255184,,"Bulkers",73680,78649,"Large (21-50)",,"N",,,,,,"Gard P&I",,"18-Jul-2020",,,"28-Jul-2025",,,17539.67,194.5,"Y","N",,,"Fleet Management","Hong Kong","Spar Shipping A/S","Norway",,,,,,,,"China P.R.","Norway"
16255197,,"Bulkers",73680,78649,"Large (21-50)",,"N",,,,,,"Gard P&I",,"09-May-2021",,,"05-Apr-2026",26.5,,17540.25,194.83,"Y","N",,,"Fleet Management","Hong Kong","Spar Shipping A/S","Norway",,,26.5,21.5,,,,"China P.R.","Norway"
16256457,,"Bulkers",49400,78682,"Very Small (1-5) ",,,,,,,,"Skuld",41.7,"22-Oct-2020",,,"25-Jun-2025",,700,14118.36,177,"Y","N",,,"Anglo-Eastern Belg","Belgium","Conti 7 Group","Belgium",,,,,,,,"China P.R.","Belgium"
16256460,,"Bulkers",45314,78682,"Extra Large (100+)",,,,,,,23717,"Britannia P&I",41.7,"02-Oct-2020",,,"23-Nov-2025",20.2,700,14118.36,177,"Y","N",,,"Victoria Shipman.","Philippines","Western Bulk","Norway",,,20.2,20.2,,,,"China P.R.","Norway"
16235836,,"Bulkers",73680,78205,"Very Small (1-5) ",,,,,,,,"Britannia P&I",48,"10-Jun-2019",1,"1 x Propeller Duct - Becker Becker Mewis Duct®","09-Jun-2024",28.5,,17600.59,194.5,"Y","N",,,"KMARIN Ocean","South Korea","KMARIN","South Korea",,,28.5,28.5,,,"Y","China P.R.","South Korea"
16213939,,"Bulkers",68200,77576,"Very Small (1-5) ",,,,,,,,"The Swedish Club P&I",,"25-Jan-2019",,,"09-Jan-2024",,,16574.37,185,"Y","N",,,"Murrina Mgmt Corp","Greece","Tiara Nvgtn","Greece",,,,,,,"Y","China P.R.","Greece"
16214110,,"Bulkers",73680,77579,"Large (21-50)",,"N",,,"NYSE",,,"Skuld",,"14-May-2019",,,"14-May-2024",,,17552.04,194.5,"Y","N",,,"Synergy Maritime","India",,,,,,,,,,"China P.R."
16296516,,"Bulkers",73680,79363,"Large (21-50)",,,,,,,,"Steamship Mutual P&I",,"16-Dec-2019",,,"11-Dec-2024",27.5,,17540.25,194.5,"Y","N",,,"Glory Ships","Singapore","Erasmus Corp","Netherlands",,,27.5,27.5,,,,"China P.R.","Singapore"
16298015,,"Bulkers",73680,,"Large (21-50)",,,,,,30164,33338,"North of England P&I",48.67,"25-Nov-2019",,,"24-Nov-2024",24,1764,17552.04,194.85,"Y","N",,,"Oman Ship Mngt","Oman","Asyad Shipping","Oman",,,24,24,,,"Y","China P.R.","Oman"
16299054,,"Bulkers",73680,79363,"Large (21-50)",,,,,,,,"UK P&I Club",,"10-Nov-2019",,,"25-Jan-2025",27.5,,17546.15,194.5,"Y","N",,,"Dasin Shipping","Singapore","CGN","China P.R.",,,27.5,27.5,,,,"China P.R.","Singapore"
16300422,,"Bulkers",48601,78524,"Very Large (51-100)",,,,,,,,"UK P&I Club",,"17-May-2018",,,"16-May-2023",,,14177.86,177,"Y","N",,,"Peter Dohle","Germany","Peter Dohle","Germany",,,,,,,"Y","China P.R.","Germany"
16300435,,"Bulkers",48601,78524,"Very Large (51-100)",,,,,,,,"UK P&I Club",,"11-Jul-2018",,,"10-Jul-2023",,,14177.86,177,"Y","N",,,"Peter Dohle","Germany","Peter Dohle","Germany",,,,,,,"Y","China P.R.","Germany"
16301858,,"Bulkers",73680,,"Very Small (1-5) ",,,,,,,,"The London P&I Club",,"19-Jun-2021",,,"26-May-2026",,,17540.55,194.5,"Y","N",,,"Top Wisdom Ship Mngt","Hong Kong","TSL Group","China P.R.",,,28,28,,,,"China P.R.","China P.R."
16301874,,"Bulkers",,79426,"Very Small (1-5) ",,,"N",,,,,"Gard P&I",,"12-Mar-2018",,,"11-Mar-2023",,,20075.15,224.98,"N","N",,,"Wilh. Ship Mngt","Norway","Vulcan Materials","United States",,,,,,,,"China P.R.","United States"
16301887,,"Bulkers",,79426,"Very Small (1-5) ",,,"N",,,,,"Gard P&I",,"09-May-2018",,,"08-May-2023",,,20075.15,224.98,"Y","N",,,"Wilh. Ship Mngt","Norway",,,,,,,,,,"China P.R."
16277160,,"Bulkers",73680,78649,"Large (21-50)",,"N",,,,,,"Gard P&I",,"22-Nov-2020",,,"08-Oct-2025",,,17540.25,194.83,"Y","N",,,"Fleet Management","Hong Kong","Spar Shipping A/S","Norway",,,,,,,,"China P.R.","Norway"
16277173,,"Bulkers",73680,78649,"Large (21-50)",,"N",,,,,,"Gard P&I",,"28-Aug-2021",,,"25-Jul-2026",,,17540.25,194.83,"Y","N",,,"Fleet Management","Hong Kong","Spar Shipping A/S","Norway",,,,,,,,"China P.R.","Norway"
16281341,,"Bulkers",49400,78957,"Very Small (1-5) ",,,,,,,,"Gard P&I",,"20-Mar-2017",,,"19-Jun-2022",,,14153.54,177,"Y","N",,,"Reederei Nord","Germany","Progress Bulk Car.","United States",,,,,,,"Y","China P.R.","United States"
16281354,,"Bulkers",49400,78957,"Very Small (1-5) ",,,,,,,,"Gard P&I",,"15-Dec-2021",,,"10-Jan-2027",,,14153.54,177,"Y","N",,,"Reederei Nord","Germany","Progress Bulk Car.","United States",,,,,,,"Y","China P.R.","United States"
16283129,,"Bulkers",73680,78991,"Medium (11-20)",,,,,"Oslo",,,"West of England P&I",,"11-Mar-2020",,,"07-May-2025",,,17542.61,194.80,"Y","N",,,"Belships Management","Singapore","Belships","Norway",,,,,,,,"China P.R.","Norway"
16283132,,"Bulkers",73680,78991,"Medium (11-20)",,,,,"Oslo",,,"West of England P&I",,"25-Jun-2020",,,"02-Sep-2025",,,17542.61,194.80,"Y","N",,,"Belships Management","Singapore","Belships","Norway",,,,,,,,"China P.R.","Norway"
16283145,,"Bulkers",73680,78991,"Medium (11-20)",,,,,"Oslo",,,"West of England P&I",,"07-Jan-2021",,,"08-Jan-2026",,,17542.61,194.80,"Y","N",,,"Belships Management","Singapore","Belships","Norway",,,,,,,,"China P.R.","Norway"
16283158,,"Bulkers",73680,78991,"Medium (11-20)",,,,,"Oslo",,,"West of England P&I",,"14-Dec-2020",,,"01-Feb-2026",,,17542.61,194.80,"Y","N",,,"Belships Management","Singapore","Belships","Norway",,,,,,,,"China P.R.","Norway"
16283161,,"Bulkers",73680,78991,"Medium (11-20)",,,,,"Oslo",,,"West of England P&I",,"21-Aug-2021",,,"25-May-2026",,,17541.73,194.80,"Y","N",,,"Belships Management","Singapore","Belships","Norway",,,,,,,,"China P.R.","Norway"
16287251,,"Bulkers",73680,79072,"Extra Large (100+)",,"N","Y",,"NASDAQ",,,"Britannia P&I",49.9,"08-Jan-2020",1,"1 x Propeller Duct - Becker Becker Mewis Duct®","18-Sep-2024",30,,17600.30,194.5,"Y","N",,"Ultra8 Pool","Technomar Shipping","Greece","Navig8 Group","Singapore",12.5,12.5,30,27,21,24,,"China P.R.","Singapore"
16287264,,"Bulkers",73430,79072,"Very Small (1-5) ",,"N","Y",,,,,"UK P&I Club",49.9,"28-Oct-2020",1,"1 x Propeller Duct - Becker Becker Mewis Duct®","04-Oct-2024",30,,17600.30,194.5,"Y","N",,,"Super-Eco Bulkers","Greece","Tomasos Brothers","Greece",12.5,12.5,30,26,21,24,,"China P.R.","Greece"
16290248,,"Bulkers",73680,,"Medium (11-20)",,,,,,,,"Skuld",,"28-Nov-2020",,,"25-Sep-2024",,,17540.55,194.49,"Y","N",,,"HTM Shipping Co. Ltd","China P.R.","Baoyuan Internat.","China P.R.",,,,,,,,"China P.R.","China P.R."
16285578,,"Bulkers",47159,79037,"Medium (11-20)",,,,,,,,"Steamship Mutual P&I",,"19-Oct-2020",,,"14-Oct-2025",,,13965.16,176.85,"Y","Y",,,"HBC Hamburg","Germany","HBC Hamburg","Germany",,,,,,,,"China P.R.","Germany"
16285581,,"Bulkers",48159,79037,"Medium (11-20)",,,,,,20796,22818,"Steamship Mutual P&I",,"26-Nov-2020",,,"25-Nov-2025",17,,13965.16,176.85,"Y","Y",,,"Su-Nav Shp","India","HBC Hamburg","Germany",12,11.5,22.5,22.5,17,17,"Y","China P.R.","Germany"
16285594,,"Bulkers",47159,79037,"Medium (11-20)",,,,,,,,"Steamship Mutual P&I",,"19-Jan-2021",,,"18-Jan-2026",,,13965.16,176.85,"Y","Y",,,"Su-Nav Shp","India","HBC Hamburg","Germany",,,,,,,,"China P.R.","Germany"
16285602,,"Bulkers",48159,79037,"Medium (11-20)",,,,,,,,"Steamship Mutual P&I",,"19-Jan-2021",,,"18-Jan-2026",23.5,,13965.16,176.85,"Y","Y",,,"HBC Hamburg","Germany","HBC Hamburg","Germany",11.5,11.5,23.5,22.5,16.5,17.5,,"China P.R.","Germany"
16268476,,"Bulkers",46300,93475,"Very Small (1-5) ",,,,,,,,"Gard P&I",,"31-Oct-2019",,,"14-Aug-2024",,,13926.27,176.85,"Y","Y",,,"Navios Ship Mgmt","Greece","Navios Holdings","Greece",,,,,,,,"China P.R.","Greece"
16306279,,"Bulkers",46300,78637,"Extra Large (100+)",,,,,,,,"Britannia P&I",,"15-May-2020",,,"14-Jul-2025",,,13923.20,176.85,"Y","N",,,"Victoria Shipman.","Philippines",,,,,,,,,,"China P.R."
16312054,,"Bulkers",,79663,"Large (21-50)",,,,,,,,"UK P&I Club",,"29-Jan-2018",,,"28-Jan-2023",,,14080.42,176.85,"Y","Y",,,"Abacus Shpmngmnt","Hong Kong","Louis Dreyfus (LDA)","France",,,,,,,,"China P.R.","France"
16312067,,"Bulkers",,79663,,,,,,,,,"UK P&I Club",,"27-Mar-2018",,,"26-Mar-2023",,,14080.42,176.85,"Y","Y",,,"Abacus Shpmngmnt","Hong Kong","Louis Dreyfus (LDA)","France",,,,,,,,"China P.R.","France"
16320062,,"Bulkers",47005,79857,"Extra Large (100+)",,,,,,,,"Steamship Mutual P&I",,"12-Apr-2021",,,"08-Jun-2026",,,13924.56,176.85,"Y","N",,,"Victoria Shipman.","Philippines","HBC Hamburg","Germany",,,,,,,,"China P.R.","Germany"
16320075,,"Bulkers",47005,79857,"Medium (11-20)",,,,,,,,"Steamship Mutual P&I",,"10-Jun-2021",,,"30-Mar-2026",21,,13924.56,176.85,"Y","N",,,"Su-Nav Shp","India","HBC Hamburg","Germany",,,21,20,,,,"China P.R.","Germany"
16320088,,"Bulkers",47005,79857,"Extra Large (100+)",,,,,,,,"Japan P&I",,"19-Apr-2021",,,"25-Apr-2026",20,,13924.56,176.85,"Y","N",,,"Victoria Shipman.","Philippines","HBC Hamburg","Germany",12.5,12.5,20,21,15,16,,"China P.R.","Germany"
16320091,,"Bulkers",47005,79857,"Extra Large (100+)",,,,,,,,"Japan P&I",,"12-Jan-2017",,,"11-Apr-2022",,,13924.56,176.87,"Y","N",,,"Victoria Shipman.","Philippines","HBC Hamburg","Germany",,,,,,,,"China P.R.","Germany"
16201457,,"Bulkers",40350,,"Extra Large (100+)",,"N",,,"Hong Kong",,,"The London P&I Club",42.5,"06-Mar-2019",,,"05-Mar-2024",,,12547.59,171.5,"Y","Y",,,"Pacific Basin Shpg","Hong Kong","Pacific Basin Shpg","Hong Kong",,,,,,,"Y","China P.R.","Hong Kong"
16243673,,"Bulkers",47000,93475,"Medium (11-20)",,,,,,,,"Britannia P&I",,"30-Mar-2019",,,"28-May-2024",18.4,,13926.27,176.85,"Y","Y",,,"Campbell Shipping","Bahamas","Campbell Shipping","Bahamas",,,,,,,,"China P.R.","Bahamas"
16254695,,"Bulkers",45700,78637,"Extra Large (100+)",,,,,,,,"Standard Club P&I",,"15-Dec-2019",,,"14-Jan-2025",19.1,,13923.20,176.85,"Y","N",,,"Victoria Shipman.","Philippines","Nisshin Shipping","Japan",,,19.1,19.1,,,"Y","China P.R.","Japan"
16254703,,"Bulkers",46300,78637,"Extra Large (100+)",,,,,,,,"Britannia P&I",,"23-Mar-2020",,,"26-Jan-2025",,,13923.20,176.85,"Y","N",,,"Victoria Shipman.","Philippines","Nisshin Shipping","Japan",,,,,,,"Y","China P.R.","Japan"
16254716,,"Bulkers",46300,78637,"Extra Large (100+)",,,,,,,,"Britannia P&I",,"18-Mar-2020",,,"13-Apr-2025",,,13923.20,176.85,"Y","N",,,"Victoria Shipman.","Philippines","Nisshin Shipping","Japan",,,,,,,"Y","China P.R.","Japan"
16254729,,"Bulkers",46300,78637,"Extra Large (100+)",,,,,,,,"Britannia P&I",,"16-May-2020",,,"02-Jun-2025",,,13923.20,176.85,"Y","N",,,"Victoria Shipman.","Philippines","Nisshin Shipping","Japan",,,,,,,"Y","China P.R.","Japan"
16337723,,"Bulkers",47005,79857,"Extra Large (100+)",,,,,,,,"Steamship Mutual P&I",,"28-Apr-2017",,,"27-Apr-2022",,,14032.55,176.87,"Y","N",,,"Victoria Shipman.","Philippines","Nisshin Shipping","Japan",,,,,,,,"China P.R.","Japan"
16330632,,"Bulkers",47005,79857,"Extra Large (100+)",,,,,,,,"Britannia P&I",,"28-Sep-2016",,,"27-Mar-2022",,,13914.31,176.85,"Y","N",,,"Victoria Shipman.","Philippines","Nisshin Shipping","Japan",,,,,,,,"China P.R.","Japan"
16341870,,"Bulkers",47005,79857,"Extra Large (100+)",,,,,,,,"Steamship Mutual P&I",,"15-Aug-2017",,,"14-Aug-2022",,,14032.55,176.85,"Y","N",,,"Victoria Shipman.","Philippines","Nisshin Shipping","Japan",,,,,,,,"China P.R.","Japan"
16356690,,"Bulkers",,,"Extra Large (100+)",,,,,,,,"Steamship Mutual P&I",,"26-Jul-2018",,,"25-Jul-2023",,,14032.55,176.85,"Y","N",,,"Victoria Shipman.","Philippines","Nisshin Shipping","Japan",,,,,,,,"China P.R.","Japan"
16363827,,"Bulkers",,,"Extra Large (100+)",,,,,,,,"Steamship Mutual P&I",,"25-Oct-2018",,,"24-Oct-2023",24.5,,14032.55,176.82,"Y","N",,,"Victoria Ship Mngmnt","Philippines","Norden A/S","Denmark",12,12,24.5,24.5,17.5,19,,"China P.R.","Denmark"
16366536,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,"Japan P&I",,"15-Jan-2019",,,"14-Jan-2024",,,14032.55,176.85,"Y","N",,,"Victoria Shipman.","Philippines","Nisshin Shipping","Japan",,,,,,,,"China P.R.","Japan"
16372924,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,"Japan P&I",,"25-Jul-2019",,,"24-Jul-2024",,,14032.55,176.85,"Y","N",,,"Victoria Shipman.","Philippines","Nisshin Shipping","Japan",,,,,,,,"China P.R.","Japan"
16372937,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,"Japan P&I",,"19-Sep-2019",,,"18-Sep-2024",,,14032.55,176.85,"Y","N",,,"Victoria Shipman.","Philippines","Nisshin Shipping","Japan",,,,,,,,"China P.R.","Japan"
16372940,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,"Japan P&I",,"09-Jan-2020",,,"08-Jan-2025",,,14032.55,176.85,"Y","N",,,"Victoria Shipman.","Philippines",,,,,,,,,,"China P.R."
16372953,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,"Britannia P&I",,"30-Apr-2020",,,"29-Apr-2025",,,14032.55,176.85,"Y","N",,,"Fleet Management","Hong Kong","Nisshin Shipping","Japan",,,,,,,,"China P.R.","Japan"
16372966,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,"Japan P&I",,"14-Nov-2019",,,"13-Nov-2024",,,14032.55,176.85,"Y","N",,,"Victoria Shipman.","Philippines",,,,,,,,,,"China P.R."
16372979,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,"Britannia P&I",,"17-Jun-2020",,,"16-Jun-2025",,,14032.55,176.85,"Y","N",,,"Fleet Management","Hong Kong","Nisshin Shipping","Japan",,,,,,,,"China P.R.","Japan"
16372982,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,"Britannia P&I",,"20-Oct-2020",,,"19-Oct-2025",,,14023.71,176.85,"Y",,,,"Fleet Management","Hong Kong","Ultranav Naviera","Chile",,,,,,,,"China P.R.","Denmark"
16372995,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,"Britannia P&I",,"15-Dec-2020",,,"14-Dec-2025",,,14023.71,176.85,"Y",,,,"Fleet Management","Hong Kong","Ultranav Naviera","Chile",,,,,,,,"China P.R.","Denmark"
16373013,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,"Britannia P&I",,"15-Mar-2021",,,"14-Mar-2026",,,14023.71,176.85,"Y",,,,"Fleet Management","Hong Kong","Nisshin Shipping","Japan",,,,,,,,"China P.R.","Japan"
16373026,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,"Britannia P&I",,"25-May-2021",,,"24-May-2026",,,14032.55,176.85,"Y",,,,"Fleet Management","Hong Kong","Nisshin Shipping","Japan",,,,,,,,"China P.R.","Japan"
16373039,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,"Britannia P&I",,"13-Aug-2021",,,"12-Aug-2026",,,14023.71,176.85,"Y",,,,"Fleet Management","Hong Kong","Nisshin Shipping","Japan",,,,,,,,"China P.R.","Japan"
16373042,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,"Britannia P&I",,"11-Nov-2021",,,"10-Nov-2026",,,14023.71,176.85,"Y",,,,"Fleet Management","Hong Kong","Nisshin Shipping","Japan",,,,,,,,"China P.R.","Japan"
16371248,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,"Japan P&I",,"10-May-2019",,,"09-May-2024",,,14032.55,176.85,"Y","N",,,"Victoria Shipman.","Philippines","Nisshin Shipping","Japan",,,,,,,,"China P.R.","Japan"
16426081,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,,,"20-Jan-2022",,,"19-Jan-2027",,,14023.71,176.85,"Y",,,,"Fleet Management","Hong Kong","Nisshin Shipping","Japan",,,,,,,,"China P.R.","Japan"
16426094,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,,,,,,,,,14032.55,176.85,"Y",,,,"Nisshin Shipping","Japan",,,,,,,,,,"China P.R."
16426102,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,,,,,,,,,14032.55,176.85,"Y",,,,"Nisshin Shipping","Japan",,,,,,,,,,"China P.R."
16426115,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,,,,,,,,,14032.55,176.85,"Y",,,,"Nisshin Shipping","Japan",,,,,,,,,,"China P.R."
16426128,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,,,,,,,,,14032.55,176.85,"Y",,,,"Nisshin Shipping","Japan",,,,,,,,,,"China P.R."
16426131,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,,,,,,,,,14032.55,176.85,"Y",,,,"Nisshin Shipping","Japan",,,,,,,,,,"China P.R."
16426144,,"Bulkers",,81000,"Extra Large (100+)",,,,,,,,,,,,,,,,14032.55,176.85,"Y",,,,"Nisshin Shipping","Japan",,,,,,,,,,"China P.R."
16407480,,"Bulkers",,,,,,,,,,,,,,,,,,,9406.05,,"N",,,,,,,,,,,,,,,"China P.R."
16401570,,"Bulkers",,81609,,,,,,,,,,,,,,,,,6153.61,,"N",,,,,,,,,,,,,,,"China P.R."
16401583,,"Bulkers",,81609,,,,,,,,,,,,,,,,,6153.61,,"N",,,,,,,,,,,,,,,"China P.R."
16405202,,"Bulkers",,,,,,,,,,,,,,,,,,,6569.51,,,,,,,,,,,,,,,,,"China P.R."
16405257,,"Bulkers",,,,,,,,,,,,,,,,,,,7386.56,,,,,,,,,,,,,,,,,"China P.R."
16397048,,"Bulkers",,,"Very Small (1-5) ",,"Y",,,,,,,,"11-Sep-2020",,,"10-Sep-2025",,,15863.42,194.2,"N",,,,"Zhejiang Zhongmiao","China P.R.","Zhejiang Zhongmiao","China P.R.",,,,,,,,"China P.R.","China P.R."
16398382,,"Bulkers",,,,,,,,,,,,,,,,,,,9739.33,,,,,,,,,,,,,,,,,"China P.R."
16400623,,"Bulkers",,,"Very Small (1-5) ",,,,,,,,,,,,,,,,7739.23,,,,,,"Wenlin Changfeng","China P.R.","Wenlin Changfeng","China P.R.",,,,,,,,"China P.R.","China P.R."
16400636,,"Bulkers",,,,,,,,,,,,,,,,,,,7739.23,,,,,,,,,,,,,,,,,"China P.R."
16400773,,"Bulkers",,,"Very Small (1-5) ",,,,,,,,,,,,,,,,6736.53,,"N",,,,"Fujian Longsheng","China P.R.","Fujian Longsheng","China P.R.",,,,,,,,"China P.R.","China P.R."
16425868,,"Bulkers",,,,,,,,,,,,,,,,,,,7099.74,,,,,,,,,,,,,,,,,"China P.R."
16427246,,"Bulkers",,,,,,,,,,,,,,,,,,,12302.59,,,,,,,,,,,,,,,,,"China P.R."
16429453,,"Bulkers",,,,,,,,,,,,,,,,,,,12302.59,,,,,,,,,,,,,,,,,"China P.R."
16263813,,"Bulkers",48918,93340,"Large (21-50)",,,,,,,,"Standard Club P&I",44.3,"24-Aug-2020",,,"23-Aug-2025",,,13894.83,176.65,"Y","Y",,,"Swire Shipping","Singapore","John Swire & Sons","United Kingdom",,,,,,,,"China P.R.","Singapore"
16263826,,"Bulkers",48918,93340,"Large (21-50)",,,,,,,,"Standard Club P&I",44.3,"11-Sep-2020",,,"13-Oct-2025",,,13894.83,176.65,"Y","Y",,,"Swire Shipping","Singapore","John Swire & Sons","United Kingdom",,,,,,,,"China P.R.","Singapore"
16263839,,"Bulkers",48918,93340,"Large (21-50)",,,,,,,,"Standard Club P&I",44.3,"10-Oct-2020",,,"26-Oct-2025",,,13894.83,176.65,"Y","Y",,,"Swire Shipping","Singapore","John Swire & Sons","United Kingdom",,,,,,,,"China P.R.","Singapore"
16263842,,"Bulkers",48918,93340,"Large (21-50)",,,,,,,,"Standard Club P&I",44.3,"07-Feb-2021",,,"06-Jan-2026",,,13894.83,176.65,"Y","Y",,,"Swire Shipping","Singapore","John Swire & Sons","United Kingdom",,,,,,,,"China P.R.","Singapore"
16185519,,"Bulkers",46753,93807,"Large (21-50)",,"N",,,,,,"Shipowners P&I",48.6,"06-Mar-2021",1,"1 x Rudder Bulb","06-Jan-2024",22,,13692.46,182.96,"Y","N",,,"SMT Shipping","Cyprus","SMT Shipping","Cyprus",11.5,11.5,22,21,16,17,"Y","China P.R.","Cyprus"
16187513,,"Bulkers",46448,78237,"Large (21-50)",,"N",,,,,,"The Swedish Club P&I",,"20-Feb-2020",,,"28-Jan-2025",22.5,,13616.04,187,"Y","N",,,"Reederei Nord","Germany","Reederei Nord","Germany",13,13,22.5,21.8,16.4,17.3,"Y","China P.R.","Germany"
16187526,,"Bulkers",46448,78237,"Large (21-50)",,"N",,,,,,"Gard P&I",,"11-Mar-2020",,,"22-Mar-2025",20.5,,13616.04,187,"Y","N",,,"Reederei Nord","Germany","Reederei Nord","Germany",,,,,,,"Y","China P.R.","Germany"
16298686,,"Bulkers",46448,79353,"Large (21-50)",,,,,"London",,,"West of England P&I",,"21-Jan-2021",,,"12-Jan-2026",21.8,,13615.69,183,"Y","N",,,"Taylor Maritime Inv","Guernsey","Taylor Maritime","Hong Kong",13,13,21.8,22.5,16.4,17.3,"Y","China P.R.","Guernsey"
16298699,,"Bulkers",46448,79353,,,,,,,,,"West of England P&I",,"05-Aug-2021",,,"24-Aug-2026",,,13615.69,186.97,"Y","N",,,,,,,,,,,,,"Y","China P.R."
16266593,,"Bulkers",48918,93340,"Large (21-50)",,,,,,,,"Standard Club P&I",44.3,"07-Jan-2021",,,"20-Jan-2026",,,13894.83,176.65,"Y","Y",,,"Swire Shipping","Singapore","John Swire & Sons","United Kingdom",,,,,,,,"China P.R.","Singapore"
16266706,,"Bulkers",48918,93340,"Large (21-50)",,,,,,,,"Standard Club P&I",44.3,"15-Jan-2021",,,"10-Mar-2026",,,13894.83,176.65,"Y","Y",,,"Swire Shipping","Singapore","John Swire & Sons","United Kingdom",,,,,,,,"China P.R.","Singapore"
16266719,,"Bulkers",48918,93340,"Large (21-50)",,,,,,,,"Standard Club P&I",44.3,"24-Sep-2021",,,"12-May-2026",,,13894.83,176.65,"Y","Y",,,"Swire Shipping","Singapore","John Swire & Sons","United Kingdom",,,,,,,,"China P.R.","Singapore"
16266722,,"Bulkers",48918,93340,"Large (21-50)",,,,,,,,"Standard Club P&I",44.3,"13-Nov-2021",,,"28-Jul-2026",17.9,,13894.83,176.65,"Y","Y",,,"Swire Shipping","Singapore","John Swire & Sons","United Kingdom",,,,,,,,"China P.R.","Singapore"
16272981,,"Bulkers",,78774,"Medium (11-20)",,,,,"Oslo",,,"Gard P&I",,"29-Jul-2021",,,"22-Sep-2026",,,34987.82,224.85,"N",,,,"Klaveness Ship","Norway","Torvald Klaveness","Norway",,,,,,,,"China P.R.","Norway"
