"Listing"

"WFR Listing"
"Created 09 March 2022 19:29"


"CVN","Builder","GT","Year Rebuilt Convert","Old Type","Main Bunker Capacity (m3)","TEU","FEU Total Cap","Launch Date","Operational Speed (knots)","TPC","NT","Owner Main Vessel Type","SOx Scrubber 1 Retrofit Date","Max TEU in Holds","Max TEU on Deck","Alternative Name","Ballast Cap (cu m)","Propulsor Detail","Crew Total No","Public Listed Company","Financial Lessor Owner","Alternative Fuel Types","Cargo Interests Company","State Interests Company","Private Equity Company","Joint Venture Company (Owner)","Hull No","Registered Owner Company","Group Owner Country/Region","Great Lakes Only","Call Sign","Age Scrapped","Fleet Type","Sister Vessel Code","Owner Size","Group Owner Nationality/Region"
13236313,"Samsung HI",45803,,,,4112,,"14-Sep-2002",15.85,,25077,"Container",,,,"MSC Vaishnavi R.",13938,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",24,"Y","Y",,,,,,"1362","Sfl Rosanna Inc.","Cyprus",,"A8RL2",,"Containerships",75184,"Very Large (51-100)","Norway"
13236447,"Samsung HI",45803,,,,4112,,"21-Oct-2002",16.74,,25077,"Container",,,,"MSC Arushi R.",13938,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",24,"Y","Y",,,,,,"1363","SFL RUFINA INC.","Cyprus",,"A8RL3",,"Containerships",75184,"Very Large (51-100)","Norway"
13236997,"Samsung HI",75201,,,,6422,,,16.23,,28409,"Post-Panamax Container","31-Dec-2019",3080,3342,"Catherine C",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",21,,,,,,,,"1367","Kingsland Intl. Shipping Ltd.","Greece",,"D5JQ4",,"Containerships",76440,"Very Small (1-5) ","Greece"
13237073,"Samsung HI",75201,,,,6422,,,15.93,,28409,"Post-Panamax Container","11-Apr-2019",3080,3342,"Leo C",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",21,,,,,,,,"1368","LEO SHIPPING AND TRADING S.A.","Greece",,"D5KG9",,"Containerships",76440,"Very Small (1-5) ","Greece"
13237107,"Samsung HI",75201,,,,6422,,,16.53,,28409,"Container",,3080,3342,"GSL Christen",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",22,"Y",,,,,,,"1369","Global Ship Lease 36 LLC","United Kingdom",,"D5WA5",,"Containerships",76440,"Large (21-50)","United Kingdom"
13237231,"Samsung HI",75201,,,,6422,,,16.29,,28409,"Container",,3080,3342,"MYNY",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",21,,,,,,,,"1370","MYNY XL MARITIME CORPORATION","Greece",,"D5WA4",,"Containerships",76440,"Large (21-50)","Greece"
13237365,"Samsung HI",75201,,,,6422,,,16.66,,28409,"Container",,3080,3342,"GSL Nicoletta",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",20,"Y",,,,,,,"1371","GLOBAL SHIP LEASE 35 LLC","United Kingdom",,"D5VP6",,"Containerships",76440,"Large (21-50)","United Kingdom"
13237499,"Szczecin Shipyard",16803,,,2230,1730,825,"02-Jun-2001",13.5,,8648,"Container",,634,1096,"MSC Trader II",7782,"1 x FP Propeller (Aft Centre) (mechanical), 113rpm",,,,,,,,,"B170/126","New Gdynia Shipping & Trading Ltd.","Switzerland",,"5LBQ9",,"Containerships",,"Extra Large (100+)","Italy"
13237523,"Szczecin Shipyard",16803,,,2230,1730,825,"10-Jul-2001",13.87,,8648,"Diverse",,634,1096,"Capitaine Dampier",7782,"1 x FP Propeller (Aft Centre) (mechanical), 113rpm",,,,,,,,,"B170/127","Neptune Pacific Direct Line Pte. Ltd.","United States",,"9V5317",,"Containerships",,"Small (6-10) ","United States"
13237657,"Hyundai HI (Ulsan)",73819,,,,6730,,"30-Nov-2001",16.27,,47138,"Container","25-Jan-2020",3108,3622,"MSC Melissa",17736,"1 x FP Propeller (Aft Centre) (mechanical), MMG, 104rpm",22,,,,,,,,"1352","Avantage Enterprises, Inc.","Switzerland",,"H9VY",,"Containerships",,"Extra Large (100+)","Italy"
13237781,"Hyundai HI (Ulsan)",73819,,,,6730,,"25-Feb-2002",16.44,,47138,"Container",,3108,3622,"MSC Marianna",17736,"1 x FP Propeller (Aft Centre) (mechanical), MMG, 104rpm",21,,,,,,,,"1353","Varangi International S.A.","Switzerland",,"HOAE",,"Containerships",,"Extra Large (100+)","Italy"
13237815,"Hyundai HI (Ulsan)",73819,,,,6730,,"16-Mar-2002",15.71,,47138,"Container",,3108,3622,"MSC Barbara",17388,"1 x FP Propeller (Aft Centre) (mechanical), MMG, 104rpm",22,,,,,,,,"1354","Xiang L40 HK International Ship Lease Co., Limited","Switzerland",,"HODU",,"Containerships",,"Extra Large (100+)","Italy"
13237949,"Hyundai HI (Ulsan)",73819,,,,6730,,"05-Apr-2002",16.62,,47138,"Container",,3108,3622,"MSC Michaela",17388,"1 x FP Propeller (Aft Centre) (mechanical), MMG, 104rpm",15,,,,,,,,"1355","Hieracos Corporation, S.A.","Switzerland",,"HOEZ",,"Containerships",,"Extra Large (100+)","Italy"
13238025,"Hyundai HI (Ulsan)",73819,,,,6730,,"11-May-2002",16.23,,47138,"Container","21-Oct-2020",3108,3622,"MSC Loretta",17388,"1 x FP Propeller (Aft Centre) (mechanical), MMG, 104rpm",19,,,,,,,,"1356","Xiang L13 HK Intl. Ship Lease Co, Ltd.","Switzerland",,"HOIU",,"Containerships",,"Extra Large (100+)","Italy"
13238283,"J. J. Sietas",6326,,,,660,327,"26-Sep-2000",12.67,,3251,"Sub-Panamax Container",,206,,"Maike D",3621,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",,,,,,,,,"1151","MS "Maike" Schiffahrts GmbH & Co. KG","Germany",,"D5IL7",,"Containerships",,"Small (6-10) ","Germany"
13238317,"J. J. Sietas",6326,,,,660,327,"05-Nov-2000",12.98,,3251,"General Cargo",,,,"Ivan Kapralov",3621,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila CME",19,,,,,,,,"1152","Kamchatka Shipping Co Ltd","Russia",,"UHEV",,"Containerships",,"Medium (11-20)","Russia"
13239527,"Thyssen Nordsee",25535,,,,2442,,"02-Feb-2001",14.63,,12454,"Sub-Panamax Container",,986,1456,"Teoman A",10345,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",,,,,,,,,"528","Delphinus Shipping Ltd. C/O Arkas Denizcilik Ve Nakliyat AS","Turkey",,"9HA4997",,"Containerships",,"Large (21-50)","Turkey"
13239651,"Thyssen Nordsee",25535,,,2400,2452,,"11-May-2001",13.38,50,12454,"Sub-Panamax Container",,,,"Cinzia A",10661,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",20,,,,,,,,"529","Denebola Shipping Ltd. C/O Arkas Denizcilik Ve Nakliyat AS","Turkey",,"9HA5106",,"Containerships",,"Large (21-50)","Turkey"
13241917,"Stocznia Gdynia",30024,,,,2670,,"15-Sep-2001",13.05,,12626,"Diverse",,,,"Chief",14203,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",19,,,,,,,,"8200/4","Volga Lines Inc","U.A.E.",,"J8B6221",,"Containerships",,"Small (6-10) ","U.A.E."
13242127,"Hyundai HI (Ulsan)",88493,,,,7179,,"18-Aug-2001",16.09,,36175,"Post-Panamax Container",,,,"Dalian Express",24466,"1 x FP Propeller (Aft Centre) (mechanical), 94rpm",22,,,,,,,,"1363","Hapag Lloyd Aktiengesellschaft","Germany",,"DGXS",,"Containerships",76759,"Extra Large (100+)","Germany"
13242251,"Hyundai HI (Ulsan)",88493,,,,7179,,"28-Dec-2001",16.11,,36175,"Post-Panamax Container","22-Aug-2019",,,"Yantian Express",24466,"1 x FP Propeller (Aft Centre) (mechanical), 94rpm",23,,,,,,,,"1364","Hapag Lloyd Aktiengesellschaft","Germany",,"DPCK",,"Containerships",76759,"Extra Large (100+)","Germany"
13242385,"Hyundai HI (Ulsan)",88493,,,,7179,,"24-Aug-2002",15.46,,36175,"Post-Panamax Container",,,,"Ningbo Express",24466,"1 x FP Propeller (Aft Centre) (mechanical), 94rpm",23,,,,,,,,"1365","Hapag Lloyd Aktiengesellschaft","Germany",,"DHEB",,"Containerships",76759,"Extra Large (100+)","Germany"
13242419,"Hyundai HI (Ulsan)",88493,,,,7179,,"04-Jan-2003",16.44,,36175,"Post-Panamax Container",,,,"Berlin Express",24466,"1 x FP Propeller (Aft Centre) (mechanical), 94rpm",22,,,,,,,,"1366","Hapag Lloyd Aktiengesellschaft","Germany",,"DGHX",,"Containerships",76759,"Extra Large (100+)","Germany"
13242543,"Daewoo (DSME)",46009,,,,4115,,,14.07,,25880,"Post-Panamax Container",,,,"Liverpool Express",14302,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 102rpm",23,,,,,,,,"4082","Amorata Vermietungsgesellschaft Mbh","Germany",,"ZCHC6",,"Containerships",,"Extra Large (100+)","Germany"
13242677,"Daewoo (DSME)",46009,,,,4115,,,15.8,,25880,"Post-Panamax Container",,,,"Dublin Express",14302,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 102rpm",22,,,,,,,,"4083","Amotosa Vermietungsgesellschaft Mbh","Germany",,"ZCHC7",,"Containerships",79268,"Extra Large (100+)","Germany"
13242701,"Daewoo (DSME)",46009,,,,4115,,,14.61,,25880,"Post-Panamax Container",,,,"Glasgow Express",,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 102rpm",23,,,,,,,,"4084","Hapag-Lloyd AG","Germany",,"ZCHC8",,"Containerships",79268,"Extra Large (100+)","Germany"
13242835,"Samsung HI",40085,,,,3739,,"17-Jul-2001",14.95,,24319,"Diverse",,,,"Irenes Resolve",13801,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",30,,,,,,,,"1355","Greene Shipping Corp.","Greece",,"ELZU6",,"Containerships",,"Large (21-50)","Greece"
13242969,"Samsung HI",40085,,,,3739,,"08-Dec-2001",12.43,,24319,"Container",,,,"MSC Yang R",14146,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",,,,,,,,,"1356","Ocean Quartz Ltd.","Switzerland",,"5LCL3",,"Containerships",,"Extra Large (100+)","Italy"
13243045,"Shin Kurushima",18872,,,,1728,819,"20-Apr-2001",15.37,,8518,"Sub-Panamax Container",,,,"Wan Hai 261",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,"Y",,,,,,,"5105","WAN HAI LINES (SINGAPORE) PTE LTD","Taiwan",,"9VHZ8",,"Containerships",76574,"Very Large (51-100)","Taiwan"
13243179,"Shin Kurushima",18872,,,,1728,819,"01-Jul-2001",15.46,,8518,"Sub-Panamax Container",,,,"Wan Hai 262",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,"Y",,,,,,,"5106","WAN HAI LINES (SINGAPORE) PTE LTD","Taiwan",,"9VDB2",,"Containerships",76574,"Very Large (51-100)","Taiwan"
13243203,"Samsung HI",65900,,,,5762,,"23-Jun-2001",15.98,,34274,"Container",,,,"MSC Vidhi",15061,"1 x FP Propeller (Aft Centre) (mechanical), 94rpm",,"Y","Y",,,,,,"1378","SFL VICTORIA Inc.","Cyprus",,"D5GE2",,"Containerships",,"Very Large (51-100)","Norway"
13243461,"Samsung HI",65900,,,,5762,,"23-Dec-2001",16.7,,34213,"Container",,,,"MSC Margarita",15062,"1 x FP Propeller (Aft Centre) (mechanical), 94rpm",,"Y","Y",,,,,,"1379","Sfl Virginia Inc.","Cyprus",,"A8IX9",,"Containerships",,"Very Large (51-100)","Norway"
13243629,"Hyundai HI (Ulsan)",68687,,,,5608,2728,"05-Apr-2002",14.36,,25395,"Post-Panamax Container",,,,"Suez Canal",17402,"1 x FP Propeller (Aft Centre) (mechanical), 94rpm",16,,,,,,,,"1370","Averto Shipping S.A.","Greece",,"D5JI7",,"Containerships",76697,"Very Small (1-5) ","Greece"
13243753,"Koyo Dock",66332,,,,5908,2740,"22-Feb-2002",15.87,,25129,"Post-Panamax Container",,,,"Ikaria",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",20,,,,,,,,"2135","IKARIA MARITIME CORPORATION","Greece",,"A8UY8",,"Containerships",76739,"Very Small (1-5) ","Greece"
13243887,"Koyo Dock",66332,,,,5908,2740,"10-Apr-2002",15.78,,25129,"Post-Panamax Container",,,,"Porto Kagio",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",20,"Y",,,,,,,"2136","Wester Shipping Co","Greece",,"5LBC6",,"Containerships",76739,"Extra Large (100+)","Greece"
13244839,"Shin Kurushima",6899,,,,600,276,"31-Jul-2000",11.25,,3383,"Sub-Panamax Container",,,,"Bien Dong Star",2856,"1 x FP Propeller (Aft Centre) (mechanical), 170rpm, Ø4.15m",18,,,,,"Y",,,"5088","Bien Dong Shipping Company Limited","Vietnam",,"3WWN",,"Containerships",,"Small (6-10) ","Vietnam"
13245173,"Samsung HI",66300,,,,5590,,,16.22,,35494,"Container",,,,"E.R. Denmark",14693,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 94rpm",20,,,,,,,,"1374","Eightyfirst Dragon Shipping Inc.","Germany",,"A8JX9",,"Containerships",76485,"Large (21-50)","Germany"
13245207,"Samsung HI",65792,,,,5590,,,16.1,,35494,"Container",,,,"E.R. Sweden",14693,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 94rpm",,,,,,,,,"1375","Eightysecond Dragon Shipping Inc.","Germany",,"A8JX8",,"Containerships",76485,"Large (21-50)","Germany"
13245331,"Hyundai HI (Ulsan)",26718,,,4039,2550,,"07-Apr-2001",13.13,51.1,12715,"Sub-Panamax Container",,944,1606,"Evridiki G",10220,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm",22,"Y",,,,,,,"1305","Noumea Shipping Ltd.","Greece",,"A8QD8",,"Containerships",,"Medium (11-20)","Greece"
13246383,"I.H.I. (Kure)",74071,,,,6402,3049,"09-Nov-2001",16.43,,28667,"Post-Panamax Container",,,,"Zim Savannah",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",23,"Y",,,,,,,"3151","ACTAEA COMPANY LIMITED","Greece",,"9HA3804",,"Containerships",,"Very Large (51-100)","Greece"
13246417,"I.H.I. (Kure)",74071,,,,6400,3049,"18-Jan-2002",16.33,,28667,"Container",,,,"MSC Damla",,"1 x FP Propeller (Aft Centre) (mechanical), 100rpm",24,,,,,,,,"3152","Darcey Shipping Limited,","Switzerland",,"HOCR",,"Containerships",,"Extra Large (100+)","Italy"
13246541,"I.H.I. (Kure)",74071,,,,6400,3049,"20-Mar-2002",16.44,,28667,"Post-Panamax Container",,,,"Dimitra C",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",24,"Y",,,,,,,"3153","ASTERIA SHIPPING COMPANY LIMITED","Greece",,"9HA3802",,"Containerships",,"Very Large (51-100)","Greece"
13246833,"Daedong S.B.",27093,,,3468.2,2602,1240,"22-Oct-2001",14.79,,12868,"Post-Panamax Container",,,,"Zebra",9381,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 91rpm",,"Y",,,,,,,"1068","VILOS NAVIGATION COMPANY LTD","Greece",,"D5XY3",,"Containerships",,"Very Large (51-100)","Greece"
13247043,"STX SB (Jinhae)",27093,,,,2520,1240,"11-May-2002",15.21,,15048,"Diverse",,938,,"Bomar Resilient",9381,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,"Y",,,,,,"1083","BOMAR B LLC","United Kingdom",,"D5UN9",,"Containerships",70570,"Large (21-50)","United Kingdom"
13247201,"Szczecin Shipyard",16803,,,,1730,,,12.17,,8763,"Container",,634,1096,"MSC Alice",7863,"1 x FP Propeller (Aft Centre) (mechanical), ABB, 113rpm",,"Y","Y",,,,,,"B170/314","ALICE CONTAINER INC.","Cyprus",,"D5NV6",,"Containerships",,"Very Large (51-100)","Norway"
13247335,"Shin Kurushima",18872,,,,1728,819,"02-Sep-2001",15.78,,8518,"Sub-Panamax Container",,,,"Wan Hai 263",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,"Y",,,,,,,"5107",,"Taiwan",,"9VDB3",,"Containerships",76574,"Very Large (51-100)","Taiwan"
13247469,"Shin Kurushima",18872,,,,1728,819,"06-Nov-2001",16.24,,8518,"Sub-Panamax Container",,,,"Wan Hai 265",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,"Y",,,,,,,"5108","WAN HAI LINES (SINGAPORE) PTE LTD","Taiwan",,"9VDB4",,"Containerships",76574,"Very Large (51-100)","Taiwan"
13248411,"Stocznia Gdansk",32322,,,,2732,1293,"22-Mar-2002",12.7,,12517,"Diverse",,1222,,"Colette",14926,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,"Y",,,,,,"8184/7","Sidecar 1 L.L.C.","United Kingdom",,"V7JL2",,"Containerships",71248,"Large (21-50)","United Kingdom"
13248545,"Stocznia Gdansk",32284,,,,2750,,"14-Jun-2002",14.79,,12517,"Container",,,,"MSC Giada III",14926,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,,,,,,,"8184/8",,"Switzerland",,"A8HE4",,"Containerships",71248,"Extra Large (100+)","Italy"
13248679,"Hegemann Rolandwerft",6386,,,,698,330,"17-Oct-2000",12.54,,3277,"Diverse",,,,"Copihue",3480,"1 x CP Propeller (Aft) (mechanical), 173rpm",,,,,,,,,"195","Ultranav International SA","Chile",,"CBPY",,"Containerships",,"Medium (11-20)","Chile"
13249463,"HHIC (Yeongdo)",34300,,,,4367,,"12-Apr-2002",14.98,,27530,"Sub-Panamax Container",,,,"Zhong Gu Ji Lin",17132,"1 x FP Propeller (Aft Centre) (mechanical), 104rpm",28,"Y",,,,,,,"N-094","Shenzhen Huihong Shipping Co Ltd","China P.R.",,"BYND",,"Containerships",,"Large (21-50)","China P.R."
13249597,"Hyundai HI (Ulsan)",53453,,,6423,4839,,"23-Dec-2001",13.94,,33604,"Container",,,,"MSC Mexico",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 104rpm",24,,,,,,,,"1385","Mexico Shipping Ltd","Switzerland",,"D5BC5",,"Containerships",71205,"Extra Large (100+)","Italy"
13249889,"Hyundai HI (Ulsan)",53453,,,6423,4839,,"28-Jun-2002",16.58,,33604,"Container",,,,"Zim Virginia",17505,"1 x FP Propeller (Aft Centre) (mechanical), 104rpm",20,,,,,,,,"1388","Ymir Intl. Ltd.","Israel",,"4XFV",,"Containerships",71205,"Large (21-50)","Israel"
13250935,"Volkswerft",25624,,,,2546,1210,,13.93,,12733,"Handymax Bulker",,992,1554,"Atlantic Flosta",9372,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",,,,,,,,,"439","Atlantic Flosta AS","Greece",,"V7HY8",,"Containerships",,"Large (21-50)","Greece"
13251011,"Volkswerft",25371,,,,2546,1184,"15-Jun-2002",12.27,,12591,"Container",,,,"SPIL Nita",9417,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",,,,,,,,,"440","PT. Salam Pacific Indonesia Lines","Indonesia",,"3E3538",,"Containerships",,"Very Large (51-100)","Indonesia"
13251145,"Volkswerft",25630,,,,2474,,"24-Aug-2002",13.61,,12591,"Container",,,,"SPIL Nisaka",9417,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",19,,,,,,,,"441","PT. SALAM PACIFIC INDONESIA LINES","Indonesia",,"3E3920",,"Containerships",,"Very Large (51-100)","Indonesia"
13252197,"Hegemann Rolandwerft",6980,,,,705,330,"17-Feb-2001",12.26,,3240,"Diverse",,204,,"SASCO Angara",3455,"1 x CP Propeller (Aft Centre) (mechanical)",,,,,,,,,"193","Sakhalin Shipping Co (SASCO)","Russia",,"UBUO6",,"Containerships",,"Medium (11-20)","Russia"
13252355,"Hegemann Rolandwerft",6368,,,,705,339,"19-May-2001",12.21,,3280,"Diverse",,204,501,"SASCO Avacha",3455,"1 x CP Propeller (Aft Centre) (mechanical)",,,,,,,,,"194",,"Russia",,"UBMO9",,"Containerships",,"Medium (11-20)","Russia"
13253149,"Hyundai HI (Ulsan)",26718,,,4039,2550,,"18-Aug-2001",15.75,51.1,12715,"Sub-Panamax Container",,944,1606,"EM Corfu",9277,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm",27,"Y",,,,,,,"1306","Corfu Navigation Ltd","Greece",,"V7HF9",,"Containerships",,"Medium (11-20)","Greece"
13255143,"Szczecin Shipyard",16802,,,,1730,825,"06-Oct-2001",12.49,,8672,"Container",,,,"MSC Nikoleta",,"1 x FP Propeller (Aft Centre) (mechanical), ABB, 113rpm",,,,,,,,,"B170/316","Spero Shipping & Trading Ltd.","Switzerland",,"5LBG9",,"Containerships",,"Extra Large (100+)","Italy"
13255277,"Szczecin Shipyard",16661,,,,1730,825,,13.13,,8671,"Container",,,,"MSC Katalin II",7866,"1 x FP Propeller (Aft Centre) (mechanical), ABB, 113rpm",19,,,,,,,,"B170/III/17","Charlie Shipping & Trading Ltd","Switzerland",,"D5JY6",,"Containerships",,"Extra Large (100+)","Italy"
13255985,"Naikai Zosen Setoda",26681,,,,2495,,"10-Sep-2001",15.69,,10855,"Sub-Panamax Container",,,,"Wan Hai 301",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,"Y",,,,,,,"663","WAN HAI LINES (SINGAPORE) PTE LTD","Taiwan",,"9VDB7",,"Containerships",77109,"Very Large (51-100)","Taiwan"
13256061,"Naikai Zosen Setoda",26681,,,,2495,,"28-Nov-2001",15.66,,10855,"Sub-Panamax Container",,,,"Wan Hai 302",11083,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,"Y",,,,,,,"664","WAN HAI LINES (SINGAPORE) PTE LTD","Taiwan",,"9VDB8",,"Containerships",77109,"Very Large (51-100)","Taiwan"
13256195,"Naikai Zosen Setoda",26681,,,,2495,,"16-Feb-2002",15.45,,10855,"Sub-Panamax Container",,,,"Wan Hai 303",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,"Y",,,,,,,"665","WAN HAI LINES (SINGAPORE) PTE LTD","Taiwan",,"S6DT5",,"Containerships",77109,"Very Large (51-100)","Taiwan"
13256229,"Naikai Zosen Setoda",26681,,,,2495,,"13-May-2002",15.78,,10855,"Sub-Panamax Container",,,,"Wan Hai 305",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,"Y",,,,,,,"666","WAN HAI LINES (SINGAPORE) PTE LTD","Taiwan",,"S6DT6",,"Containerships",77109,"Very Large (51-100)","Taiwan"
13256353,"Hyundai HI (Ulsan)",53453,,,6512,4992,,"06-Jul-2002",17.72,,33604,"Container",,,,"MSC Hong Kong",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 104rpm",,,,,,,,,"1389","New York Shipping & Trading Ltd.","Switzerland",,"5LCO9",,"Containerships",77769,"Extra Large (100+)","Italy"
13256487,"Hyundai HI (Ulsan)",53453,,,6512,4992,,"31-Aug-2002",14.79,,33604,"Container",,,,"MSC Shanghai",17505,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 104rpm",22,,,,,,,,"1390","New Shanghai Shipping & Trading Ltd.","Switzerland",,"5LCO8",,"Containerships",77769,"Extra Large (100+)","Italy"
13256511,"J. J. Sietas",9981,,,,868,394,"23-Mar-2001",12.71,,6006,"Sub-Panamax Container",,,,"Bjorg",3936,"2 x CP Propeller (Aft) (mechanical)",12,,,,,,,,"1190","MS "Bjorg" GmbH & Co. KG","Germany",,"V2PW8",,"Containerships",71235,"Medium (11-20)","Germany"
13256645,"J. J. Sietas",9981,,,,868,394,"11-May-2001",13.23,,6006,"Sub-Panamax Container",,,,"Neuenfelde",4033,"1 x CP Propeller (Aft Centre) (mechanical)",11,,,,,,,,"1191","MS "NEUENFELDE" Schiffahrts GmbH & Co. KG","Germany",,"V2DO9",,"Containerships",71235,"Very Small (1-5) ","Germany"
13257305,"Stocznia Gdynia",28300,,,,2742,,"23-Dec-2003",14.01,,12626,"Sub-Panamax Container",,1000,1742,"Zhong Hang Sheng",14203,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",22,,,,,,,,"8200/8","Fujian Zhonghang Shipping Co Ltd","China P.R.",,"BVAG7",,"Containerships",,"Small (6-10) ","China P.R."
13257439,"Stocznia Gdynia",30024,,,,2672,,"19-Mar-2004",14.25,,12626,"Sub-Panamax Container",,,,"EM Astoria",14203,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,"Y",,,,,,,"8200/9","GREGOS SHIPPING LIMITED","Greece",,"A8ZY7",,"Containerships",,"Medium (11-20)","Greece"
13257697,"Stocznia Gdynia",30047,,,,2764,,"09-Mar-2002",14.87,,12671,"Container",,,,"MSC Patnaree III",14190,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",21,,,,,,,,"8230/3","Westerland Shipping Ltd","Switzerland",,"D5NK9",,"Containerships",,"Extra Large (100+)","Italy"
13257855,"Stocznia Gdynia",28300,,,,2764,1334,"18-May-2002",14.95,,12671,"Panamax Container",,1000,,"SM Mahi",14190,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,,,,,,,"8230/5","Mahi Marine Pvt Ltd","U.A.E.",,"VTJP",,"Containerships",,"Very Small (1-5) ","U.A.E."
13257989,"Stocznia Gdynia",30123,,,3727.05,2764,1334,"24-Sep-2004",12.34,,12671,"Sub-Panamax Container",,1000,,"TSS Shams",24064,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,,,,,,,"8230/6","ARNEB SHIPPING COMPANY LTD. C/O ARKAS DENIZCILIK N","U.A.E.",,"3FGX",,"Containerships",,"Very Small (1-5) ","U.A.E."
13258199,"I.H.I. (Kure)",75484,,,,6492,3064,"12-Jul-2002",16.83,,29555,"Container","29-Aug-2020",,,"MSC Apollo",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",21,,,,,,,,"3155","APOLLONIA SEA COMPANY LIMITED","Greece",,"5BFA5",,"Containerships",76533,"Medium (11-20)","Greece"
13258223,"I.H.I. (Kure)",75484,,,,6492,3064,"25-Oct-2002",15.89,,29555,"Panamax Bulker","02-Aug-2020",,,"MSC Bosphorus",,"1 x FP Propeller (Aft Centre) (mechanical), 98rpm",22,,,,,,,,"3156","BESIKTAS TERSANE S.A.","Greece",,"5BDF5",,"Containerships",76533,"Medium (11-20)","Greece"
13258357,"I.H.I. (Kure)",76199,,,,6492,3064,"21-Dec-2002",16.21,,29780,"Container","30-Sep-2020",,,"MSC Dardanelles",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",21,,,,,,,,"3157","LEDRA MARINE S.A.","Greece",,"5BCQ5",,"Containerships",76533,"Medium (11-20)","Greece"
13258481,"I.H.I. (Kure)",76199,,,,6492,3064,"22-Feb-2003",16.16,,29780,"Container","08-Aug-2021",,,"Athens Glory",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",20,,,,,,,,"3158","Alevin Marine SA","Greece",,"5BFZ5",,"Containerships",76533,"Medium (11-20)","Greece"
13259017,"Hyundai HI (Ulsan)",39812,,,,4132,,,15.32,,24913,"Panamax Container","17-May-2021",,,"RDO England",11938,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 102rpm",20,,,,,,,,"1383","England Maritime Inc.","Germany",,"A8VG3",,"Containerships",,"Very Small (1-5) ","Germany"
13259433,"Jiangzhou Union SB",6409,,,,670,319,"02-Nov-2001",,,3258,"Sub-Panamax Container",,,,"Celina",,"1 x Propeller (Aft Centre) (mechanical)",,,,,,,,,"A452",,"Germany",,"V2PY3",10.08,"Containerships",,"Small (6-10) ","Germany"
13259567,"Jiangzhou Union SB",6409,,,,677,319,"18-Jan-2002",12.71,,3258,"Sub-Panamax Container",,,,"Janina",2805,"1 x CP Propeller (Aft Centre) (mechanical)",,,,,,,,,"A453","Figural Shipping Co. Ltd.","Germany",,"V2BV4",,"Containerships",,"Small (6-10) ","Germany"
