"Listing"

"WFR Listing"
"Created 09 March 2022 19:29"


"CVN","Builder","GT","Year Rebuilt Convert","Old Type","Main Bunker Capacity (m3)","TEU","FEU Total Cap","Launch Date","Operational Speed (knots)","TPC","NT","Owner Main Vessel Type","SOx Scrubber 1 Retrofit Date","Max TEU in Holds","Max TEU on Deck","Alternative Name","Ballast Cap (cu m)","Propulsor Detail","Crew Total No","Public Listed Company","Financial Lessor Owner","Alternative Fuel Types","Cargo Interests Company","State Interests Company","Private Equity Company","Joint Venture Company (Owner)","Hull No","Registered Owner Company","Group Owner Country/Region","Great Lakes Only","Call Sign","Age Scrapped","Fleet Type","Sister Vessel Code","Owner Size","Group Owner Nationality/Region"
13019477,"Szczecin Shipyard",16803,,,2200,1730,824,"11-Dec-1998",12.08,37.1,8648,"Panamax Bulker",,634,1096,"Smiley Lady",7850,"1 x FP Propeller (Aft Centre) (mechanical), 113rpm",,,,,,,,,"B170/202","Feliz Navigation SA","Greece",,"C6EG6",,"Containerships",,"Small (6-10) ","Greece"
13025315,"Shin Kurushima",17652,,,3160,1454,,,12.42,,8156,"Sub-Panamax Container",,906,548,"HR Rhea",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",20,,,,,,,,"S-2991","Karnaphuli Ltd","Bangladesh",,"S2BH4",,"Containerships",,"Small (6-10) ","Bangladesh"
13025449,"Shin Kurushima",17652,,,,1454,,,12.73,,8156,"Container",,,,"Kota Anggun",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",21,,,,,,,,"2992","PST Management Pte Ltd","Singapore",,"9VKL",,"Containerships",,"Very Large (51-100)","Singapore"
13027577,"Volkswerft",25637,,,2409,2546,,"07-Feb-1999",12.21,,12733,"Diverse",,992,1554,"Chennai Voyager",9738,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",,,,,,,,,"422","Trawind Shipping Logistics","China P.R.",,"3E3614",,"Containerships",,"Medium (11-20)","China P.R."
13027601,"Volkswerft",25637,,,2409,2546,,"03-May-1999",13.17,,12733,"Sub-Panamax Container",,992,1554,"Emirates Voyager",9543,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",19,,,,,,,,"423","Emirates Voyager Maritime Ltd.","U.A.E.",,"5LAI5",,"Containerships",,"Very Small (1-5) ","U.A.E."
13028653,"PT PAL Indonesia",18161,,,2000,1644,,,,,5324,"Sub-Panamax Container",,708,936,"Sam Ratulangi PB 1600",,"1 x FP Propeller (Aft Centre) (mechanical), 123rpm",,,,,,"Y",,,"M156","Talent Mile Ltd","Indonesia",,"T8A2941",17.92,"Containerships",,"Small (6-10) ","Indonesia"
13029155,"PT PAL Indonesia",4734,,,,459,,,,,2525,"Sub-Panamax Container",,165,294,"Jatiwangi PB 400",,"1 x CP Propeller (Aft Centre) (mechanical)",,,,,,"Y",,,"M157",,"Indonesia",,"YCTK",,"Containerships",,"Small (6-10) ","Indonesia"
13029289,"PT PAL Indonesia",4674,,,,459,,,,,2429,"Sub-Panamax Container",,165,294,"Jatipura PB 400",,"1 x CP Propeller (Aft Centre) (mechanical)",,,,,,"Y",,,"M158",,"Indonesia",,"YCTL",,"Containerships",,"Small (6-10) ","Indonesia"
13030469,"PT PAL Indonesia",4674,,,,459,,,,,2429,"Sub-Panamax Container",,165,294,"Jatianom PB 400",,"1 x CP Propeller (Aft Centre) (mechanical)",,,,,,"Y",,,"M159","Indonesia Govt Min Sea Comms","Indonesia",,"YCTM",,"Containerships",,"Small (6-10) ","Indonesia"
13030885,"Jiangyang S.Y.",18335,,,,1740,,"20-Nov-1998",14.67,,10744,"Sub-Panamax Container",,,,"Hansa Flensburg",7837,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",21,,,,,,,,"96121","Hansa Flensburg Shipping Corp.","Germany",,"D5WQ4",,"Containerships",76569,"Large (21-50)","Germany"
13030919,"Jiangyang S.Y.",18335,,,,1740,,"22-Jun-1999",14.73,,10744,"Sub-Panamax Container",,,,"Hansa Rendsburg",7837,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"96122","2ND HANSA RENDSBURG SHIPPING CORPORATION","Germany",,"A8CF4",,"Containerships",76569,"Large (21-50)","Germany"
13031095,"Jiangyang S.Y.",18335,,,,1740,,,14.77,,10744,"Sub-Panamax Container",,,,"MTT Pasir Gudang",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",22,,,,,,,,"96123","MTT SHIPPING PASIR GUDANG SDN BHD","Malaysia",,"9MWH2",,"Containerships",76569,"Medium (11-20)","Malaysia"
13031129,"Jiangyang S.Y.",18335,,,,1740,,"22-Jun-2000",13.36,,10744,"Sub-Panamax Container",,,,"Hansa Breitenburg",7865,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",21,,,,,,,,"96124","Hansa Breitenburg Shipping Corporation","Germany",,"A8ET3",,"Containerships",76569,"Large (21-50)","Germany"
13039125,"CSBC (Keelung)",14063,,,1426,1068,,"23-Oct-1998",11.4,,6004,"Post-Panamax Container",,,,"Maersk Avon",6,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,,,,,,"1677","Maersk Shipping Hong Kong Ltd","Denmark",,"VRDG7",,"Containerships",71206,"Extra Large (100+)","Denmark"
13042691,"MHI Nagasaki",69218,,,9083,5652,,,15.31,,30235,"Post-Panamax Container","06-Jan-2022",,,"Ever Unity",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",14,"Y",,,,,,,"2141","GREENCOMPASS MARINE S.A.","Taiwan",,"3FCD9",,"Containerships",76538,"Extra Large (100+)","Taiwan"
13042725,"MHI Nagasaki",69218,,,9083,5364,,,16.61,89.9,30235,"Post-Panamax Container","12-Dec-2019",,,"Ever Urban",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",14,"Y",,,,,,,"2142","GREENCOMPASS MARINE S.A.","Taiwan",,"3FXN9",,"Containerships",70013,"Extra Large (100+)","Taiwan"
13042983,"MHI Kobe",69218,,,9083,5652,,,15.41,89.6,30235,"Post-Panamax Container","04-Mar-2022",2808,2844,"Ever Uberty",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",14,"Y",,,,,,,"1231","EVERGREEN MARINE (SINGAPORE) PTE LTD","Taiwan",,"9V7960",,"Containerships",76538,"Extra Large (100+)","Taiwan"
13043069,"MHI Kobe",69218,,,9083,5652,,,16.43,,30235,"Post-Panamax Container","01-Mar-2019",2808,2844,"Ever Unific",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",14,"Y",,,,,,,"1232","EVERGREEN MARINE (SINGAPORE) PTE LTD","Taiwan",,"9V7961",,"Containerships",76538,"Extra Large (100+)","Taiwan"
13043193,"MHI Kobe",69218,,,9083,5652,,,16.07,89.6,30235,"Post-Panamax Container","31-Mar-2019",2808,2844,"Ever Uranus",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",14,"Y",,,,,,,"1233","GREENCOMPASS MARINE S.A.","Taiwan",,"3FCA9",,"Containerships",76538,"Extra Large (100+)","Taiwan"
13043227,"MHI Kobe",69218,,,9083,5652,,,15.72,68.9,30235,"Post-Panamax Container","24-Dec-2019",,,"Ever Ursula",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",14,"Y",,,,,,,"1234","GREENCOMPASS MARINE S.A.","Taiwan",,"3FCB9",,"Containerships",76538,"Extra Large (100+)","Taiwan"
13043351,"MHI Kobe",69218,,,9083,5652,,,15.19,68.9,30235,"Post-Panamax Container","19-Nov-2019",,,"Ever Useful",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",14,"Y",,,,,,,"1235","GREENCOMPASS MARINE S.A.","Taiwan",,"3FCC9",,"Containerships",76538,"Extra Large (100+)","Taiwan"
13043801,"Shandong Weihai SY",9038,,,,834,,"18-Jan-1999",13.48,,4221,"Sub-Panamax Container",,286,548,"Carolin Schulte",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,,,,,,"CZ006","Fonway Shipping Pte. Ltd","Singapore",,"H9YK",,"Containerships",,"Very Small (1-5) ","Singapore"
13043935,"Shandong Weihai SY",9638,,,,834,,,13.44,,4221,"Sub-Panamax Container",,286,548,"He Yang",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",18,,,,,,,,"CZ007","Zhoushan Hefeng Shipping Co. Ltd.","China P.R.",,"BKTC6",,"Containerships",,"Small (6-10) ","China P.R."
13046431,"Tianjin Xingang HI",12004,,,,1098,546,"11-Feb-1999",9.85,,6750,"Sub-Panamax Container",,,,"TSS Victory",4546,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 124rpm, Ø5.70m",20,,,,,,,,"320","Peninsula Shipping Line Inc.","U.A.E.",,"V4BL3",,"Containerships",74252,"Very Small (1-5) ","U.A.E."
13051619,"Mawei SB (Mawei)",8986,,,,834,,"27-Apr-1998",13.52,25.2,4415,"Crude/Products Tanker",,286,548,"Emilia Schulte",3284,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",20,,,,,,,,"MX438B","SINOKOR MERCHANT CO., LTD.","South Korea",,"D8BE",,"Containerships",,"Extra Large (100+)","South Korea"
13055325,"Jiangnan Shipyard",15500,,,,1384,,"14-Oct-1999",13.4,,7450,"Container",,,,"MSC Asli",5803,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 95rpm",,,,,,,,,"H2243","Asli Oceanway Ltd.","Switzerland",,"D5PF2",,"Containerships",72326,"Extra Large (100+)","Italy"
13055459,"Jiangnan Shipyard",15500,,,,1384,,"20-Jan-2000",12.62,,7450,"Container",,,,"MSC Lea",5803,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 95rpm",,,,,,,,,"H2244","Lea Oceanway Ltd.","Switzerland",,"D5PF5",,"Containerships",72326,"Extra Large (100+)","Italy"
13057037,"Celik Tekne",10546,,,,1139,,"01-Jun-1998",11.02,,4989,"Container",,350,,"MSC Dhantia",4559,"1 x CP Propeller (Aft Centre) (mechanical), 123rpm",25,,,,,,,,"23","Minah Shipping Limited","Switzerland",,"5LAV6",,"Containerships",,"Extra Large (100+)","Italy"
13059031,"Flender Werft",21583,,,1683,2169,,"04-Dec-1998",13.1,45.3,11807,"Container",,866,1303,"MSC Sky II",8989,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",30,,,,,,,,"670","Thorsky Navigation Ltd.","Switzerland",,"A8IQ2",,"Containerships",,"Extra Large (100+)","Italy"
13059165,"Flender Werft",21500,,,1556,2169,,"26-Mar-1999",13.25,45.3,11839,"Sub-Panamax Container",,866,1303,"Thorswind",8989,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"671","TDS Containerships VI AS","Norway",,"ELWZ5",,"Containerships",,"Very Small (1-5) ","Norway"
13061713,"Stocznia Gdynia",23722,,,2740,1835,,"28-Nov-1998",12.06,45,9843,"Diverse","16-Aug-2020",780,1055,"MSC Nora",12358,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",18,,,,,,,,"8138-8","SHIGEKURO SHIPPING CO., S.A.","Greece",,"D5OT2",,"Containerships",,"Very Large (51-100)","Greece"
13062923,"Minaminippon (Ozai)",25479,,,3061,2135,1039,"06-Oct-1998",11.84,,10638,"Sub-Panamax Container",,890,1245,"Hong Chang Sheng",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"653","Xiamen Shengyunxin Shipping","China P.R.",,"BQMH",,"Containerships",77537,"Very Small (1-5) ","China P.R."
13063133,"Minaminippon (Ozai)",25497,,,3064,2135,1039,"18-Mar-1999",14.33,,10638,"Sub-Panamax Container",,890,1245,"Sungai Mas",12466,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,"Y",,,,,,,"655","PT Pelayaran Tempuran Mas","Indonesia",,"YBHC2",,"Containerships",77537,"Large (21-50)","Indonesia"
13063267,"Imabari SB Marugame",16705,,,,1560,777,"08-Jan-1999",13.64,,9118,"Bulker",,,,"Ibn al Abbar",5028,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"1302","SOON FONG SHIPPING CO. S.A.","Singapore",,"3FFC9",,"Containerships",,"Small (6-10) ","Singapore"
13063391,"Imabari SB Marugame",16705,,,,1560,751,"27-Apr-1999",13.77,,9118,"Diverse",,,,"Taichung",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",19,,"Y",,,,,,"1303","Soon Fong Shipping Co. SA","Japan",,"3EHI",,"Containerships",,"Extra Large (100+)","Japan"
13063425,"Imabari SB Marugame",24724,,,,2135,1039,"08-Dec-1998",13.58,,10614,"Sub-Panamax Container",,890,1245,"NZ Ningbo",8750,"1 x FP Propeller (Aft Centre) (mechanical), 100rpm",,,,,,,,,"1309",,"China P.R.",,"3FBY",,"Containerships",77537,"Small (6-10) ","China P.R."
13064501,"Sedef Gemi (Tuzla)",9978,,,,1145,,"14-Dec-1998",13.85,,5016,"Sub-Panamax Container",,348,797,"MTT Tanjung Manis",4497,"1 x CP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), 123rpm",,,,,,,,,"113","MTT Shipping Tanjong Manis Sdn","Malaysia",,"9MWR3",,"Containerships",,"Medium (11-20)","Malaysia"
13065003,"Odense Lindo",90560,,,,9600,,,15.59,,50110,"Container",,,,"MSC Aby",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 94rpm",,,,,,,,,"166","Aotea Shipping Ltd.","Switzerland",,"5LAK7",,"Containerships",,"Extra Large (100+)","Italy"
13065137,"Odense Lindo",91560,,,14505,9640,,,15.67,,50110,"Container",,,,"MSC Ellen",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 94rpm",,,,,,,,,"167","Soroe Shipping Ltd.","Switzerland",,"5LAK6",,"Containerships",,"Extra Large (100+)","Italy"
13065261,"Odense Lindo",90560,,,11076,9640,,,16.42,,50110,"Post-Panamax Container",,,,"Skagen Maersk",35916,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 94rpm",,,,,,,,,"168","Taijiang International Ship Lease Co., Limited","Denmark",,"OYOS2",,"Containerships",,"Extra Large (100+)","Denmark"
13065687,"Murakami Hide",6543,,,,566,,"12-Aug-1999",12.63,,3336,"Crude/Products Tanker",,,,"Sinokor Niigata",3061,"1 x FP Propeller (Aft Centre) (mechanical), 210rpm, Ø4.05m",17,,,,,,,,"506","SINOKOR MERCHANT MARINE CO., LTD.","South Korea",,"DSRA2",,"Containerships",,"Extra Large (100+)","South Korea"
13068509,"Mawei SB (Mawei)",8986,,,,834,,"04-Nov-1998",12.35,,4415,"Sub-Panamax Container",,,,"He Bin",3284,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,,,,,,"MX438C","Zhoushan Hefeng Shipping Co. Ltd.","China P.R.",,"BKTR6",,"Containerships",,"Small (6-10) ","China P.R."
13068633,"Mawei SB (Mawei)",9030,,,,834,410,"28-May-1999",12.51,25.2,4222,"Sub-Panamax Container",,286,548,"He Yuan 1",3284,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,,,,,,"MX438D","Best Sea Line Co. Ltd","China P.R.",,"3E3956",,"Containerships",,"Very Small (1-5) ","China P.R."
13070281,"Howaldtswerke Werft",15500,,,1941,1658,,"04-Dec-1998",12.9,,7565,"Container",,,,"MSC Mia Summer",4877,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",,,,,,,,,"340","Compania Naviera Mia Summer S.A.","Switzerland",,"D5PF6",,"Containerships",72326,"Extra Large (100+)","Italy"
13077651,"Shin Kurushima",17652,,,,1454,,,12.29,,8156,"Sub-Panamax Container",,,,"HR Hera",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"2993","Karnaphuli Ltd","Bangladesh",,"S2BH3",,"Containerships",,"Small (6-10) ","Bangladesh"
13079497,"Hudong Shipyard",19131,,,1800,1716,,"28-Sep-1998",11.24,,10095,"Tug",,708,1008,"IG 1",9088,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",,,,,,,,,"H1253A","PSA Marine Pte Ltd","Singapore",,"9V2422",,"Containerships",76756,"Very Large (51-100)","Singapore"
13079521,"Hudong Shipyard",19131,,,,1714,,"06-Jan-1999",13.56,,10095,"Sub-Panamax Container",,708,,"Lion",9060,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",,,,,,,,,"H1254A","SeaPride Maritime Co.","Greece",,"9HA3172",,"Containerships",76756,"Small (6-10) ","Greece"
13079655,"Hudong Shipyard",19131,,,,1714,,"14-Jun-1999",,,10095,"Tug",,708,,"G2",9060,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",,,,,,,,,"H1255A","PSA Marine Pte Ltd","Singapore",,"C2AE2",18.75,"Containerships",76756,"Very Large (51-100)","Singapore"
13083173,"CSBC (Kaohsiung)",15095,,,1640,1367,626,"30-Oct-1998",13.65,,6453,"Sub-Panamax Container",,564,,"Kuo Chang",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 127rpm",,,,,,,,,"5686","Coastal Navigation Co., Ltd.","France",,"BIBM",,"Containerships",71535,"Very Small (1-5) ","France"
13083881,"Imabari SB Marugame",16750,,,,1560,777,"22-Oct-1998",13.48,,9118,"Sub-Panamax Container",,,,"Meratus Medan 5",4929,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"1299","PT. MANDIRI JAYA LINE","Indonesia",,"YBCW2",,"Containerships",,"Very Large (51-100)","Indonesia"
13092517,"CSBC (Keelung)",13813,,,1426,1068,,"15-Dec-1998",11.87,,6004,"Post-Panamax Container",,,,"Maersk Arun",5934,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,,,,,,,"678","Maersk Shipping Hong Kong Ltd","Denmark",,"VRDG5",,"Containerships",71206,"Extra Large (100+)","Denmark"
13092641,"CSBC (Keelung)",13813,,,1426,1068,,"06-Feb-1999",10.49,,6004,"Post-Panamax Container",,,,"Antwerp",5934,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,,,,,,,"679","Maersk Shipping Hong Kong Ltd","Denmark",,"VRDG3",,"Containerships",71206,"Extra Large (100+)","Denmark"
13092775,"CSBC (Keelung)",13813,,,1426,1068,,"02-Apr-1999",13.12,,6004,"Post-Panamax Container",,,,"Maersk Aberdeen",5934,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,,,,,,,"680","Maersk Shipping Hong Kong Ltd","Denmark",,"VRDG4",,"Containerships",71206,"Extra Large (100+)","Denmark"
13092809,"CSBC (Keelung)",14063,,,1426,1068,,"19-May-1999",12.75,,6004,"Post-Panamax Container",,,,"Maersk Atlantic",5934,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,,,,,,,"681","Maersk Shipping Hong Kong Ltd","Denmark",,"VRDG6",,"Containerships",71206,"Extra Large (100+)","Denmark"
13094779,"Samsung HI",53208,,,,4392,,,15.88,,35277,"Container",,,,"MSC Ingrid",,"1 x FP Propeller (Aft Centre) (mechanical), MMG, 94rpm",23,,,,,,,,"1260","Compania Naviera Ingrid S.A.","Switzerland",,"HOHA",,"Containerships",,"Extra Large (100+)","Italy"
13094803,"Samsung HI",53208,,,,4392,,,15.86,,35277,"Container",,,,"MSC Matilde",,"1 x FP Propeller (Aft Centre) (mechanical), MMG, 94rpm",26,,,,,,,,"1261","Compania Naviera Matilde SA","Switzerland",,"HODP",,"Containerships",,"Extra Large (100+)","Italy"
13094937,"Samsung HI",53208,,,,4395,,"01-Oct-1999",15.91,,35277,"Container",,,,"HS Vespucci",17156,"1 x FP Propeller (Aft Centre) (mechanical), MMG, 94rpm",35,,,,,,,,"1262","Sarah Oceanic Inc.","Switzerland",,"D5PE8",,"Containerships",,"Extra Large (100+)","Italy"
13096515,"Irving SB (St John)",13020,,,1490,1174,525,"28-May-1999",13.73,,7258,"General Cargo",,470,704,"Mando",5637,"1 x FP Propeller (Aft Centre) (mechanical), 113rpm",,,,,,,,,"1142","MS "Mando" GmbH & Co. KG","Germany",,"V2BC4",,"Containerships",,"Large (21-50)","Germany"
13096649,"Irving SB (St John)",13020,,,,1174,525,"01-Oct-1999",,,7258,"General Cargo",,,,"Mareno",5815,"1 x FP Propeller (Aft Centre) (mechanical), 113rpm",,,,,,,,,"1143","MS "Mareno" GmbH & Co. KG","Germany",,"V2BC5",18.67,"Containerships",,"Large (21-50)","Germany"
13101231,"Warnowwerft",25608,,,,2526,,"29-Jan-1999",,,12020,"Post-Panamax Container",,960,1566,"Elafonisos",11748,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",,"Y",,,,,,,"017","Smales Maritime Co.","Greece",,"D5HH7",20.17,"Containerships",,"Extra Large (100+)","Greece"
13101365,"Warnowwerft",25705,,,,2526,,"07-Apr-1999",13.15,,12028,"Sub-Panamax Container",,960,1566,"Jan Ritscher",11691,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",,,,,,,,,"018","Jan Maritime Co. Ltd.","Germany",,"A8WZ8",,"Containerships",,"Very Small (1-5) ","Germany"
13105497,"CSC Qingshan SY",9068,,,,847,368,"17-Jul-1998",12.01,,4186,"Sub-Panamax Container",,,,"Nicola",3993,"1 x CP Propeller (Aft Centre) (mechanical)",,,,,,,,,"503","MS "NICOLA" Armin Klingenberg Schiffahrtsges. mbH & Co. KG","Germany",,"V2BV2",,"Containerships",,"Small (6-10) ","Germany"
13106865,"MHI Kobe",69246,,,9083,5652,,,15.06,,30235,"Post-Panamax Container","22-May-2020",2808,2844,"Ever Utile",,"1 x CP Propeller (Aft Centre) (mechanical), 102rpm",14,"Y",,,,,,,"1236","GREENCOMPASS MARINE S.A.","Taiwan",,"3FZA9",,"Containerships",70013,"Extra Large (100+)","Taiwan"
13112545,"Shin Kurushima",17652,,,,1454,,,12.25,,8156,"Container",,548,906,"Kota Azam",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"2998","PST Management Pte Ltd","Singapore",,"S6BL",,"Containerships",,"Very Large (51-100)","Singapore"
13112703,"Niestern Sander",2599,,,,301,143,"13-Feb-1999",10.32,,1226,"Sub-Panamax Container",,72,229,"Waaldijk",,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 220rpm",,,,,,,,,"811","Sea Bride Cargo Inc.","Iraq",,"5VEU9",,"Containerships",,"Very Small (1-5) ","Iraq"
13113171,"Szczecin Shipyard",16803,,,,1708,825,,9.93,,8648,"Post-Panamax Container",,,,"CMA CGM Okapi",,"1 x FP Propeller (Aft Centre) (mechanical), ABB, 113rpm, Ø0.60m",,,,,,,,,"B170/311","Cma Cgm","France",,"C6EL5",20.17,"Containerships",,"Extra Large (100+)","France"
13113621,"HHIC (Yeongdo)",40631,,,5780,4056,,"28-Nov-1998",15.36,,23676,"Container",,1611,2445,"MSC Diego",12959,"1 x FP Propeller (Aft Centre) (mechanical), MMG, 102rpm",,,,,,,,,"N-063","Med Delta S.A.","Switzerland",,"3FZP8",,"Containerships",,"Extra Large (100+)","Italy"
