"Listing"

"WFR Listing"
"Created 16 February 2022 17:55"


"CVN","IMO Number","MMSI (Maritime Mobile Service Identity)","Type at Sale","Name at Sale","Dwt","Built","Builder","En. Bloc.","En. Bloc. No.","Sale Date","Currency","Price (Sale)","Buyers","Buyer Country/Region","Sellers","Seller Country/Region","Old Type","Demo Location","Year Rebuilt Convert","LDT","Demo $/LDT","Contract Date","Demo Date","Price (NB)","Currency (NB)","Gear (Ind)","Holds Total No","Hatches Total No","Strengthened for Ore","Grain Capacity (cu m)","Great Lakes Fitted","Great Lakes Only","Demo Buyer","Sale Teu Total Cap","Capacity (cu m)","Sale Dwt Tonnes","Sale Gt","Vessel Age At Sale"
16153455,9536155,636016674,"Bulk","Rio Manaus*",179023,2012,"HHIC-Phil (Subic SY)",,4793.01,"18-Aug-2014","USD",100,"Clients of Carval","United States","Ahrenkiel Steamship","Germany",,,,,,"23-Aug-2008",,98.5,"$m","N",9,9,,199392.57,,"N",,,,179023,93789,2
16202933,9497622,636016697,"Bulk","N/B RESALE HULL YC015",79415,2014,"Jiangsu Yichun S.B.",,,"15-Aug-2014","USD",22.5,"Clients of New Shipping","Greece","Guangdong Lanhai","China P.R.",,,,,,"01-Jan-2008",,,,"N",7,7,,97874,,,,,,79659,43365,0
16322808,,412761890,"Bulk","Tai Ping Shan 69",16712,2009,"Anhui Hengtong S.B.",,,"13-Aug-2014","RMB",20.5,"Clients of Zhejiang Xiehai Shpg","China P.R.","Taizhou Taiping","China P.R.",,,,3791,,"01-Jan-2007",,,,"N",3,3,,21229,,,,,,16712,9909,4
16278688,9727297,356320000,"Bulk","N/B RESALE HULL 865",61285,2015,"Imabari SB (Imabari)",,,"12-Aug-2014","USD",31.4,"Clients of Scorpio","Japan","Unknown","Unknown",,,,,,"01-Nov-2013",,,,"Y",5,5,,77674,,,,,,61000,,0
15392053,9287170,636016671,"Bulk","Michele D'Amato",76290,2005,"Tsuneishi Zosen",,,"08-Aug-2014","USD",17.7,"Greek interests","Greece","Yamamoto Kaiun K.K.","Japan",,,,,,"31-Dec-2002",,,,"N",7,7,,91357,"N","N",,,,76440,39969,8
15451693,9304186,441215000,"Bulk","Lowlands Nello",76830,2004,"Sasebo HI",,,"08-Aug-2014","USD",17.2,"Norwegian interests","Norway","Libera Corporation","Japan",,,,,,"09-May-2003",,,,"N",7,7,,90911,"N","N",,,,76830,40040,9
16086652,9466908,538004090,"Bulk","Stavropol",56831,2012,"CSC Qingshan SY",,,"08-Aug-2014","USD",17.5,"Clients of LMZ","Greece","Far-Eastern Shpg. Co","Russia",,,,,,"17-May-2007",,,,"Y",5,5,,71634,"N","N",,,,56831,33044,2
16323797,,413962000,"Bulk","Xin Yu 1",22021,2009,"Ningbo Donghe SY",,,"08-Aug-2014","RMB",14.3,"Clients of Xiangshan Xingning","China P.R.","Ningbo Yushun","China P.R.",,,,5374,,"01-Jan-2007",,,,"N",4,4,,,,,,,,22021,13844,4
12595181,9140566,353705000,"Bulk","Mimosa Dream",48309,1997,"Tsuneishi Zosen",,,"06-Aug-2014","USD",5.1,"Undisclosed interests","Unknown","Meiji Shipping Co.","Japan",,,,9634,,"01-Jun-1995",,,,"Y",6,6,,102218,,,,,,48309,40169,17
15771315,9331921,538005899,"Bulk","Bright Moon",56071,2007,"Mitsui SB (Tamano)",,,"31-Jul-2014","USD",20.7,"Greek interests","Greece","Lepta Shipping Co.","Japan",,,,8500,,"01-May-2004",,,,"Y",5,5,,70811,,"N",,,,56071,31236,6
12723623,9244233,209927000,"Bulk","Sea Urchin",74193,2001,"Namura Shipbuilding",,,"31-Jul-2014","USD",17.5,"Clients of Pacific&Atlantic","Greece","Alert Shipmngt.","Greece",,,,,,"22-Oct-1999",,,,"N",7,7,"N",89246,"N","N",,,,74193,38938,13
14986989,9246920,577498000,"Bulk","Cigdem S",12259,2001,"Shin Kurushima",,,"28-Jul-2014","USD",4.9,"Turkish interests","Turkey","Sarioglu Denizcilik","Turkey",,,,3060,,"01-Jan-2001",,,,"Y",3,3,"N",14951,,"N",,,,12259,7265,12
16074525,9436769,538004370,"Bulk","Blue Ocean",57368,2011,"STX Dalian",,,"25-Jul-2014","USD",19.5,"Clients of Technomar","Greece","Forcetec","South Korea",,,,,,"02-Mar-2007",,,,"Y",5,5,,71967,,,,,,57368,33303,2
16014318,9355513,538005878,"Bulk","Sanko Mineral",50757,2008,"Oshima Shipbuilding",,,"25-Jul-2014","USD",17.2,"Undisclosed interests","Unknown","Sanko S.S.","Japan",,,,10271,,"01-Mar-2005",,,,"Y",8,8,,57886,"N","N",,306,,50757,30360,6
12499359,9077109,636016591,"Bulk","Voge West",70728,1995,"IVI (Rio de Janeiro)",,,"25-Jul-2014","USD",5,"Middle Eastern interests","Unknown","Reederei H. Vogemann","Germany",,"Indian Sub cont",,10640,352,,,,,"N",7,7,,85094,"N","N","India/Pakistan",,,70728,38236,19
15760427,9296315,371570000,"Bulk","Atlantic Arrow",28653,2005,"Shin Kochi Jyuko",,,"24-Jul-2014","USD",12.25,"Clients of British Bulkers","Greece","Osaka Fleet Co.","Japan",,,,,,"01-Jan-2004",,,,"Y",5,5,,39052,,"N",,,,28653,17660,8
16103355,9404338,357100000,"Bulk","Lucky Sunday",80372,2009,"Jiangsu Eastern",,,"23-Jul-2014","USD",25.5,"Undisclosed interests","Unknown","Silver Lake Shipping","Greece",,,,12915,,"01-Jan-2005",,,,"N",7,7,,97000,,,,,,80372,43717,5
16048726,9392078,354668000,"Bulk","Scarlett",33371,2009,"Shin Kochi Jyuko",,,"15-Jul-2014","USD",18.9,"Clients of Dalex","Greece","Osaka Shipping","Japan",,,,7276,,"27-Jul-2006",,,,"Y",5,5,,44642,,"N",,,,33371,21192,4
12737725,9225249,538090564,"Bulk","Cielo di Vancouver*",37420,2002,"Shanghai Shipyard",,4768.01,"08-Jul-2014","USD",12,"German interests","Germany","D'Amico Societa","Italy",,,,10938,,"01-Mar-2000",,,,"Y",6,6,"N",47552,,"N",,1704,,37420,27828,11
12737859,9225251,538090565,"Bulk","Cielo di Monfalcone*",37541,2002,"Shanghai Shipyard",,4768.02,"08-Jul-2014","USD",12,"German interests","Germany","D'Amico Societa","Italy",,,,10938,,"01-Mar-2000",,,,"Y",6,6,,47552,,"N",,1706,,37541,27828,11
16176917,9552367,538005974,"Bulk","KT Albatross",58743,2010,"Kawasaki HI Sakaide",,,"07-Jul-2014",,,"Clients of Nomikos A M","Greece","Kyoei Tanker Co.","Japan",,,,,,"01-Apr-2008",,,,"Y",5,5,,73614,,,,,,58743,33096,3
16074420,9433559,311000260,"Bulk","Mandarin Harvest",56784,2009,"Jiangsu Hantong HI",,,"04-Jul-2014","USD",18,"Greek interests","Greece","Da Sin Shipping","China P.R.",,,,,,"09-Feb-2007",,33.5,"$m","Y",5,5,,71634,,"N",,,,57000,32957,4
16014347,9355525,257365000,"Bulk","Saiko Majesty",50790,2009,"Oshima Shipbuilding",,,"01-Jul-2014","USD",21.5,"Greek interests","Greece","Sato Steamship","Japan",,,,,,"01-Mar-2005",,,,"Y",8,8,,57886,"N","N",,306,,50790,30488,5
14937307,9263239,405000163,"Bulk","CB Adventure",46232,2002,"Oshima Shipbuilding",,,"01-Jul-2014","USD",11.5,"Asian interests","Unknown","Yano Kaiun Co. Ltd.","Japan",,,,7240,,"29-Jun-2001",,,,"Y",5,5,,58209,"N","N",,,,46232,25557,11
16237148,9671931,538005814,"Bulk","N/B RESALE HULL BC18.0-50",179492,2014,"Beihai Shipyard",,,"27-Jun-2014","USD",58,"Clients of Diana Shpg","Greece","Emirates Ship Inv.","U.A.E.",,,,,,"24-Aug-2012",,47.5,"$m","N",9,9,,201954,,,,,,180000,,0
16011825,9353670,636019276,"Bulk","Good Trade",53732,2012,"Hindustan S.Y.",,,"25-Jun-2014",,,"Clients of Overseas Marine Enterprises","Greece","Good Earth Maritime","India",,,,11245,,"13-Apr-2005",,,,"Y",5,5,,65945,,,,,,53732,32661,2
12371325,8323214,405000100,"Bulk","Trans Ocean 1",38398,1986,"I.H.I. (Kure)",,,"25-Jun-2014","USD",3.9,"Undisclosed interests","Unknown","Nobpac Shipping Pte","Singapore",,"Bangladesh",,7639,,,"21-Jun-2018",,,"Y",5,5,,46112,"N","N","Bangladesh",,,38398,21941,27
15375069,9293870,563141800,"Bulk","Bumbi",29870,2004,"Shikoku Dock.",,,"24-Jun-2014","USD",13.2,"Greek interests","Greece","Eiko Kisen","Japan",,,,,,"23-Jan-2003",,,,"Y",5,5,,40031,,"N",,,,29870,17951,9
16187647,9590709,241339000,"Bulk","Blue Manaslu",179276,2011,"Hyundai HI (Ulsan)",,,"23-Jun-2014","USD",52,"Clients of Pantheon","Greece","Golden Bridge","South Korea",,,,,,"24-May-2010",,,,"N",9,9,,200170,"N","N",,,,179276,93274,2
12453401,8920103,357910000,"Bulk","Tan Binh 36",22256,1990,"Saiki Hvy. Ind.",,,"20-Jun-2014","USD",3.6,"Chinese interests","China P.R.","Tan Binh Co. Ltd.","Vietnam",,"Pakistan",,5017,350,,"04-Sep-2020",,,"Y",4,4,,29301,,,"Pakistan",,,22256,13706,23
12554733,9122564,370192000,"Bulk","ABYO Natalie*",75473,1996,"Fincantieri Castell",,4742.01,"20-Jun-2014","USD",13.5,"Undisclosed interests","Unknown","Heron Ventures","Italy",,,,11806,,"27-Jan-1995",,41.9,"$m","N",7,7,,85158,"N","N",,,,75473,39385,17
12451531,8912259,312742000,"Bulk","Uniplus",28025,1989,"Imabari SB (Imabari)",,,"11-Jun-2014","USD",4,"Undisclosed interests","Unknown","Uniwise Marine","Taiwan",,"Pakistan",,5861,,,"25-Oct-2019",,,"Y",4,4,,36894,,"N","Pakistan",,,28025,16472,24
15680761,9323871,538005892,"Bulk","Eternal Salute",87144,2006,"I.H.I. (Yokohama)",,,"11-Jun-2014","USD",21.9,"Clients of Oceanbulk","Greece","Nippon Yusen Kaisha","Japan",,,,13027,,"02-Feb-2004",,,,"N",7,7,,98962,"N","N",,,,87144,47051,7
15938073,9342853,636020614,"Bulk","Yusho Spica",76598,2006,"Imabari SB Marugame",,,"10-Jun-2014","USD",20,"Clients of Chronos","Greece","Daito Kaiun Sangyo","Japan",,,,,,"01-Apr-2004",,,,"N",7,7,,90644,"N","N",,,,76598,39736,7
16080797,9430818,538005795,"Bulk","Father Neptune",55700,2009,"Mitsui SB (Tamano)",,,"03-Jun-2014","USD",25.65,"Undisclosed interests","Unknown","Misuga Kaiun Co. Ltd","Japan",,,,8867,,"01-Dec-2006",,,,"Y",5,5,,69450,,"N",,,,55700,31229,5
16230181,9623881,538005726,"Bulk","Crown Alexandra*",57981,2012,"Sinopacific Zhejiang",,4747.03,"03-Jun-2014","USD",25.25,"Undisclosed interests","Unknown","Crown Ship Ltd","China P.R.",,,,,,"01-Jan-2010",,,,"Y",5,5,,71549,,,,,,57981,32839,1
16230194,9630729,538005723,"Bulk","Crown Mina*",58018,2012,"Sinopacific Zhejiang",,4747.02,"03-Jun-2014","USD",25.25,"Undisclosed interests","Unknown","Crown Ship Ltd","China P.R.",,,,,,"01-Jan-2010",,,,"Y",5,5,,71549,,,,,,58018,32839,1
16230178,9623647,538005724,"Bulk","Crown Esmeralda*",57970,2012,"Sinopacific Dayang",,4747.01,"03-Jun-2014","USD",25.25,"Undisclosed interests","Unknown","Crown Ship Ltd","China P.R.",,,,,,"01-Jan-2010",,,,"Y",5,5,,71549,,"N",,,,58000,32839,1
12633739,9189926,355650000,"Bulk","Sanko Sincere",50655,1998,"Namura Shipbuilding",,,"02-Jun-2014",,,"Clients of Bogazzi","Italy","Sanko S.S.","Japan",,,,10558,,"31-Jan-1997",,,,"Y",8,8,,52864,,"N",,,,50655,29688,15
12656691,9190377,538007811,"Bulk","Renascentia",74732,1999,"Hudong Shipyard",,,"30-May-2014","USD",11.5,"South Korean interests","South Korea","Kassian Maritime","Greece",,,,12605,,"22-Sep-1997",,,,"N",7,7,,91717,"N","N",,,,74732,40494,14
16206715,9619775,372908000,"Bulk","King Seattle*",82566,2014,"STX SB (Jinhae)",,4728.02,"30-May-2014",,,"Clients of Golden Union","Greece","Mitsubishi Corp.","Japan",,,,,,"10-Feb-2011",,,,"N",7,7,,96514,,,,,,82566,45223,0
16206702,9619787,355140000,"Bulk","King Santos*",82624,2014,"STX SB (Jinhae)",,4728.01,"30-May-2014",,,"Clients of Golden Union","Greece","Mitsubishi Corp.","Japan",,,,,,"10-Feb-2011",,,,"N",7,7,,96514,,,,,,82624,45223,0
12469923,9033505,450559000,"Bulk","Amar Junior",22242,1992,"Saiki Hvy. Ind.",,,"30-May-2014","USD",5,"Middle Eastern interests","Unknown","Judi Group J.K.M.","Syria",,,,,,,,,,"Y",4,4,"N",29301,"N","N",,,,22242,13706,21
16105296,9469493,477434400,"Bulk","Ye Shan",79754,2011,"Fujian Crown Ocean",,,"30-May-2014","USD",22.1,"Chinese interests","China P.R.","Dragon Treasure Shpg","China P.R.",,,,13252,,"31-Aug-2007",,43,"$m","N",7,7,,94012,,,,,,79754,43717,2
12629479,9168348,525114085,"Bulk","Lord Curzon",27868,1997,"Naikai Zosen Setoda",,,"30-May-2014","USD",8.8,"Chinese interests","China P.R.","British Bulkers Inc","Greece",,,,,,"21-Nov-1996",,,,"Y",5,5,,36254,,,,,,27868,18108,16
12455797,9000302,312495000,"Bulk","Paros",39110,1992,"I.H.I. (Tokyo)",,,"29-May-2014","USD",6.7,"Chinese interests","China P.R.","Titan Maritime Ltd","Greece",,,,6918,,,,,,"Y",5,5,"Y",46119,"N","N",,,,39110,21941,22
15948469,9343819,538005792,"Bulk","Antilles VI",12526,2007,"Shin Kurushima",,,"28-May-2014","USD",6.8,"Turkish interests","Turkey","Dowa Line Co.Ltd.","Japan",,,,,,"01-Dec-2004",,,,"Y",3,3,,14950,,"N",,,,12526,7341,6
59490557,9490557,477848100,"Bulk","Sea Star",93315,2010,"Zhejiang Yangfan",,,"23-May-2014","USD",22.8,"Chinese interests","China P.R.","Sea Star Ships","China P.R.",,,,15394,,"18-Jan-2008",,,,"N",7,7,,110300,,,,,,93315,50697,4
15969619,9346354,538005830,"Bulk","F. D. Luigi d'Amato",180184,2006,"Imabari SB Saijo",,,"19-May-2014","USD",40,"Greek interests","Greece","SK Shipping Co. Ltd.","South Korea",,,,21916,,"01-Apr-2004",,,,"N",9,9,,199725,"N","N",,,,180184,90091,8
12654989,9188908,229815000,"Bulk","Wanderlust",41675,2006,"Bulyard SB",,,"19-May-2014","USD",15.5,"Clients of Navibulgar","Bulgaria","Primal Shipmngmnt.","Greece",,,,9884,,"12-Sep-1997",,,,"Y",5,5,,52225,,,,,,41675,25312,8
16069471,9420277,538005725,"Bulk","Komatsushima Star",55522,2009,"Kawasaki HI Kobe",,,"15-May-2014","USD",25.3,"Clients of Technomar","Greece","Leo Ship Management","Japan",,,,8922,,"01-Jan-2006",,,,"Y",5,5,,69450,,,,,,55522,30816,4
15966113,9345829,636019343,"Bulk","Greta",53621,2007,"Sinopacific Dayang",,,"15-May-2014","USD",15.3,"Undisclosed interests","Unknown","SoCoGem SAM","Monaco",,,,10086,,"07-Feb-2005",,,,"Y",5,5,,65751,,,,,,53621,31261,7
16182934,9592616,538005738,"Bulk","Mokpo Star",82852,2012,"STX SB (Jinhae)",,,"13-May-2014","USD",31.5,"Greek interests","Greece","Dusung Shipping Co.","South Korea",,,,,,"25-Mar-2010",,31,"$m","N",7,7,,96531,,,,,,82852,45026,2
16296516,9729831,538005907,"Bulk","Mandarin Wisdom",63338,2014,"Jiangsu Hantong HI",,,"12-May-2014","USD",28.7,"Clients of Erasmus Invmts","Netherlands","Da Sin Shipping","China P.R.",,,,,,"01-Jan-2014",,,,"Y",5,5,,78765,,,,,,64000,35700,0
15680637,9317822,538005744,"Bulk","Shirakumo",87144,2006,"I.H.I. (Yokohama)",,,"09-May-2014","USD",22,"Clients of Oceanbulk","Greece","Mitsui O.S.K. Lines","Japan",,,,13027,,"02-Feb-2004",,,,"N",7,7,,98961,"N","N",,,,87144,47051,7
15637765,9331220,564411000,"Bulk","Orient Rose",56026,2006,"Mitsui SB (Tamano)",,,"07-May-2014","USD",21.95,"Clients of Thoresen Shpg. Sng.","Thailand","OMC Shipping","Japan",,,,8500,,"27-Nov-2003",,,,"Y",5,5,,70810,,"N",,,,56026,31247,7
16115145,9506514,636016520,"Bulk","Pacific Tramp",33422,2011,"Qidong Daoda HI",,,"06-May-2014","USD",16,"Undisclosed interests","Unknown","Korkyra Shipping","Croatia",,,,,,"19-Oct-2007",,,,"Y",5,5,,42319,,,,,,33422,22064,3
16261048,9700859,210930000,"Bulk","Osprey",63241,2014,"Sinopacific Dayang",,,"02-May-2014",,,"Access Shipping Ltd","Greece","Crown Ship Ltd","China P.R.",,,,,,"01-Jan-2013",,,,"Y",5,5,,77491.9,,,,,,63234,35812,0
12480331,9050395,371155000,"Bulk","Coyote",73498,1994,"Hyundai HI (Ulsan)",,,"02-May-2014","USD",7,"Chinese interests","China P.R.","Harvester Shpg","Marshall Is.",,,,10834,,,,,,"N",7,7,"Y",86002,"N","N",,,,73498,39012,20
12554867,9122576,636016468,"Bulk","ABYO Sienna*",75473,1997,"Fincantieri Castell",,4714.01,"02-May-2014","USD",14.5,"Undisclosed interests","Unknown","Heron Ventures","Italy",,,,11617,,"27-Jan-1995",,41.9,"$m","N",7,7,,85200,"N","N",,,,75473,39385,17
12554991,9122588,356451000,"Bulk","ABYO Charlize*",75473,1997,"Fincantieri Castell",,4714.02,"02-May-2014","USD",14.5,"Undisclosed interests","Unknown","Heron Ventures","Italy",,,,11617,,"27-Jan-1995",,41.9,"$m","N",7,7,,89000,"N","N",,,,75473,39385,16
16227257,9539444,538009606,"Bulk","Sea Bonanza",33628,2012,"Shin Kurushima",,,"02-May-2014","USD",23.5,"Undisclosed interests","Unknown","Sanko S.S.","Japan",,,,7276,,"01-Jan-2008",,,,"Y",5,5,,44039,,"N",,,,33628,21213,1
12735721,9228227,636016427,"Bulk","Moon River",28493,2002,"Kanda Zosensho",,,"02-May-2014","USD",11.5,"Undisclosed interests","Unknown","Marine Ace Co. Ltd.","Japan",,,,,,"31-Dec-1999",,,,"Y",5,5,,37732,,"N",,,,28493,17430,12
16183265,9580120,538004355,"Bulk","Matisse",34416,2011,"SPP Goseong SY",,,"02-May-2014","USD",23.5,"Undisclosed interests","Unknown","Herald Holdings","Switzerland",,,,,,"29-Mar-2010",,,,"Y",5,5,,48765,,,,,,34416,23440,2
15969619,9346354,538005830,"Bulk","F. D. Luigi d'Amato",180184,2006,"Imabari SB Saijo",,,"01-May-2014",,,"Clients of SK Shipping","South Korea","Doun Kisen K.K.","Japan",,,,21916,,"01-Apr-2004",,,,"N",9,9,,199725,"N","N",,,,180184,90091,8
15390891,9279874,636016471,"Bulk","Elegant Star",177216,2005,"Namura Shipbuilding",,,"30-Apr-2014","USD",41,"Clients of Carras Ltd","Greece","Kowa Marine Service","Japan",,,,,,"31-Jan-2003",,,,"N",9,9,,198808,"N","N",,,,177216,89587,9
12508499,9084164,353394000,"Bulk","Corona Ace",77447,1994,"Kawasaki HI Kobe",,,"29-Apr-2014","USD",6.8,"Chinese interests","China P.R.","Taiyo Nippon Kisen","Japan",,"Bangladesh",,10780,,,,,,"N",5,5,"Y",91045,"N","N","Bangladesh",,,77447,42869,19
12604647,9128805,525200941,"Bulk","Ken Zui",23564,1996,"Saiki Hvy. Ind.",,,"29-Apr-2014","USD",5.9,"Greek interests","Greece","Inui S.S. Co. Ltd.","Japan",,,,,,"07-Jul-1995",,,,"Y",4,4,,30847,,,,,,23564,14743,17
16206694,9619799,373562000,"Bulk","N/B RESALE HULL 1623",82629,2014,"STX SB (Jinhae)",,,"24-Apr-2014","USD",33,"Clients of Golden Union","Greece","Mitsubishi Corp.","Japan",,,,,,"10-Feb-2011",,,,"N",7,7,,96514,,,,,,83000,45223,0
12628685,9164823,525010276,"Bulk","Wooyang Sterling",20757,1999,"Hitachi Sing.",,,"23-Apr-2014","USD",6,"Greek interests","Greece","Woo Yang Shipping","South Korea",,,,6308,,"15-Nov-1996",,18,"$m","Y",4,4,,23880,,"N",,869,,20757,14100,14
12703267,9218052,636016475,"Bulk","Ace Century",32787,2000,"Kanda Zosensho",,,"22-Apr-2014","USD",12,"Greek interests","Greece","Mitsui & Co. Ltd.","Japan",,,,,,"01-Jan-1999",,13.3,"$m","Y",5,5,,42595,,"N",,,,32787,19920,13
16272981,9729740,257047370,"Bulk","N/B RESALE HULL 677*",80344,2016,"Zhejiang Ouhua SB",,4705.01,"16-Apr-2014","USD",29.5,"Undisclosed interests","Unknown","Torvald Klaveness","Norway",,,,,,"16-Jan-2013",,,,"N",7,7,,,,,,,,80500,,-2
16272994,9739496,538007098,"Bulk","N/B RESALE HULL 678*",80235,2016,"Zhejiang Ouhua SB",,4705.02,"16-Apr-2014","USD",29.5,"Undisclosed interests","Unknown","Torvald Klaveness","Norway",,,,,,"16-Jan-2013",,,,"N",7,7,,,,,,,,80500,,-2
16186266,9631187,413381010,"Bulk","Jing Yang",47685,2012,"Fujian Crown Ocean",,,"16-Apr-2014","USD",15,"Chinese interests","China P.R.","Fujian Guanhai","China P.R.",,,,,,"30-Jan-2010",,,,"Y",5,5,,58580,,,,,,47685,27629,1
16130072,9619892,229954000,"Bulk","Taizhou Pioneer",32491,2011,"Taizhou Maple Leaf",,,"16-Apr-2014","USD",18.2,"Clients of ID Shipping","Denmark","Maple Leaf","China P.R.",,,,,,"29-Feb-2008",,,,"Y",5,5,,43496,"N","N",,,,32491,20867,2
16063987,9423255,351928000,"Bulk","Tess Bulker*",57991,2011,"Tsuneishi Cebu",,4699.02,"09-Apr-2014","USD",29,"Clients of ID Shipping","Denmark","Lauritzen Bulkers","Denmark",,,,,,"01-Nov-2006",,,,"Y",5,5,,72689,,,,,,57991,32309,3
16063990,9423578,353157000,"Bulk","Tanager Bulker*",57991,2011,"Tsuneishi Cebu",,4699.01,"09-Apr-2014","USD",29,"Clients of ID Shipping","Denmark","Lauritzen Bulkers","Denmark",,,,,,"01-Nov-2006",,,,"Y",5,5,,72360,,,,,,57991,32309,2
12709977,9219446,314003000,"Bulk","Alam Mesra",46644,2000,"Mitsui SB (Tamano)",,,"08-Apr-2014","USD",14.5,"Bangladeshi interests","Bangladesh","Malaysian BC","Malaysia",,,,7802,,"16-Aug-1999",,,,"Y",5,5,,59820,,"N",,,,46644,27011,13
12682737,9209910,441257000,"Bulk","A Duckling",171199,1999,"Koyo Dock",,,"07-Apr-2014","USD",20.8,"Clients of Korea Line Corp","South Korea","TMT Co. Ltd.","Taiwan",,,,21018,,"01-Jun-1998",,,,"N",9,9,,188205,"N","N",,,,171199,85386,14
16177064,9573737,351079000,"Bulk","Shagangfirst Era",181447,2010,"Koyo Dock",,,"04-Apr-2014","USD",54.5,"Clients of Golden Union","Greece","Daiichi Chuo","Japan",,,,24982,,"01-Dec-2007",,,,"N",9,9,,201243,"N","N",,,,181447,92758,3
16279922,9739563,538007847,"Bulk","N/B RESALE HULL YZJ 1153*",82006,2018,"Jiangsu New YZJ","#",4692.02,"04-Apr-2014",,,"Clients of Euroseas","Greece","Torvald Klaveness","Norway",,,,,,"02-Nov-2013",,,,"N",7,7,,97529,,"N",,,,82000,,-4
16260638,9711133,538006752,"Bulk","N/B RESALE HULL YZJ 1116*",82019,2016,"Jiangsu New YZJ",,4692.01,"04-Apr-2014","USD",60,"Clients of Euroseas","Greece","Torvald Klaveness","Norway",,,,,,"13-Aug-2013",,,,"N",7,7,,97529,,"N",,,,82000,,-1
12529515,9107899,271043840,"Bulk","Romea",38852,1995,"I.H.I. (Tokyo)",,,"03-Apr-2014","USD",8.8,"Turkish interests","Turkey","SO GE VI SRL","Italy",,,,,,"10-Jun-1994",,,,"Y",5,5,,46112,"N","N",,,,38852,22147,18
12573013,9131266,413236220,"Bulk","Atalanta",44593,1999,"Szczecin Shipyard",,,"01-Apr-2014","USD",6.8,"Clients of Nasco","China P.R.","NSC Schiffahrt","Germany",,,,11801,,"18-Jul-1995",,30,"$m","Y",8,8,,51096,,"N",,1850,,44593,28148,15
12378379,8321931,613003712,"Bulk","Federal Fuji*",29531,1986,"NKK (Shimizu)",,4688.02,"01-Apr-2014","USD",3.45,"Syrian Buyers","Syria","Viken Shipping","Norway",,"Pakistan",,6692,383,,"23-Oct-2020",,,"Y",5,5,"Y",34605,"Y","N","Pakistan",104,,29531,17814,28
16255355,9702508,538006171,"Bulk","N/B RESALE HULL CX0640*",63800,2015,"Chengxi Shipyard",,4687.02,"01-Apr-2014","USD",29.7,"U.S. interests","United States","Parakou Shpg.","Hong Kong",,,,,,"28-Jun-2013",,25.5,"$m","Y",5,5,,78772,,,,,,64000,35900,-1
16255342,9702493,538005964,"Bulk","N/B RESALE HULL CX0639*",63800,2015,"Chengxi Shipyard",,4687.01,"01-Apr-2014","USD",29.7,"U.S. interests","United States","Parakou Shpg.","Hong Kong",,,,,,"28-Jun-2013",,25.5,"$m","Y",5,5,,78772,,,,,,64000,35900,0
16212529,9597630,538008969,"Bulk","Orient Singapore",33688,2011,"Shin Kurushima",,,"31-Mar-2014","USD",23.4,"Clients of Sterling Shpg","Greece","Mitsui O.S.K. Lines","Japan",,,,7276,,"01-May-2010",,,,"Y",5,5,,44038,,"N",,,,33688,21192,2
16020030,9362229,477326300,"Bulk","Ocean Lily",76585,2006,"Imabari SB Marugame",,,"28-Mar-2014","USD",25,"Clients of Sanko","Japan","Doun Kisen K.K.","Japan",,,,10239,,"01-Mar-2005",,,,"N",7,7,,90740,"N","N",,,,76585,39738,7
14614763,9240809,413291230,"Bulk","Anna Oldendorff",52466,2002,"Sanoyas",,,"24-Mar-2014","USD",18.25,"Korean interest","South Korea","Oldendorff Carriers","Germany",,,,8012,,"06-Nov-2000",,,,"Y",5,5,"N",66597,,"N",,,,52466,29369,11
15761503,9317119,371247000,"Bulk","Crown Princess",52347,2005,"Tsuneishi Zosen",,,"24-Mar-2014","USD",22,"Chinese interests","China P.R.","Capital Ship Mngt.","Greece",,,,,,"01-Dec-2003",,,,"Y",5,5,,67756,"N","N",,,,52347,30046,8
16223246,9640413,572912210,"Bulk","Maple Crystal*",32394,2012,"Taizhou Maple Leaf",,4682.01,"24-Mar-2014","USD",18.5,"Clients of Newlead","Greece","Maple Leaf Shipping","China P.R.",,,,9204,,"01-Jan-2010",,,,"Y",5,5,,42565,"N","N",,,,32394,20867,1
16228362,9640401,572911210,"Bulk","Maple Amethyst*",32392,2012,"Taizhou Maple Leaf",,4682.02,"24-Mar-2014","USD",18.5,"Clients of Newlead","Greece","Maple Leaf Shipping","China P.R.",,,,,,"01-Jul-2010",,,,"Y",5,5,,42565,"N","N",,,,32392,20954,1
12635159,9165190,356750000,"Bulk","Giant Pescadores",71671,1998,"Hitachi Zosen",,,"21-Mar-2014","USD",12,"Undisclosed interests","Unknown","Shih Wei Navigation","Taiwan",,,,9953,,"17-Feb-1997",,,,"N",7,7,"Y",85136,"N","N",,,,71671,37709,15
16116539,9481489,636016450,"Bulk","N/B RESALE HULL J0048*",79448,2014,"Jinhai Heavy Ind",,4679.02,"19-Mar-2014","USD",24,"Clients of Polembro Shpg.","Greece","Unknown","Unknown",,,,,,"02-Nov-2007",,51.25,"$m","N",7,7,,97886,,"N",,,,79600,43498,0
16116526,9502594,636016451,"Bulk","N/B RESALE HULL J0047*",79499,2014,"Jinhai Heavy Ind",,4679.01,"19-Mar-2014","USD",24,"Clients of Polembro Shpg.","Greece","Unknown","Unknown",,,,,,"02-Nov-2007",,51.25,"$m","N",7,7,,98324,,"N",,,,79600,42868,0
