"Listing"

"WFR Listing"
"Created 15 February 2022 02:21"


"CVN","IMO Number","Name","Built Date","Owner","Status","GT","Year Rebuilt Convert","Old Type","Main Bunker Capacity (m3)","Beta Atlantic/Pacific Based (Last 12 Months)","TEU","FEU Total Cap","Launch Date","Operational Speed (knots)","TPC","NT","Strengthened for Heavy Cargo","Strengthened for Ore","Owner Main Vessel Type","SOx Scrubber 1 Retrofit Date","Max TEU in Holds","Max TEU on Deck","Alternative Name","Ballast Cap (cu m)","Propulsor Detail","Crew Total No","Public Listed Company","Financial Lessor Owner","Alternative Fuel Types","Cargo Interests Company","State Interests Company","Private Equity Company","Joint Venture Company (Owner)","Hull No","Registered Owner Company","Box Hold Ind","Group Owner Country/Region","Great Lakes Only","Call Sign"
16354759,9861471,"Coral","01-Mar-2020","Pacific Rim","In Service",52938,,,2665.9,"Atlantic/Pacific",,,"24-Jun-2019",10.79,,25141,,,"Handymax Bulker",,,,"Coral",,"1 x FP Propeller (Aft Centre) (mechanical), 81rpm",,,,,,,,,"WD64K-4","Honor Coral Ltd.",,"Singapore",,"D5TU7"
16354720,9856115,"Crystal","01-Jul-2019","Pacific Rim","In Service",52906,,,,"Pacific",,,"08-Apr-2019",10.87,,25141,,,"Handymax Bulker",,,,"Crystal",,"1 x FP Propeller (Aft Centre) (mechanical)",,,,,,,,,"WD64K-1","Honor Crystal Ltd.",,"Singapore",,"D5TT7"
16354733,9856127,"Ruby","01-Sep-2019","Pacific Rim","In Service",52906,,,,"Atlantic/Pacific",,,"08-Apr-2019",10.63,,25141,,,"Handymax Bulker",,,,"Ruby",,"1 x FP Propeller (Aft Centre) (mechanical)",,,,,,,,,"WD64K-2","Honor Ruby Ltd.",,"Singapore",,"D5TU8"
16346846,9841184,"Mater","01-Jun-2019","Pacific Rim","In Service",52906,,,,"Pacific",,,"28-Jan-2019",10.99,,25141,,,"Handymax Bulker",,,,"Mater",,"1 x FP Propeller (Aft Centre) (mechanical), 81rpm",,,,,,,,,"CX0674","Honor Mater Shipping Ltd.",,"Singapore",,"D5TU5"
16370670,9832420,"Tohoku Maru","01-Feb-2020","K-Line","In Service",52458,,,3484.7,"Pacific",,,,11.6,,28945,,,"Bulker",,,,"Tohoku Maru",,"1 x FP Propeller (Aft Centre) (mechanical), 84rpm",,"Y",,,,,,,"10875","SCORPIO LINE SHIPPING S.A.",,"Japan",,"HPEQ"
16370625,9853101,"Kimimachi","01-Jan-2020","NS United KK","Idle",52400,,,3245.5,"Pacific",,,"14-Nov-2019",12.2,,28965,,,"Capesize Bulker",,,,"Kimimachi",,"1 x FP Propeller (Aft Centre) (mechanical), 86rpm",,"Y",,,,,,,"10917","Pansy Line S.A.",,"Japan",,"D5VN4"
16370733,9860257,"Lily Fortune","01-May-2020","Yamamaru Kisen","In Service",52318,,,3322.6,"Pacific",,,"05-Mar-2020",12.79,,28942,,,"Panamax Bulker",,,,"Lily Fortune",,"1 x FP Propeller (Aft Centre) (mechanical), 84rpm",,,,,,,,,"10872","OCEAN TRANSIT CARRIER S.A.",,"Japan",,"V7A2906"
16346859,9841196,"Francesco","01-Sep-2019","Pacific Rim","In Service",52245,,,,"Atlantic/Pacific",,,"26-Apr-2019",10.86,,25141,,,"Handymax Bulker",,,,"Francesco",,"1 x FP Propeller (Aft Centre) (mechanical), 81rpm",,,,,,,,,"CX0675","Honor Francesco Shipping Ltd.",,"Singapore",,"D5TT8"
16338054,9826495,"Pirika Mosiri Maru","01-Jan-2019","Hachiuma Steamship","In Service",52158,,,,"Pacific",,,"30-Nov-2018",10.75,,28848,,,"Bulker",,,,"Pirika Mosiri Maru",44474,"1 x FP Propeller (Aft Centre) (mechanical)",,,,,,,,,"10871","Nippon Yusen Kabushiki Kaisha",,"Japan",,"7KEH"
16325612,9799812,"Shinryo Maru","01-Mar-2018","Kyoei Tanker","In Service",52156,,,3199.3,"Pacific",,,"07-Dec-2017",11.2,,28897,,,"Crude/Products Tanker",,,,"Shinryo Maru",,"1 x FP Propeller (Aft Centre) (mechanical)",,"Y",,,,,,,"10870","KYOEI TANKER CO., LTD.",,"Japan",,"7KCC"
16370520,9832418,"Corona Dynamic","01-Jul-2019","K-Line","In Service",52128,,,3484.7,"Pacific",,,"07-May-2019",11.41,,28945,,,"Bulker",,,,"Corona Dynamic",,"1 x FP Propeller (Aft Centre) (mechanical), 84rpm",,"Y",,,,,,,"10858","SCORPIO LINE SHIPPING S.A.",,"Japan",,"3EHX5"
16370496,9832406,"Corona Youthful","01-Feb-2019","K-Line","In Service",52128,,,,"Pacific",,,"25-Oct-2018",11.5,,28945,,,"Bulker",,,,"Corona Youthful",,"1 x FP Propeller (Aft Centre) (mechanical), 84rpm",,"Y",,,,,,,"10857","FGL MAST PANAMA S.A.",,"Japan",,"3FTS"
16205455,9599200,"GL Iguazu","01-Jan-2014","Glocal Japan Inc.","In Service",51905,,,4006,"Pacific",,,"22-Nov-2013",11.67,84.77,32423,"Y",,"Panamax Bulker",,,,"GL Iguazu",27350,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,"Y",,,,"SS-124","CPN MUNDIAL MARITIMO S.A.",,"Japan",,"3EQG4"
16389319,9908205,"Kurotakisan Maru III","01-Dec-2021","Chugoku Sougyo","In Service",51793,,,,,,,"21-Oct-2021",12.74,,26917,,,"Panamax Bulker",,,,"Kurotakisan Maru III",,"1 x FP Propeller (Aft Centre) (mechanical)",,,,,,,,,"10989","CARIBSTAR SHIPPING SA",,"Japan",,"3E3569"
16408616,9926506,"N/B Namura Shipbuilding Imari 474","01-Jul-2022","Unknown Japanese","On Order",51754,,,,,,,,,,,,,,,,,"N/B Namura Shipbuilding 474",,"1 x FP Propeller (Aft Centre) (mechanical), 94.50rpm",,,"Y",,,,,,"474",,,"Japan"
16406496,9925992,"N/B Oshima Shipbuilding Saikai 10994","01-May-2022","Unknown Japanese","On Order",51599,,,,,,,,,,,,,,,,,"N/B Oshima Shipbuilding 10994",,"1 x FP Propeller (Aft Centre) (mechanical)",,,"Y",,,,,,"10994",,,"Japan"
16426007,9950636,"N/B Oshima Shipbuilding Saikai 11027","01-Apr-2023","Unknown","On Order",51599,,,,,,,,,,,,,,,,,"N/B Oshima Shipbuilding 11027",,"1 x FP Propeller (Aft Centre) (mechanical)",,,"Y",,,,,,"11027",,,"Unknown"
16357934,,"N/B IMABARI S.B.  IMABARI","01-Mar-2022","K-Line","On Order",51599,,,,,,,,,,,,,"Bulker",,,,"N/B IMABARI S.B.  IMABARI",,"1 x FP Propeller (Aft Centre) (mechanical)",,"Y",,,,,,,,,,"Japan"
16415030,9940631,"N/B Oshima Shipbuilding Saikai 11003","01-Jan-2023","U-Ming Marine","On Order",51599,,,,,,,,,,,,,"Bulker",,,,"N/B Oshima Shipbuilding 11003",,"1 x FP Propeller (Aft Centre) (mechanical)",,"Y",,,,,,,"11003",,,"Taiwan"
16415043,9940643,"N/B Oshima Shipbuilding Saikai 11004","01-Jan-2023","U-Ming Marine","On Order",51599,,,,,,,,,,,,,"Bulker",,,,"N/B Oshima Shipbuilding 11004",,"1 x FP Propeller (Aft Centre) (mechanical)",,"Y",,,,,,,"11004",,,"Taiwan"
16250826,9694921,"Tzoumaz","01-Sep-2015","Suisse-Atlantique","In Service",51147,,,,"Atlantic/Pacific",,,"13-Jun-2015",12.07,84.47,28994,"Y",,"Bulker",,,,"Tzoumaz",20290,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), HHI-EMD (HiMSEN), 80rpm",,,,,,,,,"S092","Oceana Shipping Ag","N","Switzerland",,"HBFO"
16250839,9694933,"Diavolezza","01-Jan-2016","Suisse-Atlantique","In Service",51147,,,,"Atlantic/Pacific",,,,11.23,84.47,28994,"Y",,"Bulker",,,,"Diavolezza",20291,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), HHI-EMD (HiMSEN), 80rpm",,,,,,,,,"S093","OCEANA SHIPPING AG","N","Switzerland",,"HBFF"
16250842,9694945,"Bregaglia","01-Apr-2016","Suisse-Atlantique","In Service",51147,,,,"Atlantic/Pacific",,,"26-Dec-2015",11.91,84.47,28994,"Y",,"Bulker",,,,"Bregaglia",44994,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), HHI-EMD (HiMSEN), 80rpm",,,,,,,,,"S094","Oceana Shipping Ag","N","Switzerland",,"HBDU"
16403558,,"N/B Oshima Shipbuilding","01-Jan-2022","Mitsui OSK Lines","On Order",51083,,,,,,,,,,,,,"Diverse",,,,"N/B Oshima Shipbuilding",,"1 x FP Propeller (Aft Centre) (mechanical)",,"Y",,,,,,,,,,"Japan"
16223525,9621302,"Taiyo","01-Aug-2014","Toyo Sangyo","In Service",50927,,,3622,"Pacific",,,"19-May-2014",12.39,,29489,,,"Capesize Bulker","11-Apr-2020",,,"Taiyo",30677,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"348","Erica Navigation S.A.",,"Japan",,"D5GZ2"
16396917,9913793,"Amabie Salute","01-Jan-2022","Japan Shipmngt","In Service",50876,,,,,,,,,,,,,"Panamax Bulker",,,,"Amabie Salute",,"1 x FP Propeller (Aft Centre) (mechanical), 86rpm",,,,,,,,"Y","10961",,,"Japan",,"7KLO"
16299362,9748746,"Shin Sekiyo","01-Jan-2016","Kyoei Tanker","In Service",50794,,,,"Pacific",,,"30-Nov-2015",11.2,,29022,,,"Crude/Products Tanker",,,,"Shin Sekiyo",32643,"1 x FP Propeller (Aft Centre) (mechanical), 80rpm",,"Y",,,,,,,"10786","Kamome Shipholding SA",,"Japan",,"3EXS6"
16307647,9766956,"Noshiro Maru","01-Sep-2016","Hachiuma Steamship","In Service",50791,,,,"Pacific",,,"01-Jun-2016",11.63,,29022,,,"Bulker",,,,"Noshiro Maru",32436,"1 x FP Propeller (Aft Centre) (mechanical)",,,,,,,,,"10834","Nippon Yusen Kabushiki Kaisha",,"Japan",,"7JXQ"
16234392,9658991,"Haramachi Maru","01-Mar-2014","Hachiuma Steamship","In Service",50728,,,3555,"Pacific",,,"18-Jan-2014",11.23,,29022,,,"Bulker",,,,"Haramachi Maru",32642,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"10735","Nippon Yusen Kabushiki Kaisha",,"Japan",,"7JRK"
16240601,9675626,"Arcadia Salute","01-Mar-2014","Kyoei Tanker","Idle",50628,,,3904,"Pacific",,,"31-Jan-2014",10.13,83.6,31538,"Y",,"Crude/Products Tanker",,,,"Arcadia Salute",29354,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,"Y",,,,,,,"2508","MISUGA S.A.",,"Japan",,"7KKM"
16252738,9691565,"NBA Van Dyck","01-Sep-2014","NYK Blkshp Atlnt","In Service",50626,,,3904,"Atlantic/Pacific",,,"21-Apr-2014",10.86,83.6,31470,"Y",,"Panamax Bulker",,,,"NBA Van Dyck",29354,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"2511","NYK BULKSHIP (ATLANTIC) NV",,"Japan",,"3EGB"
16266348,9713923,"Catharina Oldendorff","01-Sep-2014","Oldendorff Carriers","In Service",50626,,,3904,"Pacific",,,"08-Aug-2014",11.5,83.6,31470,"Y",,"Bulker","22-Oct-2019",,,"Catharina Oldendorff",29354,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,,,,,,,"1683","Rosewater Maritime Inc.",,"Germany",,"D5YK7"
16234271,9659842,"Bulk Malaysia","01-Mar-2014","DBCN Corp","In Service",50625,,,3674,"Pacific",,,"14-Jun-2013",11.13,83.6,31470,"Y",,"Panamax Bulker","28-Nov-2021",,,"Bulk Malaysia",29354,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,,,,,,,"1630","HAKUTO SHIPPING (PANAMA) S.A.","N","Monaco","N","3FUV9"
16284313,9738806,"Double Delight","01-Jul-2015","Sugahara Kisen","In Service",50616,,,,"Atlantic/Pacific",,,"29-May-2015",11.94,83.6,31470,,,"Bulker",,,,"Double Delight",29355,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,,,,,,,"1692","Prosper Sunwaito S.A.",,"Japan",,"V7AS3"
16370546,9838450,"Lowlands Courage","01-Jul-2019","CLdN Cobelfret","In Service",50595,,,,"Pacific",,,,12.36,,31868,,,"Ro-Ro",,,,"Lowlands Courage",45804,"1 x FP Propeller (Aft Centre) (mechanical), 86rpm",,,,,,,,,"10885","CLdN Cobelfret Pte. Ltd.",,"Belgium",,"9V6266"
16370609,9853058,"Lowlands Orange","01-Nov-2019","CLdN Cobelfret","In Service",50595,,,,"Atlantic/Pacific",,,"09-Oct-2019",12.47,,31868,"Y",,"Ro-Ro",,,,"Lowlands Orange",45804,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"10891","CLdN Cobelfret Pte. Ltd.",,"Belgium",,"9V6539"
16370612,9853060,"Lowlands Teal","01-May-2020","CLdN Cobelfret","In Service",50595,,,,"Pacific",,,"11-Apr-2020",12.3,,31868,"Y",,"Ro-Ro",,,,"Lowlands Teal",45804,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"10892","CLDN Cobelfret Pte. Ltd.",,"Belgium",,"9V6823"
16246029,9682966,"Double Miracle","01-Jun-2014","Kyowa Kisen","In Service",50594,,,,"Atlantic/Pacific",,,"12-Mar-2014",11.71,83.6,31470,"Y",,"Bulker","08-Nov-2020",,,"Double Miracle",29354,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,,,,,,"Y","2518","GREEN SPANKER SHIPPING S.A.",,"Japan",,"3EJM5"
16401275,9919395,"N/B Oshima Shipbuilding Saikai 11010","01-Oct-2022","Unknown Japanese","On Order",50567,,,,,,,,,,,,,,,,,"N/B Oshima Shipbuilding 11010",,"1 x FP Propeller (Aft Centre) (mechanical)",,,"Y",,,,,,"11010",,,"Japan"
16377637,9875185,"Wisteria Salute","01-Jun-2020","Misuga Kaiun Co Ltd","In Service",49905,,,3342.47,"Pacific",,,"15-Apr-2020",12.14,,28540,,,"Bulker",,,,"Wisteria Salute",,"1 x FP Propeller (Aft Centre) (mechanical), 84rpm",,,,,,,,,"1846","MISUGA S.A.",,"Japan",,"3EZK3"
16377624,9875173,"Iris Wave","01-Jun-2020","NS United KK","In Service",49905,,,,"Atlantic/Pacific",,,"15-Apr-2020",11.71,,28540,,,"Capesize Bulker",,,,"Iris Wave",,"1 x FP Propeller (Aft Centre) (mechanical), 84rpm",,"Y",,,,,,,"1842","UPSTREAM LINE S.A.",,"Japan",,"D5XE9"
16372074,9875226,"Vanguardia","01-Aug-2021","Tohmei Shpg","In Service",49903,,,2565.1,"Pacific",,,"14-Jun-2021",12.17,,22036,,,"Diverse",,,,"Vanguardia",,"1 x FP Propeller (Aft Centre) (mechanical), 92rpm",,,,,,,,,"10985","ESTEEM MARITIME JAPAN CO., LTD.",,"Japan",,"7KKE"
16367683,9851311,"Corona Citrus","01-Sep-2019","K-Line","In Service",49888,,,,"Pacific",,,"20-Jun-2019",11.7,,28505,,,"Bulker",,,,"Corona Citrus",,"1 x FP Propeller (Aft Centre) (mechanical), 84rpm",,"Y",,,,,,,"1741","Viento Leasing Co., Ltd.",,"Japan",,"7KFP"
16396920,9913781,"Hachinohe Maru","01-Dec-2021","Nippon Yusen Kaisha","In Service",49887,,,,,,,"12-Nov-2021",12.38,,22036,,,"Diverse",,,,"Hachinohe Maru",,"1 x FP Propeller (Aft Centre) (mechanical), 92rpm",,"Y",,,,,,,"10970","Nippon Yusen Kabushiki Kaisha",,"Japan",,"7KLI"
16372674,9881859,"Southern Ace","01-Feb-2021","FJ Corp","In Service",49877,,,,"Pacific",,,"14-Nov-2020",11.75,,22036,,,"Bulker",,,,"Southern Ace",,"1 x FP Propeller (Aft Centre) (mechanical), 95rpm",,,,,,,,,"10927","FJ Corp.",,"Japan",,"7KIH"
16252675,9691527,"Corona Ace","01-May-2014","K-Line","In Service",49762,,,3328,"Pacific",,,"29-Mar-2014",11.79,,28540,,,"Bulker",,,,"Corona Ace",29235,"1 x FP Propeller (Aft Centre) (mechanical), 90rpm",,"Y",,,,,,,"1622","MHC Spring Shipping SA",,"Japan","N","3ELE3"
16367654,9851309,"Corona Zenith","01-Jul-2019","K-Line","In Service",49737,,,,"Pacific",,,"07-May-2019",11.4,,28505,,,"Bulker",,,,"Corona Zenith",,"1 x FP Propeller (Aft Centre) (mechanical), 84rpm",,"Y",,,,,,,"1740","FS Symphony Leasing Co., Ltd.",,"Japan",,"7KFM"
16370904,9860336,"Southern Hope","01-Sep-2021","Usui Kaiun Co. Ltd.","In Service",49737,,,,"Pacific",,,"26-Jul-2021",12.23,,22031,,,"Handymax Bulker",,,,"Southern Hope",,"1 x FP Propeller (Aft Centre) (mechanical), 92rpm",,,,,,,,,"10935","Olamar Navegacion SA",,"Japan",,"3E2422"
16307018,9774317,"Tairyu","01-May-2016","Noble Group","In Service",49737,,,,"Pacific",,,"24-Mar-2016",10.7,74.8,28540,,,"Panamax Bulker",,,,"Tairyu",29236,"1 x FP Propeller (Aft Centre) (mechanical)",,"Y",,,"Y",,,,"1698","OCEAN EVER VENTURES LIMITED",,"Hong Kong",,"H3JV"
16370896,9860348,"Silviculture","01-Apr-2021","Toyo Kaiun KK","In Service",49737,,,2786.2,"Atlantic/Pacific",,,"13-Mar-2021",13.01,,22031,,,"Bulker",,,,"Silviculture",,"1 x FP Propeller (Aft Centre) (mechanical), 92rpm",,,,,,,,,"10955","Takanawa Line Inc.",,"Japan",,"V7A4603"
16304075,9767467,"Rising Himeji","01-Jan-2017","Nippo Shipping Co","In Service",49737,,,,"Pacific",,,"01-Sep-2016",11.25,,28540,,,"Bulker","08-Aug-2019",,,"Rising Himeji",29236,"1 x FP Propeller (Aft Centre) (mechanical)",,,,,,,,,"1628","Yeaster Line SA",,"Japan",,"3FRO4"
16252662,9691539,"Morning Salute","01-Jul-2014","Taiheiyo Kisen","In Service",49736,,,3302,"Pacific",,,"09-May-2014",11.52,,28540,,,"Handymax Bulker","28-Jul-2019",,,"Morning Salute",29235,"1 x FP Propeller (Aft Centre) (mechanical), 89rpm",,,,,,,,,"1609","Mac Lir Corporation",,"Japan","N","H3MM"
16351253,9826811,"Corona Xanadu","01-May-2018","Osaka Asahi Kaiun","In Service",49733,,,3359.1,"Pacific",,,"20-Feb-2018",11.8,,28528,,,"Bulker","12-Oct-2020",,,"Corona Xanadu",,"1 x FP Propeller (Aft Centre) (mechanical), 84rpm",,,,,,,,,"112","OSAKA ASAHI KAIUN CO., LTD.",,"Japan",,"7KCY"
16294112,9748021,"Corona Utility","01-Jan-2016","K Line RORO & Bulk","In Service",49721,,,3328,"Pacific",,,"20-Oct-2015",11.57,,28535,,,"Vehicle Carrier","15-Nov-2020",,,"Corona Utility",29235,"1 x FP Propeller (Aft Centre) (mechanical), 89rpm",,,,,,,,,"1624","Dia Dandelion Ltd.",,"Japan",,"7JWB"
16304062,9767455,"Corona Victory","01-May-2016","FJ Corp","In Service",49721,,,,"Pacific",,,"18-Feb-2016",12.48,,28535,,,"Bulker",,,,"Corona Victory",29236,"1 x FP Propeller (Aft Centre) (mechanical), 89rpm",,,,,,,,,"1625","FJ CORPORATION",,"Japan",,"7JWW"
16278691,9727302,"Corona Triton","01-Apr-2015","K-Line","In Service",49720,,,3328,"Pacific",,,"03-Feb-2015",11.51,,28545,,,"Bulker",,,,"Corona Triton",29235,"1 x FP Propeller (Aft Centre) (mechanical), 89rpm",,"Y",,,,,,,"1623","TLC Orchid Ltd.",,"Japan",,"7JUH"
16240506,9675614,"Corona Splendor","01-Feb-2014","K-Line","In Service",49720,,,3328,"Pacific",,,"25-Dec-2013",12.31,,28533,,,"Bulker",,,,"Corona Splendor",29235,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,"Y",,,,,,,"1621","Splendor Maritima Ltd.",,"Japan","N","7JRD"
16178629,9539327,"C.S. Bright","01-Jan-2016","Chugoku Sogyo Co.","In Service",49718,,,3381,"Pacific",,,"04-Aug-2015",11.47,,18058,,,"Handymax Bulker",,,,"C.S. Bright",12638,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,,,,,,"1318","CARIBSTAR SHIPPING, S.A.",,"Japan",,"3EWL9"
16168262,9539298,"Eagle Sky","01-Feb-2014","Mitsui OSK Lines","In Service",49718,,,3379,"Atlantic/Pacific",,,"21-Mar-2013",11.61,,18058,,,"Diverse",,,,"Eagle Sky",12638,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,"Y",,,,,,,"1317","POLAR NAVIGATION S.A.",,"Japan",,"3FMX3"
16359275,9820697,"Snow Camellia","01-Sep-2018","Nippon Yusen Kaisha","In Service",49715,,,,"Pacific",,,,12.01,,22036,,,"Diverse","04-Nov-2020",,,"Snow Camellia",,"1 x FP Propeller (Aft Centre) (mechanical), 95rpm",,"Y",,,,,,,"10913","SNOW CAMELLIA MARITIME CO., LTD.",,"Japan",,"7KDQ"
16351240,9816579,"Corona Wisdom","01-Jan-2018","K-Line","In Service",49713,,,,"Pacific",,,"28-Nov-2017",11.4,,28511,,,"Bulker","26-Nov-2019",,,"Corona Wisdom",,"1 x FP Propeller (Aft Centre) (mechanical), 84rpm",,"Y",,,,,,,"111","Sedum Navigation Co., Ltd.",,"Japan",,"7KBV"
16364345,9838565,"Southern Treasure","01-Oct-2019","Usui Kaiun Co. Ltd.","In Service",49702,,,3038.4,"Atlantic/Pacific",,,"08-Aug-2019",11.87,,22031,,,"Handymax Bulker",,,,"Southern Treasure",,"1 x Propeller (Aft Centre) (mechanical), 92rpm",,,,,,,,,"10925","OLAMAR NAVEGACION S.A.",,"Japan",,"3EWI2"
16351279,9820893,"Pegasus Island","01-Feb-2018","Chiba Shipping","In Service",49689,,,3342.47,"Pacific",,,"21-Dec-2017",11.8,,28526,,,"Bulker",,,,"Pegasus Island",,"1 x FP Propeller (Aft Centre) (mechanical)",,,,,,,,,"113","Iino Kaiun Kaisha, Ltd.",,"Japan",,"7KIG"
16338041,9826471,"Lowlands Horizon","01-Sep-2018","CLdN Cobelfret","In Service",49565,,,,"Atlantic/Pacific",,,"03-Aug-2018",12.06,,30670,,,"Ro-Ro",,,,"Lowlands Horizon",44474,"1 x FP Propeller (Aft Centre) (mechanical)",,,,,,,,,"10884","CLdN Cobelfret Pte. Ltd.",,"Belgium",,"9V6002"
16178603,9562491,"Yozan","01-May-2014","Usui Kaiun Co. Ltd.","In Service",49551,,,3379,"Pacific",,,"18-Oct-2013",10.53,,18193,"Y",,"Handymax Bulker",,,,"Yozan",12638,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"1320","YOZAN LINE S.A.",,"Japan",,"3EEU9"
16229956,9682849,"Green Sapphire","01-Sep-2014","Universal Marine","In Service",49551,,,3379,"Atlantic/Pacific",,,"03-Jun-2014",10.66,,18193,"Y",,"Bulker","26-Jul-2020",,,"Green Sapphire",12638,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"1324","CHIP-STAR MARITIME S.A.",,"Japan",,"HOTI"
16319479,9789946,"Lowlands Dawn","01-Jun-2017","CLdN Cobelfret","Idle",49534,,,,"Atlantic/Pacific",,,"13-May-2017",11.74,82.17,31186,"Y",,"Ro-Ro",,,,"Lowlands Dawn",,"1 x FP Propeller (Aft Centre) (mechanical), 89rpm",,,,,,,,,"10822","CLDN COBELFRET PTE. LTD.",,"Belgium",,"9V5341"
16369003,9877846,"Yasa Diamond","01-Jul-2021","Yasa Shipping","In Service",49504,,,,"Pacific",,,"23-Feb-2021",12.17,,26247,,,"Bulker",,,,"Yasa Diamond",27200,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine",,,,,,,,,"B85K-2","Hai Kuo Shipping 1994b Ltd.",,"Turkey",,"V7A4733"
16369016,9877834,"SDTR Alice","01-Jun-2021","AVIC Leasing","In Service",49504,,,,"Pacific",,,"27-Dec-2020",11.78,,26247,,,"Bulker",,,,"SDTR Alice",27200,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine",,,"Y",,,"Y",,,"B85K-1","Glory Mercury Ltd.",,"China P.R.",,"V7A4615"
16369032,9877872,"SDTR Erica","01-Nov-2021","AVIC Leasing","In Service",49504,,,,"Pacific",,,"20-Aug-2021",11.54,,26247,,,"Bulker",,,,"SDTR Erica",39440,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 89rpm",,,"Y",,,"Y",,,"B85K-5",,,"China P.R.",,"V7A4987"
16369045,9877884,"SDTR Faith","01-Jan-2022","AVIC Leasing","In Service",49504,,,,,,,"21-Oct-2021",11.61,,26247,,,"Bulker",,,,"SDTR Faith",27200,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine",26,,"Y",,,"Y",,,"B85K-6",,,"China P.R.",,"V7A5102"
16388712,9911587,"CL Geneva","01-Jun-2021","CDB Leasing","In Service",49489,,,,"Atlantic/Pacific",,,"25-Mar-2021",11.89,,26707,,,"Bulker",,,,"CL Geneva",,"1 x Propeller (Aft Centre) (mechanical)",,"Y","Y",,,"Y",,,"CX0827","Bell Maritime Ltd.",,"China P.R.",,"VRUD6"
16388725,9911599,"CL Peking","01-Sep-2021","CDB Leasing","In Service",49489,,,,"Atlantic/Pacific",,,"21-May-2021",12.96,,26689,,,"Bulker",,,,"CL Peking",,"1 x Propeller (Aft Centre) (mechanical)",,"Y","Y",,,"Y",,,"CX0828","CDB Financial Leasing Co. Ltd.",,"China P.R.",,"VRUF6"
16368998,9877858,"SDTR Celeste","01-Aug-2021","AVIC Leasing","In Service",49445,,,,"Atlantic/Pacific",,,,11.97,,26243,,,"Bulker",,,,"SDTR Celeste",27234,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine",26,,"Y",,,"Y",,,"B85K-3","Glory Jupiter Limited",,"China P.R.",,"V7A4729"
16369029,9877860,"SDTR Doris","01-Sep-2021","AVIC Leasing","In Service",49445,,,,"Atlantic/Pacific",,,,11.7,,26243,,,"Bulker",,,,"SDTR Doris",27340,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine",,,"Y",,,"Y",,,"B85K-4","Glory Saturn Ltd.",,"China P.R.",,"V7A4908"
16302097,9771298,"Medi Kyoto","01-Sep-2018","Toshin Kisen","Repairs",49401,,,3198.2,"Pacific",,,"12-Jul-2018",11.73,,27865,,,"Bulker","20-Jul-2022",,,"Medi Kyoto",,"1 x FP Propeller (Aft Centre) (mechanical), 87.60rpm",,,,,,,,,"1351","EVER BRIGHT SHIPPING, S.A.",,"Japan",,"3FYE7"
16302084,9771262,"Medi Tokyo","01-Mar-2018","Grace Ocean","In Service",49401,,,3198.2,"Pacific",,,"24-Nov-2017",11.4,,27865,,,"Bulker","17-Mar-2021",,,"Medi Tokyo",,"1 x FP Propeller (Aft Centre) (mechanical), 87.60rpm",,,,,,,,,"1350","GRACE OCEAN PRIVATE LIMITED",,"Japan",,"9V5643"
16399389,9929297,"MSXT Echo","01-Nov-2021","China Minsheng Trust","In Service",49228,,,,"Atlantic/Pacific",,,"15-Sep-2021",13.33,,26667,,,"Bulker",,,,"MSXT Echo",73560,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine",,,"Y",,,,,,"CX0831","FORTUNE CIVILIZATION CARRIERS",,"China P.R.",,"5LAS8"
16368651,9891866,"Ning May","01-Jan-2021","Foremost Maritime","In Service",49206,,,2385.9,"Atlantic/Pacific",,,"20-Aug-2020",12.44,,26667,,,"Capesize Bulker",,,,"Ning May",40505,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 84rpm",,,,,,,,,"CX0823","Ning May Maritime LLC",,"United States",,"D5UU5"
