"Listing"

"WFR Listing"
"Created 16 February 2022 06:05"


"CVN","Hatches Total No","SOx Scrubber Details","NOx Detail","Main Engine LNG Capable","Alternative Fuel Type Ready","Dwt per TEU","Beta Deployment (Last 12 Months)","Beta Port (Last 12 Months)","Beta Country (Last 12 Months)","Beta Region (Last 12 Months)","Beta Global Zone Group (Last 12 Months)","West Coast N America Deployment (Time in Last 12 Months, %)","West Coast S America Deployment (Time in Last 12 Months, %)","East Coast N America Deployment (Time in Last 12 Months, %)","East Coast S America Deployment (Time in Last 12 Months, %)","West Coast Africa Deployment (Time in Last 12 Months, %)","UK/Cont Deployment (Time in Last 12 Months, %)","East Coast Africa Deployment (Time in Last 12 Months, %)","Med/Black Sea Deployment (Time in Last 12 Months, %)","Australasia Deployment (Time in Last 12 Months, %)","Middle East Deployment (Time in Last 12 Months, %)","East Asia Deployment (Time in Last 12 Months, %)","Indian Subcont Deployment (Time in Last 12 Months, %)","SE Asia Deployment (Time in Last 12 Months, %)","North Asia Deployment (Time in Last 12 Months, %)","Southern Ocean Deployment (Time in Last 12 Months, %)","Arctic Deployment (Time in Last 12 Months, %)","Aux Consumption at Ballast Speed (tpd)","Aux Consumption at Laden Speed (tpd)","Aux Consumption In Port - Idle (tpd)","Aux Consumption In Port - Working (tpd)","Aux Consumption In Port (tpd)","Aux Consumption at Service Speed (tpd)","Boiler Detail","Hatch Description","Emergency Engine Detail","Depth Moulded (m)","Group","Beam Ext (m)"
16227549,7,,,,,,"International",,,,,7,5,,18,5,12,,,6,,30,,7,10,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",20.05,"Bulk Carrier"
16227581,7,,,,,,"International",,,,,,,,29,11,13,,30,,17,,,,,,,,,,,,,,,,20.05,"Bulk Carrier"
16227594,7,,,,,,"International",,,,,,,15,10,8,15,0,31,,21,,,,,,,,,,,,,,,,20.05,"Bulk Carrier"
16227602,7,"1 x Exhaust Scrubber - SOx - PANASIA",,,,,"International",,,,,1,,4,12,6,,14,0,4,,32,,30,,,,1.8,1.8,2.8,3.8,,,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",20.05,"Bulk Carrier"
16227615,7,"1 x Exhaust Scrubber - SOx - PANASIA",,,,,"International",,,,,12,,,18,7,,16,,4,,23,9,15,1,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",20.05,"Bulk Carrier"
16227628,7,,,,,,"International",,,,,,,8,20,12,8,,44,,8,,,,,,,,,,,,,,,,20.05,"Bulk Carrier"
16227673,3,,,,,,"International",,,,"Asia",,,,,,,,,,,62,,24,14,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",11.5,"Bulk Carrier"
16227686,3,,,,,,"International",,,,"Asia",,,,,,,,,,,68,,23,9,,,,,,,,,"1 x Boiler, Oil/Gas fired -  at 7 bar",,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",11.5,"Bulk Carrier"
16227710,7,,,,,,"International",,,,,22,,,7,3,,6,,5,,31,5,18,4,,,,,,,,,"1 x Boiler, Oil/Gas fired - Alfa Laval -  at 6.90 bar",,"1 x Emergency Diesel Gen. - Deutz TCD914L06M - 4-stroke 6-cyl. 102mm x 132mm bore/stroke 129mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",19.8,"Bulk Carrier"
16227723,7,,,,,,"International",,,,,10,,,11,7,,15,5,6,4,19,8,13,3,,,,,,,,,"1 x Boiler, Oil/Gas fired - Alfa Laval -  at 6.90 bar",,"1 x Emergency Diesel Gen. - Deutz TCD914L06M - 4-stroke 6-cyl. 102mm x 132mm bore/stroke 129mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",19.8,"Bulk Carrier"
16227736,3,,,,,,"International",,,,"Asia",,,,,,,,,,,62,,33,6,,,,,,,,,"1 x Boiler, Oil/Gas fired -  at 7 bar",,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",11.5,"Bulk Carrier"
16212466,5,,,,,,"International",,,,,,,5,23,20,,,40,,3,2,6,2,,,,,,2,,,,"1 x Boiler, Exhaust Heated - Miura",,,14.2,"Bulk Carrier"
16212479,5,,,,,,"International",,,,,,,,,,,,,,18,54,10,17,,,,,,,,,,,,,18,"Bulk Carrier"
16212482,5,,,,,,"International",,,,,,,,,,,6,,,26,42,11,15,,,,,,,,,,,,,18,"Bulk Carrier"
16212495,5,,,,,,"International",,,,,,,,,28,,11,,,11,33,3,14,,,,,,,,,,,,,18.1,"Bulk Carrier"
16212503,5,,,,,,"International",,,,,,,,,,,0,,,11,53,10,26,,,,,,,,,,,,,18.1,"Bulk Carrier"
16212516,5,,,,,,"International",,,,,,,,,31,,13,,,2,34,5,16,,,,,,,,,,,,,18.1,"Bulk Carrier"
16212529,5,,,,,,"International",,,,,,,20,2,6,10,,62,,,,,,,,,1.8,1.8,,,,,,"F","1 x Emergency Diesel Gen. - Deutz F6L912 - 4-stroke 6-cyl. 100mm x 120mm bore/stroke 66mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",14.3,"Bulk Carrier"
16212532,5,,,,,,"International",,,,,,,,,0,6,0,36,10,10,,9,29,,,,,,,,,,,"F","1 x Emergency Diesel Gen. - Deutz F6L912 - 4-stroke 6-cyl. 100mm x 120mm bore/stroke 66mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",14.3,"Bulk Carrier"
16212545,5,,,,,,"International",,,,,3,15,8,,,,,,5,,35,,34,,,,,,,,,,,"F","1 x Emergency Diesel Gen. - Deutz F6L912 - 4-stroke 6-cyl. 100mm x 120mm bore/stroke 66mkW total at 1,800rpm driving 1 x AC generator(s) at 52ekW total, (65kVA total) at 60Hz",14.3,"Bulk Carrier"
16212558,5,,,,,,"International",,,,,20,10,,10,,,,,,,29,6,24,2,,,,,,,,,"1 x Boiler, Oil/Gas fired - ","F","1 x Emergency Diesel Gen. - Deutz F6L912 - 4-stroke 6-cyl. 100mm x 120mm bore/stroke 66mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",14.3,"Bulk Carrier"
16212574,5,,,,,,"International",,,,"Asia",,,,,,,,,,,90,,10,,,,,,,,,,,"F","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 60Hz",18,"Bulk Carrier"
16212587,5,,,,,,"International",,,,,,,,,14,3,0,21,,4,37,15,6,,,,,,,,,,"1 x Boiler, Oil/Gas fired -  at 9 bar","F",,18,"Bulk Carrier"
16212958,5,,,,,,"International",,,,,,,,,50,,13,,0,,14,3,21,,,,,,,,,,,"F",,18.3,"Bulk Carrier"
16212961,5,,,,,,"International",,,,,,,,,41,,12,,,,15,21,11,,,,,,,,,,,"F",,18.3,"Bulk Carrier"
16213076,5,,,,,,"International",,,,,9,,11,24,3,,5,,,5,16,6,20,1,,,,,,,,,,"Hyd. Folding","1 x Emergency Diesel Gen. - Doosan Infracore AD086TI - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 186mkW total at 1,800rpm driving 1 x ac generator(s) at 150ekW total, (187kVA total) 450V at 60Hz",18.7,"Bulk Carrier"
16213113,5,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,,,,,,,,,,,,,,,,15.2,"Bulk Carrier"
16213139,5,,,,,,"International",,,,,,,,,,,,,20,9,46,3,22,1,,,,,,,,,"1 x Boiler, Composite - Aalborg Mission™ OC-TCi - 339m2 at 7 bar","F","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-M1 - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 120mkW total at 1,800rpm driving 1 x Hyundai Electric 1FC2 281-4SB83 - AC generator(s) at 120ekW total, (150kVA total)",15,"Bulk Carrier"
16213197,5,,,,,,"International",,,,,14,8,,,,,0,13,16,2,8,9,27,3,,,,,,,,,"1 x Boiler, Composite - Kangrim","F","1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x AC generator(s) at 133ekW total, (166kVA total) 450V at 60Hz",15.6,"Bulk Carrier"
16213205,5,,,,,,"International",,,,,,,,,21,,17,24,2,15,8,4,8,,,,,,,,,,"1 x Boiler, Composite - Kangrim","F","1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x AC generator(s) at 133ekW total, (166kVA total) 450V at 60Hz",15.6,"Bulk Carrier"
16213218,5,,,,,,"International",,,,,6,,17,42,20,14,,,,,,,,,,1,,,,,,,"1 x Boiler, Composite - Kangrim","F","1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x AC generator(s) at 133ekW total, (166kVA total) 450V at 60Hz",15.6,"Bulk Carrier"
16213342,5,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,100,,,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Zhangjiagang Greens -  23 m2 at 7.80 bar",,,14,"Bulk Carrier"
16213368,5,,,,,,"International",,,,,,,17,38,12,8,,19,,6,,,,,,1,,,,,,,,"F","1 x Emergency Diesel Gen. - Doosan Infracore4-stroke  driving 1 x AC generator(s)",15.6,"Bulk Carrier"
16213397,7,,,,,,"International",,,,,9,20,2,20,6,5,1,2,10,2,17,1,4,1,,,,,2.4,4.4,,,,,,20.2,"Bulk Carrier"
16213568,5,,,,,,"International",,,,,9,,1,33,2,,11,9,,6,13,7,9,2,,,0.1,0.1,,,,,"1 x Boiler, Composite - Kangrim at 9 bar","F","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 100ekW total, (125kVA total) 450V at 60Hz",18.3,"Bulk Carrier"
16213597,7,,,,,,"International",,,,,16,,,8,6,,8,,,,29,2,27,4,,,,,,,,,"1 x Boiler, Composite - Aalborg Mission™ OC - 336m2 at 9 bar",,"1 x Emergency Diesel Gen. - Agco Sisu 634 DSBG - 4-stroke 6-cyl. 108mm x 134mm bore/stroke 110mkW total at 1,800rpm driving 1 x AC generator(s) at 110ekW total, (138kVA total) at 60Hz",19.6,"Bulk Carrier"
16213889,5,,,,,,"International",,,,,,,,,2,,5,,4,,41,14,35,,,,,,,,,,,"Folding","1 x Emergency Diesel Gen. - Agco Sisu 634 DSBG - 4-stroke 6-cyl. 108mm x 134mm bore/stroke 140mkW total at 1,800rpm driving 1 x Mecc Alte ECP34-1L/4 - AC generator(s) at 99ekW total, (124kVA total) 450V at 60Hz",18,"Bulk Carrier"
16213892,5,,,,,,"International",,,,,,,,,16,15,0,56,,5,,7,,,,,,,,,,,"1 x Boiler, Composite - 233m2 at 9 bar","F","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 180mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",18,"Bulk Carrier"
16213900,5,,,,,,"International",,,,,,,,13,10,,4,25,,6,33,4,6,,,,,,0.2,0.2,,,"1 x Boiler, Composite - 350m2 at 9 bar","Folding","1 x Emergency Diesel Gen. - Agco Sisu 634 DSBG - 4-stroke 6-cyl. 108mm x 134mm bore/stroke 140mkW total at 1,800rpm driving 1 x Mecc Alte ECP34-1L/4 - AC generator(s) at 99ekW total, (124kVA total) 450V at 60Hz",18,"Bulk Carrier"
16213926,5,,,,,,"International",,,,,,,,,20,,8,,,,38,8,26,,,,,,,,,,"1 x Boiler, Composite - Saacke CMB-VS-1.5+1.0/7",,"1 x Emergency Diesel Gen. - Cummins Inc4-stroke  driving 1 x AC generator(s)",17.99,"Bulk Carrier"
16213968,5,,,,,,"International",,,,"Asia",,,,,,,,,5,,24,,71,,,,,,,,,,,"Folding","1 x Emergency Diesel Gen. - Agco Sisu 634 DSBG - 4-stroke 6-cyl. 108mm x 134mm bore/stroke 140mkW total at 1,800rpm driving 1 x Mecc Alte ECP34-1L/4 - AC generator(s) at 99ekW total, (124kVA total) 450V at 60Hz",18,"Bulk Carrier"
16213997,5,,,,,,"International",,,,,8,,9,6,2,,0,27,,4,33,4,8,,,,,,,,,,"1 x Boiler, Composite - Saacke - 233m2 at 9 bar",,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 600ekW total, (750kVA total) 450V",18,"Bulk Carrier"
16214002,5,,,,,,"International",,,,,12,,9,,0,10,7,15,,6,24,8,4,5,,,3.5,3.5,3.5,,,,"1 x Boiler, Composite - Saacke - 233m2 at 9 bar",,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 600ekW total, (750kVA total) 450V",18,"Bulk Carrier"
16214015,5,,,,,,"International",,,,,,,,,42,,15,,0,,24,,19,,,,3.5,3.5,3.5,6,,,"1 x Boiler, Exhaust Heated - Saacke - 233m2 at 9 bar",,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 600ekW total, (750kVA total) 450V at 60Hz",18,"Bulk Carrier"
16214028,5,,,,,,"International",,,,,18,4,12,11,9,0,0,18,,2,13,6,5,2,,,2.5,2.5,3,5.5,,,"1 x Boiler, Composite - Saacke - 388m2 at 9 bar",,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 600ekW total, (750kVA total) 450V",18,"Bulk Carrier"
16214031,5,,,,,,"International",,,,,5,,,,,,13,,,,62,8,11,1,,,2.5,2.5,3.5,,,,"1 x Boiler, Composite - Saacke - 338m2 at 9 bar",,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 600ekW total, (750kVA total) 450V",18,"Bulk Carrier"
16214044,5,,,,,,"International",,,,,8,,9,2,4,0,4,2,,2,16,7,45,,,,2.5,2.5,3.5,,6,,"1 x Boiler, Exhaust Heated - Saacke - 233m2 at 9 bar",,"1 x Emergency Diesel Gen. - Cummins Inc 6BT5.9-D(M) - 4-stroke 6-cyl. 102mm x 120mm bore/stroke 110mkW total at 1,800rpm driving 1 x ac generator(s) at 99ekW total, (124kVA total) 450V at 60Hz",18,"Bulk Carrier"
16214057,5,,,,,,"International",,,,,,,,,19,,4,,,,42,10,11,14,,,2.5,2.5,3.5,6,,,"1 x Boiler, Composite - Saacke - 338m2 at 9 bar",,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 600ekW total, (750kVA total) 450V",18,"Bulk Carrier"
16214194,5,,,,,,"International",,,,,9,,1,,,,,,,,59,7,28,3,,,,,,,,,"1 x Boiler, Composite - Kangrim at 9 bar","F",,18.3,"Bulk Carrier"
16214202,5,,,,,,"International",,,,,,,,,,,15,7,,11,10,44,12,,,,,,,,,,"1 x Boiler, Composite - Kangrim PC0601P36 - 373.30m2 at 7 bar",,"1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 150mkW total at 1,800rpm driving 1 x AC generator(s) at 150ekW total, (188kVA total) at 60Hz",18.5,"Bulk Carrier"
16214215,5,,,,,,"International",,,,,,,,18,6,,18,10,,10,9,23,7,,,,,,,,,,"1 x Boiler, Composite - Kangrim PC0601P36 - 373.30m2 at 7 bar",,"1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 150mkW total at 1,800rpm driving 1 x AC generator(s) at 150ekW total, (188kVA total) at 60Hz",18.5,"Bulk Carrier"
16214228,5,,,,,,"International",,,,,,,,,8,0,19,,,12,13,41,5,2,,,,,,,,,"1 x Boiler, Composite - Kangrim PC0601P36 - 373.30m2 at 7 bar",,"1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 150mkW total at 1,800rpm driving 1 x AC generator(s) at 150ekW total, (188kVA total) at 60Hz",18.5,"Bulk Carrier"
16214431,9,,,,,,"International",,,,"Asia",,,,,,,,,23,,43,,34,,,,,,,,,,"1 x Boiler, Composite - Saacke at 9 bar","Side Rolling",,24.75,"Bulk Carrier"
16214457,9,,,,,,"International",,,,"Asia",,,,,,,,,21,,46,,32,,,,,,,,,,"1 x Boiler, Composite - Saacke at 9 bar","Side Rolling",,24.75,"Bulk Carrier"
16214460,5,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,100,,,,,,,,,,,,,,,15.8,"Bulk Carrier"
16214473,5,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,,,,,,,,,,,,,,,,15.8,"Bulk Carrier"
16214486,5,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,,,,,,,,,,,,,,,,15.8,"Bulk Carrier"
16214499,5,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,,,,,,,,,,,,,,,,15.8,"Bulk Carrier"
16214507,5,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,100,,,,,,,,,,,,,,,17.5,"Bulk Carrier"
16214510,5,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,100,,,,,,,,,,,,,,,17.5,"Bulk Carrier"
16214523,5,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,100,,,,,,,,,,,,,,,17.5,"Bulk Carrier"
16211801,5,,,,,,"International",,,,,,,,,16,,0,29,,6,31,6,12,,,,,,,,,,,"F","1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",17.15,"Bulk Carrier"
16211856,4,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,100,,,,,,,,1.2,,,,"1 x Boiler, Composite - Aalborg Mission™ OC",,,14,"Bulk Carrier"
16211964,5,,,,,,"International",,,,,,,,,,,,23,,2,43,2,26,3,,,,,,,,,"1 x Boiler, Composite - Jiangyin Sanjie LZY1.4/1.0-0.7 - 227m2 at 7 bar",,"1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-M1 - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 175mkW total at 1,800rpm driving 1 x Hyundai Electric 1FC2 281-4SB93 - AC generator(s) at 122ekW total, (153kVA total) 450V at 60Hz",14.6,"Bulk Carrier"
16211977,5,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,100,,,,,,,,,,,,,,,14.2,"Bulk Carrier"
16212008,5,,,,,,"International",,,,"Asia",,,,,,,,,,,68,,25,7,,,2.3,2.3,3.5,3.5,,2.3,"1 x Boiler, Composite - Wuxi Weilit - 22.50m2 at 7 bar",,,16,"Bulk Carrier"
16212011,5,,,,,,"International",,,,,,,16,22,8,6,,31,6,4,6,2,5,,,,2,2,2.5,5.5,,,"1 x Boiler, Composite - Saacke - 292.80m2 at 7 bar","F","1 x Emergency Diesel Gen. - Cummins Inc 6BTA5.9-G2 - 4-stroke 6-cyl. 102mm x 120mm bore/stroke 120mkW total at 1,800rpm driving 1 x Leroy Somer LSAM 44.2 - AC generator(s) at 100ekW total, (125kVA total) 450V at 60Hz",14.7,"Bulk Carrier"
16212024,5,,,,,,"International",,,,,6,,13,34,6,1,4,9,5,,11,,11,1,,,,,,,,,"1 x Boiler, Composite - Saacke - 292.80m2 at 7 bar","F","1 x Emergency Diesel Gen. - Cummins Inc 6BTA5.9-G2 - 4-stroke 6-cyl. 102mm x 120mm bore/stroke 120mkW total at 1,800rpm driving 1 x Hyundai Electric 1FC2 281-4SB83 - AC generator(s) at 100ekW total, (125kVA total) 450V at 60Hz",14.7,"Bulk Carrier"
16212040,5,,,,,,"International",,,,,,,,8,14,12,3,2,7,2,20,18,13,,,,,,,,,,"1 x Boiler, Composite - Alfa Laval Aalborg Mission™ OC - 172m2 at 9 bar, 1 x Boiler, Composite - Osaka Boiler OVS-250/170-33 - 463m2 at 9 bar","F","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-M2 - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 175mkW total at 1,800rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) at 60Hz",15,"Bulk Carrier"
16212053,5,,,,,,"International",,,,,,,1,20,6,26,0,6,,7,12,11,11,,,,,,,,,,"1 x Boiler, Composite - Alfa Laval Aalborg Mission™ OC - 172m2 at 9 bar, 1 x Boiler, Composite - Osaka Boiler OVS-250/170-33 - 463m2 at 9 bar","F","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-M2 - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 175mkW total at 1,800rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) at 60Hz",15,"Bulk Carrier"
16212066,5,,,,,,"International",,,,,,,,,,,4,,,23,45,10,18,,,,,,,,,,"1 x Boiler, Composite - Aalborg - 172m2 at 9 bar","F","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3 - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 175mkW total at 1,800rpm driving 1 x Stamford Power AC generator(s) at 120ekW total, (150kVA total) at 60Hz",15,"Bulk Carrier"
16212079,5,,,,,,"International",,,,,,,19,12,8,30,,30,,,,,,,,,,,,,,,"1 x Boiler, Composite - Aalborg - 172m2 at 9 bar","F","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-GM175 - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 193mkW total at 1,800rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) 450V at 60Hz",15,"Bulk Carrier"
16212082,5,,,,,,"International",,,,,,,0,15,2,,14,13,,22,,10,24,,,,,,,,,,"1 x Boiler, Composite - Aalborg Mission™ OC - 172m2 at 9 bar","F","1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-GM175 - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 175mkW total at 1,800rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) at 60Hz",15,"Bulk Carrier"
16212095,5,,,,,,"International",,,,,,,,,45,,22,,,,15,14,4,,,,2.5,2.5,2,,,,,,,18,"Bulk Carrier"
16212103,5,,,,,,"International",,,,,18,,21,,17,,8,,,3,13,4,15,1,,,2.5,2.5,2,,,,,,,18,"Bulk Carrier"
16212345,5,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,100,,,,,,,,,,,,,,,16.2,"Bulk Carrier"
16212358,5,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,100,,,,,,,,,,,,,,,16.2,"Bulk Carrier"
16212387,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,"Bulk Carrier"
16212408,5,,,,,,"International",,,,,7,16,,,,,,,29,2,30,2,16,2,,,,,,,,,"1 x Boiler, Composite - QMB-Seatech ZYC1.4/1.0-0.7 - 207m2 at 9 bar",,"1 x Emergency Diesel Gen. - Deutz TBD234V6 - 4-stroke 6-cyl. 128mm x 140mm bore/stroke 222mkW total at 1,800rpm driving 1 x CSIC Electrical AC generator(s) at 115ekW total, (144kVA total) at 60Hz",14.6,"Bulk Carrier"
16211014,5,,,,,,"International",,,,,,,,,,,,,,15,59,16,10,,,,,,1.5,4,,,,,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s)",18,"Bulk Carrier"
16211027,5,,,,,,"International",,,,,,,,,15,,8,,,,56,,11,10,,,,,1.5,4,,,,,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s)",18,"Bulk Carrier"
16211272,7,,,,,,"International",,,,,17,6,,15,5,,11,,7,,21,4,14,6,,,2.2,2.2,2.2,4,,,,"S",,20.2,"Bulk Carrier"
16211285,7,,,,,,"International",,,,,,,,6,2,,6,11,14,15,14,13,26,,,,,,,,,,,"S",,20.2,"Bulk Carrier"
16211377,5,,,,,,"International",,,,,,,,,,,,,,1,45,10,42,2,,,,,,,,,,"F",,18,"Bulk Carrier"
16211380,5,,,,,,"International",,,,,15,,,,27,,9,,,,41,,6,1,,,,,3.5,5.5,,,"1 x Boiler, Composite - Zhangjiagang Greens - 193m2 at 7 bar","F","1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x AC generator(s) at 99ekW total, (124kVA total) at 60Hz",18,"Bulk Carrier"
16211393,5,,,,,,"International",,,,,13,,17,36,,,,,,,28,1,6,,,,,,3.5,5.5,,,"1 x Boiler, Composite - Zhangjiagang Greens - 193m2 at 7 bar","F","1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x AC generator(s) at 99ekW total, (124kVA total) at 60Hz",18,"Bulk Carrier"
16211401,5,,,,,,"International",,,,,,,,,,,21,,,9,,62,8,,,,,,,,,,"1 x Boiler, Composite - Zhangjiagang Greens - 222m2 at 7 bar","F","1 x Emergency Diesel Gen. - Cummins Inc 6BT5.9-D(M) - 4-stroke 6-cyl. 102mm x 120mm bore/stroke 112mkW total at 1,800rpm driving 1 x AC generator(s) at 99ekW total, (124kVA total) 450V at 60Hz",18,"Bulk Carrier"
16211519,5,,,,,,"International",,,,,,,,,0,13,5,15,13,4,27,6,17,,,,,,2.5,3.5,,,,"F","1 x Emergency Diesel Gen. - Doosan Infracore AD136TI - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",15.6,"Bulk Carrier"
16211522,5,,,,,,"International",,,,,5,8,14,2,2,,4,12,,7,32,7,8,0,,,,,,,,,"1 x Boiler, Composite - 290m2 at 0.90 bar","F","1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x ac generator(s) at 99ekW total, (124kVA total) 450V at 60Hz",18,"Bulk Carrier"
16211535,5,,,,,,"International",,,,,17,,,,,,12,,4,,39,5,19,5,,,,,,,,,"1 x Boiler, Composite - Aalborg Mission™ OC","F","1 x Emergency Diesel Gen. - 4-stroke 138mkW total driving 1 x AC generator(s) at 99ekW total, (124kVA total) at 60Hz",18,"Bulk Carrier"
16211548,5,,,,,,"International",,,,,,,,,2,,12,13,4,5,,15,49,,,,0.1,0.1,1.5,4.5,,,"1 x Boiler, Composite - Aalborg Mission™ OC","F","1 x Emergency Diesel Gen. - Doosan Infracore4-stroke  driving 1 x AC generator(s) at 581ekW total, (762kVA total) at 60Hz",18,"Bulk Carrier"
16211551,5,,,,,,"International",,,,"Asia",,,,,,,,,,,67,,33,,,,,,3,4.8,,,"1 x Boiler, Composite - Zhangjiagang Greens ZYC1.5/195-0.7 - 225m2 at 7.80 bar",,,17.85,"Bulk Carrier"
