"Listing"

"WFR Listing"
"Created 16 February 2022 06:05"


"CVN","Hatches Total No","SOx Scrubber Details","NOx Detail","Main Engine LNG Capable","Alternative Fuel Type Ready","Dwt per TEU","Beta Deployment (Last 12 Months)","Beta Port (Last 12 Months)","Beta Country (Last 12 Months)","Beta Region (Last 12 Months)","Beta Global Zone Group (Last 12 Months)","West Coast N America Deployment (Time in Last 12 Months, %)","West Coast S America Deployment (Time in Last 12 Months, %)","East Coast N America Deployment (Time in Last 12 Months, %)","East Coast S America Deployment (Time in Last 12 Months, %)","West Coast Africa Deployment (Time in Last 12 Months, %)","UK/Cont Deployment (Time in Last 12 Months, %)","East Coast Africa Deployment (Time in Last 12 Months, %)","Med/Black Sea Deployment (Time in Last 12 Months, %)","Australasia Deployment (Time in Last 12 Months, %)","Middle East Deployment (Time in Last 12 Months, %)","East Asia Deployment (Time in Last 12 Months, %)","Indian Subcont Deployment (Time in Last 12 Months, %)","SE Asia Deployment (Time in Last 12 Months, %)","North Asia Deployment (Time in Last 12 Months, %)","Southern Ocean Deployment (Time in Last 12 Months, %)","Arctic Deployment (Time in Last 12 Months, %)","Aux Consumption at Ballast Speed (tpd)","Aux Consumption at Laden Speed (tpd)","Aux Consumption In Port - Idle (tpd)","Aux Consumption In Port - Working (tpd)","Aux Consumption In Port (tpd)","Aux Consumption at Service Speed (tpd)","Boiler Detail","Hatch Description","Emergency Engine Detail","Depth Moulded (m)","Group","Beam Ext (m)"
12401323,5,,,,,,"Regional",,,"Mediterranean / Black Sea","Europe",,,,,,,,100,,,,,,,,,,,,,,,,"F",,13.9,"Bulk Carrier",23.1
80450249,4,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,0,,,100,,0,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-GM155 - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 155mkW total at 1,500rpm driving 1 x Marathon Electric MP-H-120-4 - ac generator(s) at 120ekW total, (150kVA total) 400V",11.5,"Bulk Carrier",22.8
59546447,3,,,,,,"Regional",,,"Mediterranean / Black Sea","Europe",,,,,,3,,97,,,,,,,,,,,,,,,,,,10.5,"Bulk Carrier",20.36
16103571,4,,,,,,"International",,,,"Asia",,,,,,,,,,,3,,97,,,,,,,,,,"1 x Boiler, Composite - 159.50m2",,"1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",11.3,"Bulk Carrier",20.23
59525687,4,,,,,,"International",,,,"Asia",,,,,,,,,,,58,1,39,3,,,,,,,,,"1 x Boiler, Oil/Gas fired -  9.50 m2, 1 x Boiler, Exhaust Heated - 159.50m2","Pontoon","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",11.3,"Bulk Carrier",20.23
15600127,7,,,,,,"International",,,,,,,,5,4,,8,19,,16,16,11,20,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) 450V at 60Hz",19.8,"Bulk Carrier",19.84
59444170,3,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,100,,,,,,,,,,,,,,,9.8,"Bulk Carrier",19.4
57429920,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.24,"Bulk Carrier",19.21
59383730,3,,,,,,"International",,,,,,,,,4,11,,85,,,,,,,,,,,,,,,"1 x Boiler, Composite - Zhangjiagang Greens - 19m2 at 7 bar","Hyd. Folding","1 x Emergency Diesel Gen. - Deutz TD226B-6CD - 4-stroke 6-cyl. 99mkW total at 1,500rpm driving 1 x AC generator(s) at 75ekW total, (94kVA total) at 50Hz",9.5,"Bulk Carrier",18.6
59414735,3,,,,,,"International",,,,"Europe",,,,,0,32,,68,,,,,,,,,0.8,0.8,,,,,,,,9.7,"Bulk Carrier",18
16024641,2,,,,,,"International",,,,,,,,,6,,,94,,,,,,,,,,,,,,,,,,9.7,"Bulk Carrier",18
15268181,5,,,,,,"International",,,,,7,18,31,15,2,0,4,,,,10,,11,1,,,1.4,1.4,1.4,,,,,"Folding",,14.8,"Bulk Carrier",14.85
15268215,7,,,,,,"International",,,,,,,,,0,9,0,14,12,40,11,9,5,,,,,,4.5,7,,,"1 x Boiler, Composite at 7.70 bar",,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 117ekW total, (146kVA total)",19.6,"Bulk Carrier"
15268349,7,,,,,,"International",,,,,,,4,21,8,1,11,4,,40,1,4,4,,,,2,2,2,2.5,,,,,"1 x Emergency Diesel Gen. - MAN Energy Solutions D0226MLE - 4-stroke 6-cyl. 102mm x 116mm bore/stroke 154mkW total at 2,800rpm driving 1 x AC generator(s) at 60Hz",19.6,"Bulk Carrier"
15273493,6,,,,,,"International",,,,,7,10,,,,,,,7,,48,,28,0,,,,,,,,,,,,22.95,"Bulk Carrier"
15273527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,"Bulk Carrier"
15274029,9,,,,,,"International",,,,,21,16,,,3,,7,,6,,28,,10,9,,,,,,,,,"1 x Boiler, Composite - Kangrim - 291m2 at 8 bar","S","1 x Emergency Diesel Gen. - MAN Energy Solutions4-stroke 189mkW total at 1,800rpm driving 1 x ac generator(s) at 130ekW total, (163kVA total) 450V at 60Hz",24.1,"Bulk Carrier"
15275947,3,,,,,,"International",,,,,,,,,0,35,0,42,,9,,14,,,,,,,,,,,,,,11.5,"Bulk Carrier"
15278601,9,,,,,,"International",,,,,12,16,,4,4,,8,,3,,41,,12,0,,,,,,,,,,"S",,24.1,"Bulk Carrier"
15259321,7,,,,,,"International",,,,,,,,25,11,,,58,,6,,,,,,,,,,,,,"1 x Boiler, Composite - Kangrim at 8 bar",,"1 x Emergency Diesel Gen. - 4-stroke  AC generator(s)",19.3,"Bulk Carrier"
15261845,5,,,,,,"International",,,,,,,,14,27,,10,30,,5,,14,0,,,,,,2,5.5,,,,"F","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",17,"Bulk Carrier"
15261979,5,,,,,,"International",,,,,,,,3,2,,5,9,,14,14,30,24,,,,,,,,,,,"F",,16.5,"Bulk Carrier"
15262055,5,,,,,,"International",,,,,1,16,3,33,12,16,8,10,,2,,,,,,,,,,,,,,"F",,16.5,"Bulk Carrier"
15262189,7,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,100,,,,,,,,,,,,,"S",,19.3,"Bulk Carrier"
15264059,5,,,,,,"International",,,,,,,,,,,,,,8,48,7,37,,,,,,,,,0.1,,"Folding",,16.78,"Bulk Carrier"
15264183,5,,,,,,"International",,,,,,,,,,,0,15,,3,39,28,14,1,,,,,,,,,,,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 60Hz",16.78,"Bulk Carrier"
15265977,7,,,,,,"International",,,,,,,9,15,12,5,6,4,3,11,12,7,16,1,,,,,2.5,,,,"1 x Boiler, Exhaust Heated - Aalborg, 1 x Boiler, Oil/Gas fired - Aalborg -  Mission™ OS","S","1 x Emergency Diesel Gen. - MAN Energy Solutions D0226MLE - 4-stroke 6-cyl. 102mm x 116mm bore/stroke 154mkW total at 2,800rpm driving 1 x AC generator(s)",19.2,"Bulk Carrier"
15266053,7,,,,,,"International",,,,"Asia",,,,,,,,,,,44,,51,5,,,,,,,,,"1 x Boiler, Oil/Gas fired -  21.50 m2 at 9 bar, 1 x Boiler, Exhaust Heated - 120m2 at 9 bar","S","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 100ekW total, (125kVA total) 450V at 60Hz",19.2,"Bulk Carrier"
15266187,5,,,,,,"International",,,,,16,,,2,1,,3,,35,,20,,22,1,,,,,,,,,,"F","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 320ekW total, (400kVA total)",14.25,"Bulk Carrier"
15266761,5,,,,,,"National",,"Indonesia","South East Asia","Asia",,,,,,,,,,,,,100,,,,,,,,,,,,,16.4,"Bulk Carrier"
15267971,7,,,,,,"International",,,,,,,,30,8,7,15,8,,29,,3,,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x ac generator(s) 450V at 60Hz",19.39,"Bulk Carrier"
15268057,7,,,,,,"International",,,,,,,,25,8,,16,5,,50,,1,,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Aalborg - ","S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",19.39,"Bulk Carrier"
14990373,4,,,,,,"International",,,,,,,,,,,,,,,3,18,82,,,,0.8,0.8,,,,,"1 x Boiler, Composite - 166m2",,"1 x Emergency Diesel Gen. - Deutz4-stroke 82mkW total at 1,800rpm driving 1 x Stamford Power AC generator(s) at 64ekW total, (80kVA total)",12.2,"Bulk Carrier"
14990957,5,,,,,,"International",,,,"Asia",,,,,,,,,30,,35,,35,3,,,,,,,,,,"Hyd. Folding","1 x Emergency Diesel Gen. - Deutz4-stroke  driving 1 x ac generator(s)",19.39,"Bulk Carrier"
14991033,5,,,,,,"International",,,,,,,,,,,,,31,13,2,3,51,,,,,,,,,,"1 x Boiler, Composite - Aalborg Aalborg GCS-22ST at 7 bar","Hyd. Folding",,19.39,"Bulk Carrier"
15001265,3,,,,,,"International",,,,,,,,,,,,,,3,3,49,46,,,,,,,,,,,,,11,"Bulk Carrier"
15004187,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Folding",,9.6,"Bulk Carrier"
15004211,4,,,,,,"Regional",,,"South East Asia","Asia",,,,,,,,,,,,,100,,,,,,,,,,,"Folding",,9.6,"Bulk Carrier"
15006507,5,,,,,,"International",,,,,2,9,22,5,13,10,7,16,,,0,,16,,,,,,,,,,,"Folding",,16.9,"Bulk Carrier"
15250531,3,,,,,,"International",,,,,,,,,,,,,,,,49,51,,,,,,,,,,"1 x Boiler, Composite - 58.58m2 at 6.90 bar","F","1 x Emergency Diesel Gen. - 4-stroke 347mkW total driving 1 x AC generator(s) at 278ekW total, (347kVA total)",11.4,"Bulk Carrier"
15253611,5,,,,,,"National",,"Indonesia","South East Asia","Asia",,,,,,,,,,,,,100,,,,,,,,,,,"F",,17.15,"Bulk Carrier"
15253745,5,,,,,,"International",,,,,,,,8,41,,4,38,,9,,,,,,,,,,,,,,,,16.4,"Bulk Carrier"
15253879,5,"1 x Exhaust Scrubber - SOx",,,,,"International",,,,,,,,22,14,2,8,22,,2,10,2,19,,,,,,,,,,"1 x Boiler, Composite - Alfa Laval - 128.40m2 at 7 bar","F","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x Stamford Power AC generator(s) at 80ekW total, (100kVA total) at 60Hz",17.15,"Bulk Carrier"
15253903,5,,,,,,"National",,"Indonesia","South East Asia","Asia",,,,,,,,,,,,,100,,,,,,3,1,,,,"F",,17.15,"Bulk Carrier"
15254089,5,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,100,,,,,,0.2,0.2,2.5,5,,,,"F","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",17.15,"Bulk Carrier"
15254113,6,,,,,,"International",,,,,5,0,50,14,4,20,4,8,,,,,,,,0,,,2.4,3.5,,,"1 x Boiler, Composite - Aalborg Aalborg GCS-22ST","F","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) 450V at 60Hz",14.85,"Bulk Carrier"
15255615,5,,,,,,"International",,,,,,,,,16,,4,52,,9,,2,17,,,,,,2.2,5.2,,,,"F",,13.8,"Bulk Carrier"
15255749,5,,,,,,"International",,,,,25,,,,,,,,2,,55,,12,6,,,,,,,,,,"F",,13.8,"Bulk Carrier"
15235259,7,,,,,,"International",,,,,3,,,12,15,,13,18,,4,14,3,16,1,,,,,2.6,3.2,,,"1 x Boiler, Oil/Gas fired - Osaka Boiler -  at 6.90 bar","S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",19.3,"Bulk Carrier"
15235383,7,"1 x Exhaust Scrubber - SOx - PANASIA",,,,,"International",,,,,22,,14,4,4,,8,,2,,24,4,12,6,,,,,,,,,"1 x Boiler, Composite - Osaka Boiler OEVC3 at 6 bar","S","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",19.3,"Bulk Carrier"
15235417,5,"1 x Exhaust Scrubber - SOx",,,,82.02,"International",,,,,13,,11,7,22,,16,,,,21,1,8,1,,,,,2,4.8,,,,"F","1 x Emergency Diesel Gen. - Deutz4-stroke  driving 1 x ac generator(s) at 50Hz",17.62,"Bulk Carrier"
15236885,5,,,,,,"International",,,,,18,4,,,,,,,20,,45,,12,1,,,,,2.3,4,,,,"F","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",14.25,"Bulk Carrier"
15236919,5,,,,,,"International",,,,,,,21,11,17,1,,50,,,,,,,,,,,2.3,4,,,,"F","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",14.25,"Bulk Carrier"
15238047,5,,,,,,"International",,,,,23,,,6,15,,12,,,,10,11,23,0,,,,,,,,,,,,16.24,"Bulk Carrier"
15239965,5,,,,,,"International",,,,,,,,,9,,4,,,,57,,27,3,,,,,,,,,"1 x Boiler, Composite - Osaka Boiler - 227m2","F","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",17,"Bulk Carrier"
15240011,9,,,,,,"International",,,,,,,1,13,19,2,24,3,,2,20,10,12,,,,2,2,2.5,5,,,"1 x Boiler, Composite - Aalborg Mission™ OC at 8 bar","S",,24.1,"Bulk Carrier"
15240145,9,"1 x Exhaust Scrubber - SOx - PANASIA",,,,,"International",,,,,,,,,16,,17,6,6,2,22,4,27,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Aalborg -  at 8 bar","S","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 605ekW total, (756kVA total)",24.1,"Bulk Carrier"
15240279,5,,,,,,"International",,,,,,,,,,,20,,6,,40,0,34,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 60Hz",19.13,"Bulk Carrier"
15242307,5,,,,,,"International",,,,,,,,,,,,86,,14,,,,,,,,,3.2,,,,,"F",,15,"Bulk Carrier"
15243191,7,,,,,,"International",,,,,6,,10,5,7,4,9,5,1,4,34,4,10,2,,,,,,,,,"1 x Boiler, Composite - Miura GK-2228-1300/1050 at 8 bar","S",,19.5,"Bulk Carrier"
15243225,7,,,,,,"International",,,,"Asia",,,,,,,,,,,41,,59,,,,,,,,,,,"S",,19.5,"Bulk Carrier"
15243359,5,,,,,,"International",,,,,,,,,,,16,,,29,18,20,18,,,,1.5,1.5,3.5,,,,,"F","1 x Emergency Diesel Gen. - Deutz F6L912 - 4-stroke 6-cyl. 100mm x 120mm bore/stroke 66mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",17.3,"Bulk Carrier"
15243483,5,,,,,,"National",,"Indonesia","South East Asia","Asia",,,,,,,,,,,,,100,,,,,,,,,,,"F","1 x Emergency Diesel Gen. - Deutz F6L912 - 4-stroke 6-cyl. 100mm x 120mm bore/stroke 66mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",17.3,"Bulk Carrier"
15243517,6,,,,,,"International",,,,,,,23,17,7,26,,27,,,,,,,,1,,,2.4,3.5,,,"1 x Boiler, Composite - Aalborg","F",,14.85,"Bulk Carrier"
15243641,9,,,,,,"International",,,,,,,1,11,7,1,8,,5,6,14,2,45,,,,,,4,6,,,"1 x Boiler, Oil/Gas fired - Kangrim -  at 8 bar, 1 x Boiler, Exhaust Heated - Kangrim at 12 bar","S",,24.1,"Bulk Carrier"
15243775,9,,,,,,"International",,,,,10,5,,,20,,9,,3,,36,,13,4,,,,,,,,,"1 x Boiler, Oil/Gas fired - Kangrim -  28.90 m2 at 8 bar, 1 x Boiler, Exhaust Heated - Kangrim at 12 bar","S",,24.1,"Bulk Carrier"
15244277,5,,,,,,"International",,,,,7,,2,28,13,,7,,,,30,,13,,,,,,1.5,3.5,,,,"Folding",,16.9,"Bulk Carrier"
15244693,5,,,,,,"International",,,,"Asia",,,,,,,,,,,49,,51,,,,,,,,,,,"F","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s)",17,"Bulk Carrier"
15244727,5,"1 x Exhaust Scrubber - SOx - ContiOcean",,,,,"International",,,,,9,,8,27,12,11,4,8,,,19,,3,,,,,,,,,,"1 x Boiler, Composite - Osaka Boiler at 7 bar","Hyd. Folding","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",17,"Bulk Carrier"
15245229,7,,,,,,"International",,,,,9,,,19,8,,14,,1,,28,,18,3,,,,3,,,,,,"S",,19.3,"Bulk Carrier"
15245353,7,,,,,,"International",,,,,11,,,10,4,2,8,7,6,10,30,1,9,2,,,,,,,,,,"S",,19.3,"Bulk Carrier"
15245487,7,,,,,,"International",,,,,,,,12,6,,14,,,,29,16,14,9,,,,,,,,,,"S","1 x Emergency Diesel Gen. - Deutz4-stroke  driving 1 x AC generator(s)",19.3,"Bulk Carrier"
15245511,9,"1 x Exhaust Scrubber - SOx - Bilfinger Noell GMBH",,,,,"International",,,,,,,,5,5,,7,,14,,37,,32,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 60Hz",24.15,"Bulk Carrier"
15245645,9,"1 x Exhaust Scrubber - SOx - Bilfinger Noell GMBH",,,,,"International",,,,,,,,,5,,16,,10,,36,,34,,,,,,,,,,,"S","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 60Hz",24.15,"Bulk Carrier"
15247931,5,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,100,,,,,,,,2,4,,,"1 x Boiler, Composite - Miura","F","1 x Emergency Diesel Gen. - Deutz4-stroke  driving 1 x AC generator(s)",17.3,"Bulk Carrier"
15248017,5,,,,,,"International",,,,,,,,,,,,,,47,,42,11,,,,,,,,,,,"F",,17.3,"Bulk Carrier"
15248141,5,,,,,82.06,"National",,"Indonesia","South East Asia","Asia",,,,,,,,,,,,,100,,,,,,,,,,,"F","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 388ekW total, (485kVA total)",17.62,"Bulk Carrier"
15248275,5,,,,,82.59,"National",,"Indonesia","South East Asia","Asia",,,,,,,,,,,,,100,,,,,,2.9,5.7,,,,"F",,17.62,"Bulk Carrier"
15249519,9,,,,,,"International",,,,,,,,4,4,0,7,,15,,22,,47,,,,,,,,,,"1 x Boiler, Composite - Osaka Boiler OVS2 at 7.28 bar","S",,24.5,"Bulk Carrier"
15249643,9,,,,,,"International",,,,,,,,11,12,,12,12,13,4,13,4,19,,,,,,,,,,"1 x Boiler, Composite - Osaka Boiler OVS2 at 7.28 bar","S",,24.5,"Bulk Carrier"
15249777,5,,,,,,"International",,,,,,,12,26,31,13,,17,,,,,,,,,,,2.5,4.5,,,,"F",,14.33,"Bulk Carrier"
15249801,5,,,,,,"International",,,,,1,,2,39,11,16,0,11,,2,4,2,9,2,,,0.1,0.1,2.5,4.5,,,"1 x Boiler, Composite - Aalborg at 7 bar","F","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) 450V at 60Hz",14.33,"Bulk Carrier"
15249935,5,,,,,,"International",,,,"Asia",,,,,,,,,,,60,,,40,,,1.5,1.5,2.5,4.5,,,,"F",,14.33,"Bulk Carrier"
15250081,5,,,,,,"International",,,,,,,,20,7,17,,2,7,5,4,15,23,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Aalborg -  at 7 bar","F","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",14.33,"Bulk Carrier"
15250249,9,,,,,,"International",,,,"Asia",,,,,,,,,20,,50,,30,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Kangrim -  at 8 bar, 1 x Boiler, Exhaust Heated - Kangrim at 12 bar","S",,24.1,"Bulk Carrier"
15250373,9,,,,,,"International",,,,,,,10,18,10,0,13,3,3,2,21,2,18,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Kangrim -  at 8 bar, 1 x Boiler, Exhaust Heated - Kangrim at 7 bar","S",,24.1,"Bulk Carrier"
14936489,6,,,,,,"International",,,,"Asia",,,,,,,,,,,77,,23,,,,,,,,,,,,,16.1,"Bulk Carrier"
14936647,5,,,,,,"International",,,,"Asia",,,,,,,,,8,,41,,51,,,,,,,,,,,"F",,17,"Bulk Carrier"
14936771,7,,,,,,"International",,,,,,,,5,4,,8,26,,31,10,5,12,,,,,,,,,,,"S",,19.64,"Bulk Carrier"
14936805,7,,,,,,"International",,,,,,,,13,8,,14,,2,31,5,3,25,,,,,,,,,,,"S",,19.64,"Bulk Carrier"
14936939,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"F",,17.2,"Bulk Carrier"
14937015,5,,,,,,"International",,,,,,,,,8,11,,60,,12,0,6,3,,,,,,,,,,,"F",,17.2,"Bulk Carrier"
14937307,5,,,,,,"International",,,,,,,,,,,,,,,15,50,35,,,,1.6,1.6,1.7,3,,,"1 x Boiler, Composite - Aalborg Aalborg GCS-22ST",,"1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,500rpm driving 1 x AC generator(s) at 50Hz",16.4,"Bulk Carrier"
14937431,5,,,,,,"Regional",,,"Australasia","Asia",,,,,,,,,100,,,,,,,,,,,,,,"1 x Boiler, Composite - Aalborg",,"1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,500rpm driving 1 x generator(s)",16.4,"Bulk Carrier"
14937565,5,,,,,,"International",,,,,7,,13,18,2,,7,25,,11,7,3,6,1,,,,0.2,2,3.5,,,,,,13.5,"Bulk Carrier"
14950135,7,,,,,,"International",,,,"Asia",,,,1,3,,3,,9,,38,,43,3,,,,,,,,,"1 x Boiler, Composite","S",,18.9,"Bulk Carrier"
14950269,2,,,,,,"International",,,,"Asia",,,,,,,,,,,59,,,41,,,,,,,,,,"F",,13.5,"Bulk Carrier"
14950393,5,,,,,,"International",,,,,28,,59,12,,,,,,,,,,,,,,,,,,,,"F","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s)",14.8,"Bulk Carrier"
14950427,5,,,,,,"International",,,,,,,51,6,11,23,,10,,,,,,,,,,,,,,,"1 x Boiler, Composite - Osaka Boiler OVS2","F","1 x Emergency Diesel Gen. - 4-stroke 313mkW total driving 1 x AC generator(s)",14.8,"Bulk Carrier"
14916999,5,,,,,,"International",,,,,,,,,0,23,1,10,,11,26,18,11,,,,,,,,,,,"F",,17,"Bulk Carrier"
14917075,5,,,,,,"International",,,,,,,,,,,,,,16,10,25,49,,,,,,1.2,5,,,"1 x Boiler, Oil/Gas fired - Osaka Boiler -  at 6.90 bar","Folding","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 380ekW total, (475kVA total)",16.9,"Bulk Carrier"
14917109,5,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,100,,,,,,,,,,,,,,,18.5,"Bulk Carrier"
14935695,5,,,,,,"International",,,,,,,,21,29,3,,47,,,,,,,,,1.2,1.2,,,,,,"Folding",,13.5,"Bulk Carrier"
14935729,5,,,,,,"International",,,,,,,28,18,14,6,,34,,,,,,,,,1.5,1.5,2.5,3.6,,,"1 x Boiler, Composite",,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s)",13.5,"Bulk Carrier"
14935853,5,,,,,,"International",,,,,,,,37,9,11,,43,,,,,,,,,,,,,,,,,,13.5,"Bulk Carrier"
14935987,5,,,,,,"International",,,,,,,,21,29,41,,9,,,,,,,,,,,,,,,"1 x Boiler, Exhaust Heated - Osaka Boiler at 7 bar",,"1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s)",13.5,"Bulk Carrier"
14951929,7,,,,,,"International",,,,,,,,9,2,,4,,,,46,2,39,,,,2,2,,,2,,,"S",,19.3,"Bulk Carrier"
14952005,7,,,,,,"International",,,,,17,4,14,0,4,0,1,13,9,15,11,5,8,1,,,2,2,,,2,,,"S",,19.3,"Bulk Carrier"
14952139,10,"1 x Exhaust Scrubber - SOx",,,,,"International",,,,,,,,11,17,,19,,5,,18,,29,,,,,,5.4,8.3,,,,"S",,24.3,"Bulk Ore Carrier"
14958557,5,,,,,,"International",,,,"Asia",,,,,,,,,92,,4,,4,,,,,,,,,,"1 x Boiler, Composite - Tortoise MKSC - 28.05m2 at 6.90 bar","F","1 x Emergency Diesel Gen. - Deutz BF6L913C - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 82mkW total at 1,800rpm driving 1 x AC generator(s) at 72ekW total, (90kVA total) 450V at 60Hz",16.47,"Bulk Carrier"
14958849,5,,,,,,"International",,,,,6,,17,7,17,10,9,20,,2,5,,7,,,,,,2,4.5,,,"1 x Boiler, Composite - Osaka Boiler - 112m2 at 6 bar","Folding","1 x Emergency Diesel Gen. - Deutz F6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 64mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",16.9,"Bulk Carrier"
14962817,4,,,,,,"International",,,,"Asia",,,,,,,,,,,63,,37,,,,,,,,,,,,,18.1,"Bulk Carrier"
14950719,5,,,,,,"International",,,,"Asia",,,,,,,,,,,62,,30,9,,,,,,,,,,"F","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s)",17,"Bulk Carrier"
14950843,5,,,,,,"International",,,,,,,,,,,,,,,1,94,5,,,,,,,,,,,"F","1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s)",17,"Bulk Carrier"
