"Listing"

"WFR Listing"
"Created 09 March 2022 20:11"


"CVN","IMO Number","MMSI (Maritime Mobile Service Identity)","Type at Sale","Name at Sale","Dwt","Built","Builder","En. Bloc.","En. Bloc. No.","Sale Date","Currency","Price (Sale)","Buyers","Buyer Country/Region","Sellers","Seller Country/Region","Old Type","Demo Location","Year Rebuilt Convert","LDT","Demo $/LDT","Contract Date","Demo Date","Price (NB)","Currency (NB)","TEU","Sale Teu Total Cap","Capacity (cu m)","Sale Dwt Tonnes","Sale Gt","Vessel Age At Sale"
15458355,9294173,229734000,"Container","Iseaco Horizon",39421,2005,"Hyundai Mipo",,,"06-Oct-2021","USD",41.5,"Clients of CMA CGM","France","Iseaco Holdings Pte","Singapore",,,,,,"16-May-2003",,,,2826,2826,,39421,27789,15
16121612,9491604,470192000,"Container","Vega Virgo",11500,2011,"Zhejiang Yangfan",,,"06-Oct-2021","USD",18.5,"Clients of Abu Dhabi Ports","U.A.E.","Vega Reederei","Germany",,,,,,"01-Oct-2007",,,,960,960,,11500,9981,9
13270425,9238698,636021289,"Container","Repulse Bay",17350,2003,"Jiangsu Yangzijiang",,,"01-Oct-2021",,,"Clients of Conbulk","Greece","Lubeca Marine","Germany",,,,7098,,"29-Aug-2000",,,,1209,1209,,17350,15150,18
15692443,9320685,636021321,"Container","Ute",65695,2007,"Hyundai HI (Ulsan)",,,"01-Oct-2021",,,"Clients of Maersk","Denmark","Stefan Patjens","Germany",,,,,,"12-Mar-2004",,,,5041,5041,,65695,53481,14
15407487,9277395,255784000,"Container","Helga",8622,2003,"J. J. Sietas",,,"01-Oct-2021",,,"Clients of Boluda Lines","Spain","Holwerda Shipmgmt","Netherlands",,,,4478,,"01-Jul-2002",,,,822,822,,8622,7519,18
16050174,9404728,,"Container","Lantau Bride",12828,2008,"Dae Sun Shipbuilding",,,"01-Oct-2021",,,"Asiatic Lloyd","Germany","Lantau Shipping Co","Germany",,,,,,"31-Jul-2006",,24.6,"$m",1049,1049,,12828,9610,13
16139125,9491628,229786000,"Container","Nefeli",23265,2011,"Guangzhou Wenchong",,,"01-Oct-2021","USD",29,"Clients of CMA CGM","France","Cosmoship Management","Greece",,,,,,"01-Dec-2007",,,,1740,1740,,23265,18321,10
12876909,9105968,563075940,"Container","SOL Bangladesh",23041,1995,"Szczecin Shipyard",,,"01-Oct-2021",,,"Clients of PSA Marine","Singapore","Straits Orient Line","U.A.E.",,,,7794,,"28-Mar-1994",,,,1728,1728,,23041,16500,25
16051076,9415296,636021356,"Container","Victor",38636,2008,"Stocznia Gdansk",,,"01-Oct-2021",,,"Clients of MSC","Italy","Horst Zeppenfeld","Germany",,,,,,"17-Aug-2006",,,,2650,2650,,38636,32269,13
13250935,9232395,538008068,"Container","Atlantic Flosta",33650,2002,"Volkswerft",,,"30-Sep-2021","USD",20,"Clients of MSC","Switzerland","Nomikos Transworld","Greece",,,,,,"12-May-2000",,32,"$m",2546,2546,,33650,25624,19
16090404,9415844,636021306,"Container","RDO Concert",85824,2009,"Hyundai HI (Ulsan)",,,"30-Sep-2021","USD",105,"Clients of OM Maritime","Singapore","D. Oltmann","Germany",,,,,,"08-Jun-2007",,,,6969,6969,,85824,75604,11
15989367,9349629,,"Container","Tongva",53592,2008,"Hyundai Mipo",,,"28-Sep-2021",,,"Undisclosed interests","Unknown","Borealis Maritime","United Kingdom",,,,,,"04-Mar-2005",,68,"$m",4363,4363,,53592,42020,12
13271477,9239733,352898818,"Container","Milan Trader",33900,2002,"Thyssen Nordsee",,,"28-Sep-2021","USD",33,"Undisclosed interests","Unknown","Lomar Shipping","Greece",,,,,,"15-Sep-2000",,31,"$m",2452,2452,,33900,26200,19
16104844,9449869,255806096,"Container","AS Riccarda",21206,2012,"Zhejiang Ouhua SB",,,"27-Sep-2021","USD",24,"Clients of MSC","Italy","MPC Container Ships","Germany",,,,,,"01-Jul-2005",,,,1496,1496,,21206,17068,9
16329252,9817901,563150700,"Container","Filia T",23430,2019,"Jiangsu New YZJ",,,"27-Sep-2021","USD",41,"Clients of Wan Hai Lines","Taiwan","Lomar Shipping","Greece",,,,,,"12-Aug-2016",,,,1774,1774,,23430,18867,2
16266177,9719862,636021266,"Container","Cape Chronos",79329,2015,"HHIC-Phil (Subic SY)",,,"27-Sep-2021","USD",132.5,"Clients of OM Maritime","Singapore","Cape Shipping","Greece",,,,,,"28-Oct-2013",,,,6882,6882,,79329,70704,6
16045925,9400136,538009602,"Container","OEL Badrinath",63300,2009,"Daewoo (DSME)",,,"24-Sep-2021",,,"Undisclosed interests","Unknown","Transworld Group","U.A.E.",,,,,,"30-Jun-2006",,70,"$m",4892,4892,,63300,50963,12
13199267,9238882,636020949,"Container","Alion",16742,2002,"Jurong Shipyard",,,"20-Sep-2021",,,"Clients of MSC","Italy","Merman Maritime Co","Greece",,,,6736,,"01-Sep-2000",,,,1078,1078,,16742,13764,19
15758611,9326823,636018732,"Container","Emden",33870,2006,"Hyundai HI (Ulsan)",,,"20-Sep-2021",,,"Clients of MSC","Italy","XT Shipping","Israel",,,,,,"28-May-2004",,42,"$m",2546,2546,,33870,26836,15
12930173,9131060,533132142,"Container","Heung-A Singapore",10354,1996,"HHIC (Yeongdo)",,,"16-Sep-2021",,,"Clients of MTT Shipping","Malaysia","Heung-A Line","South Korea",,,,,,"15-Mar-1995",,,,650,650,,10354,8213,25
16042290,9396696,229595000,"Container","Anne Sibum",13200,2007,"SSW Fahr",,,"15-Sep-2021",,,"Clients of CMA CGM","France","Songa Container AS","Germany",,,,,,"18-May-2006",,,,1036,1036,,13200,10585,14
16137897,9403396,636020198,"Container","MP The Brown*",52316,2009,"HHIC-Phil (Subic SY)",,6403.01,"15-Sep-2021","USD",64,"Clients of MSC","Italy","MPF DE","United States",,,,15927,,"31-Dec-2007",,,,4308,4308,,52316,40741,11
16137884,9401776,255793000,"Container","MP The Law*",52316,2009,"HHIC-Phil (Subic SY)",,6403.02,"15-Sep-2021","USD",64,"Clients of MSC","Italy","MPF DE","United States",,,,15927,,"31-Dec-2007",,,,4308,4308,,52316,40741,11
15334453,9286231,636092929,"Container","Conti Everest",101662,2004,"Hyundai HI (Ulsan)",,,"15-Sep-2021","USD",78,"Clients of MSC","Italy","Conti Reederei","Germany",,,,,,"18-Oct-2002",,,,8189,8189,,101662,88600,17
16015328,9357107,636021302,"Container","Georgia Trader",30608,2007,"Aker Ostsee",,,"10-Sep-2021",,,"Clients of MSC","Italy","Lomar Shipping","Greece",,,,10256,,"20-May-2005",,,,2122,2122,,30608,22801,13
15287045,9282168,636019515,"Container","Boston Trader",12900,2004,"Damen Okean",,,"10-Sep-2021","USD",17,"Undisclosed interests","Unknown","Lomar Shipping","Greece",,,,,,"05-Jul-2002",,,,1083,1083,,12900,9800,17
15595827,9307059,371519000,"Container","Leo Paramount",72968,2005,"Koyo Dock",,,"09-Sep-2021",,,"Undisclosed interests","Unknown","Tokei Kaiun","Japan",,,,,,"01-Oct-2003",,,,6350,6350,,72968,71902,15
13267409,9236444,636021412,"Container","Robert Rickmers",23067,2003,"Szczecin Shipyard",,,"08-Sep-2021","USD",20,"Clients of MSC","Switzerland","Zeaborn Ship Mgmt","Germany",,,,,,"31-Jul-2000",,,,1728,1728,,23067,16802,18
16011320,9357872,636020153,"Container","Piraeus Trader",23732,2006,"Guangzhou Wenchong",,,"07-Sep-2021","USD",25.5,"Clients of Euroseas","Greece","Lomar Shipping","Greece",,,,,,"01-Mar-2005",,,,1740,1740,,23732,18480,14
13245207,9231262,636018242,"Container","E.R. Sweden",68024,2002,"Samsung HI",,,"06-Sep-2021","USD",40,"Clients of Mount Street","United Kingdom","Zeaborn Ship Mgmt","Germany",,,,24453,,"14-Apr-2000",,,,5590,5590,,68024,65792,18
16013711,9354375,210744000,"Container","ARA Atlantis",11435,2007,"J. J. Sietas",,,"03-Sep-2021",,,"Clients of Sea Consortium","Singapore","ARA Ship Mgmt","Netherlands",,,,,,"03-May-2005",,,,868,868,,11435,9962,14
16366402,9862736,563122300,"Container","Feeder 1",23250,2021,"COSCO HI (Guangdong)",,,"03-Sep-2021","USD",39,"Undisclosed interests","Unknown","Pelayaran Meratus","Indonesia",,,,,,"01-Dec-2018",,,,1762,1762,,23250,19235,0
14953215,9259381,636021139,"Container","Tanto Nusantara",33232,2003,"Naikai Zosen Setoda",,,"03-Sep-2021",,,"Clients of MSC","Italy","Tanto Intim Line","Indonesia",,,,,,"04-Jul-2001",,,,2495,2495,,33232,27227,18
15822439,9330264,352898711,"Container","JSP Levante",13632,2006,"Taizhou Kouan SB",,,"02-Sep-2021",,,"Clients of MSC","Italy","Lubeca Marine","Germany",,,,5388,,"20-Aug-2004",,19,"$m",1080,1080,,13632,9966,14
15317593,9318773,210731000,"Container","Elke",11023,2005,"CSC Qingshan SY",,,"02-Sep-2021",,,"Clients of MSC","Italy","Jens & Waller KG","Germany",,,,5610,,"20-Sep-2002",,,,956,956,,11023,9701,16
16058909,9418377,229479000,"Container","GH Leste",42454,2010,"Howaldtswerke Werft",,,"02-Sep-2021",,,"Clients of CMA CGM","France","Celsius Shipping","Denmark",,,,13679,,"02-Nov-2006",,,,3426,3426,,42454,36087,11
14658325,9246683,229635000,"Container","Letavia",41802,2005,"Szczecin Shipyard",,,"02-Sep-2021",,,"Clients of CMA CGM","France","Hammonia Reederei","Germany",,,,15407,,"28-Apr-2003",,,,3091,3091,,41802,35881,16
16029154,9395068,229633000,"Container","AS Federica",18700,2007,"Zhejiang Ouhua SB",,,"02-Sep-2021",,,"Clients of CMA CGM","France","MPC Container Ships","Germany",,,,,,"06-Jan-2006",,,,1296,1296,,18700,15375,14
13213169,9237503,210315000,"Container","Songa Lion",42200,2004,"Szczecin Shipyard",,,"01-Sep-2021",,,"Clients of FESCO","Russia","Songa Container AS","Germany",,,,,,"31-Aug-2000",,,,3091,3091,,42200,35881,16
12819519,9059121,636021104,"Container","Wan Hai 213",23791,1993,"Naikai Innoshima",,,"01-Sep-2021",,,"Clients of Culines","China P.R.","WHL","Taiwan",,,,,,,,,,1368,1368,,23791,17138,27
15725497,9321031,538009831,"Container","MOL Prosperity",72968,2006,"Koyo Dock",,,"01-Sep-2021",,,"Clients of Oceonix Services Ltd","United Kingdom","Mitsui OSK Lines","Japan",,,,,,"26-Apr-2004",,,,6350,6350,,72968,71902,14
13274423,9239903,,"Container","AS Pamira",34414,2002,"SSW Fahr",,,"01-Sep-2021",,,"Clients of MSC","Italy","MPC Container Ships","Germany",,,,11842,,"28-Sep-2000",,,,2496,2496,,34414,27322,18
15382791,9287924,,"Container","MP The Edelman*",67550,2005,"HHIC (Yeongdo)",,6392.01,"01-Sep-2021","USD",242,"Clients of MSC","Switzerland","MPF DE","United States",,,,,,"04-Feb-2003",,45,"$m",5060,5060,,67550,54214,16
15382825,9289960,255792000,"Container","MP The Gronk*",67550,2005,"HHIC (Yeongdo)","#",6392.02,"01-Sep-2021",,,"Clients of MSC","Switzerland","MPF DE","United States",,,,,,"12-Mar-2003",,45,"$m",5060,5060,,67550,54214,16
15382959,9289972,,"Container","MP The Brady*",67550,2005,"HHIC (Yeongdo)","#",6392.03,"01-Sep-2021",,,"Clients of MSC","Switzerland","MPF DE","United States",,,,,,"12-Mar-2003",,45,"$m",5060,5060,,67550,54214,16
13245173,9231250,636018240,"Container","E.R. Denmark",68025,2002,"Samsung HI",,,"01-Sep-2021","USD",43.5,"Undisclosed interests","Unknown","Zeaborn Ship Mgmt","Germany",,,,24504,,"14-Apr-2000",,,,5590,5762,,68025,66300,19
13275767,9238791,538009601,"Container","OEL Jumeirah",50500,2003,"Samsung HI",,,"01-Sep-2021",,,"Clients of Celsius Shipping","Denmark","TW Ship Mng","U.A.E.",,,,16511,,"06-Oct-2000",,,,4250,4250,,50500,39800,17
12949517,9129469,275524000,"Container","Atlantic Coast",7850,1996,"J. J. Sietas",,,"01-Sep-2021",,,"Baltnautic Shipping","Lithuania","Oost Atlantic Line","Netherlands",,,,3617,,"14-Jul-1995",,,,660,660,,7850,6326,25
15692319,9317937,255790000,"Container","MP The Belichick*",65695,2006,"Hyundai HI (Ulsan)","#",6392.04,"01-Sep-2021",,,"Clients of MSC","Switzerland","MPF DE","United States",,,,,,"12-Mar-2004",,,,5044,5041,,65695,53481,14
16060636,9430064,304304000,"Container","Hunze Trader",8524,2008,"Zhejiang Yangfan",,,"01-Sep-2021",,,"Clients of Crowley Maritime","United States","Rass Reederei","Germany",,,,,,"01-Jan-2006",,,,704,704,,8524,7170,12
16300701,9768760,414247000,"Container","Zhong Wai Yun Bo Hai",71199,2017,"Shanghai Shipyard",,,"31-Aug-2021","RMB",314.84,"Chinese interests","China P.R.","Sunnyexpress Co Ltd","China P.R.",,,,,,"05-Jan-2015",,,,4000,4000,,54000,44426,4
16216848,9642069,413377720,"Container","Zhong Wai Yun Fu Zhou",27390,2013,"CSC Qingshan SY",,,"31-Aug-2021","RMB",111.87,"Chinese interests","China P.R.","Sunnyexpress Co Ltd","China P.R.",,,,,,"11-Aug-2011",,,,1704,1704,,27390,19309,7
16216835,9642057,413377710,"Container","Zhong Wai Yun Nan Jing",27360,2013,"CSC Qingshan SY",,,"31-Aug-2021","RMB",113.91,"Chinese interests","China P.R.","Sunnyexpress Co Ltd","China P.R.",,,,,,"11-Aug-2011",,,,1704,1704,,20000,19500,8
15822989,9330240,636021079,"Container","Vega Sigma",13760,2007,"CSC Qingshan SY",,,"26-Aug-2021","USD",15,"Clients of MSC","Italy","Vega Reederei","Germany",,,,,,"20-Aug-2004",,,,1118,1118,,13760,9940,13
12963713,9136230,356886000,"Container","Xiang Shun",13250,1997,"YVC Ysselwerf",,,"26-Aug-2021","USD",5.8,"Clients of Sinokor Merchant","South Korea","Sofast Shipping","China P.R.",,,,4672,,"20-Oct-1995",,,,1050,1050,,13250,9191,24
13268877,9236224,636021153,"Container","Okee Ann Mari",23580,2002,"Guangzhou Wenchong",,,"25-Aug-2021","USD",20,"Clients of MSC","Italy","OKEE Maritime GmbH","Germany",,,,,,"15-Aug-2000",,,,1740,1740,,23580,18335,18
16058688,9419668,563145100,"Container","Busan Trader",34578,2009,"STX SB (Jinhae)",,,"24-Aug-2021","USD",35,"Clients of NPDL","United States","Lomar Shipping","Greece",,,,,,"31-Oct-2006",,,,2664,2664,,34578,27051,11
15730259,9322475,247188100,"Container","Ital Libera*",67986,2007,"HHIC (Yeongdo)","#",6388.02,"23-Aug-2021",,,"Clients of CMA CGM","France","Niki Shpg Co Inc","Greece",,,,,,"30-Apr-2004",,65,"$m",5090,5090,,67986,54152,14
15730125,9322463,229705000,"Container","Ital Laguna*",68038,2006,"HHIC (Yeongdo)","#",6388.04,"23-Aug-2021",,,"Clients of CMA CGM","France","Niki Shpg Co Inc","Greece",,,,,,"30-Apr-2004",,65,"$m",5090,5090,,68038,54152,14
15730383,9322487,247190800,"Container","Ital Lirica*",68138,2007,"HHIC (Yeongdo)","#",6388.03,"23-Aug-2021",,,"Clients of CMA CGM","France","Niki Shpg Co Inc","Greece",,,,,,"30-Apr-2004",,65,"$m",5090,5090,,68138,54152,14
15730417,9322499,247206900,"Container","Ital Lunare*",68009,2007,"HHIC (Yeongdo)",,6388.01,"23-Aug-2021",,,"Clients of CMA CGM","France","Niki Shpg Co Inc","Greece",,,,,,"30-Apr-2004",,65,"$m",5090,5090,,68009,54152,14
13242969,9227285,,"Container","Xin Feng Yangzijiang",50200,2002,"Samsung HI",,,"23-Aug-2021","USD",30,"Clients of MSC","Italy","Trawind Shipping","China P.R.",,,,,,"29-Feb-2000",,,,3739,3739,,50200,40085,19
14674659,9253014,636021150,"Container","Cordelia",39421,2003,"Hyundai Mipo",,,"23-Aug-2021","USD",39,"Clients of MSC","Italy","MPC Container Ships","Germany",,,,11887,,"07-Mar-2001",,,,2824,2824,,39421,27779,17
15940889,9347267,636020226,"Container","San Antonio",28202,2008,"Hyundai Mipo",,,"23-Aug-2021","USD",32.5,"Clients of Seaboard Marine","United States","Reederei C-P Offen","Germany",,,,,,"14-Feb-2005",,,,1819,1819,,28202,22914,13
16022418,9377705,440075000,"Container","Cala Pinguino",21150,2007,"Imabari SB (Imabari)",,,"18-Aug-2021","USD",24,"Clients of Sinokor Merchant","South Korea","Tanto Intim Line","Indonesia",,,,8111,,"02-Sep-2005",,,,1577,1577,,21150,17518,14
16079562,9440306,255805852,"Container","GH Meltemi",41253,2010,"Guangzhou Wenchong",,,"18-Aug-2021","USD",35,"Clients of MSC","Switzerland","Celsius Shipping","Denmark",,,,,,"05-Apr-2007",,50,"$m",2758,2758,,41253,35878,10
12975079,9146297,370014000,"Container","Heung-A Jakarta*",10301,1997,"HHIC (Yeongdo)",,6384.01,"12-Aug-2021","USD",5.5,"Clients of Straits Orient Lines","Singapore","Heung-A Line","South Korea",,,,,,"15-Nov-1995",,17.33,"$m",653,653,,10301,8299,23
12974993,9146285,370012000,"Container","Heung-A Manila*",10322,1997,"HHIC (Yeongdo)",,6384.02,"12-Aug-2021","USD",5.5,"Clients of Straits Orient Lines","Singapore","Heung-A Line","South Korea",,,,,,"15-Nov-1995",,17.33,"$m",650,650,,10322,8299,24
16017364,9358890,,"Container","Jett",17044,2007,"Shandong Weihai SY",,,"10-Aug-2021","USD",19.25,"Undisclosed interests","Unknown","Unknown","Unknown",,,,,,"10-Jun-2005",,28,"$m",1304,1304,,17044,15633,14
14633919,9241463,,"Container","Corcovado",33900,2003,"Aker MTW Werft",,,"10-Aug-2021",,,"MSC","Italy","Synergy Marine Ltd","Cyprus",,,,,,"21-Nov-2000",,,,2478,2478,,33900,25407,17
13004749,9147227,229442000,"Container","Hai Hua",12919,1999,"Santierul Naval",,,"10-Aug-2021","USD",7.4,"Clients of MSC","Italy","Qingdao Pengteng SM","China P.R.",,,,4842,,"22-Apr-1996",,,,1102,1102,,12919,9828,22
15970215,9348194,563139800,"Container","Gerrit Braren",24200,2006,"Aker Ostsee",,,"10-Aug-2021","USD",25,"Clients of Sea Consortium","Singapore","Rord Braren","Germany",,,,,,"10-Feb-2005",,52.6,"$m",1706,1706,,24200,17850,15
12795033,9014119,352980771,"Container","Vania",12839,1992,"Shin Kurushima",,,"01-Aug-2021",,,"Awat Hama Ali","U.A.E.","Trans Victoria","U.A.E.",,,,3732,,,,,,700,700,,12839,8570,29
15620875,9302956,636019063,"Container","Cosmos",34600,2006,"STX SB (Jinhae)",,,"30-Jul-2021","USD",33,"CMA CGM","France","Tufton","United Kingdom",,,,,,"30-Oct-2003",,,,2602,2602,,34600,26671,14
16017843,9360271,255799000,"Container","Cape Mayor",37909,2007,"Aker Ostsee",,,"29-Jul-2021",,,"Clients of MSC","Italy","Columbia Shipmgmt","Germany",,,,11507,,"20-Jun-2005",,51.57,"$m",2741,2741,,37909,28007,13
15973003,9348857,538009749,"Container","Cape Mahon",37570,2007,"Aker Ostsee",,,"29-Jul-2021","USD",38,"Clients of TS Lines","Taiwan","Columbia Shipmgmt","Germany",,,,11507,,"14-Feb-2005",,,,2742,2742,,37570,28007,13
15860707,9347968,352001102,"Container","JJ Sky",13760,2006,"Sinopacific Dayang",,,"29-Jul-2021","USD",15,"Clients of Sinokor Merchant","South Korea","Shanghai Jinjiang","China P.R.",,,,,,"08-Oct-2004",,20,"$m",1114,1114,,13760,9948,14
16066933,9433157,636021249,"Container","Jennifer Schepers",25884,2009,"Taizhou Kouan SB",,,"27-Jul-2021","USD",21,"Clients of MSC","Switzerland","HS Schiffahrts","Germany",,,,,,"11-Jan-2007",,,,1795,1795,,25884,21018,11
15374859,9292151,636021323,"Container","Maine Trader",66762,2004,"HHIC (Yeongdo)",,,"27-Jul-2021","USD",54,"Undisclosed interests","Unknown","Lomar Shipping","Greece",,,,,,"31-Dec-2002",,1,,4992,4992,,66762,53500,16
15653831,9312652,248269000,"Container","Anassa",23508,2006,"Guangzhou Wenchong",,,"27-Jul-2021","USD",20,"Clients of CMA CGM","France","Astra Shipmgmt","Greece",,,,,,"19-Dec-2003",,,,1732,1732,,23508,18160,14
15668727,9315343,538009605,"Container","Dong Cheng Bi Hai*",46288,2007,"STX SB (Jinhae)",,6375.01,"21-Jul-2021","USD",88,"Clients of A.P. Moller","Denmark","Taizhou Dongcheng","China P.R.",,,,15234,,"16-Jan-2004",,,,3586,3586,,46288,38320,14
15668851,9315355,538009604,"Container","Dong Cheng Hao Hai*",46288,2007,"STX SB (Jinhae)","#",6375.02,"21-Jul-2021",,,"Clients of A.P. Moller","Denmark","Taizhou Dongcheng","China P.R.",,,,15234,,"16-Jan-2004",,,,3586,3586,,46288,38320,14
15454807,9294991,636021155,"Container","Northern Jade*",108106,2005,"Daewoo (DSME)",,6372.01,"19-Jul-2021","USD",85,"Clients of MSC","Italy","Northern Shipping","Germany",,,,,,"10-Jun-2003",,,,8814,8814,,108106,94483,15
15454773,9294989,636021151,"Container","Northern Julie*",107500,2005,"Daewoo (DSME)",,6372.02,"19-Jul-2021","USD",85,"Clients of MSC","Italy","Northern Shipping","Germany",,,,,,"10-Jun-2003",,,,8814,8814,,107500,94483,16
16255100,9694567,538005747,"Container","Maersk Euphrates*",65165,2014,"HHIC-Phil (Subic SY)","#",6371.03,"19-Jul-2021",,,"Clients of Danaos Shipping","Greece","Oaktree Capital","United States",,,,,,"11-Apr-2013",,,,5466,5466,,65165,51872,6
16255139,9694593,538005750,"Container","Wide Hotel*",65152,2015,"HHIC-Phil (Subic SY)","#",6371.04,"19-Jul-2021",,,"Clients of Danaos Shipping","Greece","Oaktree Capital","United States",,,,,,"11-Apr-2013",,,,5466,5466,,65152,51872,6
16255063,9694529,538005624,"Container","Wide Alpha*",65152,2014,"HHIC-Phil (Subic SY)",,6371.01,"19-Jul-2021","USD",260,"Clients of Danaos Shipping","Greece","Oaktree Capital","United States",,,,,,"11-Apr-2013",,,,5466,5466,,65152,51872,7
16255076,9694531,538005625,"Container","Wide Bravo*",65152,2014,"HHIC-Phil (Subic SY)","#",6371.02,"19-Jul-2021",,,"Clients of Danaos Shipping","Greece","Oaktree Capital","United States",,,,,,"11-Apr-2013",,,,5466,5466,,65152,51872,7
16263792,9698252,538005751,"Container","Wide India*",65165,2015,"HHIC-Phil (Subic SY)","#",6371.05,"19-Jul-2021",,,"Clients of Danaos Shipping","Greece","Oaktree Capital","United States",,,,,,"18-Oct-2013",,,,5466,5466,,65165,51872,6
16263800,9698264,538005752,"Container","Wide Juliet*",65163,2015,"HHIC-Phil (Subic SY)","#",6371.06,"19-Jul-2021",,,"Clients of Danaos Shipping","Greece","Oaktree Capital","United States",,,,,,"18-Oct-2013",,,,5466,5466,,65163,51872,6
16194979,9603609,538005112,"Container","Ballenita*",34122,2013,"Jiangsu New YZJ","#",6366.03,"16-Jul-2021",,,"Undisclosed interests","Unknown","Torvald Klaveness","Norway",,,,,,"03-Sep-2010",,,,2542,2542,,34122,26412,7
16194982,9603611,538005224,"Container","Balsa*",34122,2013,"Jiangsu New YZJ","#",6366.02,"14-Jul-2021",,,"Undisclosed interests","Unknown","Torvald Klaveness","Norway",,,,,,"03-Sep-2010",,,,2542,2542,,34122,26412,7
16239605,9504607,538005308,"Container","Banak*",34067,2014,"Jiangsu New YZJ",,6366.01,"14-Jul-2021","USD",120,"Undisclosed interests","Unknown","Torvald Klaveness","Norway",,,,12212,,"01-Mar-2008",,,,2546,2546,,34067,26374,7
16194966,9603594,538005057,"Container","Balao*",34122,2013,"Jiangsu New YZJ","#",6366.04,"14-Jul-2021",,,"Undisclosed interests","Unknown","Torvald Klaveness","Norway",,,,,,"03-Sep-2010",,,,2542,2542,,34122,26412,8
