"Listing"

"WFR Listing"
"Created 09 March 2022 19:30"


"CVN","Builder","GT","Year Rebuilt Convert","Old Type","Main Bunker Capacity (m3)","TEU","FEU Total Cap","Launch Date","Operational Speed (knots)","TPC","NT","Owner Main Vessel Type","SOx Scrubber 1 Retrofit Date","Max TEU in Holds","Max TEU on Deck","Alternative Name","Ballast Cap (cu m)","Propulsor Detail","Crew Total No","Public Listed Company","Financial Lessor Owner","Alternative Fuel Types","Cargo Interests Company","State Interests Company","Private Equity Company","Joint Venture Company (Owner)","Hull No","Registered Owner Company","Group Owner Country/Region","Great Lakes Only","Call Sign","Age Scrapped","Fleet Type","Sister Vessel Code","Owner Size","Group Owner Nationality/Region"
13801009,"Kanasashi K.K.",18487,,,1870,1585,,"05-Sep-1991",,,9141,,,,,"Kyauk Phyu Star",,"1 x Propeller (Aft Centre) (mechanical), 100rpm",22,,,,,,,,"3260","Kyauk Phyu Star Pte. Ltd.","Singapore",,"D5JZ7",26.75,"Containerships",,,"Singapore"
13801425,"Shin Kurushima",16731,,,1803,1404,,,12.66,,8251,"Sub-Panamax Container",,,,"Meratus Medan 3",,"1 x Propeller (Aft Centre) (mechanical), 100rpm",21,,,,,,,,"2677",,"Indonesia",,"PMFX",,"Containerships",,"Very Large (51-100)","Indonesia"
13804347,"J. J. Sietas",5424,,,,422,,,10.67,,2480,,,210,212,"Valmiera",2305,"1 x CP Propeller (Aft Centre) (mechanical)",14,,"Y",,,,,,"903","Barri Shipping Ltd","Unknown",,"D6A2558",,"Containerships",,,"Unknown"
13805681,"Daedong Shipbuilding",3896,,,,357,,,10.33,,1566,"General Cargo",,138,219,"Joe1",,"1 x CP Propeller (Aft Centre) (mechanical), 210rpm",11,,,,,,,,"S-325","Deniz Navigation Corp","Romania",,"5VIH9",,"Containerships",,"Small (6-10) ","Romania"
13806217,"Shin Kurushima",17156,,,1983,1308,,"17-Sep-1991",,,8063,"Sub-Panamax Container",,,,"Cougar",,"1 x CP Propeller (Aft Centre) (mechanical), 105rpm",22,,,,,,,,"2713","Elise Maritime Co.","Greece",,"A8XI5",26.75,"Containerships",,"Small (6-10) ","Greece"
13810443,"Nobiskrug",2779,,,,242,,,16.74,,943,"General Cargo",,,,"West Ocean 2",,"1 x CP Propeller (Aft Centre) (mechanical)",13,,,,,,,,"702",,"Philippines",,"DUH3471",,"Containerships",,"Very Small (1-5) ","Philippines"
13810993,"Kagoshima Dock",2213,,,,168,82,,,,1279,"Offshore",,,,"Moshref",,"1 x CP Propeller (Aft Centre) (mechanical)",7,,,,,,,,"095",,"Iran",,"EPBO4",,"Containerships",,"Medium (11-20)","Iran"
13811237,"Kagoshima Dock",1839,,,,122,,,,,982,"Sub-Panamax Container",,,,"Hai De Li",,"1 x CP Propeller (Aft Centre) (mechanical)",9,,,,,,,,"094",,"Panama",,"3FLM3",,"Containerships",,"Very Small (1-5) ","Panama"
13812863,"Bremer Vulkan",37071,,,2661,3007,,"22-Jun-1991",15.3,,15889,"Container",,1334,1673,"MSC Shannon",19198,"1 x FP Propeller (Aft Centre) (mechanical), 83rpm",,,,,,,,,"91","Compania Naviera Shannon S.A.","Switzerland",,"HPRY",,"Containerships",,"Extra Large (100+)","Italy"
13812997,"Ast. de Huelva",1666,,,,100,,,,,875,"Sub-Panamax Container",,,,"Surya Samudra V",,"1 x Propeller (Aft Centre) (mechanical)",13,,,,,,,,"139",,"Indonesia",,"YGNU",,"Containerships",,"Very Small (1-5) ","Indonesia"
13821331,"Osaka SB Co",3927,,,,232,,,,,2365,"Container",,,,"Pemudi",,"1 x Propeller (Aft Centre) (mechanical)",20,,,,,,,,"392",,"Indonesia",,"YGOW",34.33,"Containerships",,"Very Large (51-100)","Indonesia"
13823177,"Dae Sun Shipbuilding",3550,,,,200,74,,9.52,,1225,"Diverse",,,,"E. Morning",,"1 x Propeller (Aft Centre) (mechanical)",20,,,,,,,,"SB345",,"North Korea",,"HMZD5",,"Containerships",,"Very Small (1-5) ","North Korea"
13823593,"Schlichting",7026,,,,605,273,,,,4206,"Diverse",,,,"Kum Rung 7",,"1 x CP Propeller (Aft Centre) (mechanical)",18,,,,,"Y",,,"1462",,"North Korea",,"HMYK8",,"Containerships",,"Very Small (1-5) ","North Korea"
13824837,"Bremer Vulkan",18037,,,1900,1799,,,,39.7,10484,"Container",,,,"Oriental Mutiara",,"1 x Propeller (Aft Centre) (mechanical), 123rpm",20,,,,,,,,"1083",,"Indonesia",,"PMYU",30.08,"Containerships",70326,"Very Large (51-100)","Indonesia"
13827175,"Singapore SB",5087,,,,451,206,,,,3228,"Container",,,,"Armada Sentani",,"1 x CP Propeller (Aft Centre) (mechanical)",17,,,,,,,,"165",,"Indonesia",,"YFTE",,"Containerships",,"Very Large (51-100)","Indonesia"
13832353,"J. J. Sietas",5796,,,,503,226,"21-Feb-1990",10.87,,3451,"Ferry",,194,,"Carina",2247,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",,,,,,,,,"1001","MSCO Global Ltd","Poland",,"J7AF4",,"Containerships",,"Small (6-10) ","Poland"
13833697,"J. J. Sietas",2765,,,,202,,,9.84,,1409,"Diverse",,,,"Arrow S",,"1 x Propeller (Aft Centre) (mechanical)",11,,,,,,,,"0669",,"Lebanon",,"5VAE3",,"Containerships",70917,"Very Small (1-5) ","Lebanon"
13833989,"Ast. Construcc.",3106,,,,235,100,,,,1872,"General Cargo",,116,119,"Alken Penang",874,"1 x Propeller (Aft Centre) (mechanical)",14,,,,,,,,"167",,"Indonesia",,"PMHU",,"Containerships",,"Large (21-50)","Indonesia"
13834065,"Van Der Werf",4944,,,,486,,,10.23,,1483,"Sub-Panamax Container",,,,"Explor",1325,"1 x FP Propeller (Aft Centre) (mechanical)",16,,,,,,,,"336","Blueflag Ltd Mai","Paraguay",,"5VIH3",,"Containerships",,"Very Small (1-5) ","Paraguay"
13836193,"CSBC (Kaohsiung)",6182,,,,443,205,,,,3319,,,,,"Chao Bai He",,"1 x CP Propeller (Aft Centre) (mechanical)",22,,,,,"Y",,,"105",,"China P.R.",,"BOJD",29.42,"Containerships",,,"China P.R."
13836777,"Odense Lindo",16982,,,1410,1367,,,12.79,,7449,"Post-Panamax Container",,,,"Tove Maersk",8125,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,,,,,,"136","MAERSK SHIPPING HONG KONG LIMITED","Denmark",,"VRRR4",28.42,"Containerships",,"Extra Large (100+)","Denmark"
13836801,"Odense Lindo",16982,,,,1367,,,11.57,,7449,"Post-Panamax Container",,,,"MCC Ha Long",8740,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 127rpm",,,,,,,,,"135","MAERSK SHIPPING HONG KONG LIMITED","Denmark",,"VRRR8",28.58,"Containerships",,"Extra Large (100+)","Denmark"
13838063,"Hyundai HI (Ulsan)",23953,,,,2023,,,,48.7,10384,"Post-Panamax Container",,,,"Namibia II",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,"Y",,,,,,,"0746","ODETTE SHIPPING CO","Greece",,"A8YT5",28.33,"Containerships",77269,"Extra Large (100+)","Greece"
13842165,"Appledore SB",3992,,,,300,,,,,1864,,,,,"Sarah Hanem",,"1 x FP Propeller (Aft Centre) (mechanical), 220rpm",12,,"Y",,,,,,"AS121",,"Unknown",,,30.92,"Containerships",,,"Unknown"
13843117,"Odense Lindo",18979,,,1409,1545,,,,,8645,"Post-Panamax Container",,,,"Clara Maersk",9526,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,,,,,,"139","MAERSK SHIPPING HONG KONG LIMITED","Denmark",,"VRRR6",26.67,"Containerships",,"Extra Large (100+)","Denmark"
13844901,"Orskovs Staal.",8908,,,,976,,,,,3257,"Sub-Panamax Container",,296,680,"Cornelius A",3576,"1 x CP Propeller (Aft Centre) (mechanical)",12,,,,,,,,"173","Andromeda Denizcilik AS","Turkey",,"TCCE9",27.67,"Containerships",,"Large (21-50)","Turkey"
13849119,"Bremer Vulkan",16236,,,1900,1597,780,,10.96,35,9475,"Sub-Panamax Container",,616,981,"Jin Yuan He",,"1 x CP Propeller (Aft Centre) (mechanical), 123rpm",,,,,,,,,"1089",,"China P.R.","N","BVPA7",,"Containerships",70324,"Small (6-10) ","China P.R."
13849827,"Seebeckwerft",16236,,,1900,1597,780,,12.22,36,9475,"Sub-Panamax Container",,616,981,"Zhong Gu Tai Shan",5043,"1 x Propeller (Aft Centre) (mechanical), 123rpm",,"Y",,,,,,,"1086",,"China P.R.",,"BIBK9",,"Containerships",,"Large (21-50)","China P.R."
13850681,"Miho Shipyard",10352,,,914.9,981,364,,12.64,,5804,"General Cargo",,378,603,"Melanesian Chief",2346,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 168rpm, Ø4.52m",17,,,,,,,,"1349","China Navigation Co Pte Ltd","United Kingdom",,"VROC",30.17,"Containerships",,"Large (21-50)","United Kingdom"
13851183,"Odense Lindo",16982,,,1410,1367,,,11.56,,7449,"Post-Panamax Container",,,,"MCC Mergui",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 127rpm",,,,,,,,,"137","MAERSK SHIPPING HONG KONG LIMITED","Denmark",,"VRRR7",28.25,"Containerships",,"Extra Large (100+)","Denmark"
13862239,"Zaanlandsch S/B",2187,,,,124,,,,,1301,"Sub-Panamax Container",,,,"Dina",,"1 x CP Propeller (Aft Centre) (mechanical)",12,,,,,,,,"517",,"Portugal",,"3ETI9",,"Containerships",,"Very Small (1-5) ","Portugal"
13863607,"Fincantieri Marghera",16488,,,,890,,,14.67,,4946,"Sub-Panamax Container",,,,"Dole California",,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",29,,,,"Y",,,,"5829","Ventura Trading Ltd.","United States",,"C6FY2",32.58,"Containerships",,"Small (6-10) ","United States"
13863731,"Fincantieri Castell",16488,,,,890,,,15.83,,4946,"Sub-Panamax Container",,,,"Dole Costa Rica",,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",27,,,,"Y",,,,"5903","Ventura Trading Ltd.","United States",,"C6FX9",29.67,"Containerships",,"Small (6-10) ","United States"
13863865,"Fincantieri Marghera",16488,,,,890,,,17.03,,4946,"Sub-Panamax Container",,,,"Dole Ecuador",,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",24,,,,"Y",,,,"5830","VENTURA TRADING LIMITED","United States",,"C6FX6",32.5,"Containerships",,"Small (6-10) ","United States"
13863999,"Fincantieri Ancona",16657,,,,910,,,16.97,,5046,"Sub-Panamax Container",,,,"Dole Honduras",,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",,,,,"Y",,,,"5902","VENTURA TRADING LIMITED","United States",,"C6FX7",29.42,"Containerships",,"Small (6-10) ","United States"
13864659,"Barkmeijer",2614,,,,159,,,,,1285,,,,,"Maria S.",,"1 x CP Propeller (Aft Centre) (mechanical)",16,,,,,"Y",,,"205",,"China P.R.",,"3EIZ",33.42,"Containerships",,,"China P.R."
13865993,"Singapore SB",5320,,,,453,,,9.36,18.9,2892,"Container",,,,"Armada Serasi",,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",,,,,,,,,"305",,"Indonesia",,"POEY",,"Containerships",,"Very Large (51-100)","Indonesia"
13866103,"Qiuxin Shipyard",5203,,,,319,,,,18.2,2182,"Sub-Panamax Container",,,,"Tanto Berkat",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 176rpm, Ø4.55m",23,,,,,,,,"H1202",,"Indonesia",,"PNYU",,"Containerships",,"Very Large (51-100)","Indonesia"
13866237,"Singapore SB",5320,,,,453,,,9.46,18.9,2892,"Container",,,,"Armada Segara",,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",15,,,,,,,,"304",,"Indonesia",,"POQQ",,"Containerships",,"Very Large (51-100)","Indonesia"
13866811,"Ast. de Huelva",2489,,,,228,92,,,,1010,,,,,"Medy",,"1 x Propeller (Aft Centre) (mechanical)",16,,,,,,,,"100",,"Turkey",,"TCSR6",28.67,"Containerships",,,"Turkey"
13867313,"Howaldtswerke Werft",37071,,,2661,3005,,"28-Jun-1991",15.03,,15889,"Container",,1334,1671,"MSC Atlantic",19198,"1 x FP Propeller (Aft Centre) (mechanical), 83rpm",,,,,,,,,"268","Atlantic Oceanway Ltd.","Switzerland",,"HPMQ",,"Containerships",,"Extra Large (100+)","Italy"
13867447,"Bremer Vulkan",37071,,,2661,3005,,"03-Feb-1991",15.76,,15889,"Container","22-Nov-2021",1334,1671,"MSC Santhya",,"1 x FP Propeller (Aft Centre) (mechanical), 93rpm",,,,,,,,,"90","Santhya Maritime Inc.","Switzerland",,"HPSP",,"Containerships",,"Extra Large (100+)","Italy"
13877541,"Hyundai HI (Ulsan)",24305,,,2284,2026,,,11.58,47.5,10391,"Sub-Panamax Container",,928,1098,"Ming Hao",,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 105rpm",23,,,,,"Y",,,"675",,"China P.R.",,"BLBN7",,"Containerships",,"Very Small (1-5) ","China P.R."
13878335,"Hakodate Dock",7017,,,,512,,"15-Jul-1983",,,3371,"Sub-Panamax Container",,220,292,"Banga Bodor",3430,"1 x FP Propeller (Aft Centre) (mechanical), 210rpm",18,,,,,,,,"H720","Hrc Shipping Ltd.","Bangladesh",,"S2TT",,"Containerships",,"Very Small (1-5) ","Bangladesh"
13880433,"CSBC (Kaohsiung)",46551,,,5069,3428,,,,,18601,"Container",,,,"Agios Dimitrios I",,"1 x Propeller (Aft Centre) (mechanical), 100rpm",14,,,,,,,,"350",,"Greece",,"H9SM",22,"Containerships",,"Large (21-50)","Greece"
13883647,"Shin Kurushima",6969,,,,569,256,,,,3592,"Sub-Panamax Container",,,,"Tanto Lestari",,"1 x Propeller (Aft Centre) (mechanical), 159rpm",21,,,,,,,,"2626",,"Indonesia",,"PMZI",,"Containerships",,"Very Large (51-100)","Indonesia"
13891039,"Storviks M.V.",1749,,,,112,,,,,525,,,,,"First Carrier",,"1 x CP Propeller (Aft Centre) (mechanical)",11,,,,,,,,"72",,"Kenya",,"J8LG4",32.42,"Containerships",,,"Kenya"
13898667,"Ast. de Huelva",4783,,,,356,,,,,2885,,,,,"Delfin del Mediterrane",,"1 x Propeller (Aft Centre) (mechanical)",,,,,,,,,"111",,"Spain",,"3EKK5",18.92,"Containerships",,,"Spain"
13902049,"J. J. Sietas",3622,,,,348,169,,9.65,,1851,"General Cargo",,,,"Princess M",,"1 x CP Propeller (Aft Centre) (mechanical)",11,,,,,,,,"0803","Al Maria Maritime Ltd","Lebanon",,"5VHJ2",,"Containerships",,"Large (21-50)","Lebanon"
13903967,"Taihei Kogyo",1569,,,,108,,,,,997,"Sub-Panamax Container",,,,"Suh Kang Challenger",,"1 x Propeller (Aft Centre) (mechanical)",10,,,,,,,,"253",,"South Korea",,"D8VS",,"Containerships",,"Very Small (1-5) ","South Korea"
13904335,"Daedong Shipbuilding",4238,,,,279,,,,,2586,"Diverse",,,,"Bonvoy 88",,"1 x Propeller (Aft Centre) (mechanical), 230rpm",16,,,,,,,,"S185",,"China P.R.",,"H9XV",,"Containerships",,"Very Small (1-5) ","China P.R."
13905129,"Yamanishi Zosen",2430,,,,132,,,,,1370,"Diverse",,,,"Lotus",,"1 x Propeller (Aft Centre) (mechanical)",15,"Y",,,,,,,"0781",,"Malaysia",,"P2V5321",,"Containerships",,"Very Small (1-5) ","Malaysia"
13906339,"Daedong Shipbuilding",3970,,,,316,137,,,,1894,,,,,"Sealand Sun",,"1 x Propeller (Aft Centre) (mechanical), 200rpm",18,,,,,,,,"S324","Kong Lung Shipping Ltd","Hong Kong",,"JVLG7",30.67,"Containerships",,,"Hong Kong"
13908467,"Chung Wah S.B.",2161,,,,194,85,,,,648,"General Cargo",,,,"Chiang Mai",,"1 x Propeller (Aft Centre) (mechanical)",,,,,,,,,"151",,"Thailand",,"HSGZ",36.92,"Containerships",,"Very Small (1-5) ","Thailand"
13908625,"J. J. Sietas",3815,,,,374,168,,,15,2029,"General Cargo",,134,240,"Sweet Istanbul",,"1 x CP Propeller (Aft Centre) (mechanical)",11,,,,,,,,"1057",,"Indonesia",,,26.58,"Containerships",,"Large (21-50)","Indonesia"
13908759,"J. J. Sietas",3815,,,,372,168,,,15,2029,"General Cargo",,,,"Marti Prime",1845,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",11,,,,,,,,"1043",,"Indonesia",,"YGSO",,"Containerships",,"Large (21-50)","Indonesia"
13915773,"HHIC (Yeongdo)",5823,,,,414,,,,,2851,"Sub-Panamax Container",,,,"CTP Charlie",,"1 x Propeller (Aft Centre) (mechanical), 210rpm",15,,,,,,,,"8966","Pann Persero PT","Indonesia",,"YBZF",,"Containerships",,"Small (6-10) ","Indonesia"
13917193,"Samsung S.B (Busan)",36420,,,,2900,,,13.66,,14867,"Container",,1346,1554,"MSC Levina",,"1 x FP Propeller (Aft Centre) (mechanical), 104rpm",18,,,,,,,,"1063","Avancer Panmarine S.A.","Switzerland",,"3FJR8",,"Containerships",,"Extra Large (100+)","Italy"
13917519,"Daewoo (DSME)",35598,,,3801,2668,,,12.77,,14762,"Container",,,,"MSC Sabrina",,"1 x FP Propeller (Aft Centre) (mechanical), 104rpm",18,,,,,,,,"4018","Freshen Corp.","Switzerland",,"3FMG8",,"Containerships",,"Extra Large (100+)","Italy"
13923873,"Miho Shipyard",10357,,,,876,272,,,23.3,5802,"General Cargo",,378,498,"Melanesian Pride",2402,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 168rpm, Ø4.52m",17,,,,,,,,"1348","China Navigation Co Pte Ltd","United Kingdom",,"VROB",29.92,"Containerships",,"Large (21-50)","United Kingdom"
13925293,"Naikai Innoshima",9965,,,,634,292,"25-Oct-1988",,,4776,"Sub-Panamax Container",,,,"Hon Chun",5122,"1 x Propeller (Aft Centre) (mechanical), 148rpm",19,"Y",,,,,,,"538",,"Taiwan",,"VRFD3",,"Containerships",,"Very Large (51-100)","Taiwan"
13926537,"Shinhama Dock",962,,,,110,,,,,473,"Sub-Panamax Container",,,,"Bontang Pacific",,"1 x Propeller (Aft Centre) (mechanical)",,,,,,,,,"188",,"Indonesia",,"YERB",,"Containerships",,"Very Small (1-5) ","Indonesia"
13927589,"Kochi Jyuko Co.",3843,,,,300,130,,,,1697,"Sub-Panamax Container",,,,"Jin Long 1",,"1 x Propeller (Aft Centre) (mechanical), 230rpm",18,,,,,,,,"1765","Wanchang International","Hong Kong",,"5IM784",,"Containerships",,"Very Small (1-5) ","Hong Kong"
13928373,"Shimoda Dockyd.",6367,,,,424,,,10.13,,3565,"Sub-Panamax Container",,,,"Heng Run Da 21",,"1 x Propeller (Aft Centre) (mechanical)",,,,,,,,,"338",,"China P.R.",,"BLAF9",,"Containerships",,"Very Small (1-5) ","China P.R."
13931557,"Zaanlandsch S/B",1599,,,,124,,,,,909,"Sub-Panamax Container",,,,"Island Clipper",,"1 x CP Propeller (Aft Centre) (mechanical)",14,,,,,,,,"520",,"Panama",,,,"Containerships",,"Very Small (1-5) ","Panama"
13931681,"A. Vuyk & Zonen",1599,,,,124,,,11.04,,930,"Sub-Panamax Container",,,,"A.C. Sandino",,"1 x CP Propeller (Aft Centre) (mechanical)",14,,,,,,,,"854","Island Intrepid","Nicaragua",,"5IM655",,"Containerships",,"Very Small (1-5) ","Nicaragua"
13935263,"A. Vuyk & Zonen",1578,,,,124,,,,,892,"Sub-Panamax Container",,,,"Filippos",,"1 x Propeller (Aft Centre) (mechanical)",13,,,,,,,,"850",,"Greece",,"ZPEW",,"Containerships",,"Very Small (1-5) ","Greece"
13947237,"J. J. Sietas",2749,,,,262,126,"21-Sep-1987",10.08,,1110,"Sub-Panamax Container",,,,"Syros Wind",1165,"1 x CP Propeller (Aft Centre) (mechanical), 201rpm",7,,,,,,,,"966","East Caribbean Shipping Inc.","Curacao",,"J8RB4",,"Containerships",,"Very Small (1-5) ","Curacao"
13947495,"J. J. Sietas",2770,,,,262,126,,11.22,,1110,"Diverse",,82,180,"Jan Caribe",,"1 x CP Propeller (Aft Centre) (mechanical), Lips, 250rpm",10,,,,,,,,"1000","Bahia Shipping (Antigua) Inc.","United States",,"V2QD",,"Containerships",,"Small (6-10) ","United States"
13947945,"Bremer Vulkan",18037,,,,1743,862,"18-Aug-1990",,,10484,"Sub-Panamax Container",,708,1035,"Vasi Sun",6410,"1 x FP Propeller (Aft Centre) (mechanical), 117rpm",,,,,,,,,"51","Vasi Sun Shipping Ltd.","Singapore",,"ELVO5",28,"Containerships",70326,"Very Small (1-5) ","Singapore"
13948739,"Van Der Werf",1060,,,,124,,,,,701,"Sub-Panamax Container",,,,"Pioneer 8",,"1 x Propeller (Aft Centre) (mechanical)",,,,,,,,,"335",,"Singapore",,"YDJC",,"Containerships",,"Very Small (1-5) ","Singapore"
13953175,"Lindenau",3632,,,,305,146,,9.59,,1183,"Diverse",,,,"Abalone",,"1 x CP Propeller (Aft Centre) (mechanical)",10,,,,,,,,"S205",,"Romania",,"9LU2370",,"Containerships",,"Very Small (1-5) ","Romania"
13953625,"Marmara Tersanesi",3466,,,,343,164,"23-Mar-1991",9.4,,1910,"Diverse",,133,210,"Cileen M",1822,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 148rpm",,,,,,,,,"48A","Medline Shipping Ltd-Ma","Lebanon",,"5VHZ4",,"Containerships",,"Medium (11-20)","Lebanon"
13958541,"Warnowwerft",21584,,,2961,1438,,,11.94,,7160,"Container",,,,"MSC Iris",,"1 x FP Propeller (Aft Centre) (mechanical), 122rpm",30,,,,,,,,"471","NSM Iris Shipping Co. Ltd.","Switzerland",,"H3JN",,"Containerships",,"Extra Large (100+)","Italy"
13958967,"Warnowwerft",21584,,,2961,1438,,,12.78,,7160,"Container",,,,"MSC Malin",,"1 x FP Propeller (Aft Centre) (mechanical), 122rpm",30,,,,,,,,"472","Malin Oceanway Ltd.","Switzerland",,"H3EU",,"Containerships",,"Extra Large (100+)","Italy"
13959177,"Warnowwerft",21585,,,2961,1438,,,13.12,,7160,"Container",,,,"MSC Eyra",,"1 x FP Propeller (Aft Centre) (mechanical), 122rpm",30,,,,,,,,"473","NSM Eyra Shipping Co. Ltd.","Switzerland",,"H3FW",,"Containerships",,"Extra Large (100+)","Italy"
13959201,"Vyborg Shipyard",5333,,,,320,131,,,,2491,"Container",,,,"Kapitan Krems",,"1 x Propeller (Aft Centre) (mechanical), 140rpm",,"Y",,,,,,,"203",,"Russia",,"UFLT",39.17,"Containerships",,"Large (21-50)","Russia"
13964221,"Sun SB & DD",24559,,,6818,1702,,,,,17599,"Container",,,,"Kauai",,"1 x FP Propeller (Aft Centre) (mechanical)",38,"Y",,,,,,,"678","MATSON NAVIGATION CO., INC.","United States",,"WSRH",39.67,"Containerships",,"Medium (11-20)","United States"
13971537,"Uljanik Brod.",15523,,,1843,2098,1035,"11-Apr-1987",12.96,44,8131,"Container",,,,"MSC Giovanna",13392,"1 x CP Propeller (Aft Centre) (mechanical), 108rpm",25,,,,,,,,"370","NSM Giovanna Shipping Co. Ltd.","Switzerland",,"3FRB9",,"Containerships",70404,"Extra Large (100+)","Italy"
13977089,"Ast. de Huelva",1598,,,,135,,,,,687,,,,,"Chang Shun Da",,"1 x Propeller (Aft Centre) (mechanical)",,,,,,,,,"138",,"China P.R.",,"HO4487",26.58,"Containerships",,,"China P.R."
13977955,"Imabari SB (Imabari)",15122,,,1674,1169,622,"23-May-1990",12.91,35.3,6244,"Sub-Panamax Container",,,,"Ninos",5468,"1 x FP Propeller (Aft Centre) (mechanical), 110rpm",17,"Y",,,,,,,"487","Alterwall Business","Greece",,"H3ZV",29.92,"Containerships",,"Medium (11-20)","Greece"
13988551,"GSI Liwan",7722,,,,672,,,,24.4,4237,"Sub-Panamax Container",,,,"Zhe Hai 331",,"1 x Propeller (Aft Centre) (mechanical), 175rpm",24,,,,,,,,"1101",,"China P.R.",,"BLGB",,"Containerships",,"Very Small (1-5) ","China P.R."
13989053,"Smit & Zoon",3790,,,,354,152,,,13.6,1573,"General Cargo",,,,"VFM Alita",,"1 x CP Propeller (Aft Centre) (mechanical)",10,,,,,,,,"831",,"Venezuela",,"YYKN",30,"Containerships",,"Very Small (1-5) ","Venezuela"
13991869,"A. Vuyk & Zonen",1621,,,,124,,,,,752,"Sub-Panamax Container",,,,"Halcon del Mar",,"1 x CP Propeller (Aft Centre) (mechanical)",13,,,,,,,,"851",,"Venezuela",,"HP6978",,"Containerships",,"Very Small (1-5) ","Venezuela"
13993605,"Usuki Zosensho",4766,,,,228,,,,,2924,"Sub-Panamax Container",,,,"Fu An",,"1 x Propeller (Aft Centre) (mechanical)",26,,,,,,,,"1116",,"Hong Kong",,"3EGW7",,"Containerships",,"Very Small (1-5) ","Hong Kong"
13993997,"J. J. Sietas",6659,,,,543,230,"17-Dec-1984",13.44,23.5,2823,"General Cargo",,,,"Span Asia 9",3464,"1 x CP Propeller (Aft Centre) (mechanical)",14,,,,,,,,"940","Philippine Span Asia Carrier Corp.","Philippines",,"DUA3185",,"Containerships",,"Large (21-50)","Philippines"
13994499,"J. J. Sietas",2345,,,,102,,,,,1100,"Bulker",,,,"Kijang",,"1 x Propeller (Aft Centre) (mechanical)",,,,,,,,,"0620",,"Indonesia",,,,"Containerships",,"Medium (11-20)","Indonesia"
13996527,"Miho Shipyard",10352,,,,981,364,,,23,5804,"General Cargo",,378,603,"Island Chief",2346,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 168rpm, Ø4.52m",17,,,,,,,,"1356","China Navigation Co. Pte. Ltd.","United Kingdom",,"VRRB",28,"Containerships",,"Large (21-50)","United Kingdom"
13996651,"Miho Shipyard",10352,,,,981,364,,12.06,23,5804,"General Cargo",,378,603,"Kokopo Chief",2346,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 168rpm, Ø4.52m",17,,,,,,,,"1367","Swire Shipping Pte. Ltd.","United Kingdom",,"VRRD",,"Containerships",,"Large (21-50)","United Kingdom"
13997579,"Orskovs Staal.",7676,,,,724,349,,,,4076,,,254,470,"Orca 2",,"1 x CP Propeller (Aft Centre) (mechanical)",,,,,,,,,"182",,"Liberia",,"9LU2211",27.67,"Containerships",,,"Liberia"
13997603,"Orskovs Staal.",7676,,,,724,349,,13.14,,4076,"General Cargo",,,,"Span Asia 31",1899,"1 x CP Propeller (Aft Centre) (mechanical), KaMeWa",,,,,,,,,"184","Philippine Span Asia Carrier Corp.","Philippines",,"DUA3547",,"Containerships",,"Large (21-50)","Philippines"
13997861,"Orskovs Staal.",7676,,,,724,349,,12.9,,2840,"General Cargo",,254,470,"Span Asia 27",1833,"1 x CP Propeller (Aft Centre) (mechanical), KaMeWa 121X F/4",,,,,,,,,"183","Philippine Span Asia Carrier Corp.","Philippines",,"DUA3500",,"Containerships",,"Large (21-50)","Philippines"
13998789,"Odense Lindo",52181,,,5331,4814,,"10-Oct-1990",14.78,81.3,26340,"Container",,,,"MSC Pilar",21586,"1 x FP Propeller (Aft Centre) (mechanical), 90rpm",23,,,,,,,,"128","Pilar Oceanway Ltd.","Switzerland",,"H3XG",,"Containerships",77267,"Extra Large (100+)","Italy"
14001091,"HHIC (Yeongdo)",11079,,,,1248,,"20-Sep-1989",13.17,,4736,"Sub-Panamax Container",,,,"Mathu Bhum",6525,"1 x FP Propeller (Aft Centre) (mechanical), 123rpm",,"Y",,,,,,,"8859","Regional Container Lines (Pte.) Ltd.","Thailand",,"9VCS2",,"Containerships",,"Large (21-50)","Thailand"
