"Listing"

"WFR Listing"
"Created 09 March 2022 19:30"


"CVN","Builder","GT","Year Rebuilt Convert","Old Type","Main Bunker Capacity (m3)","TEU","FEU Total Cap","Launch Date","Operational Speed (knots)","TPC","NT","Owner Main Vessel Type","SOx Scrubber 1 Retrofit Date","Max TEU in Holds","Max TEU on Deck","Alternative Name","Ballast Cap (cu m)","Propulsor Detail","Crew Total No","Public Listed Company","Financial Lessor Owner","Alternative Fuel Types","Cargo Interests Company","State Interests Company","Private Equity Company","Joint Venture Company (Owner)","Hull No","Registered Owner Company","Group Owner Country/Region","Great Lakes Only","Call Sign","Age Scrapped","Fleet Type","Sister Vessel Code","Owner Size","Group Owner Nationality/Region"
12914423,"Kanasashi K.K.",16772,,,2237,1398,,"10-Aug-1996",,,8317,"Container",,,,"Salam Mulia",5706,"1 x Propeller (Aft Centre) (mechanical), 100rpm",23,,,,,,,,"3416",,"Singapore",,"9MWK7",22.25,"Containerships",93565,"Very Large (51-100)","Singapore"
12916269,"Selah Shipyard",8944,,,,868,,,9.58,22.4,4313,"Diverse",,,,"Erin",,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",23,,,,,,,,"23","TERA OCEAN SHIPPING LIMITED","Hong Kong",,"V3ER2",24.08,"Containerships",,"Small (6-10) ","China P.R."
12916843,"Hugo Peters",4984,,,,547,258,,,,2103,,,,,"Yusuf Cepnioglu",2916,"1 x Propeller (Aft Centre) (mechanical)",,,,,,,,,"647",,"Turkey",,"TCYI8",19.5,"Containerships",,,"Turkey"
12916977,"Hugo Peters",4984,,,,545,258,"03-Jun-1995",,,2103,"General Cargo",,,,"Baltic Trader",2916,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",,,,,,,,,"648",,"Indonesia",,"YEYR",,"Containerships",,"Medium (11-20)","Indonesia"
12917053,"Thyssen Nordsee",15859,,,1697,1512,742,"30-Aug-1996",11.23,37,8023,"Sub-Panamax Container",,588,924,"BLPL Trust",5551,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 100rpm",21,,,,,,,,"513","BLPL Singapore Pte. Ltd.","U.A.E.",,"3EPK4",,"Containerships",,"Very Small (1-5) ","U.A.E."
12918005,"Iwagi Zosen",11788,,,,818,,"05-Sep-1994",13.44,,6625,"Sub-Panamax Container",,,,"Selat Mas",3104,"1 x Propeller (Aft Centre) (mechanical), 127rpm",19,"Y",,,,,,,"159",,"Indonesia",,"PMYB",,"Containerships",,"Large (21-50)","Indonesia"
12918263,"Shin Kurushima",17613,,,,1510,,,11.31,,8215,"Container",,,,"Oriental Galaxy",,"1 x Propeller (Aft Centre) (mechanical), 105rpm",,,,,,,,,"2878",,"Indonesia",,"YBJK2",,"Containerships",,"Very Large (51-100)","Indonesia"
12918421,"Blohm + Voss SY",15859,,,,1518,,"04-Dec-1995",,,8023,"Crude/Products Tanker",,588,930,"Sawasdee Bangkok",,"1 x Propeller (Aft Centre) (mechanical), 100rpm",24,,,,,,,,"963","Sinokor Merchant Marine Co Ltd","South Korea",,"D7LJ",23.08,"Containerships",,"Extra Large (100+)","South Korea"
12918555,"Daedong Shipbuilding",4914,,,,420,181,"29-Sep-1995",11.26,,2306,"Diverse",,151,269,"Nagaleader",2552,"1 x FP Propeller (Aft Centre) (mechanical), 210rpm",25,,,,,,,,"402","EAST PRIMERA HOLDINGS LIMITED","China P.R.",,"VRDD5",,"Containerships",,"Very Small (1-5) ","China P.R."
12918689,"Daedong Shipbuilding",4914,,,,420,181,"30-Oct-1995",,,2306,"Sub-Panamax Container",,151,269,"CTP Bravo",2552,"1 x Propeller (Aft Centre) (mechanical), 210rpm",25,,,,,,,,"403",,"Indonesia",,"PMBI",,"Containerships",,"Small (6-10) ","Indonesia"
12918713,"Daedong Shipbuilding",4914,,,,420,,,9.99,,2306,"Diverse",,151,269,"Hai Viet Star",2552,"1 x FP Propeller (Aft Centre) (mechanical), 210rpm, Ø3.65m",25,,,,,,,,"404",,"Vietnam",,"3WQZ",,"Containerships",,"Medium (11-20)","Vietnam"
12918847,"Daedong Shipbuilding",4914,,,,420,181,,10.75,,2306,"Sub-Panamax Container",,151,269,"Tan Cang Foundation",2552,"1 x FP Propeller (Aft Centre) (mechanical), 210rpm, Ø3.65m",25,,,,,,,,"S405",,"Vietnam",,"3WRO",,"Containerships",,"Very Small (1-5) ","Vietnam"
12920103,"Szczecin Shipyard",9602,,,,1012,,"15-Feb-1997",10.64,,4898,"Diverse",,334,678,"Minion",4041,"1 x CP Propeller (Aft Centre) (mechanical), 148rpm",15,,,,,,,,"B183/36","Vltava Lines Inc.","U.A.E.",,"V4CL4",,"Containerships",,"Very Small (1-5) ","U.A.E."
12920787,"Elbewerft GmbH",3999,,,,523,,"19-Jul-1996",11.16,,1994,"Sub-Panamax Container",,126,397,"Abanoz",1568,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",10,,,,,,,,"230","Abanoz Shipping Co. Ltd.","Turkey",,"3FGF2",,"Containerships",,"Very Small (1-5) ","Turkey"
12920811,"Elbewerft GmbH",3995,,,,523,248,"19-Jul-1996",10.46,,1994,"Sub-Panamax Container",,126,397,"Sidra Halima",1568,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 145rpm",,,,,,,,,"231","Saka Shipping Corp.","Egypt",,"3FCM3",,"Containerships",,"Very Small (1-5) ","Egypt"
12920945,"Elbewerft GmbH",3995,,,,523,240,"28-Feb-1997",10.44,,1994,"Sub-Panamax Container",,126,397,"Dubai Enterprise",1568,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 145rpm",18,,,,,,,,"232","Reginato Shipping Company Ltd","U.A.E.",,"5BCT4",,"Containerships",,"Very Small (1-5) ","U.A.E."
12921021,"J. J. Sietas",3999,,,,523,,"26-Jun-1997",11.27,,1994,,,126,397,"S.J. Rima",1568,"1 x CP Propeller (Aft Centre) (mechanical) (Bronze), Wartsila Propulsion",9,,"Y",,,,,,"233",,"Unknown",,"5IM301",,"Containerships",,,"Unknown"
12921155,"J. J. Sietas",3999,,,,523,,"19-Dec-1997",10.74,,1994,"Ro-Ro",,126,397,"Aurelia",1568,"1 x FP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",12,,,,,,,,"234","ROSEWHITE SHIPPING S.A.","Turkey",,"3ESB4",,"Containerships",,"Very Small (1-5) ","Turkey"
12921313,"Szczecin Shipyard",16801,,,2221,1730,825,"31-Jul-1996",11.36,,8672,"Sub-Panamax Container",,634,1096,"Helene Russ",7836,"1 x FP Propeller (Aft Centre) (mechanical), 113rpm",,,,,,,,,"B170/8","Straits Orient Lines (Singapore) Pte. Ltd.","U.A.E.",,"3FSP3",,"Containerships",,"Very Small (1-5) ","U.A.E."
12923283,"J. J. Sietas",3999,,,,508,243,"04-Sep-1995",10.26,,2176,"Sub-Panamax Container",,143,365,"Admiral Danial",1764,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",10,,,,,,,,"1107","Sea Rock Navigation Inc.","Germany",,"T8A3518",,"Containerships",,"Very Small (1-5) ","Germany"
12923317,"J. J. Sietas",3999,,,,508,243,"24-Jun-1995",11.77,,2176,"Diverse",,143,365,"Ayana",1764,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",10,,,,,,,,"1108","Guardian Shipping One Co. Ltd.","Turkey",,"T8A3522",,"Containerships",,"Very Small (1-5) ","Turkey"
12923441,"J. J. Sietas",3999,,,,508,243,"10-Jul-1995",12.88,,2176,"Sub-Panamax Container",,143,365,"A2B Future",1764,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",10,,,,,,,,"1109","A2B-online 2 B.V.","United Kingdom",,"PBJY",,"Containerships",,"Small (6-10) ","United Kingdom"
12923575,"Dae Sun Shipbuilding",3994,,,,338,165,"06-Jan-1995",12.08,14.87,2017,"Diverse",,,,"2001",,"1 x FP Propeller (Aft Centre) (mechanical), 210rpm, Ø3.75m",15,,,,,,,,"414","Kharis Shipping Co. Ltd.","South Korea",,"H3RB",,"Containerships",,"Very Small (1-5) ","South Korea"
12923733,"Stocznia Gdynia",23825,,,,2078,1016,"11-May-1996",,,10440,"Bulker",,836,1242,"Lindavia",11568,"1 x FP Propeller (Aft Centre) (mechanical), 97rpm",21,,,,,,,,"8113/3","MS "LINDAVIA" Schiffahrtsges. mbH & Co. KG","Germany",,"A8BI6",22.42,"Containerships",,"Very Small (1-5) ","Germany"
12923867,"Stocznia Gdynia",23825,,,,2078,1016,"31-Aug-1996",,,10440,"Bulker",,836,1242,"Magnavia",11568,"1 x FP Propeller (Aft Centre) (mechanical), 97rpm",,,,,,,,,"8113/4","Magnavia Shipping Corp.","Germany",,"9V9562",21.92,"Containerships",,"Very Small (1-5) ","Germany"
12924493,"Odense Lindo",91560,,,11076,9640,,,16.78,124,50110,"Post-Panamax Container",,,,"Sovereign Maersk",35916,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 94rpm",,,,,,,,,"160","MAERSK A/S","Denmark",,"OYGA2",,"Containerships",77815,"Extra Large (100+)","Denmark"
12924527,"Odense Lindo",91560,,,11076,9640,,,16.32,124,50110,"Container",,,,"MSC Fie",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 94rpm",,,,,,,,,"161",,"Switzerland",,"5LDU9",,"Containerships",77815,"Extra Large (100+)","Italy"
12924651,"Odense Lindo",91560,,,11076,9640,,,16.37,124,50110,"Post-Panamax Container",,,,"Sally Maersk",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 94rpm",,,,,,,,,"162","MAERSK A/S","Denmark",,"OZHS2",,"Containerships",77815,"Extra Large (100+)","Denmark"
12924785,"Szczecin Shipyard",16803,,,2396,1728,825,,12.38,30,8672,"Container",,632,1096,"Capt. David I Lyon",7864,"1 x Propeller (Aft Centre) (mechanical), 113rpm",,,,,,,,,"B170/1/13","Sagamore Shipping LLC","United States",,"WDH6815",,"Containerships",,"Small (6-10) ","United States"
12924819,"Szczecin Shipyard",16800,,,,1728,825,"06-Apr-1997",12.97,,8672,"Container",,632,1096,"MSC Elsa 3",7864,"1 x FP Propeller (Aft Centre) (mechanical), ABB, 113rpm",,,,,,,,,"B170/14","Elsa 3 Maritime Inc.","Switzerland",,"A8NR5",,"Containerships",,"Extra Large (100+)","Italy"
12925029,"Szczecin Shipyard",16801,,,2210,1728,825,"21-Dec-1996",12.13,37.2,8672,"Sub-Panamax Container",,,,"SOL Straits",7712,"1 x FP Propeller (Aft Centre) (mechanical), 113rpm",24,,,,,,,,"B170/36","Liberty Navigation (S) Pte. Ltd.","U.A.E.",,"3FFT4",,"Containerships",,"Medium (11-20)","U.A.E."
12925287,"Szczecin Shipyard",10917,,,,1064,,"31-Oct-1997",12.87,28.4,5250,"Diverse",,381,683,"Parpali",,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",,,,,,,,,"B190/6","Mefa Deniz Acenteligi Isletmesi Sanayi Ve Ticaret Anonim Sirketi","Turkey",,"TCA5644",,"Containerships",,"Medium (11-20)","Turkey"
12925579,"Szczecin Shipyard",16803,,,,1728,825,"03-Oct-1998",13.34,,8672,"General Cargo",,632,1096,"Szczecin Trader",7864,"1 x FP Propeller (Aft Centre) (mechanical), 113rpm",,,,,,,,,"B170/17","Kitoma Shipping Co. Ltd.","Germany",,"D5DL6",,"Containerships",,"Small (6-10) ","Germany"
12926105,"Shina S.B.",4130,,,,342,,,9.83,,2030,"Handymax Bulker",,132,210,"Vincent 2",1027,"1 x Propeller (Aft Centre) (mechanical), 210rpm",,,,,,,,,"381","Vincent International Express","China P.R.",,"9LU2270",,"Containerships",,"Small (6-10) ","China P.R."
12926239,"Shina S.B.",3993,,,,342,,"16-Feb-1996",12.83,,2023,"Sub-Panamax Container",,132,210,"Sunny Spruce",1027,"1 x CP Propeller (Aft Centre) (mechanical), 210rpm",17,,,,,,,,"382","KOREA MARINE TRANSPORT CO., LTD.","South Korea",,"DSFP2",,"Containerships",,"Large (21-50)","South Korea"
12927315,"Flensburger SB",24046,,,,2000,,,14.03,,11511,"Sub-Panamax Container",,,,"Dong Fang Qiang",,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",25,,,,,"Y",,,"692",,"China P.R.",,"BVUK",,"Containerships",,"Very Small (1-5) ","China P.R."
12928075,"Peterswerft Wewels",4984,,,,587,259,"03-Mar-1996",11.43,,2103,"Sub-Panamax Container",,134,453,"BF Philipp",2917,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",11,,,,,,,,"654","Marfeeder Schiffahrtsgesellschaft mbH & Co. KG","Germany",,"V2HF2",,"Containerships",,"Medium (11-20)","Germany"
12928817,"Pattje Shipyards",4178,,,,448,197,"15-Dec-1995",9.63,15.6,2282,"Sub-Panamax Container",,156,292,"Lucky Star",2613,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 174rpm",11,,,,,,,,"390","Navi Breeze Ltd.","Russia",,"ER2775",,"Containerships",,"Very Small (1-5) ","Russia"
12928941,"Pattje Shipyards",4099,,,,448,197,"05-Jul-1996",9.83,15.6,2208,"General Cargo",,156,292,"Amsteldiep",,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 174rpm",,,,,,"Y",,,"391","CARIBBEAN SHIPPING LTD","Lithuania",,"J8B5410",,"Containerships",,"Large (21-50)","Lithuania"
12929319,"Halla Eng.",30280,,,3313,2825,,"07-Aug-1996",12.16,,12152,"Diverse","24-Sep-2019",1097,1728,"E.R. Darwin",12254,"1 x FP Propeller (Aft Centre) (mechanical), 104rpm",24,,,,,,,,"224","PARNITHA SHIPPING CORP","Greece",,"3ETY3",,"Containerships",,"Very Large (51-100)","Greece"
12930173,"HHIC (Yeongdo)",8213,,,,650,,"22-May-1996",12.75,,3752,"Sub-Panamax Container",,,,"MTT Singapore",7229,"1 x FP Propeller (Aft Centre) (mechanical), 148rpm",,,,,,,,,"N-036","MTT Shipping Kuantan Sdn Bhd","Malaysia",,"9M2513",,"Containerships",,"Medium (11-20)","Malaysia"
12930207,"J. J. Sietas",6326,,,,660,327,"08-Nov-1995",12.15,,3251,,,206,454,"Jordania",3590,"1 x CP Propeller (Aft Centre) (mechanical), 145rpm",,,"Y",,,,,,"1110","Most Jordania SA","Unknown",,"3FFS6",,"Containerships",,,"Unknown"
12930331,"J. J. Sietas",3998,,,,509,246,"22-Sep-1995",12.1,,2176,"Sub-Panamax Container",,143,366,"BF Cartagena",2056,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 162rpm",,,,,,,,,"1112","MS 'Paula' Foroohari Schiffahrts GmbH & Co. KG","Germany",,"5BBJ3",,"Containerships",,"Medium (11-20)","Germany"
12931259,"Szczecin Shipyard",10743,,,,1162,,"21-Jun-1997",11.66,,5478,"Sub-Panamax Container",,,,"MTT Tawau",4754,"1 x CP Propeller (Aft Centre) (mechanical), 148rpm",25,,,,,,,,"B183/227","MTT SHIPPING TAWAU SDN BHD","Malaysia",,"9MQB6",,"Containerships",,"Medium (11-20)","Malaysia"
12931383,"Szczecin Shipyard",10749,,,,1162,,"27-Aug-1997",,29.3,5478,,,390,772,"Noble Breeze",4839,"1 x CP Propeller (Aft Centre) (mechanical), 140rpm",25,,,,,,,,"B183/228",,"U.A.E.",,"J8B4794",21.42,"Containerships",,,"U.A.E."
12932043,"Peene Werft",4600,,,,512,,"24-Nov-1995",9.25,,2447,,,162,350,"Ahlam",2159,"1 x CP Propeller (Aft Centre) (mechanical), 169rpm",11,,,,,,,,"457",,"U.A.E.",,"3EUP8",24.58,"Containerships",,,"U.A.E."
12932177,"Hakata Zosen",5658,,,,602,274,"18-Mar-1995",12.64,,2738,,,,,"Gluon",2588,"1 x FP Propeller (Aft Centre) (mechanical), 158rpm",,,"Y",,,,,,"570","Fastex Container Pte Ltd","Unknown",,"V4OW4",,"Containerships",,,"Unknown"
12932201,"Hakata Zosen",5658,,,,607,274,"01-Jun-1995",12.28,,2781,"Sub-Panamax Container",,,,"Acacia Aries",2588,"1 x FP Propeller (Aft Centre) (mechanical), 158rpm",,,,,,,,,"572","RUIXIANG SHIPPING PTE.LTD","China P.R.",,"3EPG2",,"Containerships",,"Very Small (1-5) ","China P.R."
12933961,"Astillero Barreras",10457,,,,977,473,"23-Jun-1997",13.55,,5203,"Sub-Panamax Container",,364,613,"BFP Galaxy",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",11,,,,,,,,"1550","Larentia Shipping Co","Greece",,"D5PY7",22.92,"Containerships",70237,"Large (21-50)","Greece"
12934047,"Astillero Barreras",10457,,,983,977,,"01-Mar-1998",10.52,,5203,"Sub-Panamax Container",,364,613,"BFP Melody",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",11,,,,,,,,"1551","Alverton Shipping Ltd","Greece",,"D5QA8",22.25,"Containerships",70237,"Large (21-50)","Greece"
12934205,"Volkswerft",12029,,,,1122,,"10-Jan-1996",12.55,,6171,"Container",,454,668,"Luzon",,"1 x CP Propeller (Aft Centre) (mechanical), KaMeWa, 135rpm",,,,,,,,,"406","Sanne Shipping Co. Ltd.","Indonesia",,"POMP",,"Containerships",,"Very Large (51-100)","Indonesia"
12934339,"Volkswerft",12029,,,,1122,,"01-Mar-1996",,28.6,6171,,,,,"Shorn",4745,"1 x CP Propeller (Aft Centre) (mechanical), 135rpm",,,"Y",,,,,,"407","Schiffahrts GmbH & Co KG MS "Weisshorn"","Unknown",,"TRA002",23,"Containerships",,,"Unknown"
12934463,"Volkswerft",12029,,,,1122,,"07-May-1996",,,6171,,,454,668,"Rothorn",4745,"1 x CP Propeller (Aft Centre) (mechanical), 135rpm",20,,,,,,,,"408","Schiffahrts GmbH & Co. KG MS "ROTHORN"","Switzerland",,"V2AY3",22.33,"Containerships",,,"Switzerland"
12934597,"Volkswerft",11890,,,,1122,,"08-Jun-1996",12.26,,6171,"Sub-Panamax Container",,,,"Titan",4840,"1 x CP Propeller (Aft Centre) (mechanical) (Bronze), KaMeWa, 135rpm, Ø3.60m",20,,,,,,,,"409","MS ''Jsp Poniente'' GmbH & Co. KG","Germany",,"V2HZ",,"Containerships",,"Medium (11-20)","Germany"
12934621,"Volkswerft",12029,,,,1122,,"27-Jul-1996",13.29,,6171,"Sub-Panamax Container",,,,"Jaguar",4842,"1 x CP Propeller (Aft Centre) (mechanical), KaMeWa, 135rpm",19,,,,,,,,"410","Danae Maritime Co.","Greece",,"SVDE5",,"Containerships",,"Small (6-10) ","Greece"
12934889,"Volkswerft",12029,,,,1122,,"26-Oct-1996",12.17,,6171,"Sub-Panamax Container",,,,"MSC Izmir F",4411,"1 x CP Propeller (Aft Centre) (mechanical), KaMeWa, 135rpm",,,,,,,,,"412","Avra Oceanway Ltd.","Greece",,"D5ND3",,"Containerships",,"Very Small (1-5) ","Greece"
12935415,"CSBC (Kaohsiung)",15120,,,1857,1445,,,12.63,35.9,6764,"Sub-Panamax Container",,881,564,"Roza A",5560,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",19,,,,,,,,"630","Limar Liman Ve Gemi Isletmeleri AS","Turkey",,"TCRB7",,"Containerships",,"Large (21-50)","Turkey"
12935549,"CSBC (Kaohsiung)",15120,,,1857,1445,,,13.07,35.9,6764,"Sub-Panamax Container",,881,564,"Tomriz A",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,,,,,,"5631","Limar Liman Ve Gemi Isletmeleri AS","Turkey",,"TCRB8",,"Containerships",,"Large (21-50)","Turkey"
12935673,"CSBC (Kaohsiung)",15120,,,1857,1445,,,12.17,35.9,6764,"Sub-Panamax Container",,881,564,"Corelli",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,,,,,,"5632","Merak Shipping Co. Ltd.","Turkey",,"9HZQ8",,"Containerships",,"Large (21-50)","Turkey"
12936333,"Mutzelfeldt",4004,,,,432,191,"13-Apr-1997",9.66,,2052,"General Cargo",,130,302,"Ocean Freedom",2200,"1 x CP Propeller (Aft Centre) (mechanical), 160rpm",14,,,,,,,,"219",,"Philippines",,"DUA3559",,"Containerships",,"Large (21-50)","Philippines"
12936883,"J. J. Sietas",3999,,,,508,,"08-Jan-1996",12.33,,2176,"Sub-Panamax Container",,143,365,"Dornbusch",1764,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 162rpm",10,,,,,,,,"1094","Reederei Juergen Ohle KG MS 'Dornbusch'","Germany",,"DIOD",,"Containerships",,"Very Small (1-5) ","Germany"
12937251,"J. J. Sietas",3999,,,,508,243,"22-Jan-1996",11.99,,2176,"Container",,143,365,"FESCO Nagaevo",1764,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",9,"Y",,,,,,,"1120","Najar Holdings Ltd","Russia",,"UBCO2",,"Containerships",,"Large (21-50)","Russia"
12937835,"Shina S.B.",3996,,,,342,,"19-Jan-1995",11.97,,2023,"Sub-Panamax Container",,132,210,"Sunny Linden",1849,"1 x Propeller (Aft Centre) (mechanical), 210rpm",16,,,,,,,,"375","KOREA MARINE TRANSPORT CO., LTD.","South Korea",,"DSNC9",,"Containerships",,"Large (21-50)","South Korea"
12938629,"Stocznia Gdynia",14241,,,,1129,,"30-Dec-1997",11.88,,6256,"Sub-Panamax Container",,436,693,"Egy Future",7843,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",25,,,,,,,,"8125/8","Corporate Leasing Co. Egypt SAE","Egypt",,"6AKW",,"Containerships",,"Very Small (1-5) ","Egypt"
12938753,"Stocznia Gdynia",23896,,,2628,2072,1016,"22-Feb-1997",14.1,47,10474,"Sub-Panamax Container",,836,1236,"Westerems",,"1 x FP Propeller (Aft Centre) (mechanical), 97rpm",,,,,,,,,"8143/1","Himanshi Marine Inc.","Germany",,"ELZK4",,"Containerships",,"Very Small (1-5) ","Germany"
12940277,"Sedef Gemi (Tuzla)",12123,,,,1131,,"30-Nov-1996",14.74,,5016,"Sub-Panamax Container","07-Aug-2020",,,"Leyla Kalkavan",4610,"1 x CP Propeller (Aft Centre) (mechanical), 111rpm",,,,,,,,,"109","Turkon Konteyner Tasimacilik Ve Denizcilik AS","Turkey",,"TCA4541",,"Containerships",,"Very Small (1-5) ","Turkey"
12941353,"CSBC (Kaohsiung)",15120,,,1857,1445,,,12.19,35.9,6764,"Sub-Panamax Container",,881,564,"Allegri",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,,,,,,"5633","MIZAR SHIPPING COMPANY LTD","Turkey",,"9HZP8",,"Containerships",,"Large (21-50)","Turkey"
12942697,"Yardimci Deniz",3838,,,,364,,,9.67,,2035,"Diverse",,144,220,"Alahmed",1617,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",15,,,,,,,,"003","Fauzia Ahmed Mohamed Baaboud","Saudi Arabia",,"HZGJ",,"Containerships",,"Small (6-10) ","Saudi Arabia"
12942721,"Yardimci Deniz",3838,,,,364,157,,9.39,,2035,"General Cargo",,144,220,"Fatima II",1617,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",15,,,,,,,,"004",,"Indonesia",,"POBA",,"Containerships",,"Medium (11-20)","Indonesia"
12945485,"Daewoo (DSME)",24053,,,2363,2109,1000,"25-Jan-1997",12.32,,12958,"Crude/Products Tanker",,,,"Manila Voyager",11177,"1 x FP Propeller (Aft Centre) (mechanical), MMG, 123rpm",21,,,,,,,,"4046","Sinokor Singapore Pte. Ltd.","South Korea",,"V7A4937",,"Containerships",,"Extra Large (100+)","South Korea"
12946145,"Shina S.B.",3994,,,,342,,"06-Jun-1996",12.91,,2023,"Sub-Panamax Container",,132,210,"Sunny Palm",1027,"1 x CP Propeller (Aft Centre) (mechanical), 210rpm",17,,,,,,,,"384","KOREA MARINE TRANSPORT CO., LTD.","South Korea",,"DSEK8",,"Containerships",,"Large (21-50)","South Korea"
12946279,"Shina S.B.",3995,,,,342,,"14-Aug-1996",10.05,,1897,"General Cargo",,132,210,"KM Happy Star 1",1849,"1 x CP Propeller (Aft Centre) (mechanical), 210rpm",17,,,,,,,,"386","Nam Sung Shipping Co., Ltd.","Indonesia",,"YBOX",,"Containerships",,"Small (6-10) ","Indonesia"
12946303,"Shina S.B.",3995,,,,342,,"16-Sep-1996",10.54,,1897,"Sub-Panamax Container",,132,210,"Merry Star",1849,"1 x CP Propeller (Aft Centre) (mechanical), 210rpm",17,,,,,,,,"387","GARNET GLOBAL BUSINESS LLC","Oman",,"V4IU4",,"Containerships",,"Very Small (1-5) ","Oman"
12946561,"Imabari SB Marugame",18716,,,2654,1625,,"04-Mar-1995",,,9827,"Diverse",,,,"Irenes Logos",6253,"1 x Propeller (Aft Centre) (mechanical), 100rpm",,,,,,,,,"1237",,"Greece",,"3FCU5",23.67,"Containerships",,"Large (21-50)","Greece"
12947063,"Hegemann Rolandwerft",5522,,,,601,286,"12-Jul-1996",11.82,,2621,"General Cargo",,168,433,"Jaohar Livia",2911,"1 x CP Propeller (Aft Centre) (mechanical)",13,,,,,,,,"179","Livia Maritime Co.","Romania",,"T8A3511",,"Containerships",,"Small (6-10) ","Romania"
12947647,"Daedong Shipbuilding",4895,,,,450,,,10.74,,2452,"Sub-Panamax Container",,,,"Vinafco 28",2644,"1 x FP Propeller (Aft Centre) (mechanical), 210rpm, Ø3.65m",,,,,,,,,"408",,"Vietnam",,"3WTG",,"Containerships",,"Very Small (1-5) ","Vietnam"
12947805,"Daedong Shipbuilding",4895,,,,450,,"06-May-1996",12.1,,2452,"Sub-Panamax Container",,,,"Heung-A Ulsan",,"1 x FP Propeller (Aft Centre) (mechanical), 210rpm",18,,,,,,,,"409","HEUNG A LINE CO., LTD.","South Korea",,"DSEK9",,"Containerships",,"Medium (11-20)","South Korea"
12947939,"Daedong Shipbuilding",4895,,,,450,,"18-Jun-1996",12.34,,2452,"Sub-Panamax Container",,,,"Heung-A Tokyo",,"1 x FP Propeller (Aft Centre) (mechanical), 210rpm",,,,,,,,,"410","HEUNG A LINE CO., LTD.","South Korea",,"D7PE",,"Containerships",,"Medium (11-20)","South Korea"
12948015,"Daedong Shipbuilding",4895,,,,450,,,10.6,,2452,"Sub-Panamax Container",,,,"Hoa Mai 89",2637,"1 x FP Propeller (Aft Centre) (mechanical), 210rpm, Ø3.65m",,,,,,,,,"411","Ha Ang Carriage Business Trading Ltd","Vietnam",,"3WTR",,"Containerships",,"Very Small (1-5) ","Vietnam"
12949191,"J. J. Sietas",3999,,,,508,,"30-Nov-1995",10.83,,2176,"Sub-Panamax Container",,143,365,"Sara Star",1764,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",10,,,,,,,,"1123","Sara Maritime Co. SA","Egypt",,"3FTD9",,"Containerships",,"Very Small (1-5) ","Egypt"
12949517,"J. J. Sietas",6326,,,,660,327,"08-Dec-1995",13.65,,3251,"General Cargo",,206,454,"Perseus",3590,"1 x CP Propeller (Aft Centre) (mechanical), 145rpm",,,,,,"Y",,,"1097","Eurica Shipping Ltd.","Lithuania",,"YLRO",,"Containerships",,"Large (21-50)","Lithuania"
12949933,"J. J. Sietas",7039,,,,621,,"13-Apr-1995",13.8,20.5,3867,"Diverse",,266,355,"Monte da Guia",3731,"1 x CP Propeller (Aft Centre) (mechanical)",,,,,,,,,"1081","TRANSINSULAR Transportes Maritimos Insulares, S.A.","Portugal",,"CSDB",,"Containerships",77088,"Small (6-10) ","Portugal"
12950247,"Szczecin Shipyard",16801,,,2410,1730,825,"28-Apr-1997",,37.1,8672,"Sub-Panamax Container",,634,1096,"OEL Lanka",7866,"1 x FP Propeller (Aft Centre) (mechanical), 113rpm",,,,,,,,,"B170/37","Orient Express Lines (Singapore) Pte. Ltd.","U.A.E.",,"HPSW",21.33,"Containerships",,"Medium (11-20)","U.A.E."
