"Listing"

"WFR Listing"
"Created 09 March 2022 20:03"


"CVN","Core Deployment Type (Last 12 Months)","Port Core Deployment (Last 12 Months)","Country Core Deployment (Last 12 Months)","Region Core Deployment (Last 12 Months)","Continent Core Deployment (Last 12 Months)","Atlantic/Pacific Deployment (Last 12 Months)","West Coast N America Deployment (Time in Last 12 Months, %)","West Coast S America Deployment (Time in Last 12 Months, %)","East Coast N America Deployment (Time in Last 12 Months, %)","East Coast S America Deployment (Time in Last 12 Months, %)","West Coast Africa Deployment (Time in Last 12 Months, %)","UK/Cont Deployment (Time in Last 12 Months, %)","East Coast Africa Deployment (Time in Last 12 Months, %)","Med/Black Sea Deployment (Time in Last 12 Months, %)","Australasia Deployment (Time in Last 12 Months, %)","Middle East Deployment (Time in Last 12 Months, %)","East Asia Deployment (Time in Last 12 Months, %)","Indian Subcont Deployment (Time in Last 12 Months, %)","SE Asia Deployment (Time in Last 12 Months, %)","North Asia Deployment (Time in Last 12 Months, %)","Southern Ocean Deployment (Time in Last 12 Months, %)","Arctic Deployment (Time in Last 12 Months, %)","Aux Consumption at Laden Speed (tpd)","Aux Consumption In Port - Idle (tpd)","Aux Consumption In Port - Working (tpd)","Aux Consumption In Port (tpd)","Aux Consumption at Service Speed (tpd)","Hatch Description","Depth Moulded (m)","Group","Beam Ext (m)","Bridge Position Ind","Max TEU Tiers on Deck","TEU Max Row Athwart","Reefer Plugs Total No","Twin Island (Ind)"
13050533,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,9,"FCC",,,,,,"N"
13051585,"International",,,,"Asia","Pacific",,,,,,,,,,,99,,,1,,,,,,,,,11.2,"FCC",,"Aft",5,9,80,"N"
13051901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,"FCC",,,,,120,"N"
13052403,"International",,,,,"Pacific",,,,,,,26,,,53,,21,,,,,,,,,,,19,"FCC",,,6,13,500,"N"
13054115,"National",,"Philippines","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,8.25,"FCC",,,,,60,"N"
13056793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18,"FCC",,,,,12,"N"
13056827,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.2,"FCC",,,7,9,50,"N"
13058405,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,10.5,"FCC",,,,,,"N"
13058663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,"FCC",,,,,,"N"
13058797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,"FCC",,"Aft",5,,60,"N"
13058955,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,15.6,"FCC",,"Aft",6,10,420,"N"
13059457,"Regional",,,"Indian Subcontinent","Middle East/ISC","Pacific",,,,,,,,,,,,100,,,,,,,,,,,14.4,"FCC",,"Aft",7,10,238,"N"
13059615,"International",,,,,"Atlantic",,,,,74,21,,4,,,,,,,,,,,,,,"Pontoon",11.85,"FCC",,,,,270,"N"
13059749,"Regional",,,"West Coast Africa","Africa","Atlantic",,,,,100,,,,,,,,,,,,,,,,,,10.83,"FCC",,"Aft",5,,232,"N"
13059873,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,8.3,"FCC",,"Aft",,7,144,"N"
13061263,"Regional",,,"Middle East","Middle East/ISC","Pacific",,,,,,,,,,100,,,,,,,,,,,,,6.18,"FCC",,,5,6,50,"N"
13061397,"Regional",,,"Middle East","Middle East/ISC","Pacific",,,,,,,,,,100,,,,,,,,,,,,,6.18,"FCC",,,,,60,"N"
13061689,"International",,,,,"Atlantic",,,,,0,100,,,,,,,,,,,,,,,,,16.8,"FCC",,,6,,350,"N"
13065395,"International",,,,,"Atlantic",,,22,,5,61,,12,,,,,,,,,,,,,,,19,"FCC",,,,13,248,"N"
13065429,"International",,,,,"Atlantic",,,39,,2,59,,,,,,,,,,1,,,,,,,19,"FCC",,,,13,248,"N"
13067681,"International",,,,,"Atlantic/Pacific",,,,,,,,30,,70,,,,,,,,,,,,,9.45,"FCC",,,,,120,"N"
13067715,"International",,,,"Asia","Pacific",,,,,,,,,,,66,,34,,,,,,,,3.3,,16.5,"FCC",,,5,12,200,"N"
13067849,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,16.5,"FCC",,,5,12,300,"N"
13067973,"International",,,,,"Atlantic",,,33,67,,,,,,,,,,,,,,,,,,,8.25,"FCC",,,,,54,"N"
13069001,"National",,"Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,10.5,"FCC",,,,,60,"N"
13069135,"National",,"Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,10.5,"FCC",,,,,50,"N"
13069843,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,18.95,"FCC",,,,,302,"N"
13069977,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,21.8,"FCC",,,,,302,"N"
13070023,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,21.8,"FCC",,,,,302,"N"
13070157,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,18.95,"FCC",,,,,302,"N"
13070999,"International",,,,,"Atlantic",,,46,,2,52,,,,,,,,,,0,,,,,,,19.4,"FCC",,,6,13,350,"N"
13071075,"International",,,,,"Atlantic",,,44,,1,55,,,,,,,,,,,,,,,,,19.4,"FCC",,,6,13,350,"N"
13071109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4,"FCC",,,,,350,"N"
13071233,"International",,,,,"Atlantic",,,41,,5,54,,,,,,,,,,0,,,,,,,19.4,"FCC",,,,,350,"N"
13073653,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,8.2,"FCC",,,,,20,"N"
13074605,"International",,,,,"Pacific",,54,,,,,,,36,,,,10,,,,,,,,,,10.8,"FCC",,,,,100,"N"
13074739,"International",,,,"Asia","Pacific",,,,,,,,,,,41,,59,,,,,,,,,,10.8,"FCC",,,,,100,"N"
13074863,"International",,,,"Asia","Pacific",,,,,,,,,,,43,,57,,,,,,,,,,10.8,"FCC",,,,,100,"N"
13074997,"International",,,,,"Pacific",,,,,,,,,,,,41,59,,,,,,,,,,10.8,"FCC",,,,,100,"N"
13075073,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,14,"FCC",,,,,100,"N"
13075107,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,14,"FCC",,,,,100,"N"
13075781,"International",,,,"Asia","Pacific",,,,,,,,,,,12,,88,,,,,,,,,,10.4,"FCC",,,,,100,"N"
13075815,"National",,"Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,10.4,"FCC",,,,,100,"N"
13076025,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,10.8,"FCC",,,,,100,"N"
13076159,"National",,"Vietnam","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,11.2,"FCC",,,,,80,"N"
13076575,"International",,,,,"Pacific",,,,,,,,,,1,47,7,45,,,,,,,,,,19.03,"FCC",,,,,248,"N"
13076609,"International",,,,"Middle East/ISC","Pacific",,,,,,,,,,26,,74,,,,,,,,,,,19,"FCC",,"Three quarter aft",7,13,150,"N"
13076733,"International",,,,"Middle East/ISC","Pacific",,,,,,,,,,52,,48,,,,,,,,,,,19,"FCC",,"Three quarter aft",7,13,300,"N"
13078029,"International",,,,"Asia","Pacific",,,,,,,,,,,88,,12,,,,,,,,,,13.7,"FCC",,,,,102,"N"
13078153,"International",,,,"Asia","Pacific",,,,,,,,,,,68,,32,,,,,,,,,,13.7,"FCC",,,,,102,"N"
13078603,"National",,"Vietnam","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,11,"FCC",,,,,100,"N"
13078737,"International",,,,"Middle East/ISC","Pacific",,,,,,,,,,92,,8,,,,,,,,,,,11,"FCC",,,,,100,"N"
13078995,"National",,"India","Indian Subcontinent","Middle East/ISC","Pacific",,,,,,,,,,,,100,3,,,,,,,,,,11,"FCC",,,,,100,"N"
13079239,"International",,,,,"Atlantic",,,38,,17,9,,36,,,,,,,,,,,,,,,19.3,"FCC",,"Aft",7,13,405,"N"
13081461,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,9,"FCC",,,,,108,"N"
13081753,"International",,,,"Asia","Pacific",,,,,,,,,,,90,,,10,,,,,,,,,10.7,"FCC",,,5,8,100,"N"
13081887,"International",,,,"Asia","Pacific",,,,,,,,,,,92,,8,,,,,,,,,,10.7,"FCC",,,,,100,"N"
13081911,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.3,"FCC",,,,,216,"N"
13082121,"National",,"Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,11,"FCC",,,,,60,"N"
13082255,"National",,"Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,11,"FCC",,,,,60,"N"
13082389,"Regional",,,"West Coast South America","South America","Pacific",,100,,,,,,,,,,,,,,,,,,,,,8.3,"FCC",,,,,40,"N"
13083049,"International",,,,"Asia","Pacific",,,,,,,,,,,11,,89,,,,,,,,,,13.5,"FCC",,,,,100,"N"
13087755,"National",,"Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,7.3,"FCC",,,,,97,"N"
13092483,"International",,,,"Asia","Pacific",,,,,,,,,,,28,,72,,,,,,,,,,12.9,"FCC",,,,,100,"N"
13093851,"National",,"Philippines","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,9.2,"FCC",,"Amidships",5,,75,"N"
13103235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,"FCC",,,,,,"N"
13105363,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.7,"FCC",,"Aft",7,9,50,"N"
13105521,"National",,"Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,13.7,"FCC",,,,,102,"N"
13105813,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,11,"FCC",,,,,50,"N"
13106999,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,9.45,"FCC",,"Aft",6,,80,"N"
13107367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,"FCC",,,,,100,"N"
13109811,"International",,,,"Asia","Pacific",,,,,,,,,,,32,,68,,,,,,,,,,11,"FCC",,,,,100,"N"
13109945,"International",,,,,"Pacific",,,,,,,,,,,2,1,97,,,,,,,,,,13.2,"FCC",,,,,120,"N"
13110091,"International",,,,,"Pacific",,,,,,,,,,,,1,99,,,,,,,,,,13.2,"FCC",,,,,120,"N"
13110125,"International",,,,,"Pacific",,,,,,,,,,,8,20,72,,,,,,,,,,13.2,"FCC",,,,,136,"N"
13114381,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,8.25,"FCC",,"Aft",4,,120,"N"
13114415,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,8.25,"FCC",,"Aft",,,120,"N"
13119599,"Regional",,,"Middle East","Middle East/ISC","Pacific",,,,,,,,,,100,,,,,,,,,,,,,6.15,"FCC",,,,,60,"N"
13120803,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,9.2,"FCC",,,,,100,"N"
13121013,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,9.2,"FCC",,"Aft",6,,102,"N"
13121147,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,11,"FCC",,,,,108,"N"
13121271,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,8.25,"FCC",,,,,54,"N"
13127015,"National",,"Chile","West Coast South America","South America","Pacific",,100,,,,,,,,,,,,,,,,,,,,,9.45,"FCC",,,,,175,"N"
13127699,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,15.6,"FCC",,,,,420,"N"
13127723,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,9.2,"FCC",,,,,100,"N"
13130165,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,12.2,"FCC",,,,,152,"N"
13139539,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,5.4,"FCC",,,,,,"N"
13159153,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,7.55,"FCC",,,,,46,"N"
13167253,"National",,"Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,7.8,"FCC",,,,,,"N"
13167411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,"FCC",,,,,,"N"
13167545,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,7.8,"FCC",,,,,8,"N"
13167679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,"FCC",,,,,,"N"
13176697,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,7.63,"FCC",,"Aft",5,,40,"N"
13764829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"FCC",,,,,12,"N"
13766823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,"FCC",,,4,9,22,"N"
13768085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.43,"FCC",,,,13,295,"N"
13772761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.91,"FCC",,,,,35,"N"
13780995,"Regional",,,"Middle East","Middle East/ISC","Pacific",,,,,,,,,,99,1,,,,,,,,,,,,7.55,"FCC",,"Aft",,,20,"N"
13782281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61,"FCC",,,,,,"N"
13786155,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,7.55,"FCC",,,,,20,"N"
13786863,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11,"FCC",,"Aft",,,80,"N"
13787107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,"FCC",,,6,9,90,"N"
13790099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,"FCC",,,4,9,50,"N"
13790123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,"FCC",,,6,11,140,"N"
13790381,"International",,,,,"Pacific",14,32,,,,,,,,,33,0,3,17,,,,,,,,,19,"FCC",,,4,13,800,"N"
13795049,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,14,"FCC",,,,,98,"N"
13801009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"FCC",,,,,200,"N"
13801425,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,14,"FCC",,,,,200,"N"
13804347,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,10.39,"FCC",,"Aft",,,20,"N"
13805681,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,8.5,"FCC",,,,,20,"N"
13806217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"FCC",,,,,200,"N"
13810443,"International",,,,,"Atlantic/Pacific",48,0,,,,,,4,,6,20,1,20,,,,,,,,,,8.01,"FCC",,,,,20,"N"
13810993,"Regional",,,"Middle East","Middle East/ISC","Pacific",,,,,,,,,,100,,,,,,,,,,,,,6.81,"FCC",,,,,15,"N"
13811237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81,"FCC",,,,,15,"N"
13812863,"International",,,,,"Atlantic",,,,,33,67,,,,,,,,,,,,,,,,,18.8,"FCC",,,,13,100,"N"
13812997,"Port-based","Jakarta","Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,6.02,"FCC",,,,,,"N"
13821331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01,"FCC",,,,,30,"N"
13823177,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,8.6,"FCC",,,,,34,"N"
13823593,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,11.03,"FCC",,,,,25,"N"
13824837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,"FCC",,,6,11,140,"N"
13827175,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,9.02,"FCC",,,,,40,"N"
13832353,"International",,,,"Europe","Atlantic",,,,,0,45,,55,,,,,,,,,,,,,,,8.8,"FCC",,"Aft",,,50,"N"
13833697,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,7.95,"FCC",,,,,20,"N"
13833989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,"FCC",,,3,6,20,"N"
13834065,"Regional",,,"East Coast South America","South America","Atlantic",,,,100,,,,,,,,,,,,,,,,,,,8.21,"FCC",,,,,51,"N"
13836193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,"FCC",,,,,50,"N"
13836777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.23,"FCC",,,5,11,114,"N"
13836801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.24,"FCC",,,5,11,164,"N"
13838063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"FCC",,,5,12,100,"N"
13842165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.11,"FCC",,,,,,"N"
13843117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.23,"FCC",,,,,114,"N"
13844901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,"FCC",,"Aft",6,,218,"N"
13849119,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,14.3,"FCC",,,,,120,"N"
13849827,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,14.3,"FCC",,,6,11,120,"N"
13850681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"FCC",,"Aft",,,,"N"
13851183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.23,"FCC",,,,,114,"N"
13862239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05,"FCC",,,,,10,"N"
13863607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,"FCC",,,,11,445,"N"
13863731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,"FCC",,,,11,445,"N"
13863865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,"FCC",,,,11,445,"N"
13863999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,"FCC",,,,11,445,"N"
13864659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.83,"FCC",,,,,40,"N"
13865993,"National",,"Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,9,"FCC",,,,7,50,"N"
13866103,"National",,"Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,8.5,"FCC",,,,7,40,"N"
13866237,"National",,"Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,9,"FCC",,,,7,50,"N"
13866811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.67,"FCC",,,,,36,"N"
13867313,"International",,,,,"Atlantic",,,,,8,92,,,,,,,,,,,,,,,,,18.8,"FCC",,,,13,100,"N"
13867447,"International",,,,,"Atlantic",,,8,,30,30,,32,,,,,,,,,,,,,,,18.8,"FCC",,,,13,100,"N"
13877541,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,16.01,"FCC",,,,,100,"N"
13878335,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,10.42,"FCC",,,,,30,"N"
13880433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.16,"FCC",,,,,195,"N"
13883647,"National",,"Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,10.2,"FCC",,,,,30,"N"
13891039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25,"FCC",,,,,,"N"
13898667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,"FCC",,,,,,"N"
13902049,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,8.21,"FCC",,,,,30,"N"
13903967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61,"FCC",,,,,38,"N"
13904335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.21,"FCC",,,,,17,"N"
13905129,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,7.6,"FCC",,,,,8,"N"
13906339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,"FCC",,,,,20,"N"
13908467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.71,"FCC",,,,,15,"N"
13908625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"FCC",,,4,,50,"N"
13908759,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,8,"FCC",,,,,50,"N"
13915773,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,8.8,"FCC",,,,,30,"N"
13917193,"International",,,,,"Pacific",,,,,,,45,,,38,,17,,,,,,,,,,,19,"FCC",,,,,154,"N"
13917519,"International",,,,,"Pacific",,,,,,,56,,,38,,6,,,,,,,,,,,19,"FCC",,,,13,153,"N"
13923873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"FCC",,,5,9,180,"N"
13925293,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,11.6,"FCC",,,,,70,"N"
13926537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52,"FCC",,,,,,"N"
13927589,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,7.85,"FCC",,,,,20,"N"
13928373,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,8.7,"FCC",,,,,24,"N"
13931557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05,"FCC",,,,,25,"N"
13931681,"Regional",,,"East Coast North America","North America","Atlantic",,,100,,,,,,,,,,,,,,,,,,,,6.05,"FCC",,,,,30,"N"
13935263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05,"FCC",,,,,15,"N"
13947237,"International",,,,,"Atlantic",,,34,66,,,,,,,,,,,,,,,,,,,7.54,"FCC",,,,,20,"N"
13947495,"Regional",,,"East Coast North America","North America","Atlantic",,,100,,,,,,,,,,,,,,,,,,,,7.54,"FCC",,,,,40,"N"
13947945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,"FCC",,,6,11,140,"N"
13948739,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,5.69,"FCC",,,,,25,"N"
13953175,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,0,,,,,,,,,,8,"FCC",,,,,30,"N"
13953625,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,7.9,"FCC",,"Aft",,,60,"N"
13958541,"International",,,,,"Pacific",,,,,,,93,,,3,,5,,,,,,,,,,,15.91,"FCC",,,4,10,60,"N"
13958967,"International",,,,,"Atlantic/Pacific",,,,,18,57,3,,,15,,7,,,,,,,,,,,15.91,"FCC",,,4,10,70,"N"
13959177,"International",,,,,"Atlantic/Pacific",,,,,10,62,12,2,,3,,11,,,,,,,,,,,15.91,"FCC",,,4,10,60,"N"
13959201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.54,"FCC",,,,,20,"N"
13964221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.46,"FCC",,,,,300,"N"
13971537,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,15.45,"FCC",,"Aft",4,,295,"N"
13977089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02,"FCC",,,,,,"N"
13977955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,"FCC",,,,,42,"N"
13988551,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,10.5,"FCC",,,,,68,"N"
13989053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.51,"FCC",,"Aft",,,20,"N"
13991869,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,6.05,"FCC",,,,,33,"N"
13993605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.77,"FCC",,,,,10,"N"
13993997,"National",,"Philippines","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,10.8,"FCC",,,,,50,"N"
13994499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"FCC",,,,,,"N"
13996527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"FCC",,,6,9,180,"N"
13996651,"International",,,,,"Pacific",,10,,,,,,,49,,19,,22,,,,,,,,,,11,"FCC",,,6,9,180,"N"
13997579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,"FCC",,"Aft",,,144,"N"
13997603,"National",,"Philippines","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,10.7,"FCC",,"Aft",,,144,"N"
13997861,"National",,"Philippines","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,10.7,"FCC",,"Aft",,,144,"N"
13998789,"International",,,,,"Atlantic/Pacific",,,,,10,,13,3,,10,27,8,28,,,,,,,,,,21.5,"FCC",,,,,495,"N"
14001091,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,11.5,"FCC",,,,,100,"N"
14001833,"International",,,,,"Atlantic/Pacific",,,7,,25,16,5,17,,4,7,7,12,,,,,,,,,,21.5,"FCC",,,,,495,"N"
14006467,"International",,,,,"Atlantic/Pacific",,,,15,21,32,3,4,,13,,12,,,,,,,,,,,21.5,"FCC",,,,,495,"N"
14009705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.49,"FCC",,,,,300,"N"
14015485,"Regional",,,"Middle East","Middle East/ISC","Pacific",,,,,,,,,,100,,,,,,,,,,,,,8,"FCC",,,,,50,"N"
14015519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,"FCC",,"Aft",,,70,"N"
14016729,"International",,,,,"Atlantic",,,34,,12,17,,38,,,,,,,,,,,,,,,21.52,"FCC",,,,,500,"N"
14018015,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,10.5,"FCC",,,4,6,70,"N"
14019359,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,10.32,"FCC",,,,,50,"N"
14019517,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,8.46,"FCC",,,,,20,"N"
14026531,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,8,"FCC",,,,,18,"N"
