"Listing"

"WFR Listing"
"Created 16 February 2022 06:06"


"CVN","Hatches Total No","SOx Scrubber Details","NOx Detail","Main Engine LNG Capable","Alternative Fuel Type Ready","Dwt per TEU","Beta Deployment (Last 12 Months)","Beta Port (Last 12 Months)","Beta Country (Last 12 Months)","Beta Region (Last 12 Months)","Beta Global Zone Group (Last 12 Months)","West Coast N America Deployment (Time in Last 12 Months, %)","West Coast S America Deployment (Time in Last 12 Months, %)","East Coast N America Deployment (Time in Last 12 Months, %)","East Coast S America Deployment (Time in Last 12 Months, %)","West Coast Africa Deployment (Time in Last 12 Months, %)","UK/Cont Deployment (Time in Last 12 Months, %)","East Coast Africa Deployment (Time in Last 12 Months, %)","Med/Black Sea Deployment (Time in Last 12 Months, %)","Australasia Deployment (Time in Last 12 Months, %)","Middle East Deployment (Time in Last 12 Months, %)","East Asia Deployment (Time in Last 12 Months, %)","Indian Subcont Deployment (Time in Last 12 Months, %)","SE Asia Deployment (Time in Last 12 Months, %)","North Asia Deployment (Time in Last 12 Months, %)","Southern Ocean Deployment (Time in Last 12 Months, %)","Arctic Deployment (Time in Last 12 Months, %)","Aux Consumption at Ballast Speed (tpd)","Aux Consumption at Laden Speed (tpd)","Aux Consumption In Port - Idle (tpd)","Aux Consumption In Port - Working (tpd)","Aux Consumption In Port (tpd)","Aux Consumption at Service Speed (tpd)","Boiler Detail","Hatch Description","Emergency Engine Detail","Depth Moulded (m)","Group","Beam Ext (m)"
16319558,5,,,,,,"International",,,,,4,9,37,,9,4,,33,,,4,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz F6L912 - 4-stroke 6-cyl. 100mm x 120mm bore/stroke 66mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",17.45,"Bulk Carrier"
16319587,7,"1 x Exhaust Scrubber - SOx (Pending) - Feen Marine Inc.",,,,,"International",,,,,0,4,10,17,9,16,9,13,1,11,5,0,4,,,0,,,,,,,,,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x ac generator(s) at 99ekW total, (124kVA total) at 60Hz",20,"Bulk Carrier"
16319590,7,"1 x Exhaust Scrubber - SOx - Feen Marine Inc.",,,,,"International",,,,,11,,14,13,5,,10,,4,0,27,1,13,1,,,,,,,,,,,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x ac generator(s) at 99ekW total, (124kVA total) at 60Hz",20,"Bulk Carrier"
16319608,5,,,,,,"International",,,,,,,,7,3,,10,,16,,10,,45,9,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",19.15,"Bulk Carrier"
16319611,5,,,,,,"International",,,,,40,,,,,,,,,,26,,9,10,,16,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",19.15,"Bulk Carrier"
16319624,5,"1 x Exhaust Scrubber - SOx - Puyier",,,,,"International",,,,,25,,2,,3,9,14,2,,9,15,7,10,4,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",19.15,"Bulk Carrier"
16319637,5,,,,,,"International",,,,,10,,7,48,10,3,3,8,1,,5,,2,1,,,,,,,,,"1 x Boiler, Oil/Gas fired - Miura -  at 8 bar",,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x ac generator(s) 450V at 60Hz",19.15,"Bulk Carrier"
16319640,5,,,,,,"International",,,,,18,4,24,15,3,9,4,,1,,19,,3,1,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz F6L912 - 4-stroke 6-cyl. 100mm x 120mm bore/stroke 66mkW total at 1,800rpm driving 1 x generator(s) at 60Hz",15,"Bulk Carrier"
16319653,5,,,,,,"International",,,,,,,28,32,8,25,0,2,,2,0,2,2,,,,,,2.5,5,,,,,"1 x Emergency Diesel Gen. - Deutz F6L912 - 4-stroke 6-cyl. 100mm x 120mm bore/stroke 66mkW total at 1,800rpm driving 1 x generator(s) at 60Hz",15,"Bulk Carrier"
16319679,5,,,,,,"International",,,,,3,12,6,34,2,,0,,,3,33,2,7,5,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s)",19.15,"Bulk Carrier"
16319682,5,,,,,,"International",,,,,,,8,10,3,6,7,9,6,10,18,10,14,,,,,,2,,,,,"Folding","1 x Emergency Diesel Gen. - Deutz TCD914L06M - 4-stroke 6-cyl. 102mm x 132mm bore/stroke 129mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",19.15,"Bulk Carrier"
16319695,5,,,,,,"International",,,,,8,,,,6,,15,,15,,22,9,22,2,,,,,2.8,6,,,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",19.15,"Bulk Carrier"
16319716,5,,,,,,"International",,,,,12,4,8,12,10,0,3,10,,8,13,18,3,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",18.6,"Bulk Carrier"
16319729,5,,,,,,"International",,,,,7,,,9,2,,14,,21,,20,7,24,2,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",18.6,"Bulk Carrier"
16319745,5,,,,,,"International",,,,,5,6,12,17,5,3,0,18,,2,26,2,2,0,,,,,,,,,,,"1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",18.6,"Bulk Carrier"
16319758,5,,,,,,"International",,,,,3,3,9,10,21,8,0,17,,2,14,2,12,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",18.6,"Bulk Carrier"
16319787,,,,,,,"National",,"Japan","East Asia","Asia",,,,,,,,,,,100,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Yanmar 6HAL2-WDT - 4-stroke 6-cyl. 130mm x 165mm bore/stroke 305mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",11.5,"Bulk Carrier"
16319916,4,,,,,,"National",,"New Caledonia","South East Asia","Asia",,,,,,,,,,,,,100,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",14,"Bulk Carrier"
16319929,4,,,,,,"National",,"New Caledonia","South East Asia","Asia",,,,,,,,,,,,,100,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Miura -  at 6.90 bar",,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",14,"Bulk Carrier"
16320062,5,,,,,,"International",,,,,,,26,7,9,22,,4,,3,17,2,11,,,,,,,,,,"1 x Boiler, Composite - Zhangjiagang Greens at 9 bar",,"1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) at 60Hz",14.8,"Bulk Carrier"
16320075,5,,,,,,"International",,,,,,15,8,14,3,0,4,2,2,7,12,7,26,,,,,,,,,,"1 x Boiler, Composite - Zhangjiagang Greens - 163m2 at 9 bar",,"1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) at 60Hz",14.8,"Bulk Carrier"
16320088,5,,,,,,"International",,,,,10,4,,27,12,17,,12,,2,9,2,9,0,,,,,2.5,4.5,,,"1 x Boiler, Composite - Zhangjiagang Greens - 163m2 at 9 bar",,"1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) at 60Hz",14.8,"Bulk Carrier"
16320091,5,,,,,,"International",,,,,13,,10,,7,11,10,6,,2,20,2,15,3,,,,,,,,,"1 x Boiler, Composite - Zhangjiagang Greens at 9 bar",,"1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) at 60Hz",14.8,"Bulk Carrier"
16320112,3,,,,,,"International",,,,"Asia",,,,,,,,,,,93,,2,5,,,,,,,,,"1 x Boiler, Composite at 8 bar",,,10.1,"Bulk Carrier"
16320154,5,,,,,,"International",,,,,10,,,,,,,,39,,13,,36,2,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",15,"Bulk Carrier"
16320259,5,,,,,,"International",,,,,41,,,,,,,,,,49,,,10,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz F6L912 - 4-stroke 6-cyl. 100mm x 120mm bore/stroke 66mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",14.3,"Bulk Carrier"
16320312,5,,,,,,"International",,,,,15,,,7,3,,25,,,,21,12,13,4,,,,,,,,,"1 x Boiler, Oil/Gas fired - Tortoise -  at 6.90 bar",,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x ac generator(s) 450V at 60Hz",18.7,"Bulk Carrier"
16320338,5,,,,,,"International",,,,,17,,,,,,,,13,,32,,34,4,,,1.7,1.7,,,,,"1 x Boiler, Oil/Gas fired - Tortoise -  at 6.90 bar",,"1 x Emergency Diesel Gen. - Deutz TCD914L06M - 4-stroke 6-cyl. 102mm x 132mm bore/stroke 129mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",18.4,"Bulk Carrier"
16320459,5,,,,,,"International",,,,"Asia",,,,,,,,,,,9,,91,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",14.5,"Bulk Carrier"
16320462,5,,,,,,"International",,,,,6,,,51,16,,3,4,,,16,,2,3,,,,,3,6,,,,"Folding","1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",18,"Bulk Carrier"
16320475,7,,,,,,"International",,,,,,,,9,9,16,6,4,5,4,18,4,24,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",20,"Bulk Carrier"
16320488,5,,,,,,"International",,,,,5,9,7,,3,,19,,3,,29,1,25,,,,,,,,,,,"Folding","1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",18,"Bulk Carrier"
16320491,7,,,,,,"International",,,,,7,,12,,8,5,3,2,7,2,30,2,19,2,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TCD914L06M - 4-stroke 6-cyl. 102mm x 132mm bore/stroke 129mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",20,"Bulk Carrier"
16320509,7,,,,,,"International",,,,,,,,15,4,,0,13,16,9,4,4,33,,,,,,,,,,"1 x Boiler, Composite - Osaka Boiler at 7 bar",,"1 x Emergency Diesel Gen. - Deutz TCD914L06M - 4-stroke 6-cyl. 102mm x 132mm bore/stroke 129mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",20,"Bulk Carrier"
16320512,7,,,,,,"International",,,,,11,,2,13,7,12,12,4,3,4,12,7,14,1,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TCD914L06M - 4-stroke 6-cyl. 102mm x 132mm bore/stroke 129mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",20.05,"Bulk Carrier"
16320525,5,,,,,,"International",,,,,9,,7,,,,,,20,,33,,31,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) 450V at 60Hz",18,"Bulk Carrier"
16320538,7,"1 x Exhaust Scrubber - SOx - PANASIA",,,,,"International",,,,,,,4,,1,19,0,6,9,6,25,6,22,1,,,,,,,,,"1 x Boiler, Composite at 7 bar",,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 2 x ac generator(s) at 99ekW total, (124kVA total) at 60Hz",20.05,"Bulk Carrier"
16320541,5,,,,,,"International",,,,,27,32,8,,,,,,4,,25,,2,1,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",18,"Bulk Carrier"
16320554,7,"1 x Exhaust Scrubber - SOx - PANASIA",,,,,"International",,,,,,,,7,3,,7,5,14,4,14,11,35,,,,1.8,1.8,2.8,3.8,,,"1 x Boiler, Composite at 7 bar",,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 2 x ac generator(s) at 99ekW total, (124kVA total) at 60Hz",20,"Bulk Carrier"
16320567,5,,,,,,"International",,,,,,,7,,3,0,8,4,6,18,7,27,21,,,,,,,,,2.3,"1 x Boiler, Composite - Miura at 7 bar",,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",18.6,"Bulk Carrier"
16320583,5,,,,,,"International",,,,,1,2,17,38,12,19,,10,,,,,,,,0,,,,,,,"1 x Boiler, Composite - Aalborg Mission™ OC","Folding","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x ac generator(s)",15,"Bulk Carrier"
16320596,5,,,,,,"International",,,,,12,10,5,20,7,,9,7,,2,21,2,5,1,,,,,,,,,"1 x Boiler, Composite - Aalborg Mission™ OC","Folding","1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s)",15,"Bulk Carrier"
16320604,5,,,,,,"International",,,,,22,11,6,19,12,12,,7,,,8,,3,1,,,,,,,,,"1 x Boiler, Composite - Aalborg Mission™ OC","Folding","1 x Emergency Diesel Gen. - Agco Sisu 634 DSBG - 4-stroke 6-cyl. 108mm x 134mm bore/stroke 138mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",15,"Bulk Carrier"
16320875,5,,,,,,"International",,,,,,,,13,12,6,4,26,7,7,0,19,6,,,,,,2.5,6.1,,2.3,"1 x Boiler, Composite - Miura GK-1628G3-800/760-10 at 7 bar",,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",18.6,"Bulk Carrier"
16320891,5,,,,,,"International",,,,,10,10,7,12,4,,7,4,,9,7,12,17,2,,,,,,,,2.3,"1 x Boiler, Oil/Gas fired - Miura -  at 7 bar",,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",18.6,"Bulk Carrier"
16320912,5,,,,,,"International",,,,,5,,,18,6,0,15,5,6,7,18,10,9,3,,,,,,,,2.3,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) 450V at 60Hz",18.6,"Bulk Carrier"
16320925,5,,,,,,"International",,,,,21,4,7,20,2,,12,,6,,18,,14,3,,,,,,,,2.3,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) 450V at 60Hz",18.6,"Bulk Carrier"
16320938,7,,,,,,"International",,,,,,5,17,26,10,31,,,4,,4,5,3,,,0,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TCD914L06M - 4-stroke 6-cyl. 102mm x 132mm bore/stroke 129mkW total at 1,800rpm driving 1 x generator(s) at 60Hz",20,"Bulk Carrier"
16321364,7,,,,,,"International",,,,,20,,9,13,12,5,4,16,,,22,,3,1,,,,,,,,,"1 x Boiler, Exhaust Heated - Aalborg Mission™ OC-TCi at 8 bar",,,20,"Bulk Carrier"
16321443,5,,,,,,"International",,,,,41,12,4,2,4,4,14,,,,18,,,,,,,,,,,,,,,15,"Bulk Carrier"
16321843,5,,,,,,"International",,,,,,,9,8,19,17,5,20,,6,,18,,,,,,,,,,,,,,15,"Bulk Carrier"
16321885,6,,,,,,"International",,,,,,,30,,11,,0,27,,2,17,3,9,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Alfa Laval -  at 6.90 bar",,"1 x Emergency Diesel Gen. - Deutz TCD914L06M - 4-stroke 6-cyl. 102mm x 132mm bore/stroke 129mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",22.98,"Bulk Carrier"
16322679,7,,,,,,"International",,,,,25,,2,7,3,,7,,9,,27,,18,2,,,,,,,,,"1 x Boiler, Composite - Osaka Boiler OVS2 at 6.90 bar",,"1 x Emergency Diesel Gen. - Doosan Infracore AD086TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 186mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",20.05,"Bulk Carrier"
16322682,7,"1 x Exhaust Scrubber - SOx - Alfa Laval",,,,,"International",,,,,20,,,16,6,,13,,,,28,,10,6,,,,,,,,,"1 x Boiler, Composite - Osaka Boiler OVS2 at 6.90 bar",,"1 x Emergency Diesel Gen. - Doosan Infracore AD086TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 186mkW total at 1,800rpm driving 1 x Stamford Power UCM 274 H - AC generator(s) at 160ekW total, (200kVA total) 450V at 60Hz",20.01,"Bulk Carrier"
16322824,7,,,,,,"International",,,,,16,,,,,,7,,14,,33,,26,3,,,,,,,,,"1 x Boiler, Composite - Kangrim - 312.50m2",,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s) at 600ekW total, (750kVA total) 450V",20,"Bulk Carrier"
16322853,5,,,,,,"International",,,,,,,,,,,4,,,37,34,13,12,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",14.8,"Bulk Carrier"
16431269,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Doosan Infracore AD086TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 186mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",,"Bulk Carrier"
16431272,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Doosan Infracore AD086TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 186mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",,"Bulk Carrier"
16431285,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz F6L912 - 4-stroke 6-cyl. 100mm x 120mm bore/stroke 66mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",,"Bulk Carrier"
16431298,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz F6L912 - 4-stroke 6-cyl. 100mm x 120mm bore/stroke 66mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",,"Bulk Carrier"
16431364,,,"3 x Selective Catalytic Reduction - NOx - Yanmar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",15.6,"Bulk Carrier"
16431377,,,"3 x Selective Catalytic Reduction - NOx - Yanmar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",15.6,"Bulk Carrier"
16431380,,,"3 x Selective Catalytic Reduction - NOx - Yanmar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",15.6,"Bulk Carrier"
16431393,,,"3 x Selective Catalytic Reduction - NOx - Yanmar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",15.6,"Bulk Carrier"
16431443,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s)",18.85,"Bulk Carrier"
16431456,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s)",18.85,"Bulk Carrier"
16431469,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x ac generator(s)",,"Bulk Carrier"
16431472,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x ac generator(s)",,"Bulk Carrier"
16431485,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x ac generator(s)",,"Bulk Carrier"
16431498,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x ac generator(s)",,"Bulk Carrier"
16431506,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Doosan Infracore AD086TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 186mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",,"Bulk Carrier"
16431519,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Doosan Infracore AD086TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 186mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",,"Bulk Carrier"
16431522,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Doosan Infracore AD086TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 186mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",,"Bulk Carrier"
16431535,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Doosan Infracore AD086TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 186mkW total at 1,800rpm driving 1 x ac generator(s) at 60Hz",,"Bulk Carrier"
16431548,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s)",,"Bulk Carrier"
16431551,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Doosan Infracore AD086TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 186mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",,"Bulk Carrier"
16431564,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Doosan Infracore AD086TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 186mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",,"Bulk Carrier"
16431577,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Doosan Infracore AD086TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 186mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",,"Bulk Carrier"
16431580,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s)",,"Bulk Carrier"
16431593,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x AC generator(s) at 99ekW total, (124kVA total) at 60Hz",,"Bulk Carrier"
16432253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s)",12.6,"Bulk Carrier"
16432266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,"Bulk Carrier"
88058619,,,,,,,"Regional",,,"South East Asia","Asia",,,,,,,,,,,,,100,,,,,,,,,,,,,,"Bulk Carrier"
88058636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bulk Carrier"
88058638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bulk Carrier"
88058642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bulk Carrier"
16328392,5,,,,,,"International",,,,,19,10,21,3,2,,2,,20,,22,,8,0,,,,,,,,,"1 x Boiler, Composite - Saacke",,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x Stamford Power UCM 274 F13 - AC generator(s) at 120ekW total, (150kVA total) at 60Hz",15,"Bulk Carrier"
16328497,5,,,"LNG Capable",,,"National",,"South Korea","East Asia","Asia",,,,,,,,,,,100,,,,,,,,,,,,,,,17.3,"Bulk Carrier"
