"Listing"

"WFR Listing"
"Created 16 February 2022 06:06"


"CVN","Hatches Total No","SOx Scrubber Details","NOx Detail","Main Engine LNG Capable","Alternative Fuel Type Ready","Dwt per TEU","Beta Deployment (Last 12 Months)","Beta Port (Last 12 Months)","Beta Country (Last 12 Months)","Beta Region (Last 12 Months)","Beta Global Zone Group (Last 12 Months)","West Coast N America Deployment (Time in Last 12 Months, %)","West Coast S America Deployment (Time in Last 12 Months, %)","East Coast N America Deployment (Time in Last 12 Months, %)","East Coast S America Deployment (Time in Last 12 Months, %)","West Coast Africa Deployment (Time in Last 12 Months, %)","UK/Cont Deployment (Time in Last 12 Months, %)","East Coast Africa Deployment (Time in Last 12 Months, %)","Med/Black Sea Deployment (Time in Last 12 Months, %)","Australasia Deployment (Time in Last 12 Months, %)","Middle East Deployment (Time in Last 12 Months, %)","East Asia Deployment (Time in Last 12 Months, %)","Indian Subcont Deployment (Time in Last 12 Months, %)","SE Asia Deployment (Time in Last 12 Months, %)","North Asia Deployment (Time in Last 12 Months, %)","Southern Ocean Deployment (Time in Last 12 Months, %)","Arctic Deployment (Time in Last 12 Months, %)","Aux Consumption at Ballast Speed (tpd)","Aux Consumption at Laden Speed (tpd)","Aux Consumption In Port - Idle (tpd)","Aux Consumption In Port - Working (tpd)","Aux Consumption In Port (tpd)","Aux Consumption at Service Speed (tpd)","Boiler Detail","Hatch Description","Emergency Engine Detail","Depth Moulded (m)","Group","Beam Ext (m)"
16260317,5,,,,,,"International",,,,,5,6,19,46,24,,,,,,,,,,,,,,2,,,,"1 x Boiler, Composite - Saacke CMB-VS-1.5+0.66/6","Hyd. Folding","1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x Stamford Power UCM 274 F13 - AC generator(s) at 120ekW total, (150kVA total) at 60Hz",15,"Bulk Carrier"
16260320,5,,,,,,"International",,,,,1,12,25,21,6,8,,9,18,,,,,,,,,,2,,,,"1 x Boiler, Composite - Saacke CMB-VS-1.5+0.66/6 at 8 bar","Hyd. Folding","1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x Stamford Power UCM 274 F13 - AC generator(s) at 120ekW total, (150kVA total) at 60Hz",15,"Bulk Carrier"
16257441,5,,,,,,"International",,,,,3,3,,,1,,41,,,8,5,20,18,,,,,,,,,0.1,"1 x Boiler, Composite - Alfa Laval at 8 bar",,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x AC generator(s)",18.6,"Bulk Carrier"
16257454,5,,,,,,"International",,,,,,,10,5,17,24,23,4,,7,,10,,,,,,,,,,0.1,,,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",18.6,"Bulk Carrier"
16257470,9,"1 x Exhaust Scrubber - SOx - Alfa Laval",,,,,"International",,,,,0,,,6,13,0,15,0,11,0,19,10,24,,,,,,,,,,"1 x Boiler, Composite - Miura GK-2730-1600/1100 - 333m2 at 7 bar","S","1 x Emergency Diesel Gen. - Doosan Infracore AD136TI - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x Cummins Inc AC generator(s) at 120ekW total, (150kVA total) at 60Hz",24.7,"Bulk Carrier"
16257483,9,"1 x Exhaust Scrubber - SOx - Alfa Laval",,,,,"International",,,,,4,11,,,8,,7,2,7,3,29,3,27,,,,,,,,,,"1 x Boiler, Composite - Miura GK-2730-1600/1100 - 333m2 at 7 bar","S","1 x Emergency Diesel Gen. - Doosan Infracore AD136TI - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x Cummins Inc AC generator(s) at 120ekW total, (150kVA total) at 60Hz",24.7,"Bulk Carrier"
16257667,5,,,,,,"International",,,,,,3,,7,9,,10,,9,9,13,3,29,10,,,,,,,,,,,"1 x Emergency Diesel Gen. - Agco Sisu 634 DSBG - 4-stroke 6-cyl. 108mm x 134mm bore/stroke 138mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",18.5,"Bulk Carrier"
16257696,5,,,,,,"International",,,,,19,19,,9,,,,,1,,32,,18,1,,,,,,,,,"1 x Boiler, Composite - Saacke at 8 bar","F",,18.5,"Bulk Carrier"
16257704,5,,,,,,"International",,,,,,,8,4,4,,0,19,,5,38,5,17,,,,,,,,,,"1 x Boiler, Composite - Saacke at 8 bar","F",,18.5,"Bulk Carrier"
16257867,5,,,,,,"International",,,,,18,,12,,2,0,0,13,3,10,11,25,4,1,,,,,2.5,4.1,,,"1 x Boiler, Composite - Saacke",,"1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) 450V at 60Hz",18.5,"Bulk Carrier"
16257870,5,,,,,,"International",,,,,18,7,11,2,2,14,4,8,,4,8,22,,0,,,,,,,,,"1 x Boiler, Composite - Saacke",,"1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,500rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) 450V at 60Hz",18.5,"Bulk Carrier"
16257883,5,,,,,,"International",,,,,5,,11,,2,7,0,10,,10,23,9,22,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x ac generator(s) 450V at 60Hz",18.5,"Bulk Carrier"
16257896,5,,,,,,"International",,,,,,,6,35,6,4,7,10,,,29,,7,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,500rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) 450V at 60Hz",18.5,"Bulk Carrier"
16257904,5,,,,,,"International",,,,,9,9,14,,3,13,0,22,,2,24,2,1,1,,,,,,,,,"1 x Boiler, Composite - Saacke at 8 bar",,"1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x ac generator(s) at 120ekW total, (150kVA total) 450V at 60Hz",18.5,"Bulk Carrier"
16257917,5,,,,,,"International",,,,,13,,22,,9,14,8,2,1,2,16,2,12,,,,,,,,,,"1 x Boiler, Composite - Saacke at 8 bar",,"1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x ac generator(s) at 120ekW total, (150kVA total) 450V at 60Hz",18.5,"Bulk Carrier"
16257920,5,,,,,,"International",,,,,23,4,7,12,5,5,3,7,,11,18,3,1,0,,,,,,,,,"1 x Boiler, Composite - Saacke at 8 bar",,"1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x ac generator(s) at 120ekW total, (150kVA total) 450V at 60Hz",18.5,"Bulk Carrier"
16257933,5,,,,,,"International",,,,,,,13,54,10,0,3,12,,3,,2,6,,,,,,,,,,"1 x Boiler, Composite - Saacke at 8 bar",,"1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x ac generator(s) at 120ekW total, (150kVA total) 450V at 60Hz",18.5,"Bulk Carrier"
16258143,7,"1 x Exhaust Scrubber - SOx - PANASIA",,,,,"International",,,,,8,5,9,20,7,13,7,,6,,11,,12,1,,2,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TCD914L06M - 4-stroke 6-cyl. 102mm x 132mm bore/stroke 129mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",20,"Bulk Carrier"
16258156,7,,,,,,"International",,,,,8,,,8,3,,9,,18,,23,,29,1,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TCD914L06M - 4-stroke 6-cyl. 102mm x 132mm bore/stroke 129mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",20,"Bulk Carrier"
16258169,7,,,,,,"International",,,,,,,,5,3,,7,6,15,4,22,9,28,,,,,,3,5,,,,,"1 x Emergency Diesel Gen. - Deutz TCD914L06M - 4-stroke 6-cyl. 102mm x 132mm bore/stroke 129mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",20,"Bulk Carrier"
16258172,5,,,,,,"International",,,,,5,,15,2,1,24,,12,4,4,19,4,9,1,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",16.5,"Bulk Carrier"
16258235,4,,,,,,"International",,,,,,,92,8,,,,,,,,,,,,,,,,,,,"1 x Boiler, Composite - Tortoise at 6.90 bar",,"1 x Emergency Diesel Gen. - Deutz F6L912 - 4-stroke 6-cyl. 100mm x 120mm bore/stroke 66mkW total at 1,800rpm driving 1 x generator(s)",11.4,"Bulk Carrier"
16258248,4,,,,,,"International",,,,,,,80,20,,,,,,,,,,,,,,,,,,,"1 x Boiler, Composite - Tortoise at 6.90 bar",,"1 x Emergency Diesel Gen. - Deutz F6L912 - 4-stroke 6-cyl. 100mm x 120mm bore/stroke 66mkW total at 1,800rpm driving 1 x generator(s)",11.4,"Bulk Carrier"
16258251,7,,,,,,"International",,,,,6,,,11,3,,9,,14,,27,5,23,2,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TCD914L06M - 4-stroke 6-cyl. 102mm x 120mm bore/stroke 129mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",20,"Bulk Carrier"
16258327,5,,,,,,"International",,,,,17,,,,,,,,35,,29,,16,3,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TCD914L06M - 4-stroke 6-cyl. 102mm x 132mm bore/stroke 129mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",14.5,"Bulk Carrier"
16258343,5,,,,,,"International",,,,,,,,,18,18,,62,,1,,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 64ekW total, (80kVA total) at 60Hz",14.5,"Bulk Carrier"
16258356,5,,,,,,"International",,,,,18,5,,,,,,,37,4,15,8,12,1,,,,,,,,,"1 x Boiler, Composite - Osaka Boiler OVS2 at 6.90 bar",,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 82mkW total at 1,800rpm driving 1 x Stamford Power UCM 274 C - AC generator(s) at 80ekW total, (100kVA total) at 60Hz",14.5,"Bulk Carrier"
16258422,5,,,,,,"International",,,,"Asia",,,,,,,,,7,,22,,71,,,,,,,,,,"1 x Boiler, Composite - Tortoise at 6.90 bar",,"1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",14.5,"Bulk Carrier"
16258477,5,,,,,,"International",,,,,18,25,,,,,,,4,,36,,11,6,,,,,,,,,"1 x Boiler, Composite",,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",18.1,"Bulk Carrier"
16258480,5,,,,,,"International",,,,,10,4,,14,18,8,0,14,,6,10,6,10,1,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TD226B-6CD - 4-stroke 6-cyl. 99mkW total at 1,500rpm driving 1 x ac generator(s) at 50Hz",18.6,"Bulk Carrier"
16258493,5,,,,,,"International",,,,,,,,14,9,0,13,21,13,8,,4,18,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Deutz TD226B-6CD - 4-stroke 6-cyl. 99mkW total at 1,500rpm driving 1 x ac generator(s) at 50Hz",18.6,"Bulk Carrier"
16258501,5,,,,,,"International",,,,,10,,,3,8,13,,7,,7,9,14,27,2,,,,,2.5,5,,,,,"1 x Emergency Diesel Gen. - Deutz TD226B-6 - 4-stroke 6-cyl. 105mm x 120mm bore/stroke 103mkW total at 2,200rpm driving 1 x AC generator(s) at 60Hz",18.6,"Bulk Carrier"
16258514,5,,,,,,"International",,,,,,,,6,6,,23,,21,,7,4,34,,,,,,,,,,"1 x Boiler, Composite",,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",18.1,"Bulk Carrier"
16258527,5,,,,,,"International",,,,,11,,18,21,5,0,,7,2,11,10,6,8,,,,,,,,,,"1 x Boiler, Composite - Miura at 6.90 bar",,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x ac generator(s) at 80ekW total, (100kVA total) 450V at 60Hz",18.1,"Bulk Carrier"
16258530,5,,,,,,"International",,,,,,25,,37,14,9,,15,,,,,,,,,,,0.2,0.2,,0.2,,"Folding","1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",14.05,"Bulk Carrier"
16258543,5,,,,,,"International",,,,,1,12,3,44,13,17,,10,,,,,,,,,,,0.2,0.2,,0.2,,"Folding","1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",14.05,"Bulk Carrier"
16258556,5,,,,,,"International",,,,,21,,,5,2,,10,4,11,2,26,8,11,6,,,,,0.2,0.2,,0.2,"1 x Boiler, Composite - Osaka Boiler OVS2 at 6.90 bar","Folding","1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",14.05,"Bulk Carrier"
16258569,5,,,,,,"International",,,,,8,,,10,11,,7,2,5,,29,7,21,2,,,,,0.2,0.2,,0.2,"1 x Boiler, Composite - Osaka Boiler OVS2","Folding","1 x Emergency Diesel Gen. - Deutz TD914L06M - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 99mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",14.05,"Bulk Carrier"
16258572,7,,,,,,"International",,,,,,,,31,11,,23,,,,14,2,21,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Doosan Infracore AD086TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 186mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",20,"Bulk Carrier"
16258585,7,"1 x Exhaust Scrubber - SOx - Alfa Laval",,,,,"International",,,,,6,,12,4,4,12,,14,3,30,8,3,3,,,,,,,,,,,,,20,"Bulk Carrier"
16258598,7,,,,,,"International",,,,,8,10,16,27,2,9,0,2,4,2,15,2,2,2,,,2.5,2.5,,,2,,,,,20,"Bulk Carrier"
16258606,7,"1 x Exhaust Scrubber - SOx - AEC Maritime",,,,,"International",,,,,,,,7,4,,8,,18,,34,4,24,1,,,,,,,,,"1 x Boiler, Composite - Osaka Boiler - 224m2 at 5 bar",,"1 x Emergency Diesel Gen. - Doosan Infracore AD086TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 171mkW total at 1,800rpm driving 1 x Leroy Somer AC generator(s) at 160ekW total, (200kVA total) at 60Hz",20,"Bulk Carrier"
16258635,7,,,,,,"International",,,,,,,21,,4,15,0,13,0,8,21,6,13,,,,,,,,,,"1 x Boiler, Composite - Miura at 8 bar",,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",19.9,"Bulk Carrier"
16258648,7,,,,,,"International",,,,,10,1,10,7,7,4,6,2,11,2,17,2,20,1,,,,,,,,,"1 x Boiler, Composite - Miura at 8 bar",,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",19.9,"Bulk Carrier"
16256457,5,,,,,,"International",,,,,,,18,5,6,11,,51,,10,,,,,,,,,,,,,"1 x Boiler, Composite - Miura - 23m2 at 8 bar",,"1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-GM175 - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 175mkW total at 1,800rpm driving 1 x Cummins Inc AC generator(s) at 120ekW total, (150kVA total) at 60Hz",15,"Bulk Carrier"
16256460,5,,,,,,"International",,,,,,,7,31,18,27,,17,,,,,,,,,1.8,1.8,3,4.6,,,"1 x Boiler, Composite - Miura - 23m2 at 8 bar",,"1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-GM175 - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 175mkW total at 1,800rpm driving 1 x Cummins Inc AC generator(s) at 120ekW total, (150kVA total) at 60Hz",15,"Bulk Carrier"
16254932,9,,,,,,"International",,,,"Asia",,,,,,,,,25,,44,,31,,,,,,,,,,"1 x Boiler, Composite - Mitsubishi HI Mach MJC-340T",,"1 x Emergency Diesel Gen. - Cummins Inc NT855-D(M) - 4-stroke 6-cyl. 140mm x 152mm bore/stroke 254mkW total at 1,800rpm driving 1 x Stamford Power HCM 434 C13 - AC generator(s) at 200ekW total, (250kVA total) 450V at 60Hz",25,"Bulk Carrier"
16256949,5,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,17.6,"Bulk Carrier"
16257009,7,,,,,94.74,"International",,,,,,,,,,,,,,24,40,21,14,,,,,,,,,,,,,15.2,"Bulk Carrier"
16257012,7,,,,,94.85,"International",,,,,,,,,,,,,,27,43,14,16,,,,,,,,,,,,,15.2,"Bulk Carrier"
16257041,9,,,,,,"International",,,,"Asia",,,,,,,,,29,,41,,30,,,,,,3.4,6,,,,,"1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s)",25.5,"Bulk Ore Carrier"
16257054,9,,,,,,"International",,,,"Asia",,,,,,,,,23,,44,,33,,,,,,,,,,"1 x Boiler, Oil/Gas fired - ",,"1 x Emergency Diesel Gen. - 4-stroke  driving 3 x AC generator(s)",25.5,"Bulk Ore Carrier"
16257067,5,,,,,,"National",,"China P.R.","East Asia","Asia",,,,,,,,,,,100,,,,,,,,,,,,"1 x Boiler, Composite - Zhangjiagang Greens",,"1 x Emergency Diesel Gen. - MAN Energy Solutions4-stroke  driving 1 x AC generator(s) at 99ekW total, (125kVA total)",16.5,"Bulk Carrier"
16256644,5,"1 x Exhaust Scrubber - SOx - Pacific Green Tech",,,,,"International",,,,,10,12,7,4,17,6,,17,6,2,10,2,6,1,,,,,,,,,,,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x Leroy Somer LSAM 46.2 - AC generator(s) at 100ekW total, (125kVA total) at 60Hz",18.6,"Bulk Carrier"
16256657,5,"1 x Exhaust Scrubber - SOx - Pacific Green Tech",,,,,"International",,,,,9,9,6,7,15,9,,26,,,19,,,,,,,,,,,,,,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x Leroy Somer LSAM 46.2 - AC generator(s) at 100ekW total, (125kVA total) at 60Hz",18.6,"Bulk Carrier"
16256673,5,"1 x Exhaust Scrubber - SOx - Pacific Green Tech",,,,,"International",,,,,5,10,8,,4,0,0,5,19,2,32,2,14,,,,,,,,,,"1 x Boiler, Composite - Aalborg Mission™ OC at 7 bar",,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x Leroy Somer LSAM 46.2 - AC generator(s) at 100ekW total, (125kVA total) at 60Hz",18.6,"Bulk Carrier"
16256686,5,"1 x Exhaust Scrubber - SOx - Pacific Green Tech",,,,,"International",,,,,4,,,,,,,,24,2,38,2,34,,,,,,,,,,"1 x Boiler, Exhaust Heated - Aalborg Mission™ OC at 7 bar",,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x Leroy Somer LSAM 46.2 - AC generator(s) at 100ekW total, (125kVA total) at 60Hz",18.6,"Bulk Carrier"
16256699,5,,,,,,"International",,,,,,,,5,9,,7,1,,2,25,13,27,10,,,,,,,,,"1 x Boiler, Composite - Saacke CMB-VS-1.5+0.81/6","F","1 x Emergency Diesel Gen. - Cummins Inc4-stroke  driving 1 x generator(s)",18.5,"Bulk Carrier"
16256707,5,,,,,,"International",,,,,,,2,,12,10,0,29,2,3,10,11,21,,,,,,3.25,3.75,,,"1 x Boiler, Composite - Saacke","F","1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x ac generator(s)",18.5,"Bulk Carrier"
16256710,5,,,,,,"International",,,,,,,8,4,9,,0,6,4,22,4,24,20,,,,,,,,,,"1 x Boiler, Composite - Saacke","F","1 x Emergency Diesel Gen. - Cummins Inc 6CT8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 140mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",18.5,"Bulk Carrier"
16256723,7,,,,,,"International",,,,,39,,6,,2,,0,2,,2,36,2,2,10,,,,,,,,,,"S",,20,"Bulk Carrier"
16256736,7,,,,,,"International",,,,,10,,,21,9,,17,,5,4,24,0,12,2,,,,,,,,,,"S",,20,"Bulk Carrier"
16256765,5,,,,,,"International",,,,,7,,16,14,4,7,12,22,,4,8,0,10,0,,,,,,,,,,"F",,18.5,"Bulk Carrier"
16256778,5,,,,,,"International",,,,,,,7,29,32,0,,33,,,,,,,,,,,,,,,,"F",,18.5,"Bulk Carrier"
16256781,5,,,,,,"International",,,,,16,,,1,2,,23,,,,15,5,33,5,,,,,,,,,"1 x Boiler, Composite - Mitsubishi HI Mach MJC-280T - 380.80m2 at 10 bar",,"1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 175mkW total at 1,800rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) at 60Hz",18.5,"Bulk Carrier"
16256794,5,,,,,,"International",,,,,9,,,16,7,,15,,5,,15,9,22,2,,,,,,,,,"1 x Boiler, Composite - Mitsubishi HI Mach MJC-280T - 380.80m2 at 10 bar",,"1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 175mkW total at 1,800rpm driving 1 x AC generator(s) at 120ekW total, (150kVA total) at 60Hz",18.5,"Bulk Carrier"
16256802,7,,,,,92.46,"International",,,,,,,,,,,,,,27,43,16,14,,,,,,,,,,"1 x Boiler, Composite - Saacke CMB-VS-1.2+1.03/7 - 229.70m2 at 9 bar",,,15.2,"Bulk Carrier"
16256815,7,,,,,92.45,"International",,,,,,,,,,,,,,26,43,16,15,,,,,,,,,,,,,15.2,"Bulk Carrier"
16256828,7,,,,,,"International",,,,,14,3,7,13,4,,7,,6,,34,,9,4,,,,,,,,,,"Side Rolling","1 x Emergency Diesel Gen. - Deutz TCD914L06M - 4-stroke 6-cyl. 102mm x 132mm bore/stroke 129mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",20,"Bulk Carrier"
16256831,7,,,,,,"International",,,,,,,,26,10,,18,1,4,,17,2,21,,,,2,2,3,5.5,,,,"Side Rolling","1 x Emergency Diesel Gen. - Deutz TCD914L06M - 4-stroke 6-cyl. 102mm x 132mm bore/stroke 129mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",20,"Bulk Carrier"
16256844,5,,,,,,"International",,,,,,,,,7,,10,,,,61,,22,,,,,,,,,,"1 x Boiler, Composite - Saacke CMB-VS-1.5+1.0/7 at 9 bar","F",,18,"Bulk Carrier"
16255205,9,,,,,,"International",,,,"Asia",,,,,,,,,23,,45,,32,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Kangrim - ",,"1 x Emergency Diesel Gen. - Cummins Inc NTA855-D(M) - 4-stroke 6-cyl. 140mm x 152mm bore/stroke 358mkW total at 1,800rpm driving 1 x Stamford Power HCM 434 F - AC generator(s) at 300ekW total, (375kVA total) at 60Hz",25.3,"Bulk Carrier"
16255218,9,"1 x Exhaust Scrubber - SOx",,,,,"International",,,,"Asia",,,,,,,,,23,,45,,32,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Kangrim - ",,"1 x Emergency Diesel Gen. - Cummins Inc NTA855-D(M) - 4-stroke 6-cyl. 140mm x 152mm bore/stroke 358mkW total at 1,800rpm driving 1 x Stamford Power HCM 434 F - AC generator(s) at 300ekW total, (375kVA total) at 60Hz",25.3,"Bulk Carrier"
16255247,5,"1 x Exhaust Scrubber - SOx - Ecospray",,,,,"International",,,,,,,11,13,4,17,5,,,13,,31,4,,,,,,,,,,"1 x Boiler, Composite - Aalborg Mission™ OC - 331m2 at 7 bar",,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x Leroy Somer AC generator(s) at 128ekW total, (160kVA total) at 60Hz",18.63,"Bulk Carrier"
16255250,5,"1 x Exhaust Scrubber - SOx - Ecospray",,,,,"International",,,,,,,,,9,,21,2,,13,10,9,33,3,,,,,3.1,8.7,,,"1 x Boiler, Composite - Aalborg Mission™ OC - 331m2 at 7 bar",,"1 x Emergency Diesel Gen. - Doosan Infracore AD136TIS - 4-stroke 6-cyl. 111mm x 139mm bore/stroke 138mkW total at 1,800rpm driving 1 x Leroy Somer AC generator(s) at 128ekW total, (160kVA total) at 60Hz",18.63,"Bulk Carrier"
16255263,9,"1 x Exhaust Scrubber - SOx - AEC Maritime",,,,,"International",,,,"Asia",,,,,,,,,21,,45,,35,,,,,,,,,,"1 x Boiler, Composite - Aalborg Mission™ OC at 7 bar",,"1 x Emergency Diesel Gen. - Doosan Infracore AD126TIS - 4-stroke 6-cyl. 123mm x 155mm bore/stroke 247mkW total at 1,800rpm driving 1 x Leroy Somer LSAM 46.2 - AC generator(s) at 180ekW total, (225kVA total) 450V at 60Hz",25,"Bulk Carrier"
16255276,9,"1 x Exhaust Scrubber - SOx - AEC Maritime",,,,,"International",,,,,,,,14,9,,18,,6,,25,,28,,,,,,,,,,"1 x Boiler, Composite - Aalborg Mission™ OC at 7 bar",,"1 x Emergency Diesel Gen. - Doosan Infracore AD126TIS - 4-stroke 6-cyl. 123mm x 155mm bore/stroke 247mkW total at 1,800rpm driving 1 x Leroy Somer LSAM 46.2 - AC generator(s) at 180ekW total, (225kVA total) at 60Hz",25,"Bulk Carrier"
