"Listing"

"WFR Listing"
"Created 16 February 2022 17:56"


"CVN","IMO Number","MMSI (Maritime Mobile Service Identity)","Type at Sale","Name at Sale","Dwt","Built","Builder","En. Bloc.","En. Bloc. No.","Sale Date","Currency","Price (Sale)","Buyers","Buyer Country/Region","Sellers","Seller Country/Region","Old Type","Demo Location","Year Rebuilt Convert","LDT","Demo $/LDT","Contract Date","Demo Date","Price (NB)","Currency (NB)","Gear (Ind)","Holds Total No","Hatches Total No","Strengthened for Ore","Grain Capacity (cu m)","Great Lakes Fitted","Great Lakes Only","Demo Buyer","Sale Teu Total Cap","Capacity (cu m)","Sale Dwt Tonnes","Sale Gt","Vessel Age At Sale"
16130180,9600607,636021390,"Bulk","Bulker Bee 21",25041,2011,"Ningbo Xinle SB","#",6409.02,"28-Sep-2021",,,"Clients of Rix Shipmgmt","Latvia","Q-Shipping","Netherlands",,,,6070,,"01-Feb-2008",,,,"Y",4,4,,30914.6,,"N",,,,25041,15545,10
16199516,9584190,563142600,"Bulk","Yangtze Brilliance",32323,2011,"Jiangmen Nanyang",,,"28-Sep-2021","USD",15.5,"Chinese interests","China P.R.","CMC Leasing","China P.R.",,,,,,"01-Feb-2010",,,,"Y",5,5,,43477,,"N",,,,32323,20969,9
16071737,9432256,373518000,"Bulk","Seacon 6",56826,2012,"Ningbo Lantian SB",,,"28-Sep-2021","USD",15.3,"Chinese interests","China P.R.","Zhejiang Xinyihai","China P.R.",,,,10875,,"19-Feb-2007",,33.75,"$m","Y",5,5,,71634,"N","N",,,,56826,32987,9
16086557,9450844,636021274,"Bulk","Oriana C",34417,2012,"SPP Goseong SY",,,"28-Sep-2021","USD",16.5,"Greek interests","Greece","Apex Marine Corp.","United States",,,,9230,,"17-May-2007",,35,"$m","Y",5,5,,48765,,,,,,34417,23456,9
16263176,9714721,636017389,"Bulk","SBI Hermes",61305,2016,"I-S Shipyard","#",6405.05,"27-Sep-2021",,,"Undisclosed interests","Unknown","Eneti","Italy",,,,,,"27-Sep-2013",,,,"Y",5,5,,77674,,,,,,61305,34835,5
59516698,9516698,419001670,"Bulk","Ocean Rider",34250,2009,"Shinan HI",,,"27-Sep-2021","USD",14,"Undisclosed interests","Unknown","Doriko","South Korea",,,,,,"21-Dec-2007",,,,"Y",5,5,,47089,"N",,,,,34250,22634,11
15375069,9293870,563141800,"Bulk","Vantage Key",29870,2004,"Shikoku Dock.",,,"27-Sep-2021","USD",9.2,"Undisclosed interests","Unknown","Vantage Shpg Line","Greece",,,,,,"23-Jan-2003",,,,"Y",5,5,,40031,,"N",,,,29870,17951,16
15348397,9286956,636015676,"Bulk","Bellamys",76286,2005,"Tsuneishi Zosen",,,"27-Sep-2021","USD",17,"Chinese interests","China P.R.","Sun Enterprises","Greece",,,,10300,,"30-Aug-2002",,,,"N",7,7,,91357,"N","N",,,,76286,39964,16
13213877,9217462,352001131,"Bulk","Mermaid Star",14026,1999,"Hakata Zosen",,,"27-Sep-2021","USD",4.2,"Clients of ABK Shpg","Lebanon","Rightway Shipping","China P.R.",,,,,,"01-Jan-1999",,,,"Y",3,3,,18093,,,,,,14026,8590,21
16148301,9491575,353732000,"Bulk","Maritime Faith",33166,2011,"Kanda Zosensho",,,"27-Sep-2021","USD",16.75,"Clients of Taylor Maritime","Hong Kong","ORIX Maritime Corp","Japan",,,,,,"30-Nov-2007",,,,"Y",5,5,,42630,,,,,,33166,21483,10
16221868,9595149,636015421,"Bulk","Cielo di Gaspesie",36699,2012,"Hyundai Mipo",,,"27-Sep-2021","USD",19.1,"Undisclosed interests","Unknown","D'Amico Soc di Nav","Italy",,,,,,"01-Jun-2010",,,,"Y",5,5,,46230.7,,"N",,232,,36699,23790,9
16262911,9714692,538006145,"Bulk","SBI Echo",61258,2015,"Imabari SB (Imabari)","#",6405.03,"27-Sep-2021",,,"Undisclosed interests","Unknown","Eneti","Italy",,,,,,"31-Aug-2013",,,,"Y",5,5,,74638,,,,,,61258,34835,6
16262924,9714707,538006140,"Bulk","SBI Tango",61286,2015,"Imabari SB (Imabari)","#",6405.04,"27-Sep-2021",,,"Undisclosed interests","Unknown","Eneti","Italy",,,,,,"31-Aug-2013",,,,"Y",5,5,,74638,,,,,,61286,34835,5
12477023,9047087,356911000,"Bulk","Sea Arirang",71535,1994,"Hitachi Zosen",,,"27-Sep-2021","USD",6,"Chinese interests","China P.R.","Hanaro Shipping","South Korea",,,,10521,,,,,,"N",7,7,"Y",85108,"N","N",,,,71535,38131,27
12584877,9109495,626165000,"Bulk","MP Panamax 4",69925,1995,"Sanoyas",,,"25-Sep-2021","USD",6,"Clients of Ved Marine","U.A.E.","Pallonji & Co","India",,,,9478,,"01-Oct-1994",,,,"Y",7,7,,81756,"N","N",,,,69925,36666,26
16201778,9610286,636021309,"Bulk","Pedhoulas Fighter",81541,2012,"Zhejiang Ouhua SB",,,"24-Sep-2021","USD",23.7,"Undisclosed interests","Unknown","Safe Bulkers","Greece",,,,,,"19-Nov-2010",,34,"$m","N",7,7,,96072,,,,,,81541,44289,9
16164514,9524669,636021241,"Bulk","Cactus K",31893,2011,"Hakodate Dock",,,"24-Sep-2021","USD",16,"Greek interests","Greece","Yamamoto Kisen Y.K.","Japan",,,,,,"15-Dec-2006",,,,"Y",5,5,"N",40872,,,,,,31893,19817,10
16146428,9490454,538008241,"Bulk","Elinda Mare",79648,2010,"New Century SB",,,"24-Sep-2021","USD",20,"Undisclosed interests","Unknown","Aquavita Intl","Ukraine",,,,,,"01-May-2008",,,,"N",7,7,,97850,,"N",,,,79648,43507,10
16103700,9454187,372246000,"Bulk","Nord Trust",55693,2009,"Mitsui SB (Tamano)",,,"24-Sep-2021","USD",17.5,"Clients of Hanif Mrtm","Bangladesh","MK Ship Management","Japan",,,,8500,,"01-Dec-2006",,,,"Y",5,5,,70856,,"N",,,,55693,31232,11
16240748,9675767,574005520,"Bulk","Sailing Sky",61346,2014,"Shin Kasado Dock",,,"24-Sep-2021","USD",27.5,"Vietnamese interests","Vietnam","Diamond Star Shpg","Japan",,,,,,"01-Sep-2012",,,,"Y",5,5,,77674,,"N",,,,61346,34764,7
15861625,9333709,371617000,"Bulk","Timu",17224,2005,"Murakami Hide",,,"23-Sep-2021",,,"Clients of StarOcean Marine","Japan","Wisdom Marine Group","Taiwan",,,,,,"01-Jul-2004",,,,"Y",4,4,,27437,,,,,,17224,12630,15
16223446,9640592,373634000,"Bulk","Glad Mark*",58642,2012,"Kawasaki HI Sakaide",,6393.01,"22-Sep-2021","USD",22,"Undisclosed interests","Unknown","Fukujin Kisen","Japan",,,,,,"01-Dec-2010",,,,"Y",5,5,,73614,,,,,,58642,33084,9
16223459,9640607,373921000,"Bulk","Million Bell*",58665,2012,"Kawasaki HI Sakaide",,6393.02,"22-Sep-2021","USD",22,"Undisclosed interests","Unknown","Fukujin Kisen","Japan",,,,,,"01-Dec-2010",,,,"Y",5,5,,73614,,,,,,58665,33084,8
16207909,9626364,636015690,"Bulk","Ocean Opal",37187,2012,"Hyundai Mipo",,,"22-Sep-2021","USD",18,"Clients of Carsten Rehder","Germany","Taylor Maritime","Hong Kong",,,,8142,,"04-Mar-2011",,,,"Y",5,5,,47899,,"N",,,,37187,22662,9
16139796,9521813,304364000,"Bulk","Narew",16573,2012,"Taizhou Sanfu",,,"22-Sep-2021","USD",9.3,"Clients of Delft Schiffahrt","Germany","Polish Steamship Co","Poland",,,,,,"28-Apr-2008",,28.5,"$m","Y",5,5,,,"Y",,,,,16573,13579,9
16251223,9691591,314582000,"Bulk","Golden Daisy",28368,2014,"I-S Shipyard",,,"22-Sep-2021","USD",16.5,"Clients of Stallion Marine","Greece","Kinriki Kisen","Japan",,,,,,"01-Dec-2012",,,,"Y",5,5,,37320,,"N",,,,28368,17027,7
16266793,9713428,538006031,"Bulk","Sea Vision",77154,2015,"Imabari SB Hiroshima",,,"22-Sep-2021","USD",29.2,"Clients of Dryships","Greece","Taiyo Kaiun KK","Japan",,,,,,"01-Aug-2013",,,,"N",7,7,,91140,,,,,,77154,40937,6
15288255,9278806,352390000,"Bulk","Gutian Loyal",52686,2004,"Oshima Shipbuilding",,,"20-Sep-2021","USD",13.8,"Undisclosed interests","Unknown","Loyal Charm","Hong Kong",,,,,,"05-Jul-2002",,,,"Y",5,5,,64253,,"N",,,,52686,29398,16
15435369,9291078,477560400,"Bulk","Great Amity",56050,2004,"Mitsui SB (Tamano)",,,"17-Sep-2021","USD",15.7,"Clients of Jiangsu Ocean Shpg","China P.R.","Sinotrans Shipping","China P.R.",,,,8500,,"16-Apr-2003",,,,"Y",5,5,,70810,"N","N",,,,56050,31260,16
16116700,9483243,538009786,"Bulk","Ingenious",55783,2011,"Hyundai Vietnam SB",,,"17-Sep-2021","USD",17.8,"Clients of HBC Hamburg","Germany","Sealestial Nav. Co.","Greece",,,,,,"02-Nov-2007",,47.9,"$m","Y",5,5,,70733,"N","N",,,,55783,32672,10
16126954,9500302,477325700,"Bulk","Shao Shan 5",75700,2012,"Guangzhou Huangpu",,,"17-Sep-2021","USD",20.82,"Chinese interests","China P.R.","COSCO Shipping Bulk","China P.R.",,,,,,"25-Jan-2008",,,,"N",7,7,,90725,,,,,,75700,41342,9
15570095,9304227,352898727,"Bulk","Great Talent",76773,2005,"Sasebo HI",,,"17-Sep-2021","USD",17,"Chinese interests","China P.R.","Sinotrans Shipping","China P.R.",,,,,,"01-Jun-2003",,,,"N",7,7,,90911,"N","N",,,,76773,40040,16
16156993,9500699,563142300,"Bulk","Trans Oceanic",58168,2012,"Tsuneishi Zosen",,,"17-Sep-2021","USD",23,"Undisclosed interests","Unknown","Murakami Sekiyu","Japan",,,,,,"01-Jun-2007",,,,"Y",5,5,,72690,,,,,,58168,32309,9
16230349,9634854,538009740,"Bulk","Peak Liberty",81837,2015,"Tsuneishi Zosen",,,"17-Sep-2021","USD",28,"Greek interests","Greece","Defender Holding","Bermuda",,,,,,"01-May-2011",,,,"N",7,7,,97247,,,,,,81837,43089,6
16230136,9634830,538009665,"Bulk","Peak Pegasus",82026,2013,"Tsuneishi Zosen",,,"17-Sep-2021","USD",27,"Clients of Grehel Shipmngt","Greece","Defender Holding","Bermuda",,,,,,"01-May-2011",,,,"N",7,7,,97381,,,,,,82026,43005,7
12602801,9128075,511100574,"Bulk","Lucky Trader",23522,1996,"Saiki Hvy. Ind.",,,"16-Sep-2021","USD",6.7,"Clients of NJ Trust","Greece","Bischoff Schiffahrts","Germany",,,,,,"30-Jun-1994",,,,"Y",4,4,,30847,,,,,,23522,14746,25
16165274,9574171,538007691,"Bulk","Magnolia",28389,2010,"I-S Shipyard",,,"16-Sep-2021",,,"Greek interests","Greece","Diligent Holdings","Greece",,,,,,"01-Jul-2008",,,,"Y",5,5,,37360,,"N",,,,28389,17019,10
16281325,9724192,241769000,"Bulk","Lowlands Nello",82014,2015,"Sanoyas Shipbuilding",,,"16-Sep-2021","USD",32.2,"Clients of Chronos Shipping","Greece","CLdN Cobelfret","Belgium",,,,,,"01-Oct-2013",,,,"N",7,7,,96597,,,,,,82014,43439,6
16175952,9591741,538009672,"Bulk","Prosperous",179100,2011,"Sungdong SB",,,"15-Sep-2021","USD",31,"Clients of Beks Shipmanagement","Turkey","Teh-Hu Cargocean","Hong Kong",,,,,,"24-Dec-2009",,53.5,"$m","N",9,9,,197598,,"N",,,,179100,92941,10
16114148,9497490,413309980,"Bulk","Niki C",30036,2011,"New Century SB",,,"15-Sep-2021","USD",12,"Clients of Hainan Huayang","China P.R.","Cosmoship Management","Greece",,,,,,"12-Oct-2007",,32,"$m","Y",5,5,,38486,,"N",,,,30036,18722,10
16030550,9364796,353212000,"Bulk","Bao Ella",53468,2006,"Imabari SB (Imabari)",,,"15-Sep-2021","USD",15,"Undisclosed interests","Unknown","Hubei Qin Tai Ltd","China P.R.",,,,,,"01-Jan-2005",,,,"Y",5,5,,68870,"N","N",,,,53468,29961,15
16032891,9410595,351801000,"Bulk","Kaiwo Maru",50433,2011,"Oshima Shipbuilding",,,"15-Sep-2021","USD",19,"Clients of Yuanzhi Shpg","Singapore","Hayama Senpaku KK","Japan",,,,,,"01-Oct-2006",,,,"Y",5,5,,59117,,,,,,50433,29104,10
12527937,9116682,374296000,"Bulk","Pacific Pamela",49061,1997,"Oshima Shipbuilding",,,"15-Sep-2021","USD",8,"Clients of Hua Jin Shpg","China P.R.","Tosco Keymax","China P.R.",,,,7880,,"27-May-1994",,26,"$m","Y",5,5,"Y",61102,,,,,,49061,27763,24
16174755,9576741,636093052,"Bulk","Hamburg Pearl",36266,2011,"Hyundai Mipo",,,"14-Sep-2021","USD",18.6,"Undisclosed interests","Unknown","SMT Shipping","Cyprus",,,,9677,,"11-Sep-2009",,30,"$m","Y",5,5,,44204,,,,737,,35921,23054,10
16203527,9508847,538009656,"Bulk","SFL Kent*",34061,2012,"Jiangsu Yangzijiang",,6400.01,"14-Sep-2021","USD",100,"Clients of CDBL","China P.R.","SFL Corporation","Norway",,,,,,"01-Dec-2009",,,,"Y",5,5,,47000,,,,,,34061,22656,9
16203530,9587233,538009659,"Bulk","SFL Trent*",34025,2012,"Jiangsu Yangzijiang","#",6400.02,"14-Sep-2021",,,"Clients of CDBL","China P.R.","SFL Corporation","Norway",,,,,,"01-Dec-2009",,,,"Y",5,5,,47000,,,,,,34025,22656,9
16220203,9587221,538009657,"Bulk","SFL Medway*",34060,2011,"Jiangsu Yangzijiang","#",6400.03,"14-Sep-2021",,,"Clients of CDBL","China P.R.","SFL Corporation","Norway",,,,,,"01-Jan-2008",,,,"Y",5,5,,47000,,,,,,34060,22656,9
80453792,9587219,538009662,"Bulk","SFL Spey*",33985,2011,"Jiangsu Yangzijiang","#",6400.04,"14-Sep-2021",,,"Clients of CDBL","China P.R.","SFL Corporation","Norway",,,,,,"01-Jun-2006",,,,"Y",5,5,,47000,,,,,,33985,22656,10
16290369,9694995,538009711,"Bulk","Kmarin Mugunghwa",37423,2014,"Hyundai Vietnam SB",,,"14-Sep-2021","USD",20.3,"Singaporean interests","Singapore","HI Gold Ocean 13","South Korea",,,,,,"01-May-2013",,,,"Y",5,5,,48249,,,,,,37423,23247,7
16224885,9455911,538009654,"Bulk","SFL Clyde*",31905,2012,"Guangzhou Wenchong","#",6400.05,"14-Sep-2021",,,"Clients of CDBL","China P.R.","SFL Corporation","Norway",,,,,,"07-Dec-2009",,,,"Y",5,5,,41990,,,,,,31905,19998,8
16224919,9455923,538009655,"Bulk","SFL Dee*",31716,2013,"Guangzhou Wenchong","#",6400.06,"14-Sep-2021",,,"Clients of CDBL","China P.R.","SFL Corporation","Norway",,,,,,"07-Dec-2009",,,,"Y",5,5,,41990,,,,,,31716,19998,8
16206544,9594535,538009660,"Bulk","SFL Tyne*",31905,2012,"Guangzhou Wenchong","#",6400.07,"14-Sep-2021",,,"Clients of CDBL","China P.R.","SFL Corporation","Norway",,,,,,"07-Dec-2009",,,,"Y",5,5,,41990,,,,,,31905,19998,9
15472977,9307073,477296900,"Bulk","CHS Magnificence",173541,2006,"Bohai Shipbuilding",,,"13-Sep-2021","USD",19.5,"Clients of Maple Leaf Shipping","China P.R.","COSCO Shipping Bulk","China P.R.",,,,,,"10-Oct-2003",,,,"N",9,9,,186160,"N","N",,,,173541,89659,14
14973705,9272383,636021065,"Bulk","Mineral Beijing",174083,2004,"Shanghai Waigaoqiao",,,"10-Sep-2021",,,"Clients of Agricore HK","China P.R.","Bocimar NV","Belgium",,,,23696,,"12-Apr-2002",,,,"N",9,9,"Y",193134,"N","N",,,,174083,88930,17
12652569,9209491,419001257,"Bulk","Mahavir",74005,2000,"Imabari SB Marugame",,,"10-Sep-2021","USD",11.9,"Indian interests","India","Essar Shipping","India",,,,,,"31-Mar-1999",,27,"$m","N",7,7,,89158,"N","N",,,,74005,38888,21
16168967,9529504,566619000,"Bulk","Nord Summit",61649,2012,"Oshima Shipbuilding",,,"10-Sep-2021","USD",25.5,"Clients of Spring Valley","Singapore","Norden A/S","Denmark",,,,,,"01-Jul-2008",,,,"Y",5,5,,76999,,"N",,,,61649,33990,9
16156748,9403138,636021245,"Bulk","New Pride",58761,2009,"Tsuneishi Cebu",,,"10-Sep-2021","USD",18,"Clients of Virono Shipping","Greece","Hsin Chien Marine","Taiwan",,,,9053,,"01-Mar-2006",,,,"Y",5,5,,72360,,,,,,58761,32379,12
16155675,9523263,538009678,"Bulk","Vijayanagar",82167,2010,"Tsuneishi Tadotsu SB",,,"10-Sep-2021","USD",24,"Undisclosed interests","Unknown","K-Line","Japan",,,,,,"01-May-2008",,,,"N",7,7,,97233,"N","N",,,,82167,43012,11
16091643,9476472,563137300,"Bulk","CK Augusta",93318,2011,"Jiangsu New YZJ",,,"09-Sep-2021","USD",19.7,"Clients of TCA Assetco Fortuna","Italy","Unknown","Unknown",,,,15456,,"22-Jun-2007",,,,"N",7,7,,110330,,"N",,,,93318,51255,9
15820143,9329813,405000347,"Bulk","Atalanti SB",56019,2006,"Mitsui SB (Chiba)",,,"09-Sep-2021","USD",16.3,"Bangladeshi interests","Bangladesh","Nomikos A.E.","Greece",,,,8500,,"19-Aug-2004",,,,"Y",5,5,,70810,,"N",,,,56019,31293,15
16126967,9500314,477325600,"Bulk","Shao Shan 6",75700,2012,"Guangzhou Huangpu",,,"09-Sep-2021","USD",20.9,"Dongguan Haichang","China P.R.","COSCO Shipping Bulk","China P.R.",,,,,,"25-Jan-2008",,,,"N",7,7,,90067,,,,,,75700,41342,9
15264183,9281968,352980804,"Bulk","JOSCO Suzhou",49416,2004,"Nantong COSCO KHI",,,"07-Sep-2021","USD",13.5,"Chinese interests","China P.R.","Jiangsu Ocean Shpg","China P.R.",,,,,,"09-May-2002",,,,"Y",5,5,,59441,,"N",,,,49416,27162,17
16254482,9699361,636017100,"Bulk","Nautical Lucia*",63548,2016,"Jiangsu New Hantong",,6396.01,"07-Sep-2021","USD",27,"Undisclosed interests","Unknown","Nautical Bulk","Bermuda",,,,,,"01-Dec-2013",,,,"Y",5,5,,78000,,,,,,63548,36324,5
16254453,9699335,440086000,"Bulk","Nautical Runa*",63577,2015,"Jiangsu New Hantong",,6396.02,"07-Sep-2021","USD",26,"Clients of Pan Ocean","South Korea","Nautical Bulk","Bermuda",,,,,,"01-Apr-2013",,24.5,"$m","Y",5,5,,78000,,,,,,63577,36324,5
16420834,,412208470,"Bulk","Gang Run 9",16674,2011,"Mingfa Shipbuilding",,,"06-Sep-2021","RMB",34.52,"Clients of Zhoushan Xinjiahai","China P.R.","Gangrun Logistics","China P.R.",,,,,,"01-Jan-2009",,,,"N",3,3,,,,,,,,16674,9895,10
15327013,9262572,374141000,"Bulk","Doreen",35015,2004,"Taizhou Kouan SB",,,"06-Sep-2021",,,"Turkish interests","Turkey","Sunrising Intl","China P.R.",,,,,,"11-Oct-2002",,16.6,"$m","Y",9,9,,44673,,,,1878,,35015,24960,17
16099728,9464390,538009635,"Bulk","Okeanos Bliss",76636,2008,"Imabari SB Marugame",,,"06-Sep-2021","USD",18.75,"Clients of Castor Maritime","Cyprus","K-Line Pte Ltd","Japan",,,,,,"01-Jul-2005",,,,"N",7,7,,90740,,"N",,,,76636,39737,12
12529481,9072214,341973000,"Bulk","Portmann",43596,1994,"Tsuneishi Zosen",,,"06-Sep-2021",,,"Clients of Barri Shpg","Lebanon","Hanaro Shipping","South Korea",,,,,,,,,,"Y",5,5,,53594,,"N",,,,43596,25907,27
16183849,9493999,636092950,"Bulk","Ranger",82172,2012,"Tsuneishi Zhoushan",,,"03-Sep-2021","USD",24,"Undisclosed interests","Unknown","Orion Reederei","Germany",,,,,,"01-Dec-2005",,,,"N",7,7,,97382,,,,,,82172,43022,9
12774759,9237230,636021349,"Bulk","NSS Dynamic",233584,2002,"Imabari SB Saijo",,,"03-Sep-2021","USD",18.5,"Clients of Zhejiang Xiehai Shpg","China P.R.","NS United KK","Japan",,,,,,"26-Nov-1999",,,,"N",10,10,"Y",157390,"N","N",,,,233584,118305,19
16280894,9750983,229576000,"Bulk","Stella Nora*",180000,2016,"Shanghai Waigaoqiao",,6394.01,"03-Sep-2021","USD",44,"Clients of Ciner Denizcilik","Turkey","Cara Shipping","China P.R.",,,,,,"01-Feb-2014",,,,"N",9,9,,197101,,,,,,180000,94351,4
16260159,9750971,229585000,"Bulk","Stella Naomi*",181031,2016,"Shanghai Waigaoqiao",,6394.02,"03-Sep-2021","USD",44,"Undisclosed interests","Unknown","Cara Shipping","China P.R.",,,,,,"01-Aug-2013",,,,"N",9,9,,197101,,,,,,180000,94351,4
16227257,9539444,538009606,"Bulk","Skala",33628,2012,"Shin Kurushima",,,"02-Sep-2021",,,"Clients of Taylor Maritime","Hong Kong","Dalex Shipping","Greece",,,,7276,,"01-Jan-2008",,,,"Y",5,5,,44039,,"N",,,,33628,21213,9
16166150,9527207,373402000,"Bulk","Ocean Hope",32877,2012,"Kanda Zosensho",,,"02-Sep-2021","USD",18,"Undisclosed interests","Unknown","World Marine Co","Japan",,,,,,"31-Oct-2007",,,,"Y",5,5,,43488,,,,,,32877,20992,9
16369074,9877913,,"Bulk","SDTR Irene",84972,2022,"Shanhaiguan SB",,,"02-Sep-2021","USD",36.03,"Chinese interests","China P.R.","AVIC Leasing","China P.R.",,,,,,"15-Jan-2019",,,,"N",7,7,,105215,,,,,,84800,,0
16233632,9650456,414119000,"Bulk","Hua Rong 1",56381,2012,"Zhejiang Zhenghe SB",,,"01-Sep-2021","RMB",124.1,"Chinese interests","China P.R.","Huarong Financial","China P.R.",,,,,,"02-Mar-2011",,,,"Y",5,5,,71634,,,,,,56381,32964,9
16210954,9599573,477847100,"Bulk","Ocean Diamond",93025,2012,"COSCO Dalian SY",,,"01-Sep-2021","USD",18,"Chinese interests","China P.R.","Noble Group","Hong Kong",,,,,,"01-Jul-2010",,,,"N",7,7,,110330,,"N",,,,93025,51209,9
16070464,9434711,352898808,"Bulk","Skylight",56847,2009,"Taizhou Sanfu",,,"01-Sep-2021","USD",16.35,"Clients of Xiamen ITG","China P.R.","Technomar Shipping","Greece",,,,,,"09-Feb-2007",,,,"Y",5,5,,71634,,,,,,56847,32957,12
16070943,9478755,538004658,"Bulk","Antoine",55498,2009,"Mitsui SB (Chiba)",,,"01-Sep-2021","USD",19.5,"Undisclosed interests","Unknown","Archangel Pacific","Greece",,,,,,"01-Dec-2006",,,,"Y",5,5,,70815,,"N",,,,55498,31280,12
16145384,9544140,477732300,"Bulk","Nicoline Bulker",38191,2012,"Naikai Innoshima",,,"31-Aug-2021","USD",20,"Clients of Pacific Basin Shpg","Hong Kong","Lauritzen Bulkers","Denmark",,,,,,"09-Jul-2008",,,,"Y",5,5,,47235,,,,,,38191,23950,9
12637153,9166663,356444000,"Bulk","Wan An",42717,1998,"I.H.I. (Tokyo)",,,"31-Aug-2021","USD",7,"Clients of Haitongda Shpg","Hong Kong","Great Base","Singapore",,,,,,"28-Feb-1997",,,,"Y",5,5,,53853,,,,,,42717,24953,23
16181366,9580027,538009785,"Bulk","New Power",32070,2012,"Hakodate Dock",,,"31-Aug-2021","USD",15.25,"Undisclosed interests","Unknown","New Trade Ship Mgmt","Greece",,,,,,"01-Feb-2009",,,,"Y",5,5,,40494,,,,,,32070,19785,8
12658987,9180918,538006067,"Bulk","Antigoni",75122,2000,"Hitachi Zosen",,,"31-Aug-2021","USD",11.4,"Undisclosed interests","Unknown","Shelton Navigation","Greece",,,,,,"17-Oct-1997",,,,"N",7,7,"Y",89423,"N","N",,,,75122,39783,21
16236138,9669392,564511000,"Bulk","Asia Ruby III",63023,2014,"CSC Jinling Shipyard",,,"27-Aug-2021",,,"Undisclosed interests","Unknown","Asia Pacific Shpg","Australia",,,,,,"24-Jul-2012",,29,"$m","Y",5,5,,77450,,"N",,,,63023,36354,7
16210967,9599602,477700400,"Bulk","Ocean Emerald",92950,2012,"COSCO Dalian SY",,,"25-Aug-2021","USD",17.5,"Chinese interests","China P.R.","Noble Group","Hong Kong",,,,,,"01-Jul-2010",,,,"N",7,7,,110330,,"N",,,,92950,51209,9
16218750,9598139,636021281,"Bulk","Frontier Phoenix",181356,2011,"Koyo Dock",,,"25-Aug-2021","USD",33.75,"Greek interests","Greece","Daiwa Kisen Co Ltd","Japan",,,,21500,,"01-Dec-2007",,,,"N",9,9,,201000,"N","N",,,,181356,92752,9
16253214,9687148,311001071,"Bulk","Port Phillip Bay",37614,2015,"Oshima Shipbuilding",,,"24-Aug-2021",,,"Clients of DAO Shipping","United Kingdom","Mitsui OSK Lines","Japan",,,,,,"01-Jan-2011",,,,"Y",5,5,,46834,,,,,,37614,22385,5
16174739,9576727,538009669,"Bulk","Houston Pearl",36266,2011,"Hyundai Mipo",,,"24-Aug-2021","USD",18.5,"Clients of Team Fuel Corp.","Greece","SMT Shipping","Cyprus",,,,8794,,"11-Nov-2009",,30,"$m","Y",5,5,,44204,,,,737,,35914,23054,10
15377489,9299305,563140500,"Bulk","Spar Draco",53565,2006,"Shanghai Chengxi",,,"24-Aug-2021","USD",13.8,"Clients of Handal Corp","Singapore","Spar Shipping A/S","Norway",,,,,,"09-May-2003",,,,"Y",5,5,,65781,,"N",,,,53565,32475,15
15890133,9336581,352001056,"Bulk","ADS Galtesund",75395,2007,"Universal SB Maizuru",,,"24-Aug-2021","USD",15.9,"Clients of Datong Xinluyang","China P.R.","Arendals Dampskib","Norway",,,,10462,,"11-Nov-2004",,,,"N",7,7,,89431,"N","N",,,,75395,39643,14
16220911,9615315,414584000,"Bulk","Melati Laut",56643,2011,"CSC Qingshan SY",,,"24-Aug-2021","USD",15.3,"Chinese interests","China P.R.","Landsdr Int'l Ind","China P.R.",,,,11083,,"01-Feb-2010",,,,"Y",5,5,,71634,"N","N",,,,56643,33042,9
16188686,9427574,314586000,"Bulk","Albatross",25028,2011,"Yamanishi Zosen",,,"23-Aug-2021","USD",11,"Undisclosed interests","Unknown","ORIX Maritime Corp","Japan",,,,,,"19-Dec-2009",,,,"Y",4,4,,30736,,,,,,25028,15861,10
16150788,9403061,477732600,"Bulk","Belcargo",58729,2008,"Tsuneishi Cebu",,,"23-Aug-2021","USD",17,"Chinese interests","China P.R.","Belships","Norway",,,,7849,,"28-Mar-2005",,,,"Y",5,5,,72360,,"N",,,,58729,32387,12
16138494,9544750,210355000,"Bulk","Praslin",36804,2011,"Hyundai Vietnam SB",,,"23-Aug-2021","USD",17,"Clients of Taylor Maritime","Hong Kong","OCM Maritime","Marshall Is.",,,,8199,,"22-May-2008",,40.5,"$m","Y",5,5,,47888,,"N",,,,36804,22683,10
16177101,9567972,210335000,"Bulk","Yumetamou",181407,2012,"Koyo Dock",,,"23-Aug-2021","USD",32.3,"Greek interests","Greece","Mitsui OSK Lines","Japan",,,,21500,,"01-Dec-2007",,,,"N",9,9,,201243,"N","N",,,,181407,92752,9
16307384,9774862,538009610,"Bulk","IVS Phoenix",60477,2019,"Mitsui SB (Tamano)",,,"20-Aug-2021","USD",25,"Clients of Sanzo Enterprise Co.","Japan","Grindrod Shipping","Singapore",,,,,,"01-Feb-2015",,,,"Y",5,5,,76121,,,,,,60477,34582,2
16172064,9550163,538007433,"Bulk","Paloma",28338,2010,"Shimanami Shipyard",,,"20-Aug-2021","USD",13,"Undisclosed interests","Unknown","Diligent Holdings","Greece",,,,,,"21-May-2006",,,,"Y",5,5,,37320,,"N",,,,28338,17002,11
15857073,9332793,370410000,"Bulk","Ishizuchi",77247,2006,"Sasebo HI",,,"19-Aug-2021","USD",16.5,"Clients of Luck Ship","Hong Kong","Toyo Sangyo","Japan",,,,,,"01-Jul-2004",,,,"N",5,5,,92595,"N","N",,,,77247,43605,14
