"Listing"

"WFR Listing"
"Created 09 March 2022 20:02"


"CVN","Core Deployment Type (Last 12 Months)","Port Core Deployment (Last 12 Months)","Country Core Deployment (Last 12 Months)","Region Core Deployment (Last 12 Months)","Continent Core Deployment (Last 12 Months)","Atlantic/Pacific Deployment (Last 12 Months)","West Coast N America Deployment (Time in Last 12 Months, %)","West Coast S America Deployment (Time in Last 12 Months, %)","East Coast N America Deployment (Time in Last 12 Months, %)","East Coast S America Deployment (Time in Last 12 Months, %)","West Coast Africa Deployment (Time in Last 12 Months, %)","UK/Cont Deployment (Time in Last 12 Months, %)","East Coast Africa Deployment (Time in Last 12 Months, %)","Med/Black Sea Deployment (Time in Last 12 Months, %)","Australasia Deployment (Time in Last 12 Months, %)","Middle East Deployment (Time in Last 12 Months, %)","East Asia Deployment (Time in Last 12 Months, %)","Indian Subcont Deployment (Time in Last 12 Months, %)","SE Asia Deployment (Time in Last 12 Months, %)","North Asia Deployment (Time in Last 12 Months, %)","Southern Ocean Deployment (Time in Last 12 Months, %)","Arctic Deployment (Time in Last 12 Months, %)","Aux Consumption at Laden Speed (tpd)","Aux Consumption In Port - Idle (tpd)","Aux Consumption In Port - Working (tpd)","Aux Consumption In Port (tpd)","Aux Consumption at Service Speed (tpd)","Hatch Description","Depth Moulded (m)","Group","Beam Ext (m)","Bridge Position Ind","Max TEU Tiers on Deck","TEU Max Row Athwart","Reefer Plugs Total No","Twin Island (Ind)"
16022418,"International",,,,"Asia","Pacific",,,,,,,,,,,64,,36,,,,,,,,,,14,"FCC",,,,,192,"N"
16022421,"International",,,,,"Pacific",,,,,,,,,,,14,11,75,,,,,,,,,,14,"FCC",,,,,195,"N"
16022434,"International",,,,"Asia","Pacific",,,,,,,,,,,46,,54,,,,,,,,,,14,"FCC",,,,,202,"N"
16022447,"International",,,,"Asia","Pacific",,,,,,,,,,,67,,33,,,,,,,,,,14,"FCC",,,,,202,"N"
16022597,"International",,,,,"Pacific",,,,,,,1,,,99,,,,,,,,,,,,,14.9,"FCC",,,,,400,"N"
16022605,"International",,,,,"Atlantic",,,60,40,0,,,,,,,,,,,,,,,,,,14.9,"FCC",,,,,400,"N"
16022647,"International",,,,,"Atlantic",,,,,17,15,,68,,,,,,,,,,,,,,,9.15,"FCC",,,,,200,"N"
16022650,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,9.15,"FCC",,,,,200,"N"
16022892,"International",,,,,"Atlantic/Pacific",62,,4,,19,,,14,,1,,,1,,,,,,,,,,24.3,"FCC",,,,,500,"N"
16022900,"International",,,,,"Atlantic",,,,,69,31,,,,,,,,,,,,,,,,,24.3,"FCC",,,,,500,"N"
16022913,"International",,,,,"Atlantic",,,,,64,36,,,,,,,,,,,,,,,,,24.3,"FCC",,,,,500,"N"
16022926,"International",,,,"Europe","Atlantic",,,,,0,51,,49,,,,,,,,,,,,,,,24.3,"FCC",,,,,500,"N"
16023178,"Regional",,,"East Coast North America","North America","Atlantic",,,100,,,,,,,,,,,,,,,,,,,,9.45,"FCC",,,,,170,"N"
16023394,"Regional",,,"West Coast North America","North America","Pacific",100,,,,,,,,,,,,,,,,,5.7,,,4.5,,16.4,"FCC",,,,,616,"N"
16023402,"Regional",,,"West Coast North America","North America","Pacific",100,,,,,,,,,,,,,,,,,5.7,,,4.5,,16.4,"FCC",,,,,536,"N"
16023473,"International",,,,"Asia","Pacific",,,,,,,,,,,87,,13,,,,,,,,,,13.7,"FCC",,,,,,"N"
16023565,"International",,,,,"Atlantic/Pacific",44,,,,0,5,,3,,1,34,1,6,5,,,5.5,6.5,,,,,16.5,"FCC",,,,,456,"N"
16023578,"International",,,,,"Atlantic/Pacific",22,,9,,2,0,,3,,3,45,3,13,0,,,5.5,6.5,,,,,16.5,"FCC",,,,,456,"N"
16023581,"International",,,,,"Atlantic/Pacific",59,,4,,1,,0,1,5,1,18,1,6,4,,,,,,,,,18.4,"FCC",,,,,500,"N"
16023631,"International",,,,,"Atlantic",,,,,22,63,,15,,,,,,,,,,,,,,,18.5,"FCC",,,,,500,"N"
16023644,"International",,,,"Europe","Atlantic",,,,,0,43,,56,,,,,,,,,,,,,,,18.5,"FCC",,,,,500,"N"
16023657,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,14,"FCC",,,,,300,"N"
16023844,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,12.1,"FCC",,,,,126,"N"
16024070,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,14,"FCC",,,,,300,"N"
16024438,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,13.7,"FCC",,,,,,"N"
16025451,"International",,,,"Asia","Pacific",,,,,,,,,,,83,,3,15,,,,,,,,,10.5,"FCC",,,,,116,"N"
16025464,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,10.5,"FCC",,,,,116,"N"
16025677,"International",,,,,"Pacific",,,,,,,,,,4,51,6,39,,,,,,,,,,19.2,"FCC",,,,,348,"N"
16025680,"International",,,,"Asia","Pacific",,,,,,,,,,,54,,46,,,,,,,,,,19.2,"FCC",,,,,348,"N"
16025693,"International",,,,,"Pacific",,,,,,,,,,,50,12,39,,,,,,,,,,19.2,"FCC",,,,,348,"N"
16025701,"International",,,,"Asia","Pacific",,,,,,,,,,,69,,31,,,,,,,,,,19.2,"FCC",,,,,348,"N"
16025714,"International",,,,,"Pacific",6,,,,,,,,,,13,,80,1,,,,,,,,,19.2,"FCC",,,,,348,"N"
16025727,"International",,,,,"Atlantic/Pacific",,,,,31,,41,,,11,,17,,,,,,,,,,,19.2,"FCC",,,,,348,"N"
16025730,"International",,,,,"Atlantic/Pacific",18,4,,,25,,13,,9,,11,3,17,,,,,,,,,,19.2,"FCC",,,,,348,"N"
16025743,"International",,,,,"Atlantic/Pacific",,,,,0,13,0,9,,8,54,8,8,,,,,,,,,,19.2,"FCC",,,,,348,"N"
16025848,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,8.85,"FCC",,,,,100,"N"
16026074,"International",,,,,"Atlantic/Pacific",8,18,24,50,,,,,,,,,,,,,,5.7,,,4.5,,16.4,"FCC",,,,,616,"N"
16026087,"International",,,,,"Atlantic/Pacific",,,,,,1,1,,,,30,,67,,,,,5.7,,,4.5,,16.4,"FCC",,,,,616,"N"
16026090,"Regional",,,"West Coast North America","North America","Pacific",100,,,,,,,,,,,,,,,,,5.7,,,4.5,,16.4,"FCC",,,,,536,"N"
16026108,"International",,,,,"Pacific",99,1,,,,,,,,,,,,,,,,5.7,,,4.5,,16.4,"FCC",,,,,536,"N"
16026461,"International",,,,"Asia","Pacific",,,,,,,,,14,,40,,16,31,,,,,,,,,15.9,"FCC",,,,,319,"N"
16026474,"International",,,,,"Pacific",,,,,,,,,,12,55,4,29,,,,,,,,,,15.9,"FCC",,,,,319,"N"
16026487,"International",,,,,"Atlantic",,,9,,4,41,,46,,,,,,,,,,,,,,,15.9,"FCC",,,,,319,"N"
16026490,"International",,,,,"Atlantic/Pacific",93,,1,6,,0,,,,,,,,,,,,,,,,,15.9,"FCC",,,,,319,"N"
16026887,"International",,,,,"Pacific",47,,,,,,,,,,42,,,11,,,,,,,,,19.3,"FCC",,,,,400,"N"
16026890,"International",,,,,"Pacific",38,20,,,,,,,,,27,5,2,7,,,,,,,,,19.3,"FCC",,,,,400,"N"
16026908,"International",,,,,"Pacific",,,,,,,,,,1,67,5,27,,,,,,,,,,19.3,"FCC",,,,,400,"N"
16026911,"International",,,,"Asia","Pacific",,,,,,,,,37,,34,,29,,,,,,,,,,19.3,"FCC",,,,,400,"N"
16027334,"International",,,,,"Atlantic/Pacific",,,,,,,0,65,,10,,15,10,,,,,,,,,,10.35,"FCC",,,,,150,"N"
16027589,"International",,,,,"Atlantic",,,,,1,,,99,,,,,,,,,,2,,,,,11.5,"FCC",,,,,220,"N"
16027592,"International",,,,"Asia","Pacific",,,,,,,,,,,77,,,23,,,,2,,,,,11.5,"FCC",,,,,220,"N"
16027600,"International",,,,"Asia","Pacific",,,,,,,,,,,83,,1,16,,,,2,,,,,11.5,"FCC",,,,,220,"N"
16028115,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.5,"FCC",,,,,220,"N"
16028128,"International",,,,"Asia","Pacific",,,,,,,,,,,70,,30,,,,,,,,,,11.5,"FCC",,,,,220,"N"
16028131,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.5,"FCC",,,,,220,"N"
16028144,"International",,,,"Asia","Pacific",,,,,,,,,,,52,,48,,,,,,,,,,11.5,"FCC",,,,,220,"N"
16028407,"National",,"Iran","Middle East","Middle East/ISC","Pacific",,,,,,,,,,100,,,,,,,,,,,,,11.5,"FCC",,,,,220,"N"
16028410,"International",,,,"Middle East/ISC","Pacific",,,,,,,,,,98,,2,,,,,,,,,,,11.5,"FCC",,,,,220,"N"
16028465,"International",,,,"Asia","Pacific",,,,,,,,,,,77,,23,,,,,,,,,,13.5,"FCC",,,,,377,"N"
16028478,"International",,,,"Asia","Pacific",,,,,,,,,,,70,,30,,,,,,,,,,13.5,"FCC",,,,,377,"N"
16028481,"International",,,,"Asia","Pacific",,,,,,,,,35,,13,,52,,,,,,,,,,14.3,"FCC",,,,,300,"N"
16029112,"International",,,,"Asia","Pacific",,,,,,,,,,,63,0,35,2,,,,,,,,,14.3,"FCC",,,,,300,"N"
16029125,"International",,,,"Asia","Pacific",,,,,,,,,91,,,,9,,,,,3.5,,,3.5,,14.3,"FCC",,,,,300,"N"
16029138,"International",,,,,"Atlantic",,,70,,4,26,,,,,,,,,,,,,,,,,14.2,"FCC",,,,,390,"N"
16029141,"International",,,,,"Atlantic/Pacific",15,20,57,1,,,,,,,8,,,,,,,,,,,,14.2,"FCC",,,,,390,"N"
16029154,"International",,,,,"Atlantic",,,49,51,,,,0,,,,,,,,,,,,,,,14.2,"FCC",,,,,390,"N"
16029167,"Regional",,,"East Coast North America","North America","Atlantic",,,100,,,,,,,,,,,,,,,,,,,,14.2,"FCC",,,,,390,"N"
16029170,"International",,,,,"Atlantic",,,82,0,3,0,,15,,,,,,,,,,,,,,,14.2,"FCC",,,,,390,"N"
16029183,"International",,,,,"Atlantic/Pacific",7,16,77,,,,,,,,,,,,,,,,,,,,14.2,"FCC",,,,,390,"N"
16029196,"Regional",,,"East Coast North America","North America","Atlantic",1,3,100,,,,,,,,,,,,,,,,,,,,14.2,"FCC",,,,,390,"N"
16029204,"International",,,,,"Atlantic/Pacific",35,13,53,,,,,,,,,,,,,,,,,,,,14.2,"FCC",,,,,390,"N"
16029217,"International",,,,,"Atlantic",,,,,80,1,,19,,,,,,,,,,,,,,,14.2,"FCC",,,,,390,"N"
16029220,"International",,,,,"Atlantic",,,80,20,0,,,,,,,,,,,,,,,,,,14.2,"FCC",,,,,390,"N"
16029233,"International",,,,,"Atlantic/Pacific",5,16,76,3,,,,,,,,,,,,,,,,,,,14.2,"FCC",,,,,390,"N"
16029246,"International",,,,,"Atlantic",,,85,15,,,,,,,,,,,,,,,,,,,14.2,"FCC",,,,,390,"N"
16029312,"International",,,,,"Pacific",30,,,,,,,,,7,31,19,11,2,,,,,,,,,19.3,"FCC",,,,,330,"N"
16029325,"International",,,,,"Pacific",,,,,,,,,,9,64,13,13,,,,,,,,,,19.3,"FCC",,,,,330,"N"
16029370,"International",,,,"Asia","Pacific",,,,,,,,,,,53,,38,9,,,,,,,,,13.7,"FCC",,,,,100,"N"
16029617,"International",,,,"Asia","Pacific",,,,,,,,,,,9,,91,,,,,,,,,,11,"FCC",,,,,250,"N"
16029620,"International",,,,"Asia","Pacific",,,,,,,,,,,41,,59,,,,,,,,,,11,"FCC",,,,,250,"N"
16029633,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,11,"FCC",,,,,250,"N"
16029646,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,11,"FCC",,,,,250,"N"
16030426,"Regional",,,"East Coast North America","North America","Atlantic",,,92,8,,,,,,,,,,,,,,,,,,,11.5,"FCC",,,,,220,"N"
16030439,"Regional",,,"East Coast North America","North America","Atlantic",,,93,7,,,,,,,,,,,,,,,,,,,11.5,"FCC",,,,,220,"N"
16030534,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,7.8,"FCC",,,,,60,"N"
16030547,"International",,,,"Europe","Atlantic",,,,,0,6,,94,,,,,,,,,,,,,,,7.8,"FCC",,,,,60,"N"
16030655,"National",,"Thailand","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,5.7,"FCC",,,,,,"N"
16030668,"Port-based","Singapore","Singapore","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,5.7,"FCC",,,,,,"N"
16030918,"International",,,,"Asia","Pacific",,,,,,,,,,,95,,3,2,,,,,,,,,11,"FCC",,,,,120,"N"
16030921,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,11,"FCC",,,,,120,"N"
16030934,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,11,"FCC",,,,,120,"N"
16030947,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,11,"FCC",,,,,120,"N"
16030950,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,11,"FCC",,,,,120,"N"
16030963,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,11,"FCC",,,,,120,"N"
16030976,"International",,,,"Asia","Pacific",,,,,,,,,,,87,,13,,,,,,,,,,11,"FCC",,,,,120,"N"
16031328,"International",,,,,"Pacific",,,,,,,,,,2,92,3,4,,,,,,,,,,16.4,"FCC",,,,,616,"N"
16031331,"Regional",,,"West Coast North America","North America","Pacific",100,,,,,,,,,,,,,,,,,5.7,,,4.5,,16.4,"FCC",,,,,536,"N"
16031360,"International",,,,,"Atlantic/Pacific",9,6,,28,26,,23,,0,,4,,3,1,,,,,,,,,18.8,"FCC",,,,,500,"N"
16031465,"International",,,,"Asia","Pacific",,,,,,,,,,,87,,13,,,,,,,,,,11.2,"FCC",,,,,180,"N"
16031478,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,11.2,"FCC",,,,,180,"N"
16032183,"National",,"Indonesia","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,9.3,"FCC",,,,,,"N"
16032662,"International",,,,,"Pacific",32,,,,,,7,,,,39,7,8,7,,,,,,,,,20.14,"FCC",,,,18,600,"N"
16032675,"International",,,,,"Atlantic/Pacific",8,,22,,10,9,5,15,,7,9,6,9,,,,,,,,,,20.14,"FCC",,,,18,600,"N"
16032688,"International",,,,,"Atlantic/Pacific",,,32,,11,2,3,21,,11,,19,,,,,,,,,,,20.14,"FCC",,,,18,600,"N"
16032691,"International",,,,,"Pacific",42,,,,,,8,,,,37,2,5,5,,,,,,,,,20.14,"FCC",,,,18,600,"N"
16032709,"International",,,,,"Atlantic/Pacific",,,26,,8,11,,21,,17,,16,,,,,,6,,,6.5,"Pontoon",19.3,"FCC",,,,,326,"N"
16032712,"International",,,,,"Atlantic/Pacific",39,,,,12,3,4,0,,,23,,14,6,,,,6,,,6.5,"Pontoon",19.3,"FCC",,,,,326,"N"
16032725,"International",,,,,"Atlantic/Pacific",29,,,,10,4,5,3,,3,32,4,8,1,,,,,,,,"Pontoon",19.3,"FCC",,,,,326,"N"
16032738,"International",,,,,"Atlantic/Pacific",,,,,60,,2,6,0,,25,,7,,,,,,,,,"Pontoon",19.3,"FCC",,,,,326,"N"
16033243,"International",,,,,"Pacific",,,,,,,,,,4,21,60,16,,,,,,,,,,16.4,"FCC",,,,,500,"N"
16033256,"International",,,,,"Atlantic/Pacific",19,,,,47,,2,14,0,,12,,2,3,,,,,,,,,16.4,"FCC",,,,,500,"N"
16033269,"International",,,,,"Pacific",,,,,,,,,38,2,24,11,25,,,,,,,,,,16.4,"FCC",,,,,500,"N"
16033272,"Regional",,,"South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,16.4,"FCC",,,,,500,"N"
16033285,"International",,,,"Asia","Pacific",,1,,,,,,,68,,5,,26,,,,,,,,,,16.4,"FCC",,,,,500,"N"
16033298,"International",,,,,"Atlantic/Pacific",60,33,2,5,,,,,,,,,,,,,,,,,,,16.4,"FCC",,,,,500,"N"
16033401,"International",,,,,"Pacific",,,,,,,47,,,,24,6,23,,,,,,,,,,16.4,"FCC",,,,,500,"N"
16033414,"International",,,,,"Pacific",,,,,,,11,,,,51,7,30,,,,,,,,,,16.4,"FCC",,,,,500,"N"
16033427,"International",,,,"Asia","Pacific",,,,,,,,,,,55,,45,,,,,,,,,,16.4,"FCC",,,,,500,"N"
16033430,"International",,,,,"Atlantic",,,98,2,,,,,,,,,,,,,,,,,,,16.4,"FCC",,,,,500,"N"
16033706,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,"Pontoon",14.2,"FCC",,,,,316,"N"
16033722,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,"Pontoon",14.2,"FCC",,,,,316,"N"
16034479,"International",,,,,"Atlantic/Pacific",7,,,,10,,5,,,,65,,12,2,,,,,,,,,16.7,"FCC",,,,,400,"N"
16034482,"International",,,,,"Pacific",38,,,,,,,,,,44,,17,0,,,,,,,,,16.7,"FCC",,,,,400,"N"
16034903,"Regional",,,"East Coast North America","North America","Atlantic",,,100,,,,,,,,,,,,,,,,,,,,10.8,"FCC",,,,,120,"N"
16034916,"International",,,,,"Atlantic/Pacific",4,13,19,,49,13,,2,,,,,,,,,,,,,,,10.8,"FCC",,,,,120,"N"
16034929,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,3,,,,,11.51,"FCC",,,,,249,"N"
16034932,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,3,,,,,11.51,"FCC",,,,,249,"N"
16034945,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.51,"FCC",,,,,231,"N"
16034958,"International",,,,,"Atlantic",,,,,18,81,,1,,,,,,,,,,,,,,,11.51,"FCC",,,,,231,"N"
16035005,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,11.51,"FCC",,,,,231,"N"
16035018,"International",,,,,"Atlantic",,,,,6,93,,0,,,,,,,,,,,,,,,11.51,"FCC",,,,,231,"N"
16035139,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.5,"FCC",,,,,220,"N"
16035142,"International",,,,,"Atlantic",,,71,29,,,,,,,,,,,,,,,,,,,11.5,"FCC",,,,,220,"N"
16035155,"International",,,,,"Atlantic",,,96,4,,,,,,,,,,,,,,,,,,,11.5,"FCC",,,,,220,"N"
16036794,"International",,,,,"Pacific",,,,,,,5,,,95,,,,,,,,,,,,,15.9,"FCC",,,,,250,"N"
16036802,"International",,,,,"Pacific",,,,,,,9,,,65,,25,,,,,,,,,,,15.9,"FCC",,,,,250,"N"
16037096,"International",,,,"Asia","Pacific",,,,,,,,,1,,57,,42,,,,,,,,6,"Pontoon",19.3,"FCC",,,,,330,"N"
16037104,"International",,,,,"Atlantic/Pacific",58,,5,,,,,,,,29,,4,4,,,,,,,6,"Pontoon",19.3,"FCC",,,,,330,"N"
16037117,"International",,,,,"Pacific",55,,,,7,,1,,4,,27,,8,4,,,,,,,6,"Pontoon",19.3,"FCC",,,,,330,"N"
16037120,"International",,,,,"Atlantic",,,38,,14,2,,46,,,,,,,,,,,,,6,"Pontoon",19.3,"FCC",,,,,330,"N"
16038930,"International",,,,"Asia","Pacific",,,,,,,,,,,31,,69,,,,,,,,,,18.8,"FCC",,,,,400,"N"
16038943,"International",,,,,"Atlantic/Pacific",0,,,0,,0,,0,,,30,,68,,,,,,,,,,18.8,"FCC",,,,,400,"N"
16039458,"National",,"Thailand","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,5.7,"FCC",,,,,,"N"
16039461,"National",,"Thailand","South East Asia","Asia","Pacific",,,,,,,,,,,,,100,,,,,,,,,,5.7,"FCC",,,,,,"N"
16040083,"International",,,,,"Atlantic/Pacific",5,9,47,3,8,28,,,,,,,,,,,,,,,,,16.56,"FCC",,,,,802,"N"
16040096,"International",,,,,"Atlantic/Pacific",7,14,43,3,8,24,,,,,,,,,,,,,,,,,16.56,"FCC",,,,,802,"N"
16040104,"International",,,,,"Atlantic/Pacific",28,11,5,0,,,,,13,6,20,11,3,4,,,,,,,,,16.56,"FCC",,,,,802,"N"
16040117,"International",,,,,"Atlantic/Pacific",8,13,41,3,10,25,,,,,,,,,,,,,,,,,16.56,"FCC",,,,,802,"N"
16040533,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,21.8,"FCC",,,,,450,"N"
16040546,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,21.8,"FCC",,,,,450,"N"
16040559,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,21.8,"FCC",,,,,450,"N"
16040562,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,0,,,,,,,,,,21.8,"FCC",,,,,450,"N"
16040575,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,21.8,"FCC",,,,,450,"N"
16040588,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,21.8,"FCC",,,,,450,"N"
16040591,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,21.8,"FCC",,,,,450,"N"
16040609,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,21.8,"FCC",,,,,450,"N"
16041077,"International",,,,,"Pacific",,,,,,,,,,,41,5,26,27,,,,,,,,"Pontoon",11.3,"FCC",,,,,232,"N"
16041080,"International",,,,,"Pacific",,,,,,,,,,,31,3,66,,,,,,,,,"Pontoon",11.3,"FCC",,,,,240,"N"
16041327,"International",,,,,"Pacific",48,,,,,,,,,,43,,,8,,,,,,,,,24.2,"FCC",,,,,1162,"N"
16041330,"International",,,,,"Pacific",,,,,,,,,0,17,40,19,23,,,,,,,,,,24.2,"FCC",,,,,1162,"N"
16041343,"International",,,,,"Atlantic",,,48,52,,,,,,,,,,,,,,,,,,,24.2,"FCC",,,,,1162,"N"
16041356,"International",,,,,"Atlantic/Pacific",,,,,54,19,24,4,,,,,,,,,,,,,,,24.2,"FCC",,,,,1162,"N"
16041369,"International",,,,,"Atlantic",,,31,37,5,16,,11,,,,,,,,,,,,,,,24.2,"FCC",,,,,1162,"N"
16041493,"International",,,,,"Atlantic/Pacific",,,,,,,1,0,,1,41,3,54,,,,,,,,,,19.1,"FCC",,,,,879,"N"
16041501,"International",,,,,"Atlantic",,,47,7,13,34,,,,,,,,,,,,,,,,,19.1,"FCC",,,,,879,"N"
16041514,"International",,,,,"Atlantic/Pacific",11,,15,,3,0,0,4,,4,29,16,16,1,,,,,,,,,19.1,"FCC",,,,,879,"N"
16041527,"International",,,,,"Atlantic/Pacific",23,,17,,3,0,0,4,7,5,24,4,10,3,,,,,,,,,19.1,"FCC",,,,,879,"N"
16041530,"International",,,,,"Atlantic/Pacific",47,,,,,,0,1,,2,37,1,3,8,,,,,,,,,24.3,"FCC",,,,,500,"N"
16041543,"International",,,,,"Atlantic/Pacific",4,,7,14,7,,13,,,,24,10,22,0,,,,,,,,,24.3,"FCC",,,,,500,"N"
16041556,"International",,,,"Asia","Pacific",,,,,0,,,0,43,,31,,26,,,,,,,,,,22,"FCC",,,,,500,"N"
16041569,"International",,,,,"Atlantic/Pacific",,,,,,,,43,,38,,17,2,,,,,,,,,,24.3,"FCC",,,,,500,"N"
16041585,"International",,,,,"Atlantic/Pacific",,,,,40,,38,,,9,,13,,,,,,6,,,6.5,,19.3,"FCC",,,,,326,"N"
16041598,"International",,,,,"Pacific",50,,,,,,,,,,37,,,13,,,,6,,,6.5,,19.3,"FCC",,,,,326,"N"
16041606,"International",,,,,"Atlantic/Pacific",,,,,39,,22,0,,,19,1,19,,,,,6,,,6.5,,19.3,"FCC",,,,,326,"N"
16041619,"International",,,,,"Pacific",55,,1,,,,,,,,34,,,10,,,,6,,,6.5,,19.3,"FCC",,,,,326,"N"
16041664,"International",,,,,"Atlantic/Pacific",,,,,75,0,,23,,1,,3,3,,,,,,,,,,14.9,"FCC",,,,,449,"N"
16041677,"International",,,,,"Atlantic",,,,,12,,,88,,,,,,,,,,,,,,,14.9,"FCC",,,,,449,"N"
16041680,"International",,,,,"Atlantic",,,,,92,,,8,,,,,,,,,,,,,,,14.9,"FCC",,,,,449,"N"
16041693,"Port-based","Longyan","China P.R.","East Asia","Asia","Pacific",,,58,,,,,,,,42,,,,,,,,,,,,14.9,"FCC",,,,,449,"N"
16042290,"International",,,,,"Atlantic",,,,,12,87,,1,,,,,,,,,,,,,,,11.75,"FCC",,,,,250,"N"
16042308,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,11.75,"FCC",,,,,250,"N"
16042432,"International",,,,,"Atlantic",,,,,93,7,,,,,,,,,,,,,,,,,11.5,"FCC",,,,,220,"N"
16042445,"Regional",,,"West Coast Africa","Africa","Atlantic",,,,,100,0,,,,,,,,,,,,,,,,,11.5,"FCC",,,,,220,"N"
16042458,"International",,,,"Asia","Pacific",,,,,,,,,,,17,,75,9,,,,,,,,,11.5,"FCC",,,,,220,"N"
16042461,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,0,,,,100,,,,,,,,,,,,,,,11.5,"FCC",,,,,220,"N"
16042474,"International",,,,,"Atlantic/Pacific",7,,,,33,,18,,,,21,2,17,2,,,,,,,,,19.29,"FCC",,,,,400,"N"
16042487,"International",,,,,"Pacific",51,,,,,,,,,,37,,,13,,,,,,,,,19.29,"FCC",,,,,400,"N"
16042490,"International",,,,,"Pacific",8,,,,,,,,,,41,26,23,1,,,,,,,,,19.29,"FCC",,,,,400,"N"
16042508,"International",,,,,"Pacific",54,,,,1,0,0,1,,1,28,1,7,6,,,,,,,,,19.29,"FCC",,,,,400,"N"
16043147,"International",,,,"Asia","Pacific",,,,,,,,,,,65,,35,,,,,3,,,,,14.3,"FCC",,,6,11,300,"N"
16043150,"International",,,,,"Pacific",,,,,,,5,,,71,,24,,,,,,3,,,,,14.3,"FCC",,,6,11,300,"N"
16043242,"International",,,,,"Atlantic/Pacific",,,49,45,1,,,1,,3,,0,,,,,,,,,,,24.8,"FCC",,,,,600,"N"
16043255,"International",,,,,"Atlantic/Pacific",,,28,19,2,5,1,10,,14,7,12,3,,,,,,,,,,24.8,"FCC",,,,,600,"N"
16043268,"International",,,,,"Atlantic/Pacific",31,7,9,,2,6,0,10,,1,29,1,2,1,,,,,,,,,24.8,"FCC",,,,,600,"N"
16043271,"International",,,,,"Atlantic/Pacific",30,,6,,1,0,0,2,,5,33,6,15,1,,,,,,,,,24.8,"FCC",,,,,600,"N"
