model,class_name,r2,mse,mae,mape,params
cb,CatBoostRegressor,0.9631221904544279,0.00010759510317400308,0.00783319401784762,0.0835031484889549,"{'depth': 6, 'l2_leaf_reg': 1, 'learning_rate': 0.01}"
rf,RandomForestRegressor,0.8393815191203261,0.00046862224830745676,0.006596378324570616,0.06356556490787849,"{'max_depth': 10, 'n_estimators': 1000}"
gb,GradientBoostingRegressor,0.5947604646278766,0.0011823313302995243,0.008608154976076646,0.08336886006707271,"{'learning_rate': 0.005, 'max_depth': 5}"
linear,LinearRegression,0.332887654134736,0.001946374325550005,0.012958012840236711,0.1266590137358018,{}
ridge,Ridge,0.27808869124039415,0.0021062563830555876,0.011827193456539235,0.11412032626363378,{'alpha': 1000}
lasso,Lasso,0.25607273024378885,0.0021704903932664517,0.012823317016397188,0.1247645160851737,{'alpha': 0.005}
