year,report_fe_count,report_fe_mean,report_fe_std,cal_fe_count,cal_fe_mean,cal_fe_std
2019,747,0.09550439089692102,0.02896618148293321,747,0.0912318755634332,0.03240481652902537
2020,957,0.0918657262277952,0.027812127863530246,957,0.08972541786584506,0.029092284529649636
2021,996,0.09782988955823294,0.03313276492303467,996,0.0966990329470986,0.03538451264848694
