r2,rmse,mae,mape,class_name,params
0.7206172914321692,0.0008151300666662712,0.008026366445159874,0.07943989105997425,GradientBoostingRegressor,"{'learning_rate': 0.01, 'max_depth': 4}"
0.37199445904422923,0.0018322758809598283,0.013083831596540177,0.1294301797656154,LinearRegression,{}
0.30599541752122306,0.0020248354111910864,0.011699826730142558,0.11307513510788024,Ridge,{'alpha': 1000}
0.2604873131370352,0.002157610357610265,0.012797515681645895,0.12526091449124843,Lasso,{'alpha': 0.005}
0.013664495241456742,0.002877743328749861,0.019501538309638224,0.18642029066335788,Calculation,
