model,class_name,r2,rmse,mae,mape,params
gb,GradientBoostingRegressor,0.9964894943707154,1.0242289876491378e-05,0.0023206961704991796,0.025090600997437144,"{'learning_rate': 0.1, 'loss': 'squared_error', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 20, 'n_estimators': 2000, 'warm_start': True}"
linear,LinearRegression,0.37199445904422923,0.0018322758809598283,0.013083831596540177,0.1294301797656154,{}
ridge,Ridge,0.3718956534957708,0.001832564157115911,0.013078214122587707,0.12934698100153078,{'alpha': 0.01}
lasso,Lasso,0.20927773989789233,0.0023070199723367944,0.015113563867330442,0.15030602482384736,{'alpha': 0.01}
