model,class_name,r2,mse,mae,mape,params
gb,GradientBoostingRegressor,0.983819597318297,13484.74274880895,81.93543892517776,0.0828079746020976,"{'learning_rate': 0.01, 'max_depth': 3}"
linear,LinearRegression,0.9484048679446109,42999.367601927006,137.45055465986212,0.1348139807979283,{}
ridge,Ridge,0.948403825349775,43000.23650015099,137.4352805776325,0.13484771093110254,{'alpha': 0.01}
lasso,Lasso,0.9481687622326707,43196.138031543,137.38525756944648,0.13538896287087102,{'alpha': 0.005}
