r2,rmse,mae,mape,class_name,params
0.5955225903798789,0.001180107743814082,0.008213303715068072,0.07887248326570154,GradientBoostingRegressor,"{'learning_rate': 0.005, 'max_depth': 6}"
0.3328876541347334,0.0019463743255500126,0.01295801284023697,0.12665901373580465,LinearRegression,{}
0.27808869124039415,0.0021062563830555876,0.011827193456539235,0.1141203262636338,Ridge,{'alpha': 1000}
0.25606867065076955,0.002170502237579743,0.012822993778548473,0.12476201157225277,Lasso,{'alpha': 0.005}
0.013664495241456742,0.002877743328749861,0.019501538309638224,0.18642029066335788,Calculation,
