"PERIOD","REPORTER","PARTNER","PRODUCT","FLOW","TRANSPORT_MODE","INDICATORS","Value","Flag and Footnotes"
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Inland Waterway","QUANTITY_IN_TONS","0",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Self Propulsion","VALUE_IN_EUROS","210,300",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Self Propulsion","QUANTITY_IN_100KG","271",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Self Propulsion","QUANTITY_IN_TONS","27",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Unknown","VALUE_IN_EUROS","515,234,179",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Unknown","QUANTITY_IN_100KG","1,254,711",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Unknown","QUANTITY_IN_TONS","125,471",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Sea","VALUE_IN_EUROS","5,071,612,929",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Sea","QUANTITY_IN_100KG","35,799,819",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Sea","QUANTITY_IN_TONS","3,579,982",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Rail","VALUE_IN_EUROS","73,919,225",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Rail","QUANTITY_IN_100KG","685,555",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Rail","QUANTITY_IN_TONS","68,555",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Road","VALUE_IN_EUROS","2,775,310,528",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Road","QUANTITY_IN_100KG","5,723,559",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Road","QUANTITY_IN_TONS","572,356",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Air","VALUE_IN_EUROS","1,863,098,697",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Air","QUANTITY_IN_100KG","478,712",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Air","QUANTITY_IN_TONS","47,871",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Post","VALUE_IN_EUROS","775,261",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Post","QUANTITY_IN_100KG","2,900",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Post","QUANTITY_IN_TONS","290",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Fixed Mechanism","VALUE_IN_EUROS","7,281,814",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Fixed Mechanism","QUANTITY_IN_100KG","78,905",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Fixed Mechanism","QUANTITY_IN_TONS","7,891",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Inland Waterway","VALUE_IN_EUROS",":",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Inland Waterway","QUANTITY_IN_100KG",":",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Inland Waterway","QUANTITY_IN_TONS",":",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Self Propulsion","VALUE_IN_EUROS","22,538,797",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Self Propulsion","QUANTITY_IN_100KG","261",""
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Self Propulsion","QUANTITY_IN_TONS","26",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Unknown","VALUE_IN_EUROS","282,003",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Unknown","QUANTITY_IN_100KG","2,804",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Unknown","QUANTITY_IN_TONS","280",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Sea","VALUE_IN_EUROS","126,142,543",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Sea","QUANTITY_IN_100KG","1,716,243",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Sea","QUANTITY_IN_TONS","171,624",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Rail","VALUE_IN_EUROS",":",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Rail","QUANTITY_IN_100KG",":",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Rail","QUANTITY_IN_TONS",":",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Road","VALUE_IN_EUROS","283",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Road","QUANTITY_IN_100KG","0",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Road","QUANTITY_IN_TONS","0",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Air","VALUE_IN_EUROS","15,926,539",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Air","QUANTITY_IN_100KG","2,006",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Air","QUANTITY_IN_TONS","201",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Post","VALUE_IN_EUROS","844,982",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Post","QUANTITY_IN_100KG","269",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Post","QUANTITY_IN_TONS","27",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Fixed Mechanism","VALUE_IN_EUROS",":",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Fixed Mechanism","QUANTITY_IN_100KG",":",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Fixed Mechanism","QUANTITY_IN_TONS",":",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Inland Waterway","VALUE_IN_EUROS",":",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Inland Waterway","QUANTITY_IN_100KG",":",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Inland Waterway","QUANTITY_IN_TONS",":",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Self Propulsion","VALUE_IN_EUROS","925,429",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Self Propulsion","QUANTITY_IN_100KG","0",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Self Propulsion","QUANTITY_IN_TONS","0",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Unknown","VALUE_IN_EUROS","464,658",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Unknown","QUANTITY_IN_100KG","963",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Unknown","QUANTITY_IN_TONS","96",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Sea","VALUE_IN_EUROS","42,457,969",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Sea","QUANTITY_IN_100KG","1,514,644",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Sea","QUANTITY_IN_TONS","151,464",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Rail","VALUE_IN_EUROS",":",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Rail","QUANTITY_IN_100KG",":",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Rail","QUANTITY_IN_TONS",":",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Road","VALUE_IN_EUROS","511,227",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Road","QUANTITY_IN_100KG","994",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Road","QUANTITY_IN_TONS","99",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Air","VALUE_IN_EUROS","19,328,475",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Air","QUANTITY_IN_100KG","6,469",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Air","QUANTITY_IN_TONS","647",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Post","VALUE_IN_EUROS","2,397",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Post","QUANTITY_IN_100KG","0",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Post","QUANTITY_IN_TONS","0",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Fixed Mechanism","VALUE_IN_EUROS",":",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Fixed Mechanism","QUANTITY_IN_100KG",":",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Fixed Mechanism","QUANTITY_IN_TONS",":",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Inland Waterway","VALUE_IN_EUROS",":",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Inland Waterway","QUANTITY_IN_100KG",":",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Inland Waterway","QUANTITY_IN_TONS",":",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Self Propulsion","VALUE_IN_EUROS","124,745,856",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Self Propulsion","QUANTITY_IN_100KG","0",""
"Apr. 2020","Cyprus","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Self Propulsion","QUANTITY_IN_TONS","0",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Unknown","VALUE_IN_EUROS","12,747,491",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Unknown","QUANTITY_IN_100KG","18,550",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Unknown","QUANTITY_IN_TONS","1,855",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Sea","VALUE_IN_EUROS","53,502,426",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Sea","QUANTITY_IN_100KG","804,491",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Sea","QUANTITY_IN_TONS","80,449",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Rail","VALUE_IN_EUROS","47,967,409",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Rail","QUANTITY_IN_100KG","2,501,106",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Rail","QUANTITY_IN_TONS","250,111",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Road","VALUE_IN_EUROS","69,126,626",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Road","QUANTITY_IN_100KG","957,181",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Road","QUANTITY_IN_TONS","95,718",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Air","VALUE_IN_EUROS","26,948,562",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Air","QUANTITY_IN_100KG","2,446",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Air","QUANTITY_IN_TONS","245",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Post","VALUE_IN_EUROS","17,588,314",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Post","QUANTITY_IN_100KG","1,177",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Post","QUANTITY_IN_TONS","118",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Fixed Mechanism","VALUE_IN_EUROS","12,524,017",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Fixed Mechanism","QUANTITY_IN_100KG","885,469",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Fixed Mechanism","QUANTITY_IN_TONS","88,547",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Inland Waterway","VALUE_IN_EUROS",":",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Inland Waterway","QUANTITY_IN_100KG",":",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Inland Waterway","QUANTITY_IN_TONS",":",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Self Propulsion","VALUE_IN_EUROS","23,471",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Self Propulsion","QUANTITY_IN_100KG","226",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Self Propulsion","QUANTITY_IN_TONS","23",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Unknown","VALUE_IN_EUROS","12,513,760",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Unknown","QUANTITY_IN_100KG","249,263",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Unknown","QUANTITY_IN_TONS","24,926",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Sea","VALUE_IN_EUROS","112,104,407",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Sea","QUANTITY_IN_100KG","3,577,949",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Sea","QUANTITY_IN_TONS","357,795",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Rail","VALUE_IN_EUROS","5,058,035",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Rail","QUANTITY_IN_100KG","126,554",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Rail","QUANTITY_IN_TONS","12,655",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Road","VALUE_IN_EUROS","191,402,442",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Road","QUANTITY_IN_100KG","629,093",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Road","QUANTITY_IN_TONS","62,909",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Air","VALUE_IN_EUROS","12,383,897",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Air","QUANTITY_IN_100KG","8,881",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Air","QUANTITY_IN_TONS","888",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Post","VALUE_IN_EUROS","26,799,516",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Post","QUANTITY_IN_100KG","1,550",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Post","QUANTITY_IN_TONS","155",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Fixed Mechanism","VALUE_IN_EUROS","35,721",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Fixed Mechanism","QUANTITY_IN_100KG","0",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Fixed Mechanism","QUANTITY_IN_TONS","0",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Inland Waterway","VALUE_IN_EUROS",":",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Inland Waterway","QUANTITY_IN_100KG",":",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Inland Waterway","QUANTITY_IN_TONS",":",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Self Propulsion","VALUE_IN_EUROS",":",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Self Propulsion","QUANTITY_IN_100KG",":",""
"Apr. 2020","Latvia","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Self Propulsion","QUANTITY_IN_TONS",":",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Unknown","VALUE_IN_EUROS","1,723,203",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Unknown","QUANTITY_IN_100KG","0",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Unknown","QUANTITY_IN_TONS","0",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Sea","VALUE_IN_EUROS","238,231,566",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Sea","QUANTITY_IN_100KG","9,105,087",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Sea","QUANTITY_IN_TONS","910,509",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Rail","VALUE_IN_EUROS","70,453,612",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Rail","QUANTITY_IN_100KG","3,890,786",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Rail","QUANTITY_IN_TONS","389,079",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Road","VALUE_IN_EUROS","150,867,109",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Road","QUANTITY_IN_100KG","1,735,600",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Road","QUANTITY_IN_TONS","173,560",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Air","VALUE_IN_EUROS","111,685,182",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Air","QUANTITY_IN_100KG","13,191",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Air","QUANTITY_IN_TONS","1,319",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Post","VALUE_IN_EUROS","602,044",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Post","QUANTITY_IN_100KG","54",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Post","QUANTITY_IN_TONS","5",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Fixed Mechanism","VALUE_IN_EUROS","9,025,624",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Fixed Mechanism","QUANTITY_IN_100KG","184,255",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Fixed Mechanism","QUANTITY_IN_TONS","18,425",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Inland Waterway","VALUE_IN_EUROS",":",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Inland Waterway","QUANTITY_IN_100KG",":",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Inland Waterway","QUANTITY_IN_TONS",":",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Self Propulsion","VALUE_IN_EUROS","37,778,496",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Self Propulsion","QUANTITY_IN_100KG","1,504",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","IMPORT","Self Propulsion","QUANTITY_IN_TONS","150",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Unknown","VALUE_IN_EUROS","1,483,174",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Unknown","QUANTITY_IN_100KG","0",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Unknown","QUANTITY_IN_TONS","0",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Sea","VALUE_IN_EUROS","197,479,867",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Sea","QUANTITY_IN_100KG","5,656,892",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Sea","QUANTITY_IN_TONS","565,689",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Rail","VALUE_IN_EUROS","46,923,948",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Rail","QUANTITY_IN_100KG","1,131,068",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Rail","QUANTITY_IN_TONS","113,107",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Road","VALUE_IN_EUROS","518,631,696",""
"Apr. 2020","Lithuania","Extra-EU (= 'WORLD' - 'EU_INTRA')","Total","EXPORT","Road","QUANTITY_IN_100KG","1,318,888",""
