,_key_left,_key_right
670,0,5765
671,0,5745
672,0,3595
673,0,3596
674,0,9460
675,0,9464
676,0,9469
677,0,9470
678,0,5564
679,0,5563
680,0,5562
681,0,5561
682,0,5560
683,0,5559
684,0,5558
685,0,5557
686,0,5556
687,0,5555
688,0,5554
689,0,5553
690,0,5552
691,0,5551
692,0,5550
693,0,5549
694,0,5548
695,0,5547
696,0,5546
697,0,5545
698,0,5544
699,0,5543
700,0,5542
701,0,5541
702,0,5540
703,0,5539
704,0,5538
705,0,5537
706,0,5536
707,0,5463
708,0,5535
709,0,5464
710,0,5534
711,0,5465
712,0,5533
713,0,5466
714,0,5532
715,0,5467
716,0,5531
717,0,5468
718,0,5530
719,0,5469
720,0,5529
721,0,5470
722,0,5528
723,0,5471
724,0,5527
725,0,5472
726,0,5526
727,0,5473
728,0,5474
729,0,5475
730,0,5476
731,0,5477
732,0,5478
733,0,5479
734,0,5480
735,0,5481
736,0,5482
737,0,5483
738,0,5484
739,0,5485
740,0,5486
741,0,5487
742,0,5488
743,0,5489
744,0,5490
745,0,5491
746,0,5525
747,0,5396
748,0,5395
749,0,9468
750,0,9471
751,0,9467
752,0,9466
753,0,9465
754,0,9463
755,0,9461
756,0,9462
757,0,5744
758,0,3594
759,0,5766
760,0,5771
761,0,3621
762,0,5776
763,0,3622
764,0,5492
765,0,5493
766,0,5494
767,0,5495
768,0,5496
769,0,5497
770,0,5498
771,0,5499
772,0,5500
773,0,5501
774,0,5502
775,0,5503
776,0,5504
777,0,5505
778,0,5506
779,0,5510
780,0,5511
781,0,5512
782,0,5513
783,0,5514
784,0,5515
785,0,5516
786,0,5517
787,0,5518
788,0,5519
789,0,5520
790,0,5521
791,0,5522
792,0,5523
793,0,5524
794,0,5508
795,0,5509
796,0,5335
797,0,5324
798,0,2893
799,0,2892
800,0,2891
801,0,2016
802,0,2015
803,0,2890
804,0,63
805,0,2884
806,0,2883
807,0,2882
808,0,62
809,0,61
810,0,60
811,0,2881
812,0,59
813,0,2880
814,0,58
815,0,57
816,0,3248
817,0,3468
818,0,3416
819,0,3428
820,0,3485
821,0,3554
822,0,3249
823,0,3553
824,0,3354
825,0,3471
826,0,3365
827,0,3317
828,0,3415
829,0,3272
830,0,3318
831,0,3518
832,0,3426
833,0,3455
834,0,3335
835,0,3519
836,0,3381
837,0,3453
838,0,3466
839,0,3319
840,0,3414
841,0,3469
842,0,3470
843,0,3480
844,0,3479
845,0,3478
846,0,3437
847,0,3313
848,0,3467
849,0,3299
850,0,3477
851,0,3407
852,0,3320
853,0,3412
854,0,3420
855,0,3285
856,0,3489
857,0,3316
858,0,3366
859,0,3429
860,0,3491
861,0,3333
862,0,3353
863,0,3321
864,0,3427
865,0,3552
866,0,3517
867,0,3404
868,0,3456
869,0,3391
870,0,3342
871,0,3502
872,0,3334
873,0,3516
874,0,3401
875,0,3472
876,0,3475
877,0,3392
878,0,3486
879,0,3476
880,0,3461
881,0,3544
882,0,3417
883,0,3307
884,0,3383
885,0,3413
886,0,3411
887,0,3306
888,0,3410
889,0,3322
890,0,3309
891,0,3431
892,0,3402
893,0,3283
894,0,3454
895,0,3323
896,0,3324
897,0,3325
898,0,3326
899,0,3327
900,0,3328
901,0,3298
902,0,3310
903,0,3462
904,0,3438
905,0,3312
906,0,3484
907,0,3463
908,0,3439
909,0,3483
910,0,3440
911,0,3282
912,0,3329
913,0,3378
914,0,3311
915,0,3390
916,0,3393
917,0,3405
918,0,3389
919,0,3403
920,0,3262
921,0,3496
922,0,3498
923,0,3499
924,0,3500
925,0,3487
926,0,3504
927,0,3303
928,0,3297
929,0,3271
930,0,3525
931,0,3364
932,0,3474
933,0,3473
934,0,3379
935,0,3394
936,0,3261
937,0,3259
938,0,3382
939,0,3263
940,0,3419
941,0,3441
942,0,3506
943,0,3547
944,0,3495
945,0,3494
946,0,3520
947,0,3492
948,0,3284
949,0,3546
950,0,3524
951,0,3363
952,0,3522
953,0,3435
954,0,3273
955,0,3436
956,0,3315
957,0,3395
958,0,3352
959,0,3343
960,0,3269
961,0,3367
962,0,3345
963,0,3355
964,0,3406
965,0,3388
966,0,3362
967,0,3274
968,0,3258
969,0,3275
970,0,3361
971,0,3276
972,0,3346
973,0,3277
974,0,3396
975,0,3452
976,0,3421
977,0,3360
978,0,3380
979,0,3515
980,0,3368
981,0,3442
982,0,3302
983,0,3374
984,0,3451
985,0,3443
986,0,3542
987,0,3296
988,0,3373
989,0,3444
990,0,3295
991,0,3253
992,0,3387
993,0,3270
994,0,3257
995,0,3347
996,0,3359
997,0,3397
998,0,3252
999,0,3358
1000,0,3348
1001,0,3372
1002,0,3294
1003,0,3301
1004,0,3424
1005,0,3425
1006,0,3423
1007,0,3288
1008,0,3287
1009,0,3371
1010,0,3293
1011,0,3339
1012,0,3251
1013,0,3344
1014,0,3398
1015,0,3445
1016,0,3357
1017,0,3256
1018,0,3250
1019,0,3349
1020,0,3446
1021,0,3308
1022,0,3286
1023,0,3460
1024,0,3340
1025,0,3350
1026,0,3377
1027,0,3291
1028,0,3447
1029,0,3369
1030,0,3528
1031,0,3292
1032,0,3370
1033,0,3278
1034,0,3300
1035,0,3550
1036,0,3501
1037,0,3512
1038,0,3289
1039,0,3535
1040,0,3536
1041,0,3280
1042,0,3432
1043,0,3457
1044,0,3290
1045,0,3508
1046,0,3505
1047,0,3281
1048,0,3497
1049,0,3545
1050,0,3351
1051,0,3430
1052,0,3539
1053,0,3267
1054,0,3511
1055,0,3341
1056,0,3418
1057,0,3409
1058,0,3356
1059,0,3268
1060,0,3260
1061,0,3549
1062,0,3534
1063,0,3503
1064,0,3493
1065,0,3509
1066,0,3533
1067,0,3510
1068,0,3521
1069,0,3543
1070,0,3530
1071,0,3384
1072,0,3433
1073,0,3481
1074,0,3434
1075,0,3448
1076,0,3459
1077,0,3337
1078,0,3386
1079,0,3450
1080,0,3449
1081,0,3314
1082,0,3336
1083,0,3330
1084,0,3482
1085,0,3540
1086,0,3408
1087,0,3514
1088,0,3507
1089,0,3304
1090,0,3523
1091,0,3465
1092,0,3464
1093,0,3541
1094,0,3400
1095,0,3527
1096,0,3537
1097,0,3526
1098,0,3279
1099,0,3551
1100,0,3548
1101,0,3458
1102,0,3422
1103,0,3305
1104,0,3538
1105,0,3266
1106,0,3255
1107,0,3254
1108,0,3264
1109,0,3331
1110,0,3332
1111,0,3376
1112,0,3385
1113,0,3265
1114,0,3529
1115,0,3399
1116,0,3338
1117,0,3531
1118,0,3490
1119,0,3532
1120,0,3513
1121,0,3488
1122,0,3375
1123,0,2757
1124,0,2725
1125,0,832
1126,0,878
1127,0,833
1128,0,872
1129,0,876
1130,0,887
1131,0,880
1132,0,877
1133,0,856
1134,0,857
1135,0,836
1136,0,861
1137,0,875
1138,0,886
1139,0,848
1140,0,869
1141,0,870
1142,0,860
1143,0,829
1144,0,874
1145,0,849
1146,0,891
1147,0,885
1148,0,859
1149,0,830
1150,0,855
1151,0,1616
1152,0,1618
1153,0,813
1154,0,965
1155,0,814
1156,0,964
1157,0,815
1158,0,963
1159,0,816
1160,0,962
1161,0,1619
1162,0,1620
1163,0,1621
1164,0,1622
1165,0,1627
1166,0,1628
1167,0,969
1168,0,1629
1169,0,968
1170,0,810
1171,0,811
1172,0,967
1173,0,812
1174,0,966
1175,0,1631
1176,0,1632
1177,0,893
1178,0,837
1179,0,850
1180,0,834
1181,0,881
1182,0,884
1183,0,838
1184,0,873
1185,0,892
1186,0,862
1187,0,890
1188,0,835
1189,0,868
1190,0,831
1191,0,854
1192,0,871
1193,0,883
1194,0,889
1195,0,888
1196,0,828
1197,0,853
1198,0,851
1199,0,863
1200,0,864
1201,0,879
1202,0,844
1203,0,882
1204,0,843
1205,0,858
1206,0,840
1207,0,865
1208,0,841
1209,0,852
1210,0,866
1211,0,839
1212,0,845
1213,0,847
1214,0,842
1215,0,846
1216,0,867
1217,0,827
1218,0,826
1219,0,915
1220,0,914
1221,0,913
1222,0,912
1223,0,902
1224,0,900
1225,0,901
1226,0,916
1227,0,817
1228,0,818
1229,0,820
1230,0,819
1231,0,821
1232,0,822
1233,0,824
1234,0,961
1235,0,823
1236,0,960
1237,0,899
1238,0,904
1239,0,903
1240,0,917
1241,0,927
1242,0,926
1243,0,925
1244,0,911
1245,0,951
1246,0,952
1247,0,928
1248,0,939
1249,0,940
1250,0,950
1251,0,938
1252,0,953
1253,0,941
1254,0,905
1255,0,895
1256,0,898
1257,0,918
1258,0,910
1259,0,924
1260,0,906
1261,0,909
1262,0,907
1263,0,908
1264,0,897
1265,0,937
1266,0,920
1267,0,896
1268,0,919
1269,0,929
1270,0,942
1271,0,930
1272,0,921
1273,0,894
1274,0,922
1275,0,923
1276,0,931
1277,0,1633
1278,0,943
1279,0,954
1280,0,949
1281,0,932
1282,0,933
1283,0,944
1284,0,936
1285,0,935
1286,0,934
1287,0,945
1288,0,956
1289,0,946
1290,0,955
1291,0,948
1292,0,957
1293,0,959
1294,0,947
1295,0,958
1296,0,825
1297,0,1660
1298,0,1661
1299,0,1662
1300,0,1663
1301,0,5209
1302,0,1779
1303,0,2765
1304,0,5134
1305,0,5188
1306,0,1714
1307,0,2719
1308,0,2748
1309,0,2737
1310,0,2730
1311,0,2749
1312,0,2742
1313,0,2743
1314,0,2744
1315,0,2731
1316,0,2729
1317,0,2732
1318,0,2752
1319,0,2750
1320,0,2755
1321,0,2720
1322,0,2747
1323,0,2728
1324,0,2727
1325,0,2733
1326,0,2724
1327,0,2764
1328,0,2761
1329,0,2726
1330,0,2722
1331,0,2736
1332,0,2734
1333,0,2760
1334,0,2751
1335,0,2759
1336,0,2745
1337,0,2756
1338,0,2746
1339,0,2758
1340,0,2738
1341,0,2754
1342,0,2762
1343,0,2723
1344,0,2735
1345,0,2753
1346,0,2741
1347,0,2740
1348,0,2739
1349,0,2721
1350,0,2763
1351,0,1749
1352,0,1737
1353,0,1765
1354,0,1716
1355,0,1725
1356,0,1742
1357,0,1720
1358,0,1758
1359,0,1759
1360,0,1726
1361,0,1734
1362,0,1721
1363,0,1715
1364,0,1732
1365,0,1773
1366,0,1764
1367,0,1719
1368,0,1727
1369,0,1722
1370,0,1774
1371,0,1733
1372,0,1778
1373,0,1743
1374,0,1745
1375,0,1724
1376,0,1760
1377,0,1768
1378,0,1755
1379,0,1741
1380,0,1754
1381,0,1766
1382,0,1717
1383,0,1723
1384,0,1744
1385,0,1762
1386,0,1728
1387,0,1769
1388,0,1729
1389,0,1753
1390,0,1738
1391,0,1747
1392,0,1718
1393,0,1763
1394,0,1750
1395,0,1752
1396,0,1756
1397,0,1771
1398,0,1751
1399,0,1761
1400,0,1730
1401,0,1767
1402,0,1772
1403,0,1746
1404,0,1777
1405,0,1731
1406,0,1748
1407,0,1739
1408,0,1776
1409,0,1775
1410,0,1740
1411,0,1736
1412,0,1757
1413,0,1735
1414,0,1770
1415,0,5187
1416,0,5135
1417,0,5208
1418,0,5204
1419,0,5137
1420,0,5138
1421,0,5136
1422,0,5201
1423,0,5203
1424,0,5207
1425,0,5206
1426,0,5205
1427,0,5139
1428,0,5140
1429,0,5202
1430,0,5142
1431,0,5141
1432,0,5160
1433,0,5146
1434,0,5167
1435,0,5150
1436,0,5168
1437,0,5197
1438,0,5164
1439,0,5169
1440,0,5193
1441,0,5178
1442,0,5173
1443,0,5170
1444,0,5165
1445,0,5149
1446,0,5183
1447,0,5172
1448,0,5148
1449,0,5198
1450,0,5157
1451,0,5171
1452,0,5191
1453,0,5199
1454,0,5166
1455,0,5184
1456,0,5143
1457,0,5158
1458,0,5155
1459,0,5179
1460,0,5181
1461,0,5174
1462,0,5190
1463,0,5185
1464,0,5145
1465,0,5159
1466,0,5156
1467,0,5180
1468,0,5147
1469,0,5175
1470,0,5161
1471,0,5200
1472,0,5186
1473,0,5182
1474,0,5189
1475,0,5153
1476,0,5196
1477,0,5162
1478,0,5144
1479,0,5151
1480,0,5163
1481,0,5192
1482,0,5195
1483,0,5194
1484,0,5154
1485,0,5176
1486,0,5177
1487,1,8938
1488,1,8937
1489,1,8434
1490,1,8634
1491,1,3143
1492,1,3144
1493,1,2973
1494,1,2972
1495,1,2971
1496,1,2970
1497,1,2891
1498,1,1622
1499,1,787
1500,1,788
1501,1,789
1502,1,790
1503,1,791
1504,1,792
1505,1,1629
1506,1,968
1507,1,810
1508,1,811
1509,1,967
1510,1,812
1511,1,1630
1512,2,7882
1513,2,7814
1514,2,7837
1515,2,7838
1516,2,7847
1517,2,7824
1518,2,7823
1519,2,7872
1520,2,7873
1521,2,7874
1522,2,7850
1523,2,7844
1524,2,7849
1525,2,7820
1526,2,7826
1527,2,7825
1528,2,7868
1529,2,7880
1530,2,7871
1531,2,7846
1532,2,7836
1533,2,7879
1534,2,7870
1535,2,7821
1536,2,7819
1537,2,7854
1538,2,7875
1539,2,7848
1540,2,7843
1541,2,7869
1542,2,7867
1543,2,7822
1544,2,7878
1545,2,7828
1546,2,7876
1547,2,7861
1548,2,7852
1549,2,7829
1550,2,7818
1551,2,7860
1552,2,7851
1553,2,7853
1554,2,7840
1555,2,7855
1556,2,7877
1557,2,7839
1558,2,7827
1559,2,7830
1560,2,7817
1561,2,7816
1562,2,7845
1563,2,7841
1564,2,7859
1565,2,7833
1566,2,7842
1567,2,7832
1568,2,7856
1569,2,7858
1570,2,7863
1571,2,7864
1572,2,7862
1573,2,7865
1574,2,7857
1575,2,7831
1576,2,7835
1577,2,7815
1578,2,7834
1579,2,7881
1580,2,7866
1581,2,7894
1582,2,7895
1583,2,7884
1584,2,7885
1585,2,7892
1586,2,7891
1587,2,7883
1588,2,7893
1589,2,7889
1590,2,7888
1591,2,7887
1592,2,7890
1593,2,7886
1594,2,7897
1595,2,7896
1596,2,7901
1597,2,7898
1598,2,7902
1599,2,7899
1600,2,7900
1601,2,7974
1602,2,7975
1603,2,7964
1604,2,7933
1605,2,7973
1606,2,7972
1607,2,7946
1608,2,7950
1609,2,7970
1610,2,7920
1611,2,7951
1612,2,7948
1613,2,7949
1614,2,7966
1615,2,7927
1616,2,7922
1617,2,7971
1618,2,7967
1619,2,7916
1620,2,7956
1621,2,7919
1622,2,7945
1623,2,7932
1624,2,7944
1625,2,7924
1626,2,7923
1627,2,7957
1628,2,7909
1629,2,7965
1630,2,7947
1631,2,7969
1632,2,7925
1633,2,7911
1634,2,7955
1635,2,7921
1636,2,7952
1637,2,7943
1638,2,7968
1639,2,7908
1640,2,7942
1641,2,7959
1642,2,7912
1643,2,7963
1644,2,7941
1645,2,7939
1646,2,7929
1647,2,7903
1648,2,7958
1649,2,7928
1650,2,7940
1651,2,7915
1652,2,7918
1653,2,7961
1654,2,7910
1655,2,7913
1656,2,7914
1657,2,7954
1658,2,7926
1659,2,7917
1660,2,7904
1661,2,7934
1662,2,7960
1663,2,7937
1664,2,7930
1665,2,7935
1666,2,7953
1667,2,7906
1668,2,7938
1669,2,7936
1670,2,7907
1671,2,7931
1672,2,7962
1673,2,7905
1674,2,213
1675,2,4790
1676,2,9454
1677,2,9458
1678,2,9459
1679,2,4803
1680,2,3185
1681,2,2074
1682,2,85
1683,2,86
1684,2,53
1685,2,52
1686,3,8252
1687,3,9042
1688,3,7698
1689,3,8822
1690,3,8423
1691,3,8821
1692,3,8424
1693,3,5740
1694,3,5741
1695,3,3185
1696,3,2075
1697,3,2507
1698,3,2074
1699,3,1103
1700,3,5375
1701,3,4931
1702,3,2862
1703,3,5280
1704,3,3248
1705,3,3468
1706,3,3416
1707,3,3428
1708,3,3485
1709,3,3554
1710,3,3249
1711,3,3553
1712,3,3354
1713,3,3471
1714,3,3365
1715,3,3317
1716,3,3415
1717,3,3272
1718,3,3318
1719,3,3518
1720,3,3426
1721,3,3455
1722,3,3335
1723,3,3519
1724,3,3381
1725,3,3453
1726,3,3466
1727,3,3319
1728,3,3414
1729,3,3469
1730,3,3470
1731,3,3480
1732,3,3479
1733,3,3478
1734,3,3437
1735,3,3313
1736,3,3467
1737,3,3299
1738,3,3477
1739,3,3407
1740,3,3320
1741,3,3412
1742,3,3420
1743,3,3285
1744,3,3489
1745,3,3316
1746,3,3366
1747,3,3429
1748,3,3491
1749,3,3333
1750,3,3353
1751,3,3321
1752,3,3427
1753,3,3552
1754,3,3517
1755,3,3404
1756,3,3456
1757,3,3391
1758,3,3342
1759,3,3502
1760,3,3334
1761,3,3516
1762,3,3401
1763,3,3472
1764,3,3475
1765,3,3392
1766,3,3486
1767,3,3476
1768,3,3461
1769,3,3544
1770,3,3417
1771,3,3307
1772,3,3383
1773,3,3413
1774,3,3411
1775,3,3306
1776,3,3410
1777,3,3322
1778,3,3309
1779,3,3431
1780,3,3402
1781,3,3283
1782,3,3454
1783,3,3323
1784,3,3324
1785,3,3325
1786,3,3326
1787,3,3327
1788,3,3328
1789,3,3298
1790,3,3310
1791,3,3462
1792,3,3438
1793,3,3312
1794,3,3484
1795,3,3463
1796,3,3439
1797,3,3483
1798,3,3440
1799,3,3282
1800,3,3329
1801,3,3378
1802,3,3311
1803,3,3390
1804,3,3393
1805,3,3405
1806,3,3389
1807,3,3403
1808,3,3262
1809,3,3496
1810,3,3498
1811,3,3499
1812,3,3500
1813,3,3487
1814,3,3504
1815,3,3303
1816,3,3297
1817,3,3271
1818,3,3525
1819,3,3364
1820,3,3474
1821,3,3473
1822,3,3379
1823,3,3394
1824,3,3261
1825,3,3259
1826,3,3382
1827,3,3263
1828,3,3419
1829,3,3441
1830,3,3506
1831,3,3547
1832,3,3495
1833,3,3494
1834,3,3520
1835,3,3492
1836,3,3284
1837,3,3546
1838,3,3524
1839,3,3363
1840,3,3522
1841,3,3435
1842,3,3273
1843,3,3436
1844,3,3315
1845,3,3395
1846,3,3352
1847,3,3343
1848,3,3269
1849,3,3367
1850,3,3345
1851,3,3355
1852,3,3406
1853,3,3388
1854,3,3362
1855,3,3274
1856,3,3258
1857,3,3275
1858,3,3361
1859,3,3276
1860,3,3346
1861,3,3277
1862,3,3396
1863,3,3452
1864,3,3421
1865,3,3360
1866,3,3380
1867,3,3515
1868,3,3368
1869,3,3442
1870,3,3302
1871,3,3374
1872,3,3451
1873,3,3443
1874,3,3542
1875,3,3296
1876,3,3373
1877,3,3444
1878,3,3295
1879,3,3253
1880,3,3387
1881,3,3270
1882,3,3257
1883,3,3347
1884,3,3359
1885,3,3397
1886,3,3252
1887,3,3358
1888,3,3348
1889,3,3372
1890,3,3294
1891,3,3301
1892,3,3424
1893,3,3425
1894,3,3423
1895,3,3288
1896,3,3287
