CVN,IMO.Number,Name,mmsi,Ex.Name,Flag.State,Operator,Owner,Group.Owner,Built.Date,Built.Year,Keel.Laid.Date,Contract.Date,LDT,Demo.Price.LDT,Demo.Date,Dwt,Size.Category,Beam.Mld..m.,Draught..m.,Gear.Detail,Price..NB.,Currency..NB.,Main.Engine.Fuel.Type,Main.Consumption.at.Service.Speed..tpd..,Main.Engine.Detail,HP.Total.Propulsion,SOx.Scrubber.Status,Eco...Electronic.Engine,Environmental.Detail,Service.Speed..knots.,Holds.Total.No,Grain.Capacity..cu.m.,Type,Main.Global.Zone..Last.12.Months...,Est.Crew.No,LOA..m.,Ballast.Speed..knots.,Laden.Speed..knots.,Main.Engine.LNG.Ready,Owner.Nationality.Region,Builder,Status,GT,Year.Rebuilt.Convert,Old.Type,Main.Bunker.Capacity..m3.,Beta.Atlantic.Pacific.Based..Last.12.Months.,TEU,FEU.Total.Cap,Launch.Date,Operational.Speed..knots.,TPC,NT,Strengthened.for.Heavy.Cargo,Strengthened.for.Ore,Owner.Main.Vessel.Type,SOx.Scrubber.1.Retrofit.Date,Max.TEU.in.Holds,Max.TEU.on.Deck,Alternative.Name,Ballast.Cap..cu.m.,Propulsor.Detail,Crew.Total.No,Public.Listed.Company,Financial.Lessor.Owner,Alternative.Fuel.Types,Cargo.Interests.Company,State.Interests.Company,Private.Equity.Company,Joint.Venture.Company..Owner.,Hull.No,Registered.Owner.Company,Box.Hold.Ind,Group.Owner.Country.Region,Great.Lakes.Only,Call.Sign,Age.Scrapped,Fleet.Type,Bale.Capacity..cu.m.,Sister.Vessel.Code,Owner.Size,Post.Panamax..Ind.,Post.Panamax.Old.Locks..Ind.,SOx.Scrubber.1.Retrofit.Indicator,Demo.Buyer,Stock.Exchange,Panama.NT,Suez.NT,P.and.I.Club.,Air.Draft.From.Keel,Last.Hull.Survey.Date,EST.Number..Energy.Saving.Technologies.,EST.Detail..Energy.Saving.Technologies.,Hull.Survey.Due.Date,Consumption..tpd.,Deballast.Cap..cu.m.h.,CGT,LBP..m.,Gear..Ind.,Log.fitted..Ind.,ConBulk,Pool.Operator,Manager,Manager.Country.Region,Operator.Group,Operator.Nationality.Region,Eco.Speed...Ballast..knots.,Eco.Speed...Laden..knots.,Main.Consumption.at.Laden.Speed..tpd.,Main.Consumption.at.Ballast.Speed..tpd.,Main.Consumption.at.Eco.Speed.Ballast..tpd.,Main.Consumption.at.Eco.Speed.Laden..tpd.,Australia.Fitted.Ind,Builder.Country.Region,Operator.Country.Region,Stock.Exchange.Ticker,Speed..knots.,Speed.category,Great.Lakes.Fitted,Contract.Date.Ind,Self.Unloader..Ind.,Builder.Yard.Location,Air.Draft.From.Water.Line..m.,Demo.Location,Manager.Group,Grabs.Ind,Vessel.Name.Date,Ice.Class..Ind.,Ice.Notation,Self.Unloader.Type,Original.Builder,Original.Builder.Group,FEU.Max.In.Holds,FEU.Max.On.Deck,Deck.Strength..sq.m.t.,Deck.Cargo..Ind.,SOx.Scrubber.Indicator,BWMS.Status,Deck.Timber.Loading..Ind.,Pool.Operator.Country.Region,BWMS.1.Retrofit.Date,BWMS.Technology.Type,Grabs.No,Deck.Cargo.Height..m.,Auxiliary.Engine.Detail,BWMS.2.Retrofit.Date,Maximum.Speed..knots.,Self.Unloader.Cap..t.hr.,Total.Cargo.Decks.No,Hatch.Max.Length..m.,Hatch.Max.Width..m.,Heavy.Lift..Ind.,Hull.Type,Hatches.Total.No,SOx.Scrubber.Details,NOx.Detail,Main.Engine.LNG.Capable,Alternative.Fuel.Type.Ready,Dwt.per.TEU,Beta.Deployment..Last.12.Months.,Beta.Port..Last.12.Months.,Beta.Country..Last.12.Months.,Beta.Region..Last.12.Months.,Beta.Global.Zone.Group..Last.12.Months.,West.Coast.N.America.Deployment..Time.in.Last.12.Months....,West.Coast.S.America.Deployment..Time.in.Last.12.Months....,East.Coast.N.America.Deployment..Time.in.Last.12.Months....,East.Coast.S.America.Deployment..Time.in.Last.12.Months....,West.Coast.Africa.Deployment..Time.in.Last.12.Months....,UK.Cont.Deployment..Time.in.Last.12.Months....,East.Coast.Africa.Deployment..Time.in.Last.12.Months....,Med.Black.Sea.Deployment..Time.in.Last.12.Months....,Australasia.Deployment..Time.in.Last.12.Months....,Middle.East.Deployment..Time.in.Last.12.Months....,East.Asia.Deployment..Time.in.Last.12.Months....,Indian.Subcont.Deployment..Time.in.Last.12.Months....,SE.Asia.Deployment..Time.in.Last.12.Months....,North.Asia.Deployment..Time.in.Last.12.Months....,Southern.Ocean.Deployment..Time.in.Last.12.Months....,Arctic.Deployment..Time.in.Last.12.Months....,Aux.Consumption.at.Ballast.Speed..tpd.,Aux.Consumption.at.Laden.Speed..tpd.,Aux.Consumption.In.Port...Idle..tpd.,Aux.Consumption.In.Port...Working..tpd.,Aux.Consumption.In.Port..tpd.,Aux.Consumption.at.Service.Speed..tpd.,Boiler.Detail,Hatch.Description,Emergency.Engine.Detail,Depth.Moulded..m.,Group,Beam.Ext..m.,year,MRV.EU.distance,report_fc,MRV.method.a,MRV.method.b,MRV.method.c,MRV.method.d,MRV.verifier.country,MRV.verifier.name,MRV.ship.type,timestamp_count,distance_sum,work_sum,trip_nunique,interpolated_sum,W_component_first,ME_W_ref_first,t_m_times_v_n_sum,t_over_t_ref_with_m_sum,t_over_t_ref_without_m_sum,v_over_v_ref_with_n_sum,v_over_v_ref_without_n_sum,cal_fc,speed_mean,draught_mean,port_frac,longest_jump,total_jump_distance,missing_frac_sea,age,residual,log_report_fc,log_cal_fc,distance_difference,distance_difference_rel,jump_distance_frac,within_tol_jumps
16057894.0,9398137,Onozuru Maru,354043000.0,,Panama,Nippon Yusen Kaisha,Toyo Sangyo,Seno Kisen,2009-07-01,2009.0,2006-04-19,2006-01-01,,,,207973.0,Capesize,50.0,18.23,,,,VLS IFO,,"1 x Diesel - MAN B. & W. 6S70MC6.2 - 2-stroke 6-cyl. 700mm x2674mm bore/stroke 16,370mkW total at 81rpm",22257.0,,,2 x BWTS - Ballast Water Treatment System - Sunrui BC-3000 at 3000cu.m/hr - 2021 installation year,14.7,9.0,218790.0,Bulk Carrier,East Asia (51.7 %),20.0,299.7,,,,Japan,Universal SB (Tsu),In Service,106367.0,,,5874.0,Pacific,,,2009-04-24,11.35,,64038.0,Y,,Capesize Bulker,,,,Onozuru Maru,74782.0,"1 x FP Propeller (Aft Centre) (mechanical), 81rpm",20.0,,,,,,,,087,ERICA NAVIGATION S.A.,,Japan,N,3FJR5,,Bulkers,218211.0,73887.0,Large (21-50),,Y,,,,,,Japan P&I,,2021-11-29,2.0,"1 x Bow Enhancement - Japan Marine United AX-BOW®, 1 x Rudder Bulb - Japan Marine United Surf-Bulb®",2026-12-05,,,33787.05,291.75,N,,,,Toyo Sangyo,Japan,Nippon Yusen Kaisha,Japan,,,,,,,,Japan,Japan,,14.7,Service,N,Y,N,Tsu,,,Seno Kisen,N,2009-01-01,N,,,Universal SB (Tsu),Universal SB (Tsu),,,,,,Fitted,N,,2021-11-29,FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION,,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20 - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 1,680ekW total, (2,100kVA total) 450V at 60Hz",,,,1.0,15.84,23.4,N,,9.0,,,,,,International,,,,Asia,,,,,,,,,27.0,,52.0,,21.0,,,,,,,,,,,S,"1 x Emergency Diesel Gen. - Cummins Inc 6CTA8.3-D(M) - 4-stroke 6-cyl. 114mm x 135mm bore/stroke 156mkW total at 1,800rpm driving 1 x AC generator(s) at 140ekW total, (175kVA total) 450V at 60Hz",25.0,Bulk Carrier,,2019,17514.504456008133,2928.25,,,Yes,,Japan,Nippon Kaiji Kyokai,Bulk carrier,2313,17299.512162807478,2220113.0336578987,4,377,5.828279375808064e-05,16370.0,12600805.0,1923.6334050458345,1776.2415146736148,702.5231532954698,1186.5575322170514,2329.9054990310647,7.541027446768266,13.999516996325118,0.3203631647211414,8246.9560546875,0.0,0.1991094147582697,10.0,0.22848959929052892,7.9825016965482645,7.7540120972577355,214.9922932006557,0.012275099974461754,0.0,True
16050961.0,9406506,Spring Brave,353003000.0,,Panama,,Shunzan Kaiun,Shunzan Kaiun,2007-12-01,2007.0,2004-10-14,2004-01-01,,,,206306.0,Capesize,50.0,18.1,,,,VLS IFO,,"1 x Diesel - MAN B. & W. 6S70MC-C7.1 - 2-stroke 6-cyl. 700mm x2800mm bore/stroke 18,630mkW total at 91rpm",25330.0,,,,14.5,9.0,220022.0,Bulk Carrier,East Asia (34.6 %),20.0,299.94,,,,Japan,Imabari SB Saijo,In Service,104730.0,,,6105.0,Atlantic/Pacific,,,2007-10-26,11.17,,66443.0,Y,,Bulker,,,,Spring Brave,71829.0,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",20.0,,,,,,,,8050,Primavera Montana S.A.,N,Japan,,3ENV4,,Bulkers,,72325.0,Large (21-50),,Y,,,,,,Japan P&I,,2017-11-27,,,2022-12-18,,,33468.89,291.4,N,,,,Shunzan Kaiun,Japan,,,,,,,,,,Japan,,,14.5,Service,,Y,N,Saijo,,,Shunzan Kaiun,,2007-12-31,N,,,Imabari SB Saijo,Imabari Shipbuilding,,,,,,,,,,,,,3 x Aux. Diesel Gen. - Yanmar 6N18AL-EV - 4-stroke 6-cyl. 180mm x 280mm bore/stroke  at 900rpm driving 3 x generator(s),,,,1.0,16.2,23.8,N,,9.0,,,,,,International,,,,,,,3.0,,12.0,5.0,4.0,2.0,11.0,2.0,35.0,2.0,24.0,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Miura -  at 7.80 bar",S,"1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.5,Bulk Carrier,,2021,9422.911986930774,1384.32,,,Yes,,Japan,Nippon Kaiji Kyokai,Bulk carrier,1018,9413.141711713044,1204141.5173617504,2,49,6.101543343799148e-05,18630.0,7337933.0,895.9462533541962,848.1180939226518,394.3572813819156,646.5888603488665,1569.1663781825127,9.209762363396363,15.079506385068765,0.1787819253438114,85.10919952392578,0.0,0.0443113772455089,14.0,-0.12525042722661617,7.233686438865615,7.358936866092231,9.770275217730159,0.0010368636819786882,0.0,True
16030576.0,9374040,Berge Kuju,232012567.0,Mineral Shikoku,Isle of Man,,Berge Bulk,Berge Bulk,2006-10-01,2006.0,2004-10-11,2005-01-01,,,,206312.0,Capesize,50.0,18.1,,,,IFO 380,,"1 x Diesel - MAN B. & W. 6S70MC-C7.1 - 2-stroke 6-cyl. 700mm x2800mm bore/stroke 18,660mkW total at 91rpm",25353.0,Fitted,,1 x Exhaust Scrubber - SOx - Yara Marine Tech Open - 2019 installation year,14.5,9.0,220022.0,Bulk Carrier,East Asia (24.8 %),20.0,299.94,,,,Bermuda,Imabari SB Saijo,Idle,104727.0,,,6105.0,Atlantic/Pacific,,,2006-08-10,11.05,,66443.0,Y,,Capesize Bulker,2019-10-08,,,Berge Kuju,74622.0,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",20.0,,,,,,,,8040,Berge Kuju Co Inc,N,Bermuda,N,MCFW8,,Bulkers,,72325.0,Very Large (51-100),,Y,Y,,,,,Gard P&I,,2016-10-13,,,2021-10-13,,,33468.31,292.17,N,,,,Berge Bulk Mrtm,Singapore,,,,,,,,,,Japan,,,14.5,Service,N,Y,N,Saijo,,,Berge Bulk,,2018-03-01,N,,,Imabari SB Saijo,Imabari Shipbuilding,,,,N,Y,,N,,,,,,3 x Aux. Diesel Gen. - Yanmar 6N18AL-EV - 4-stroke 6-cyl. 180mm x 280mm bore/stroke  at 900rpm driving 3 x generator(s),,,,1.0,16.2,23.8,N,,9.0,1 x Exhaust Scrubber - SOx - Yara Marine Tech,,,,,International,,,,,,,,21.0,13.0,,21.0,,1.0,,25.0,,20.0,,,,,,,,,,,S,"1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.5,Bulk Carrier,,2020,28157.078665907226,4449.1,,Yes,,,France,VERIFAVIA SARL,Bulk carrier,4251,28297.11265394034,2756268.714605114,8,574,6.101543343799148e-05,18660.0,17615368.0,3859.235605625905,3702.087146063536,899.2261430782258,1933.271098332887,3949.0550923925,6.5943146649317805,15.762827864031992,0.2907551164431898,1566.7901611328125,68.45328,0.1611831173147225,14.0,0.11919704157886635,8.400681846817909,8.281484805239042,-140.03398803311575,-0.004973313804839769,0.0024190906272717532,True
16050929.0,9406477,Baosteel Evolution,372624000.0,,Panama,Shikishima Kisen,Shikishima Kisen,Shikishima Kisen,2007-03-01,2007.0,2004-10-11,2005-01-01,,,,206331.0,Capesize,50.0,18.1,,,,VLS IFO,,"1 x Diesel - MAN B. & W. 6S70MC-C7.1 - 2-stroke 6-cyl. 700mm x2800mm bore/stroke 18,630mkW total at 91rpm",25330.0,,,2 x BWTS - Ballast Water Treatment System (Pending) - Sunrui BC-3000 at 3000cu.m/hr - 2022 installation year,14.5,9.0,220022.0,Bulk Carrier,South East Asia (22.8 %),20.0,299.94,,,,Japan,Imabari SB Saijo,In Service,104721.0,,,6105.0,Atlantic/Pacific,,,2007-02-01,11.28,,66443.0,Y,,Handymax Bulker,,,,Baosteel Evolution,71829.0,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",20.0,,,,,,,,8033,AMBITIOUS LINE S.A.,N,Japan,,3EJU6,,Bulkers,,72325.0,Medium (11-20),,Y,,,,,,Japan P&I,,2017-07-08,,,2022-07-07,,,33467.14,291.4,N,,,,Shikishima Kisen,Japan,Shikishima Kisen,Japan,,,,,,,,Japan,Japan,,14.5,Service,,Y,N,Saijo,,,Shikishima Kisen,,2007-03-01,N,,,Imabari SB Saijo,Imabari Shipbuilding,,,,,,Pending,,,2022-07-07,FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION,,,3 x Aux. Diesel Gen. - Yanmar 6N18AL-EV - 4-stroke 6-cyl. 180mm x 280mm bore/stroke  at 900rpm driving 3 x AC generator(s),,,,1.0,16.2,23.8,N,,9.0,,,,,,International,,,,,,,2.0,4.0,15.0,8.0,11.0,2.0,8.0,2.0,20.0,3.0,23.0,,,,,,,,,,"1 x Boiler, Oil/Gas fired - Miura -  at 7.80 bar",S,"1 x Emergency Diesel Gen. - Deutz BF6L913 - 4-stroke 6-cyl. 102mm x 125mm bore/stroke 85mkW total at 1,800rpm driving 1 x AC generator(s) at 60Hz",24.5,Bulk Carrier,,2021,17785.428075330572,2663.19,,,Yes,,Japan,Nippon Kaiji Kyokai,Bulk carrier,2317,17913.132927577746,2330383.7995830765,2,349,6.101543343799148e-05,18630.0,14409572.0,2102.32395895734,2009.968059392265,765.6525075885986,1234.6354527820447,3087.8260840720754,7.72646303139836,15.70152001510574,0.3098834700043159,390.1120910644531,0.0,0.1628052598622417,14.0,-0.14789103920279345,7.887655350438356,8.03554638964115,-127.70485224717413,-0.007180308042419751,0.0,True
15860965.0,9312250,Azul Libero,564690000.0,,Singapore,Kumiai Navigation,Kumiai Navigation,Kumiai Senpaku,2004-10-01,2004.0,2004-05-24,2003-03-01,,,,203278.0,Capesize,50.0,17.91,,,,VLS IFO,,"1 x Diesel - MAN B. & W. 6S70MC6.1 - 2-stroke 6-cyl. 700mm x2674mm bore/stroke 16,861mkW total at 91rpm",22924.0,,,2 x BWTS - Ballast Water Treatment System - Sunrui BC-3000 at 3000cu.m/hr - 2019 installation year,14.7,9.0,218211.0,Bulk Carrier,East Asia (24.8 %),20.0,299.95,,,,Japan,Universal SB Ariake,In Service,101933.0,,,5850.0,Atlantic/Pacific,,,2004-08-21,11.62,138.0,66396.0,Y,,Bulker,,,,Azul Libero,66330.0,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",20.0,,,,,,,,001,KUMIAI NAVIGATION (PTE) LTD,,Japan,N,9VMU5,,Bulkers,217968.0,75668.0,Medium (11-20),,Y,,,,,,UK P&I Club,57.19,2019-09-29,2.0,"1 x Rudder Bulb - Japan Marine United Surf-Bulb®, 1 x Bow Enhancement - Japan Marine United AX-BOW®",2024-09-29,,,32920.77,291.17,N,,,,Anglo-Eastern Mrtm,Singapore,Kumiai Senpaku,Japan,,,,,,,,Japan,Singapore,,14.7,Service,N,,N,Kumamoto,,,Anglo-Eastern Group,,,N,,,Universal SB Ariake,Universal SB Ariake,,,,N,,Fitted,N,,2019-09-29,FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION,,,3 x Aux. Diesel Gen. - Daihatsu4-stroke  driving 3 x ac generator(s),,,,1.0,,,,,9.0,,,,,,International,,,,,11.0,19.0,,8.0,5.0,,7.0,7.0,1.0,2.0,25.0,2.0,11.0,3.0,,,,,,,,,,F,1 x Emergency Diesel Gen. - 4-stroke  driving 1 x ac generator(s),24.1,Bulk Carrier,50.06,2020,22239.406513265436,3537.4,,,Yes,,Greece,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Bulk carrier,2605,22311.72287097913,2644933.552123015,3,420,5.896801055778219e-05,16861.0,17371350.0,2496.533341610394,2458.805747487437,832.4412858688838,1514.2593997989827,3305.5345179515803,8.544957113723608,16.904879438579655,0.2072936660268714,1248.5372314453125,0.0,0.1787790697674418,16.0,0.06777398007106328,8.171429926554117,8.103655946483054,-72.31635771369474,-0.0032517215632781944,0.0,True
16115116.0,9460033,Navios Pollux,370290000.0,,Panama,Navios MLP,Navios MLP,Navios Holdings,2009-07-01,2009.0,2009-03-27,2007-10-11,,,,180727.0,Capesize,45.0,18.2,,,,VLS IFO,66.9,"1 x Diesel - MAN B. & W. 6S70MC-C7.2 - 2-stroke 6-cyl. 700mm x2800mm bore/stroke 18,651mkW total at 91rpm",25358.0,,,"1 x Sewage Treatment Plant - Il Seung, 1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 3000cu.m/hr - 2019 installation year",14.9,9.0,199200.0,Bulk Carrier,South East Asia (29.8 %),12.0,292.0,,,,Greece,STX SB (Jinhae),In Service,94817.0,,,4510.0,Atlantic/Pacific,,,2009-05-30,10.17,124.4,58778.0,,,Diverse,,,,Navios Pollux,56735.0,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 91rpm",12.0,Y,,,,,,,3017,Surf Maritime Co.,N,Greece,,3FPO2,,Bulkers,,76643.0,Extra Large (100+),,Y,,,NYSE,,,Gard P&I,59.87,2019-08-07,,,2024-07-23,66.9,,31499.13,283.0,N,,,,Navios Ship Mgmt,Greece,Navios Holdings,Greece,,,,,,,Y,South Korea,Monaco,NMM,14.9,Service,,D,N,Jinhae,,,Navios Holdings,N,2009-07-01,N,,,STX SB (Jinhae),STX SB (Jinhae),,,,,,Fitted,,,2019-07-18,FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION,,,"3 x Aux. Diesel Gen. - MAN Energy Solutions4-stroke  driving 3 x Hyundai Electric HFC7 508-84K - AC generator(s) at 2,700ekW total, (3,375kVA total) 450V at 60Hz",,,,,15.81,20.4,N,,9.0,,,,,,International,,,,,,,,,17.0,4.0,9.0,9.0,6.0,2.0,8.0,15.0,30.0,,,,,,,,,,,,1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s),24.8,Bulk Carrier,,2021,7008.091882015139,1342.4,,Yes,,,Greece,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Bulk carrier,968,7383.075304678549,712193.7954709493,2,18,5.6028067803215285e-05,18651.0,4766955.5,930.5897013970376,915.0351991758242,215.73081849636853,494.8175877826476,1002.9884454157489,7.616510564630682,17.204174199380166,0.2200413223140495,64.06378173828125,0.0,0.0212483399734395,12.0,0.291223201197365,7.202958992832764,6.911735791635399,-374.98342266341024,-0.0535072069511146,0.0,True
16112410.0,9500637,Navios Lumen,354700000.0,,Panama,SwissMarine Services,Navios Holdings,Navios Holdings,2009-12-01,2009.0,2009-08-18,2008-01-04,,,,180661.0,Capesize,45.0,18.2,,110.0,$m,VLS IFO,,"1 x Diesel - MAN B. & W. 6S70MC-C7.2 - 2-stroke 6-cyl. 700mm x2800mm bore/stroke 18,651mkW total at 91rpm",25358.0,,,"1 x Sewage Treatment Plant - Il Seung, 1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 3000cu.m/hr - 2020 installation year",14.9,9.0,199200.0,Bulk Carrier,East Asia (37.5 %),14.0,292.0,,,,Greece,STX SB (Jinhae),In Service,94817.0,,,4510.0,Atlantic/Pacific,,,2009-10-16,10.67,124.4,58778.0,,,Bulker,,,,Navios Lumen,56735.0,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 91rpm",14.0,Y,,,,,,,3013,KTM Corp. SA,N,Greece,,3EZS3,,Bulkers,,76643.0,Large (21-50),,Y,,,NYSE,,,Gard P&I,59.87,2020-03-08,,,2024-12-09,,,31499.13,283.0,N,,,,Navios Ship Mgmt,Greece,Singapore Marine,Switzerland,,,,,,,Y,South Korea,Switzerland,NM,14.9,Service,,D,N,Jinhae,,,Navios Holdings,N,2009-12-01,N,,,STX SB (Jinhae),STX SB (Jinhae),,,,,,Fitted,,,2020-02-08,FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION,,,"3 x Aux. Diesel Gen. - MAN Energy Solutions4-stroke  driving 3 x Hyundai Electric HFC7 508-84K - AC generator(s) at 2,700ekW total, (3,375kVA total) 450V at 60Hz",,,,,15.81,20.4,N,,9.0,,,,,,International,,,,,,,,5.0,4.0,,8.0,,18.0,,38.0,,27.0,1.0,,,,,,,,,"1 x Boiler, Composite - Kangrim - 400m2 at 7 bar",,1 x Emergency Diesel Gen. - 4-stroke  driving 1 x AC generator(s),24.8,Bulk Carrier,,2019,7432.080344332855,1295.04,,Yes,,,Greece,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Bulk carrier,1203,7669.250385052092,470498.1482843381,3,174,5.6028067803215285e-05,18651.0,2482182.5,998.1132862872388,921.5264423076924,141.34324827055852,508.2822136210788,613.4315027072016,6.295432074111596,13.94163029925187,0.1679135494596841,115.60861206054688,0.0,0.1691691691691691,10.0,0.7463712861769594,7.167068740633461,6.420697454456501,-237.17004071923657,-0.03191166264773827,0.0,True
16072789.0,9434553,Mariloula,538004701.0,,Marshall Is.,Chandris (Hellas),Chandris (Hellas),Chandris Group,2008-11-01,2008.0,2008-06-16,2007-03-31,,,,179759.0,Capesize,45.0,17.92," 1 x Crane - OPCO SWL 10 tons at 9.80m., 1 x Crane - OPCO SWL 4 tons at 8.60m.",,,VLS IFO,62.0,"1 x Diesel - MAN B. & W. 6S60MC-C7.1 - 2-stroke 6-cyl. 600mm x2400mm bore/stroke 13,560mkW total at 105rpm",18424.0,,,,14.5,9.0,192080.0,Bulk Carrier,East Coast Africa (30.8 %),22.0,292.0,,,,Greece,Daewoo (DSME),In Service,94232.0,,,4441.0,Pacific,,,,11.12,123.4,59779.0,,,Crude/Products Tanker,,,,Mariloula,46781.0,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",22.0,,,,,,,,1166,Amphithoe Shipping Inc.,,Greece,N,V7YO9,,Bulkers,182476.0,77235.0,Large (21-50),,Y,,,,,,UK P&I Club,59.16,2018-11-28,,,2023-11-27,62.0,,31380.44,283.0,N,,,,Century Bulk,Greece,Chandris Group,Greece,,,,,,,,South Korea,Greece,,14.5,Service,,M,N,Geoje,,,Chandris Group,N,2008-11-01,N,,,Daewoo (DSME),Daewoo (DSME),,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 2,280ekW total, (2,850kVA total) 450V at 60Hz",,,,1.0,15.72,20.4,N,,9.0,,,,,,International,,,,,,,,4.0,1.0,,31.0,,3.0,25.0,13.0,12.0,16.0,,,,,,,,,,,S,,24.7,Bulk Carrier,,2019,6538.820212535242,1206.02,Yes,,,,Greece,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Bulk carrier,646,6540.066235510581,1089657.3748933256,2,160,6.141924543649726e-05,13560.0,6718019.5,580.6432992714368,553.3612932477678,358.93229461242123,451.8798636473728,1047.7692049385896,10.14281395123839,15.350208010835914,0.2058823529411764,105.15193939208984,17.928013,0.1520467836257309,11.0,0.14053722113682188,7.095909790968535,6.955372569831713,-1.2460229753387466,-0.000190557766514219,0.0027412586286445105,True
16114980.0,9410480,Haralambos,636018016.0,Brave Haralambos,Liberia,Universal Tanker,Universal Tanker,Universal Tanker,2009-05-01,2009.0,2008-12-22,2007-10-19,,,,179922.0,Capesize,45.0,18.21," 1 x Crane - OPCO SWL 6.30 tons at 16.30m., 1 x Crane - OPCO SWL 2 tons at 16.30m.",,,VLS IFO,62.0,"1 x Diesel - MAN B. & W. 6S60MC-C7.2 - 2-stroke 6-cyl. 600mm x2400mm bore/stroke 13,560mkW total at 105rpm",18424.0,,,,15.0,9.0,198000.0,Bulk Carrier,East Coast Africa (30.0 %),15.0,292.0,,,,Cyprus,Daewoo (DSME),In Service,94222.0,,,4441.0,Atlantic/Pacific,,,,11.4,123.4,55279.0,,,Handysize Bulker,,,,Haralambos,46781.0,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",15.0,,,,,,,,1182,NERO OIL INC.,,Cyprus,N,D5NU4,,Bulkers,182476.0,77235.0,Small (6-10),,Y,,,,,,North of England P&I,59.16,2019-05-27,,,2024-05-26,62.0,,31378.41,283.0,N,,,,Brave Maritime,Greece,Universal Tanker,Cyprus,,,,,,,,South Korea,Cyprus,,15.0,Service,,,N,Geoje,,,Stealth Maritime,N,2017-08-01,N,,,Daewoo (DSME),Daewoo (DSME),,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 2,280ekW total, (2,850kVA total) 450V at 60Hz",,,,1.0,15.72,20.4,N,,9.0,,,,,,International,,,,,,,,13.0,11.0,,30.0,,2.0,,19.0,6.0,19.0,,,,,,,,,,,S,,24.7,Bulk Carrier,,2019,16461.924490867714,2821.08,Yes,,,,Germany,DNV GL,Bulk carrier,2065,16802.516323734002,1966722.3041882943,5,343,5.489505511626191e-05,13560.0,11634876.0,1779.4753395938128,1662.4468012081272,587.7241202159254,1125.3236452281262,1732.1361423195085,8.17426414951574,14.660124092009683,0.1849878934624697,212.64666748046875,0.0,0.1838805970149253,10.0,0.48754163531646366,7.945229480699815,7.457687845383352,-340.5918328662883,-0.02068967289062906,0.0,True
