mmsi,year,distance
247304400,2019,58478.030923541635
247304400,2020,50528.108039326966
247304400,2021,70196.41740957275
247381900,2019,15068.086819842458
247381900,2020,36611.78164164722
247381900,2021,47443.411187812686
248005000,2019,67257.72404291853
248005000,2020,61016.27138084918
248005000,2021,56922.23078584671
248007000,2019,66620.72381356359
248007000,2020,65326.78187991306
248007000,2021,73734.97169129923
248010000,2019,50004.34956965223
248010000,2020,52494.98438923061
248010000,2021,56817.36956450343
248017000,2019,47311.719808876514
248017000,2020,56706.03761783242
248017000,2021,59894.98844189197
248048000,2019,34805.158155590296
248048000,2020,55898.22076065838
248048000,2021,42525.263217356056
248056000,2019,44790.51209898293
248056000,2020,48988.38816845417
248056000,2021,58308.63844653964
248087000,2019,56219.77812334895
248087000,2020,57019.06949150562
248087000,2021,68308.9438663125
248092000,2019,62787.66957449913
248092000,2020,41033.72038668394
248092000,2021,48105.54015171528
248110000,2019,35819.67739596963
248110000,2020,50591.15198082104
248110000,2021,56739.10961329937
248116000,2021,8607.735763788223
248122000,2019,67378.57924127206
248122000,2020,56501.3950433135
248122000,2021,66227.91557713225
248134000,2019,71902.47771540284
248134000,2020,55380.645269010216
248134000,2021,74248.48277924955
248135000,2019,53836.92547420412
248135000,2020,47818.55177637935
248135000,2021,43942.6769426465
248146000,2019,61382.83497233689
248146000,2020,46998.29935860634
248146000,2021,30353.62116533518
248147000,2019,54171.35635140538
248147000,2020,62333.91594192386
248147000,2021,59780.56494048983
248150000,2019,62015.48880698159
248150000,2020,69354.73160889745
248150000,2021,60572.7865337953
248153000,2019,36082.27306101844
248153000,2020,38406.92219654471
248153000,2021,35706.53592657298
248162000,2019,51633.52530692518
248162000,2020,45577.74538402259
248162000,2021,38354.45487533137
248172000,2019,70712.98736540973
248172000,2020,77939.65530958772
248172000,2021,73873.09177289903
248173000,2019,72704.18668876588
248173000,2020,81104.06818850338
248173000,2021,72493.92928197235
248177000,2019,65066.20098104328
248177000,2020,82827.2593928054
248177000,2021,68229.69979052246
248179000,2019,63389.013313129544
248179000,2020,51051.91250345111
248179000,2021,59576.93025279045
248183000,2019,60775.975262105465
248183000,2020,53317.87229760364
248183000,2021,54683.42093884945
248184000,2019,51750.179139874876
248184000,2020,49783.64079925418
248184000,2021,35544.377653274685
248185000,2019,46241.56743042916
248185000,2020,57675.97228874266
248185000,2021,49767.02411580086
248188000,2019,61523.65172483586
248188000,2020,75235.22690947354
248188000,2021,73642.56423741579
248195000,2019,41887.08178977668
248195000,2020,55415.2712649107
248195000,2021,55786.112542033195
248197000,2019,36469.00675788522
248197000,2020,43025.17540448904
248197000,2021,36619.95177556574
248203000,2019,43801.5943589434
248203000,2020,54727.425816737115
248203000,2021,48153.10249438882
248208000,2019,54191.88624110818
248208000,2020,58567.48925563693
248208000,2021,58034.69592925161
248209000,2019,45285.5122612901
248209000,2020,51390.70003949106
248209000,2021,51709.37514014542
248220000,2019,42989.84955706447
248220000,2020,30629.150684595108
248220000,2021,44062.159893646836
248238000,2019,55017.21288958192
248238000,2020,69058.92037177086
248238000,2021,54818.354380466044
248243000,2019,57855.9627777338
248243000,2020,51496.20738631114
248243000,2021,54425.74142792821
248251000,2019,53390.17396970093
248251000,2020,67928.08860633522
248251000,2021,85440.69275310636
248256000,2019,60386.61018772423
248256000,2020,45135.80858705938
248256000,2021,46010.92788159847
248262000,2019,55726.50390972197
248262000,2020,57710.14179970324
248262000,2021,58105.06979975104
248285000,2019,50396.24020425975
248285000,2020,64849.11444145441
248285000,2021,52185.69278372079
248289000,2019,54430.002366900444
248289000,2020,58220.481219768524
248289000,2021,54335.467556767166
248296000,2019,38156.25679624081
248296000,2020,42191.21446818113
248296000,2021,58632.748283065856
248300000,2019,27601.990404449403
248300000,2020,28869.727451905608
248300000,2021,19377.344879746437
248303000,2019,42712.09672321379
248303000,2020,34176.138757541776
248303000,2021,53288.41087114997
248306000,2019,41191.63399170339
248306000,2020,31227.00150975585
248306000,2021,38995.35930091143
248326000,2019,46653.67515854165
248326000,2020,46850.22389957309
248326000,2021,44414.74626843631
248375000,2019,36519.0587215703
248375000,2020,44429.30628107488
248375000,2021,9427.008203744888
248376000,2019,34436.62084335089
248376000,2020,60293.111726507545
248376000,2021,56102.621768310666
248389000,2019,58272.74757607281
248389000,2020,62891.72938426584
248389000,2021,72805.14169707894
248390000,2019,55403.35856035724
248390000,2020,40743.52062469721
248390000,2021,70872.49550996348
248397000,2019,57961.82308740914
248397000,2020,65524.43922927976
248397000,2021,68995.58044479042
248440000,2019,55626.52881017327
248440000,2020,63731.228743582964
248440000,2021,69723.1996718049
248441000,2019,59072.53510989249
248441000,2020,48744.588623829186
248441000,2021,45930.26690608263
248442000,2019,54898.0023612231
248442000,2020,46912.07151158154
248442000,2021,64147.097476281226
248457000,2019,32308.13729710877
248457000,2020,55828.249702587724
248457000,2021,60624.38075995445
248459000,2019,59282.45649506152
248459000,2020,61987.79122890532
248459000,2021,79427.85887303948
248462000,2019,66499.80192409083
248462000,2020,60123.07371754944
248462000,2021,53698.699844524264
248472000,2019,46716.286755263805
248472000,2020,43658.73293966055
248472000,2021,47232.08124807477
248476000,2019,47483.76427614689
248476000,2020,34885.93783245981
248476000,2021,56961.83084666729
248489000,2019,43766.87436452508
248489000,2020,42273.67314822972
248489000,2021,40936.22219914198
248493000,2019,56326.58086849749
248493000,2020,51186.138813875616
248493000,2021,51141.175719976425
248496000,2019,44243.15102271736
248496000,2020,48474.24043926597
248496000,2021,44614.783584445715
248505000,2019,52765.188890352845
248505000,2020,42863.78447583318
248505000,2021,45124.244325727224
248506000,2019,45645.926254466176
248506000,2020,50098.39735740423
248506000,2021,37172.89099930227
248510000,2019,55600.928053721786
248510000,2020,46964.70837575197
248510000,2021,53516.118701756
248515000,2019,34777.762257799506
248515000,2020,48948.390022560954
248515000,2021,40834.49220556021
248534000,2019,57348.18442681432
248534000,2020,62258.04596108943
248534000,2021,54580.90637496114
248542000,2019,24843.09165930748
248542000,2020,25369.137920238078
248542000,2021,15649.041271394119
248546000,2019,54528.211771801114
248546000,2020,66295.02537921071
248546000,2021,59827.952121414244
248550000,2019,29525.009991958737
248550000,2020,35592.142360687256
248550000,2021,46842.69833051786
248563000,2019,58440.39637096226
248563000,2020,58302.72678044438
248563000,2021,65173.42461910844
248565000,2019,33256.16204237938
248565000,2020,33086.06326973438
248565000,2021,45614.212337344885
248605000,2019,49724.74207530543
248605000,2020,46689.79622499645
248605000,2021,55034.31295250356
248614000,2019,64769.11279307492
248614000,2020,71123.09145088494
248614000,2021,65209.38187792525
248617000,2019,17567.6812787354
248617000,2020,1300.8126628398895
248617000,2021,34478.280979231
248630000,2019,48464.74938686192
248630000,2020,49452.96220283955
248630000,2021,43637.03060668707
248639000,2019,37959.63897256553
248639000,2020,33995.00135567784
248639000,2021,59605.60431712866
248647000,2019,59815.359571665525
248647000,2020,54187.86104182899
248647000,2021,53249.94713872671
248665000,2019,52457.70615134388
248665000,2020,50833.46895365417
248665000,2021,61534.06640923768
248668000,2019,40225.00749734044
248668000,2020,36927.50411310047
248668000,2021,39760.82871077955
248680000,2019,56030.75859364122
248680000,2020,50175.14615614712
248680000,2021,47047.88638913073
248695000,2019,65093.075823903084
248695000,2020,60482.84883758426
248695000,2021,54726.32971392572
248697000,2019,44462.32548555732
248697000,2020,56502.41778507829
248697000,2021,41818.03159362078
248698000,2019,43869.15164396912
248698000,2020,50936.62435053289
248698000,2021,52217.26211539656
248721000,2019,48004.11311465502
248721000,2020,43286.00380329043
248721000,2021,50652.135345846415
248724000,2019,37441.18252620101
248724000,2020,46999.56281004846
248724000,2021,51351.167167931795
248732000,2019,9817.621270179749
248732000,2020,28899.58132120967
248732000,2021,17709.44019716978
248736000,2019,4483.501144975424
248736000,2020,121.66828948259354
248736000,2021,222.94508111476898
248741000,2019,62387.261758551
248741000,2020,46138.87911835313
248741000,2021,56780.94907444529
248769000,2019,52425.22762942314
248769000,2020,57174.880825346336
248769000,2021,52787.42489413917
248770000,2019,52761.38363815099
248770000,2020,66967.11488190293
248770000,2021,41308.87474203855
248779000,2019,48501.77648536861
248779000,2020,41646.455521315336
248779000,2021,51177.82842476666
248803000,2019,30243.65334701538
248803000,2020,53317.3482580781
248803000,2021,38634.35927066207
248804000,2019,65546.76813280582
248804000,2020,75223.53808820993
248804000,2021,62401.617236331105
248826000,2019,37492.41278681159
248826000,2020,43869.002294778824
248826000,2021,54149.41325639561
248828000,2019,50498.356729730964
248828000,2020,42491.0225142017
248828000,2021,47856.95221449435
248859000,2019,74818.45168232545
248859000,2020,73632.86595356464
248859000,2021,64658.41643836349
248876000,2019,78828.62171811238
248876000,2020,57106.850271344185
248876000,2021,66266.09374055266
248904000,2019,72039.73569570482
248904000,2020,24064.88818758726
248904000,2021,52033.99692312628
248914000,2019,51775.04417189956
248914000,2020,40551.96059521288
248914000,2021,54477.79694581032
248938000,2019,44140.15574117005
248938000,2020,50858.27114973962
248938000,2021,39390.27282631025
248943000,2019,36641.96718876064
248943000,2020,40930.201319754124
248943000,2021,57878.56872500852
248945000,2019,47150.0126375407
248945000,2020,38756.66326376796
248945000,2021,56716.372801318765
248950000,2019,56317.30455777049
248950000,2020,53730.85805477947
248950000,2021,47751.354855939746
248961000,2019,30910.29552184418
248961000,2020,30555.641844570637
248961000,2021,44764.78424844891
248985000,2019,32354.178406447172
248985000,2020,34101.60883333534
248985000,2021,40628.71526074037
248999000,2019,48639.48128034361
248999000,2020,55258.84398256987
248999000,2021,42829.60310937464
249008000,2019,44868.07621041685
249008000,2020,42681.3085937798
249008000,2021,61609.96394878626
249025000,2019,45968.182434499264
249025000,2020,50777.56561663002
249025000,2021,40980.83614331484
249029000,2019,75116.61826886609
249029000,2020,42557.71722342074
249029000,2021,60511.70960254967
249062000,2019,75752.62399938703
249062000,2020,65966.81035350263
249062000,2021,70146.29022422433
249111000,2019,60894.48439106345
249111000,2020,76082.15770691633
249111000,2021,71447.35950110853
249120000,2019,51606.84146538377
249120000,2020,50315.21975312382
249120000,2021,48556.16311996803
249134000,2019,65987.251647681
249134000,2020,64459.5083001107
249134000,2021,60570.793422073126
249140000,2019,63813.04420533776
249140000,2020,64845.163418740034
249140000,2021,79243.6040455699
249141000,2019,61960.3123767823
249141000,2020,67362.80552625656
249141000,2021,79066.75205238163
249153000,2019,64306.12322443724
249153000,2020,59851.85485428572
249153000,2021,74756.6061360538
249158000,2019,45811.34299723804
249158000,2020,61955.14998785406
249158000,2021,55987.41005958617
249160000,2019,55941.830616265535
249160000,2020,54952.53225596249
249160000,2021,59387.04554836452
249183000,2019,52223.81072987616
249183000,2020,47846.63350139558
249183000,2021,42364.13273119554
249185000,2019,57886.57391470671
249185000,2020,43264.85614114255
249185000,2021,58307.141784757376
249194000,2019,53550.62467806786
249194000,2020,29359.253787882626
249194000,2021,49222.11089844257
249216000,2019,56492.58010992408
249216000,2020,37505.90846762806
249216000,2021,42518.02049653232
249217000,2019,50661.953112602234
249217000,2020,45547.298575252295
249217000,2021,44935.6243617665
249219000,2019,50913.397478081286
249219000,2020,49323.7330680117
249219000,2021,36084.9158166945
249251000,2019,65888.67175589502
249251000,2020,79425.27927194536
249251000,2021,63461.29376509227
249252000,2019,58101.134770944715
249252000,2020,71595.08926283568
249252000,2021,69418.70332016051
249254000,2019,76613.81850221753
249254000,2020,56966.009939938784
249254000,2021,71325.95032128692
249262000,2019,47494.52975924313
249262000,2020,59473.8666305393
249262000,2021,49208.059211187065
249284000,2019,30153.102059721947
249284000,2020,55865.47758948803
249284000,2021,48916.69222661853
249290000,2019,62028.17212664336
249290000,2020,59462.93354982138
249290000,2021,68810.2665604949
249302000,2019,60509.28516155481
249302000,2020,37180.55183029175
249302000,2021,49985.66761340201
249304000,2019,67293.82686710358
249304000,2020,64570.540676862
249304000,2021,53622.632071360946
249305000,2019,61329.31039855629
249305000,2020,77069.29658789933
249305000,2021,72712.42672680318
249308000,2019,61494.68917555362
249308000,2020,73449.29438512772
249308000,2021,61797.40907932818
249339000,2019,66881.8450421542
249339000,2020,64785.53818254173
249339000,2021,69670.79894708097
249366000,2019,46681.097031742334
249366000,2020,48536.41482548416
249366000,2021,67460.21508499235
249386000,2019,44952.29675207287
249386000,2020,54841.58295408264
249386000,2021,52482.7653811574
249390000,2019,50818.71201667935
249390000,2020,48795.00058153272
249390000,2021,47619.707176953554
249393000,2019,38194.152493454516
249393000,2020,54094.86442387849
249393000,2021,62888.74827949703
249397000,2019,40776.71622750163
249397000,2020,54045.80431121588
249397000,2021,48158.45359248668
249431000,2019,69403.88596409559
249431000,2020,44997.128842160106
249431000,2021,49585.000140577555
249469000,2019,55262.98623263091
249469000,2020,58774.55947962403
249469000,2021,70413.06634892523
249472000,2019,73197.64074663073
249472000,2020,65053.12634522468
249472000,2021,63175.55042171478
249476000,2019,63424.093592930585
249476000,2020,63300.07375051081
249476000,2021,54515.73638590798
249489000,2019,73434.92523357272
249489000,2020,58004.74527442083
249489000,2021,58609.41913059354
249495000,2019,64866.89979489893
249495000,2020,76692.05094151199
249495000,2021,71298.790410012
249517000,2019,50287.75675871968
249517000,2020,53469.24849907309
249517000,2021,53562.85642617941
249562000,2019,47229.10084658861
249562000,2020,41797.346469044685
249562000,2021,42298.25185851753
249563000,2019,39086.213533103466
249563000,2020,42552.18600256741
249563000,2021,54297.65697579086
249605000,2019,56392.22268798947
249605000,2020,45935.13321121037
249605000,2021,30372.61473058164
249617000,2019,39380.32788281143
249617000,2020,5547.172555714846
249617000,2021,42870.48745402694
249620000,2019,49849.155327901244
249620000,2020,71887.1286893487
249620000,2021,65687.11626816541
249632000,2019,60025.426108926535
249632000,2020,71685.9787979871
249632000,2021,66129.7924336642
249634000,2019,58600.344776034355
249634000,2020,75538.06348270178
249634000,2021,77503.64254964143
249637000,2019,44897.141211509705
249637000,2020,43362.02622292191
249637000,2021,43723.37231349945
249650000,2019,72561.90944238938
249650000,2020,41322.85046263039
249650000,2021,58205.98463243246
249687000,2019,54762.19142680615
249687000,2020,63253.35153183341
249687000,2021,71641.64705060422
249699000,2019,55499.60309175402
249699000,2020,58926.99376702309
249699000,2021,60165.93633031845
249726000,2019,55196.03479100764
249726000,2020,60685.38406430185
249726000,2021,57275.139557018876
249740000,2019,53562.586973942816
249740000,2020,47204.02304765582
249740000,2021,44771.74591020495
249742000,2019,43065.73166884482
249742000,2020,46149.23852521181
249742000,2021,47780.42896075547
249784000,2019,25362.22437286377
249784000,2020,24999.598857849836
249784000,2021,25325.37514398992
249799000,2019,43633.89590588212
249799000,2020,52918.70787921548
249799000,2021,47608.280511423945
249800000,2019,48096.27764622867
249800000,2020,48130.37092472613
249800000,2021,59141.90694382787
249801000,2019,32310.99394875765
249806000,2019,63470.86928419769
249806000,2020,62107.39333682507
249806000,2021,56211.06158256903
249807000,2019,34758.26524871588
249807000,2020,72312.26992853731
249807000,2021,50029.425047174096
249832000,2019,66615.64608794451
249832000,2020,61935.44270865619
249832000,2021,48453.585734948516
249845000,2019,34988.967558413744
249845000,2020,32544.247618556023
249845000,2021,36347.73063915968
249860000,2019,46827.599974852055
249860000,2020,29189.470904514194
249860000,2021,40796.7159485966
249875000,2019,50435.498017564416
249875000,2020,56537.64976195991
249875000,2021,52083.52810496092
249876000,2019,68892.84561480582
249876000,2020,67366.29857876897
249876000,2021,71245.40885260329
249883000,2019,40365.91350527108
249883000,2020,47213.59247674048
249883000,2021,54329.82492440939
249885000,2019,41099.23309201002
249885000,2020,56815.94920370728
249885000,2021,52627.191644221544
249893000,2019,53978.53887468204
249893000,2020,56892.755983419716
249893000,2021,41328.869383089244
249895000,2019,23650.310987070203
249895000,2020,30017.919528782368
249895000,2021,21530.549306184053
249944000,2019,68143.72190707922
249944000,2020,34215.160802304745
249944000,2021,54259.81441614032
249945000,2019,60960.87337983772
249945000,2020,44460.73735231906
249945000,2021,61771.59173542261
249946000,2019,57935.63128667325
249946000,2020,56297.20099914074
249946000,2021,59185.75920670852
249947000,2019,65081.38586745411
249947000,2020,62508.437244698405
249947000,2021,54470.34912443161
249949000,2019,63430.04641917348
249949000,2020,57904.10815834999
249949000,2021,65758.39369348623
249953000,2019,56998.192234672606
249953000,2020,67671.8056062758
249953000,2021,77229.62687151879
249954000,2019,69856.27451404929
249954000,2020,64804.55986426771
249954000,2021,51978.12293252349
249967000,2019,21919.964460730553
249967000,2020,32781.806603103876
249967000,2021,43728.72392678261
249975000,2019,63704.62600168958
249975000,2020,25156.8716614563
249975000,2021,28128.573913298547
250001723,2019,35397.29098010063
250001723,2020,36049.71917450428
250001723,2021,39180.16923850775
250002012,2019,34028.586935430765
250002012,2020,35820.24248132203
250002012,2021,32038.44620835781
250002045,2019,32899.37444084883
250002045,2020,33575.24305641651
250002045,2021,40633.05939055234
250002133,2019,35091.060694649816
250002133,2020,31388.449947312474
250002133,2021,42068.70775434375
250002434,2019,39165.25644439459
250002434,2020,38281.062506347895
250002434,2021,39155.9290625453
250002821,2019,38214.86434042454
250002821,2020,36164.4808537662
250002821,2021,39376.35486313701
250002887,2019,52098.011171631515
250002887,2020,41662.72949834168
250002887,2021,51509.83016744256
250002903,2019,49820.65855212882
250002903,2020,53203.20572775602
250002903,2021,53458.85141167045
250005382,2019,38886.862840637565
250005382,2020,36753.21399009228
250005382,2021,49887.115440785885
250005461,2019,35805.28021554649
250005461,2020,39203.42373111844
250005461,2021,45457.506256997585
250005692,2019,8475.772553741932
250005692,2020,35301.00084170699
250005692,2021,40420.97505578399
250005932,2020,22194.17915736884
250005932,2021,43525.88423420489
253068000,2019,45665.35968133807
253068000,2020,57826.23390902579
253068000,2021,60230.44328740984
253172000,2019,56519.98934753239
253172000,2020,53253.86238259077
253172000,2021,56270.134048588574
253246000,2019,57135.268013611436
253246000,2020,55978.17452286184
253246000,2021,56435.125358223915
253683000,2019,6817.413731396198
253683000,2020,48008.68879128434
253683000,2021,37470.205769106746
255601240,2021,15233.59212166071
255613000,2021,28915.311378523707
255616000,2021,27538.356381572783
255617000,2021,11420.589425176382
255702000,2021,10749.974146932364
255721000,2021,23541.209527865052
255726000,2021,10273.627541780472
255727000,2021,26280.303616069257
255728000,2021,27551.93217341602
255737000,2021,21093.95153579861
255747000,2021,9639.876025736332
255779000,2021,7366.868235647678
255801680,2021,2567.887133836746
255804840,2019,46478.80261552334
255804840,2020,44680.167824313045
255804840,2021,40517.17560470104
255805360,2019,53197.79257782549
255805360,2020,57684.753496453166
255805360,2021,41748.172011345625
255805609,2019,65547.31759345531
255805609,2020,68656.94106687605
255805609,2021,67361.55133038759
255805612,2019,62871.522549301386
255805612,2020,70788.84423266351
255805612,2021,57434.52390418388
255805619,2019,64377.623632546514
255805619,2020,67750.36033747345
255805619,2021,65063.81490576267
255805620,2019,48478.104739546776
255805620,2020,54100.57894380391
255805620,2021,59928.0704844296
255805621,2019,36836.74911352992
255805621,2020,46655.01973980665
255805621,2021,48914.75902925432
255805662,2019,52904.46884191036
255805662,2020,39261.023033857346
255805662,2021,53063.173199117184
255805671,2019,51820.94134564698
255805671,2020,44110.62158292532
255805671,2021,44921.810807563365
255805672,2019,50677.270283248276
255805672,2020,54115.62243073806
255805672,2021,53430.991246819496
255805681,2019,68814.98361716978
255805681,2020,75916.56442901865
255805681,2021,65468.0041808933
255805682,2019,60048.886147260666
255805682,2020,74391.05010977387
255805682,2021,66377.4639025107
255805685,2019,65875.12795954198
255805685,2020,74034.883189179
255805685,2021,63921.20658862591
255805688,2019,50517.31013523415
255805688,2020,53173.20165601373
255805688,2021,55899.9750161916
255805689,2019,50523.2738263011
255805689,2020,52491.50238849223
255805689,2021,52358.4936003387
255805740,2019,42945.450215384364
255805740,2020,39622.24994270131
255805740,2021,47033.98417298496
255805765,2019,40951.25986419618
255805765,2020,60152.18446673453
255805765,2021,54310.575150966644
255805774,2019,45101.01791858673
255805774,2020,55809.48189545795
255805774,2021,51338.52579495311
255805804,2019,66029.18120965362
255805804,2020,68019.8218127191
255805804,2021,60340.40159793198
255805809,2019,42012.404020518064
255805809,2020,60762.77150808647
255805809,2021,54967.66650348902
255805818,2021,6239.590242087841
255805827,2019,62658.40930965543
255805827,2020,64850.291861876845
255805827,2021,58223.93780580163
255805828,2019,65841.3109876737
255805828,2020,58643.02211313695
255805828,2021,58810.62239576876
255805858,2019,63245.41341480613
255805858,2020,55718.79833304882
255805858,2021,50879.542089127004
255805860,2019,59010.90836108476
255805860,2020,59580.80261607468
255805860,2021,53517.07796129584
255805872,2019,61783.24726481736
255805872,2020,61395.55384125747
255805872,2021,70875.52672067285
255805873,2019,65254.99554078281
255805873,2020,64924.83732813597
255805873,2021,54331.6155410707
255805874,2019,66024.04933014885
255805874,2020,75816.24181345105
255805874,2021,61123.94547210261
255805876,2019,66315.94682457298
255805876,2020,68816.64290966094
255805876,2021,71611.84792001545
255805893,2019,62395.19266229123
255805893,2020,56093.5098554343
255805893,2021,63661.0919085294
255805894,2019,52985.386586058885
255805894,2020,52911.0131817013
255805894,2021,45365.77561458945
255805905,2019,37817.44000186026
255805905,2020,37156.976666390896
255805905,2021,39735.25806821883
255805935,2019,61335.497259140015
255805935,2020,76371.19046624005
255805935,2021,55537.01183348894
255805936,2019,62947.9401524961
255805936,2020,74685.72376303375
255805936,2021,58336.348325788975
255806030,2019,50007.59908819944
255806030,2020,47989.59421458095
255806030,2021,51085.11471059173
255806040,2019,40343.65482209623
255806040,2020,44714.9769872725
255806040,2021,37472.31108760834
255806048,2019,50035.62238633633
255806048,2020,50020.427515506744
255806048,2021,53199.132734030485
255806049,2019,57123.58307978511
255806049,2020,53362.955369606614
255806049,2021,53685.87381340563
255806090,2019,49870.09628345072
255806090,2020,51715.22332717478
255806090,2021,59141.65908551216
255806106,2019,55335.78401166201
255806106,2020,53208.00702923536
255806106,2021,46261.54407352209
255806117,2019,51630.52735465765
255806117,2020,45994.28733445704
255806117,2021,49335.91456988454
255806118,2019,46103.87846444547
255806118,2020,46611.26539759338
255806118,2021,57892.34621617198
255806167,2019,50362.372756138444
255806167,2020,54676.58457492292
255806167,2021,49917.87105703354
255806168,2019,39483.13512142748
255806168,2020,57044.02136288211
255806168,2021,49736.37075905502
255806181,2019,42652.237954720855
255806181,2020,40502.30615928769
255806181,2021,53517.63427875191
255806201,2019,35635.284219644964
255806201,2020,62447.39608103782
255806201,2021,57560.351628154516
255806204,2019,34293.0758536458
255806204,2020,51274.52744254097
255806204,2021,45545.52095139027
255806205,2019,27895.777729183435
255806205,2020,50312.9613564536
255806205,2021,53105.67425367236
255806206,2019,48934.261096544564
255806206,2020,50469.36783000827
255806206,2021,58562.78482566774
255806223,2019,55131.44069207087
255806223,2020,51172.15073224902
255806223,2021,54620.220729611814
255806239,2019,12746.920357495546
255806239,2020,47374.25333081186
255806239,2021,51295.73146402836
255806240,2019,7741.841796875
255806240,2020,52437.611504375935
255806240,2021,40005.81271541305
255806241,2019,12306.728720605373
255806241,2020,55083.413149505854
255806241,2021,36445.350111834705
255806252,2019,41987.952079910785
255806252,2020,71496.74344044179
255806252,2021,54129.73313829303
255806254,2019,32662.22998958826
255806254,2020,66059.73771138489
255806254,2021,64421.269006468356
255806277,2019,13675.944370388985
255806277,2020,43830.589963674545
255806277,2021,51896.3422088474
255806281,2019,604.7978496551514
255806281,2020,47934.17243525386
255806281,2021,68118.19390253723
255806282,2019,6799.2370891571045
255806282,2020,42389.07597697526
255806282,2021,48863.37315155566
255806283,2019,3024.479087769985
255806283,2020,51374.34886789322
255806283,2021,44368.37233681232
255806292,2020,59322.55803757906
255806292,2021,60650.057772841305
255806294,2021,520.0423746109009
255806295,2021,6888.302028894424
255806296,2021,14403.324466109276
255806298,2020,1576.413818359375
255806298,2021,8514.517991065979
255806299,2021,11018.393740534782
255806302,2020,43102.51710810512
255806302,2021,49898.80534106493
255806323,2020,55788.901144087315
255806323,2021,54305.79439392686
255806324,2020,35340.3563529551
255806324,2021,60096.20388947427
255806325,2020,41723.78432625532
255806325,2021,54945.692998602986
255806326,2020,48983.79770511389
255806326,2021,51986.16817072034
255806337,2020,35172.841800272465
255806337,2021,65577.44981789589
255806371,2020,14725.815795302391
255806371,2021,54438.794523231685
255806375,2020,10003.451239466667
255806375,2021,36847.852056123316
255806380,2020,4702.32655787468
255806380,2021,50120.04750549793
255806386,2021,31253.43115579337
255806388,2021,62470.97460795194
255806389,2020,14029.056529656053
255806389,2021,63541.694957360625
255806429,2021,6990.730753034353
255806435,2020,303.37759041786194
255806435,2021,48645.141028255224
255806455,2021,30919.985868513584
255806467,2021,43503.08016139269
255806472,2021,56785.92113253474
255806473,2021,46428.12823739648
255806474,2021,53755.18590953201
255806475,2021,58910.18283278495
255806483,2021,45273.653049476445
255806487,2021,44884.225571841
255806488,2021,35851.61663495004
255806501,2021,41339.509774092585
255806509,2021,42810.369533121586
256007000,2019,34264.55062031001
256007000,2020,30390.167315006256
256007000,2021,32602.46496655047
256028000,2019,67364.53261069208
256028000,2020,56727.798806875944
256028000,2021,72578.00151371956
256038000,2019,51731.12777290866
256038000,2020,42235.8049044013
256038000,2021,43505.289275698364
256054000,2019,47203.53898444027
256054000,2020,47482.55745600164
256054000,2021,57989.26015306264
256080000,2019,60075.693082138896
256080000,2020,62742.05205203593
256080000,2021,58865.014600396156
256099000,2019,46579.04351301491
256099000,2020,36929.218811541796
256099000,2021,42533.21183672547
256106000,2019,35240.23402282223
256106000,2020,57076.38163996488
256106000,2021,47059.371812835336
256112000,2019,61840.48986021429
256112000,2020,67036.54441782832
256112000,2021,49104.65215113014
256114000,2019,53292.929161682725
256114000,2020,60026.079994149506
256114000,2021,60866.58750385791
256138000,2019,69262.42894084752
256138000,2020,58303.61278524995
256138000,2021,70464.98446581885
256155000,2019,31065.962452620268
256155000,2020,32636.905098497868
256155000,2021,34245.73469235003
256238000,2019,68096.14235763252
256238000,2020,45797.60409351438
256238000,2021,72159.3161341697
256296000,2019,72819.59866082296
256296000,2020,63019.94479707256
256296000,2021,69551.15163947642
256308000,2019,40951.195910066366
256308000,2020,48255.02850548923
256308000,2021,46994.85440976918
256313000,2019,49866.999574154615
256313000,2020,44541.08836979419
256313000,2021,55292.63709050417
256317000,2019,55231.407883539796
256317000,2020,66360.64530553296
256317000,2021,61637.43561986089
256334000,2019,63370.44201105833
256334000,2020,51641.813988626
256334000,2021,52187.688922673464
256347000,2019,43981.275961101055
256347000,2020,53940.66670493409
256347000,2021,46368.84003679454
256350000,2019,32933.99659097195
256350000,2020,38163.83096721023
256350000,2021,51116.757329672575
256362000,2019,27911.437768489122
256362000,2020,31362.3082460016
256362000,2021,46160.97422027588
256408000,2019,52279.78356684744
256408000,2020,55434.170880526304
256408000,2021,51888.214585814625
256415000,2019,46856.45437788963
256415000,2020,49964.007974505424
256415000,2021,53771.03690505028
256416000,2019,40613.945086484775
256416000,2020,53550.7646099031
256416000,2021,51031.02756227553
256427000,2019,60903.158118635416
256427000,2020,46089.939023166895
256427000,2021,69278.05466678739
256454000,2019,69997.9093194753
256454000,2020,66832.38836412132
256454000,2021,77992.49527649581
256458000,2019,74089.7519543469
256458000,2020,68524.20475579798
256458000,2021,65724.88768205047
256461000,2019,55289.28142374754
256461000,2020,57610.48970864713
256461000,2021,41329.34566780925
256484000,2019,36974.11425100267
256484000,2020,56665.09052084386
256484000,2021,53624.33613893762
256503000,2019,47623.60628805682
256503000,2020,53165.80733239651
256503000,2021,50858.53278900683
256505000,2019,48761.078714460135
256505000,2020,36829.91380687058
256505000,2021,46966.32075659931
256524000,2019,19572.545408301055
256524000,2020,24162.14314366877
256524000,2021,34774.45768856257
256526000,2019,40355.83188354969
256526000,2020,33058.443973213434
256526000,2021,40777.38030114025
256556000,2019,63060.105810940266
256556000,2020,56244.35399698652
256556000,2021,63634.09369328618
256557000,2019,66127.38391340524
